"location","forecast_date","target_end_date","target","type","quantile","value","scenario_id"
"DE",2021-07-12,2021-07-31,"3 wk ahead inc case","quantile",0.4,12971,"forecast"
"DE",2021-07-12,2021-07-31,"3 wk ahead inc case","quantile",0.45,14210,"forecast"
"DE",2021-07-12,2021-07-31,"3 wk ahead inc case","quantile",0.5,15544,"forecast"
"DE",2021-07-12,2021-07-31,"3 wk ahead inc case","quantile",0.55,16995,"forecast"
"DE",2021-07-12,2021-07-31,"3 wk ahead inc case","quantile",0.6,18656,"forecast"
"DE",2021-07-12,2021-07-31,"3 wk ahead inc case","quantile",0.65,20560,"forecast"
"DE",2021-07-12,2021-07-31,"3 wk ahead inc case","quantile",0.7,22819,"forecast"
"DE",2021-07-12,2021-07-31,"3 wk ahead inc case","quantile",0.75,25584,"forecast"
"DE",2021-07-12,2021-07-31,"3 wk ahead inc case","quantile",0.8,29140,"forecast"
"DE",2021-07-12,2021-07-31,"3 wk ahead inc case","quantile",0.85,34164,"forecast"
"DE",2021-07-12,2021-07-31,"3 wk ahead inc case","quantile",0.9,41919,"forecast"
"DE",2021-07-12,2021-07-31,"3 wk ahead inc case","quantile",0.95,58163,"forecast"
"DE",2021-07-12,2021-07-31,"3 wk ahead inc case","quantile",0.975,78817,"forecast"
"DE",2021-07-12,2021-07-31,"3 wk ahead inc case","quantile",0.99,117572,"forecast"
"DE",2021-07-12,2021-07-31,"3 wk ahead inc case","point",NA,15544,"forecast"
"DE",2021-07-12,2021-08-07,"4 wk ahead inc case","quantile",0.01,2012,"forecast"
"DE",2021-07-12,2021-08-07,"4 wk ahead inc case","quantile",0.025,3131,"forecast"
"DE",2021-07-12,2021-08-07,"4 wk ahead inc case","quantile",0.05,4408,"forecast"
"DE",2021-07-12,2021-08-07,"4 wk ahead inc case","quantile",0.1,6514,"forecast"
"DE",2021-07-12,2021-08-07,"4 wk ahead inc case","quantile",0.15,8415,"forecast"
"DE",2021-07-12,2021-08-07,"4 wk ahead inc case","quantile",0.2,10233,"forecast"
"DE",2021-07-12,2021-08-07,"4 wk ahead inc case","quantile",0.25,12109,"forecast"
"DE",2021-07-12,2021-08-07,"4 wk ahead inc case","quantile",0.3,14057,"forecast"
"DE",2021-07-12,2021-08-07,"4 wk ahead inc case","quantile",0.35,16103,"forecast"
"DE",2021-07-12,2021-08-07,"4 wk ahead inc case","quantile",0.4,18312,"forecast"
"DE",2021-07-12,2021-08-07,"4 wk ahead inc case","quantile",0.45,20701,"forecast"
"DE",2021-07-12,2021-08-07,"4 wk ahead inc case","quantile",0.5,23422,"forecast"
"DE",2021-07-12,2021-08-07,"4 wk ahead inc case","quantile",0.55,26596,"forecast"
"DE",2021-07-12,2021-08-07,"4 wk ahead inc case","quantile",0.6,30191,"forecast"
"DE",2021-07-12,2021-08-07,"4 wk ahead inc case","quantile",0.65,34576,"forecast"
"DE",2021-07-12,2021-08-07,"4 wk ahead inc case","quantile",0.7,39756,"forecast"
"DE",2021-07-12,2021-08-07,"4 wk ahead inc case","quantile",0.75,46522,"forecast"
"DE",2021-07-12,2021-08-07,"4 wk ahead inc case","quantile",0.8,55728,"forecast"
"DE",2021-07-12,2021-08-07,"4 wk ahead inc case","quantile",0.85,69217,"forecast"
"DE",2021-07-12,2021-08-07,"4 wk ahead inc case","quantile",0.9,92319,"forecast"
"DE",2021-07-12,2021-08-07,"4 wk ahead inc case","quantile",0.95,146098,"forecast"
"DE",2021-07-12,2021-08-07,"4 wk ahead inc case","quantile",0.975,227408,"forecast"
"DE",2021-07-12,2021-08-07,"4 wk ahead inc case","quantile",0.99,400774,"forecast"
"DE",2021-07-12,2021-08-07,"4 wk ahead inc case","point",NA,23422,"forecast"
