target_end_date,target_variable,location,location_name,anomaly
2021-12-11,inc case,FR,France,large data revision
2021-12-11,inc case,GR,Greece,Replaced data source
2021-12-11,inc case,HR,Croatia,Replaced data source
2021-12-11,inc case,HU,Hungary,Replaced data source
2021-12-11,inc case,IE,Ireland,Replaced data source
2021-12-11,inc case,IS,Iceland,Replaced data source
2021-12-11,inc case,IT,Italy,Replaced data source
2021-12-11,inc case,LI,Liechtenstein,Replaced data source
2021-12-11,inc case,LT,Lithuania,Replaced data source
2021-12-11,inc case,LU,Luxembourg,Replaced data source
2021-12-11,inc case,LV,Latvia,Replaced data source
2021-12-11,inc case,MT,Malta,Replaced data source
2021-12-11,inc case,NL,Netherlands,Replaced data source
2021-12-11,inc case,NO,Norway,Replaced data source
2021-12-11,inc case,PL,Poland,Replaced data source
2021-12-11,inc case,PT,Portugal,Replaced data source
2021-12-11,inc case,RO,Romania,Replaced data source
2021-12-11,inc case,SE,Sweden,Replaced data source
2021-12-11,inc case,SI,Slovenia,Replaced data source
2021-12-11,inc case,SK,Slovakia,Replaced data source
2021-12-11,inc death,AT,Austria,large data revision
2021-12-11,inc death,BE,Belgium,Replaced data source
2021-12-11,inc death,BG,Bulgaria,Replaced data source
2021-12-11,inc death,CY,Cyprus,Replaced data source
2021-12-11,inc death,CZ,Czechia,Replaced data source
2021-12-11,inc death,DE,Germany,large data revision
2021-12-11,inc death,DK,Denmark,Replaced data source
2021-12-11,inc death,EE,Estonia,Replaced data source
2021-12-11,inc death,ES,Spain,Replaced data source
2021-12-11,inc death,FI,Finland,large data revision
2021-12-11,inc death,FR,France,large data revision
2021-12-11,inc death,GB,United Kingdom,large data revision
2021-12-11,inc death,GR,Greece,Replaced data source
2021-12-11,inc death,HR,Croatia,Replaced data source
2021-12-11,inc death,HU,Hungary,Replaced data source
2021-12-11,inc death,IE,Ireland,Replaced data source
2021-12-11,inc death,IS,Iceland,Replaced data source
2021-12-11,inc death,IT,Italy,Replaced data source
2021-12-11,inc death,LI,Liechtenstein,Replaced data source
2021-12-11,inc death,LT,Lithuania,Replaced data source
2021-12-11,inc death,LU,Luxembourg,Replaced data source
2021-12-11,inc death,LV,Latvia,Replaced data source
2021-12-11,inc death,MT,Malta,Replaced data source
2021-12-11,inc death,NL,Netherlands,Replaced data source
2021-12-11,inc death,NO,Norway,Replaced data source
2021-12-11,inc death,PL,Poland,Replaced data source
2021-12-11,inc death,PT,Portugal,Replaced data source
2021-12-11,inc death,RO,Romania,Replaced data source
2021-12-11,inc death,SE,Sweden,Replaced data source
2021-12-11,inc death,SI,Slovenia,Replaced data source
2021-12-11,inc death,SK,Slovakia,Replaced data source
2021-12-11,inc hosp,BE,Belgium,Replaced data source
2021-12-11,inc hosp,BG,Bulgaria,Replaced data source
2021-12-11,inc hosp,CH,Switzerland,large data revision
2021-12-11,inc hosp,CY,Cyprus,large data revision
2021-12-11,inc hosp,CZ,Czechia,Replaced data source
2021-12-11,inc hosp,DE,Germany,Replaced data source
2021-12-11,inc hosp,DK,Denmark,Replaced data source
2021-12-11,inc hosp,EE,Estonia,Replaced data source
2021-12-11,inc hosp,ES,Spain,Replaced data source
2021-12-11,inc hosp,FR,France,Replaced data source
2021-12-11,inc hosp,GB,United Kingdom,large data revision
2021-12-11,inc hosp,GR,Greece,large data revision
2021-12-11,inc hosp,HR,Croatia,large data revision
2021-12-11,inc hosp,IE,Ireland,Replaced data source
2021-12-11,inc hosp,IS,Iceland,large data revision
2021-12-11,inc hosp,IT,Italy,Replaced data source
2021-12-11,inc hosp,LI,Liechtenstein,large data revision
2021-12-11,inc hosp,LU,Luxembourg,Replaced data source
2021-12-11,inc hosp,LV,Latvia,large data revision
2021-12-11,inc hosp,MT,Malta,large data revision
2021-12-11,inc hosp,NL,Netherlands,Replaced data source
2021-12-11,inc hosp,NO,Norway,large data revision
2021-12-11,inc hosp,SI,Slovenia,Replaced data source
2021-12-11,inc hosp,SK,Slovakia,Replaced data source
2021-12-12,inc hosp,BE,Belgium,Replaced data source
2021-12-12,inc hosp,CH,Switzerland,Replaced data source
2021-12-12,inc hosp,CY,Cyprus,Replaced data source
2021-12-12,inc hosp,CZ,Czechia,Replaced data source
2021-12-12,inc hosp,DE,Germany,Replaced data source
2021-12-12,inc hosp,DK,Denmark,Replaced data source
2021-12-12,inc hosp,EE,Estonia,Replaced data source
2021-12-12,inc hosp,ES,Spain,Replaced data source
2021-12-12,inc hosp,FR,France,Replaced data source
2021-12-12,inc hosp,GR,Greece,Replaced data source
2021-12-12,inc hosp,IE,Ireland,Replaced data source
2021-12-12,inc hosp,IS,Iceland,Replaced data source
2021-12-12,inc hosp,IT,Italy,Replaced data source
2021-12-12,inc hosp,LI,Liechtenstein,Replaced data source
2021-12-12,inc hosp,LU,Luxembourg,Replaced data source
2021-12-12,inc hosp,LV,Latvia,Replaced data source
2021-12-12,inc hosp,MT,Malta,Replaced data source
2021-12-12,inc hosp,NL,Netherlands,Replaced data source
2021-12-12,inc hosp,SI,Slovenia,Replaced data source
2021-12-12,inc hosp,SK,Slovakia,Replaced data source
2021-12-13,inc hosp,BE,Belgium,Replaced data source
2021-12-13,inc hosp,CH,Switzerland,Replaced data source
2021-12-13,inc hosp,CZ,Czechia,Replaced data source
2021-12-13,inc hosp,DE,Germany,Replaced data source
2021-12-13,inc hosp,DK,Denmark,Replaced data source
2021-12-13,inc hosp,ES,Spain,Replaced data source
2021-12-13,inc hosp,FR,France,Replaced data source
2021-12-13,inc hosp,IT,Italy,Replaced data source
2021-12-13,inc hosp,NL,Netherlands,Replaced data source
2021-12-14,inc hosp,BE,Belgium,Replaced data source
2021-12-14,inc hosp,CH,Switzerland,Replaced data source
2021-12-14,inc hosp,CZ,Czechia,Replaced data source
2021-12-14,inc hosp,DE,Germany,Replaced data source
2021-12-14,inc hosp,DK,Denmark,Replaced data source
2021-12-14,inc hosp,ES,Spain,Replaced data source
2021-12-14,inc hosp,FR,France,Replaced data source
2021-12-14,inc hosp,IT,Italy,Replaced data source
2021-12-14,inc hosp,NL,Netherlands,Replaced data source
2021-12-15,inc hosp,BE,Belgium,Replaced data source
2021-12-15,inc hosp,CH,Switzerland,Replaced data source
2021-12-15,inc hosp,CZ,Czechia,Replaced data source
2021-12-15,inc hosp,DE,Germany,Replaced data source
2021-12-15,inc hosp,DK,Denmark,Replaced data source
2021-12-15,inc hosp,ES,Spain,Replaced data source
2021-12-15,inc hosp,FR,France,Replaced data source
2021-12-15,inc hosp,IT,Italy,Replaced data source
2021-12-15,inc hosp,NL,Netherlands,Replaced data source
2021-12-16,inc hosp,BE,Belgium,Replaced data source
2021-12-16,inc hosp,CH,Switzerland,Replaced data source
2021-12-16,inc hosp,CZ,Czechia,Replaced data source
2021-12-16,inc hosp,DE,Germany,Replaced data source
2021-12-16,inc hosp,DK,Denmark,Replaced data source
2021-12-16,inc hosp,ES,Spain,Replaced data source
2021-12-16,inc hosp,FR,France,Replaced data source
2021-12-16,inc hosp,IT,Italy,Replaced data source
2021-12-16,inc hosp,NL,Netherlands,Replaced data source
2021-12-17,inc hosp,BE,Belgium,Replaced data source
2021-12-17,inc hosp,CH,Switzerland,Replaced data source
2021-12-17,inc hosp,CZ,Czechia,Replaced data source
2021-12-17,inc hosp,DE,Germany,Replaced data source
2021-12-17,inc hosp,DK,Denmark,Replaced data source
2021-12-17,inc hosp,ES,Spain,Replaced data source
2021-12-17,inc hosp,FR,France,Replaced data source
2021-12-17,inc hosp,IT,Italy,Replaced data source
2021-12-17,inc hosp,NL,Netherlands,Replaced data source
2021-12-18,inc case,AT,Austria,Replaced data source
2021-12-18,inc case,BE,Belgium,Replaced data source
2021-12-18,inc case,BG,Bulgaria,Replaced data source
2021-12-18,inc case,CY,Cyprus,Replaced data source
2021-12-18,inc case,CZ,Czechia,Replaced data source
2021-12-18,inc case,DE,Germany,large data revision
2021-12-18,inc case,DK,Denmark,Replaced data source
2021-12-18,inc case,EE,Estonia,Replaced data source
2021-12-18,inc case,ES,Spain,Replaced data source
2021-12-18,inc case,FI,Finland,Replaced data source
2021-12-18,inc case,FR,France,Replaced data source
2021-12-18,inc case,GR,Greece,Replaced data source
2021-12-18,inc case,HR,Croatia,Replaced data source
2021-12-18,inc case,HU,Hungary,Replaced data source
2021-12-18,inc case,IE,Ireland,Replaced data source
2021-12-18,inc case,IS,Iceland,Replaced data source
2021-12-18,inc case,IT,Italy,Replaced data source
2021-12-18,inc case,LI,Liechtenstein,Replaced data source
2021-12-18,inc case,LT,Lithuania,Replaced data source
2021-12-18,inc case,LU,Luxembourg,Replaced data source
2021-12-18,inc case,LV,Latvia,Replaced data source
2021-12-18,inc case,MT,Malta,Replaced data source
2021-12-18,inc case,NL,Netherlands,Replaced data source
2021-12-18,inc case,NO,Norway,Replaced data source
2021-12-18,inc case,PL,Poland,Replaced data source
2021-12-18,inc case,PT,Portugal,Replaced data source
2021-12-18,inc case,RO,Romania,Replaced data source
2021-12-18,inc case,SE,Sweden,Replaced data source
2021-12-18,inc case,SI,Slovenia,Replaced data source
2021-12-18,inc case,SK,Slovakia,Replaced data source
2021-12-18,inc death,AT,Austria,Replaced data source
2021-12-18,inc death,BE,Belgium,Replaced data source
2021-12-18,inc death,BG,Bulgaria,Replaced data source
2021-12-18,inc death,CY,Cyprus,Replaced data source
2021-12-18,inc death,CZ,Czechia,Replaced data source
2021-12-18,inc death,DE,Germany,large data revision
2021-12-18,inc death,DK,Denmark,Replaced data source
2021-12-18,inc death,EE,Estonia,Replaced data source
2021-12-18,inc death,ES,Spain,Replaced data source
2021-12-18,inc death,FI,Finland,large data revision
2021-12-18,inc death,FR,France,Replaced data source
2021-12-18,inc death,GB,United Kingdom,large data revision
2021-12-18,inc death,GR,Greece,Replaced data source
2021-12-18,inc death,HR,Croatia,Replaced data source
2021-12-18,inc death,HU,Hungary,Replaced data source
2021-12-18,inc death,IE,Ireland,Replaced data source
2021-12-18,inc death,IS,Iceland,Replaced data source
2021-12-18,inc death,IT,Italy,Replaced data source
2021-12-18,inc death,LI,Liechtenstein,Replaced data source
2021-12-18,inc death,LT,Lithuania,Replaced data source
2021-12-18,inc death,LU,Luxembourg,Replaced data source
2021-12-18,inc death,LV,Latvia,Replaced data source
2021-12-18,inc death,MT,Malta,Replaced data source
2021-12-18,inc death,NL,Netherlands,Replaced data source
2021-12-18,inc death,NO,Norway,Replaced data source
2021-12-18,inc death,PL,Poland,Replaced data source
2021-12-18,inc death,PT,Portugal,Replaced data source
2021-12-18,inc death,RO,Romania,Replaced data source
2021-12-18,inc death,SE,Sweden,Replaced data source
2021-12-18,inc death,SI,Slovenia,Replaced data source
2021-12-18,inc death,SK,Slovakia,Replaced data source
2021-12-18,inc hosp,BE,Belgium,Replaced data source
2021-12-18,inc hosp,BG,Bulgaria,Replaced data source
2021-12-18,inc hosp,CH,Switzerland,large data revision
2021-12-18,inc hosp,CY,Cyprus,large data revision
2021-12-18,inc hosp,CZ,Czechia,Replaced data source
2021-12-18,inc hosp,DE,Germany,Replaced data source
2021-12-18,inc hosp,DK,Denmark,No data reported
2021-12-18,inc hosp,EE,Estonia,Replaced data source
2021-12-18,inc hosp,ES,Spain,Replaced data source
2021-12-18,inc hosp,FR,France,Replaced data source
2021-12-18,inc hosp,GB,United Kingdom,large data revision
2021-12-18,inc hosp,GR,Greece,large data revision
2021-12-18,inc hosp,HR,Croatia,large data revision
2021-12-18,inc hosp,IE,Ireland,Replaced data source
2021-12-18,inc hosp,IS,Iceland,large data revision
2021-12-18,inc hosp,IT,Italy,Replaced data source
2021-12-18,inc hosp,LI,Liechtenstein,large data revision
2021-12-18,inc hosp,LU,Luxembourg,Replaced data source
2021-12-18,inc hosp,LV,Latvia,large data revision
2021-12-18,inc hosp,MT,Malta,large data revision
2021-12-18,inc hosp,NL,Netherlands,Replaced data source
2021-12-18,inc hosp,NO,Norway,large data revision
2021-12-18,inc hosp,SI,Slovenia,Replaced data source
2021-12-18,inc hosp,SK,Slovakia,Replaced data source
2021-12-19,inc hosp,BE,Belgium,Replaced data source
2021-12-19,inc hosp,CH,Switzerland,Replaced data source
2021-12-19,inc hosp,CY,Cyprus,Replaced data source
2021-12-19,inc hosp,CZ,Czechia,Replaced data source
2021-12-19,inc hosp,DE,Germany,Replaced data source
2021-12-19,inc hosp,DK,Denmark,Replaced data source
2021-12-19,inc hosp,EE,Estonia,Replaced data source
2021-12-19,inc hosp,ES,Spain,Replaced data source
2021-12-19,inc hosp,FR,France,Replaced data source
2021-12-19,inc hosp,GR,Greece,Replaced data source
2021-12-19,inc hosp,IE,Ireland,Replaced data source
2021-12-19,inc hosp,IS,Iceland,Replaced data source
2021-12-19,inc hosp,IT,Italy,Replaced data source
2021-12-19,inc hosp,LI,Liechtenstein,Replaced data source
2021-12-19,inc hosp,LU,Luxembourg,Replaced data source
2021-12-19,inc hosp,LV,Latvia,Replaced data source
2021-12-19,inc hosp,MT,Malta,Replaced data source
2021-12-19,inc hosp,NL,Netherlands,Replaced data source
2021-12-19,inc hosp,SI,Slovenia,Replaced data source
2021-12-19,inc hosp,SK,Slovakia,Replaced data source
2021-12-20,inc hosp,BE,Belgium,Replaced data source
2021-12-20,inc hosp,CH,Switzerland,Replaced data source
2021-12-20,inc hosp,CZ,Czechia,Replaced data source
2021-12-20,inc hosp,DE,Germany,Replaced data source
2021-12-20,inc hosp,DK,Denmark,Replaced data source
2021-12-20,inc hosp,ES,Spain,Replaced data source
2021-12-20,inc hosp,FR,France,Replaced data source
2021-12-20,inc hosp,IT,Italy,Replaced data source
2021-12-20,inc hosp,NL,Netherlands,Replaced data source
2021-12-21,inc hosp,BE,Belgium,Replaced data source
2021-12-21,inc hosp,CH,Switzerland,Replaced data source
2021-12-21,inc hosp,CZ,Czechia,Replaced data source
2021-12-21,inc hosp,DE,Germany,Replaced data source
2021-12-21,inc hosp,DK,Denmark,Replaced data source
2021-12-21,inc hosp,ES,Spain,Replaced data source
2021-12-21,inc hosp,FR,France,Replaced data source
2021-12-21,inc hosp,IT,Italy,Replaced data source
2021-12-21,inc hosp,NL,Netherlands,Replaced data source
2021-12-22,inc hosp,BE,Belgium,Replaced data source
2021-12-22,inc hosp,CH,Switzerland,Replaced data source
2021-12-22,inc hosp,CZ,Czechia,Replaced data source
2021-12-22,inc hosp,DE,Germany,Replaced data source
2021-12-22,inc hosp,DK,Denmark,Replaced data source
2021-12-22,inc hosp,ES,Spain,Replaced data source
2021-12-22,inc hosp,FR,France,Replaced data source
2021-12-22,inc hosp,IT,Italy,Replaced data source
2021-12-22,inc hosp,NL,Netherlands,Replaced data source
2021-12-23,inc hosp,BE,Belgium,Replaced data source
2021-12-23,inc hosp,CH,Switzerland,Replaced data source
2021-12-23,inc hosp,CZ,Czechia,Replaced data source
2021-12-23,inc hosp,DE,Germany,Replaced data source
2021-12-23,inc hosp,DK,Denmark,Replaced data source
2021-12-23,inc hosp,ES,Spain,Replaced data source
2021-12-23,inc hosp,FR,France,Replaced data source
2021-12-23,inc hosp,IT,Italy,Replaced data source
2021-12-23,inc hosp,NL,Netherlands,Replaced data source
2021-12-24,inc hosp,BE,Belgium,Replaced data source
2021-12-24,inc hosp,CH,Switzerland,Replaced data source
2021-12-24,inc hosp,CZ,Czechia,Replaced data source
2021-12-24,inc hosp,DE,Germany,Replaced data source
2021-12-24,inc hosp,DK,Denmark,Replaced data source
2021-12-24,inc hosp,ES,Spain,Replaced data source
2021-12-24,inc hosp,FR,France,Replaced data source
2021-12-24,inc hosp,IT,Italy,Replaced data source
2021-12-24,inc hosp,NL,Netherlands,Replaced data source
2021-12-25,inc case,AT,Austria,Replaced data source
2021-12-25,inc case,BE,Belgium,Replaced data source
2021-12-25,inc case,BG,Bulgaria,Replaced data source
2021-12-25,inc case,CY,Cyprus,Replaced data source
2021-12-25,inc case,CZ,Czechia,Replaced data source
2021-12-25,inc case,DE,Germany,large data revision
2021-12-25,inc case,DK,Denmark,large data revision
2021-12-25,inc case,EE,Estonia,Replaced data source
2021-12-25,inc case,ES,Spain,Replaced data source
2021-12-25,inc case,FI,Finland,large data revision
2021-12-25,inc case,FR,France,Replaced data source
2021-12-25,inc case,GR,Greece,Replaced data source
2021-12-25,inc case,HR,Croatia,Replaced data source
2021-12-25,inc case,HU,Hungary,Replaced data source
2021-12-25,inc case,IE,Ireland,Replaced data source
2021-12-25,inc case,IS,Iceland,Replaced data source
2021-12-25,inc case,IT,Italy,Replaced data source
2021-12-25,inc case,LI,Liechtenstein,Replaced data source
2021-12-25,inc case,LT,Lithuania,Replaced data source
2021-12-25,inc case,LU,Luxembourg,Replaced data source
2021-12-25,inc case,LV,Latvia,Replaced data source
2021-12-25,inc case,MT,Malta,Replaced data source
2021-12-25,inc case,NL,Netherlands,Replaced data source
2021-12-25,inc case,NO,Norway,Replaced data source
2021-12-25,inc case,PL,Poland,Replaced data source
2021-12-25,inc case,PT,Portugal,Replaced data source
2021-12-25,inc case,RO,Romania,Replaced data source
2021-12-25,inc case,SE,Sweden,Replaced data source
2021-12-25,inc case,SI,Slovenia,Replaced data source
2021-12-25,inc case,SK,Slovakia,Replaced data source
2021-12-25,inc death,AT,Austria,large data revision
2021-12-25,inc death,BE,Belgium,Replaced data source
2021-12-25,inc death,BG,Bulgaria,Replaced data source
2021-12-25,inc death,CY,Cyprus,Replaced data source
2021-12-25,inc death,CZ,Czechia,Replaced data source
2021-12-25,inc death,DE,Germany,large data revision
2021-12-25,inc death,DK,Denmark,large data revision
2021-12-25,inc death,EE,Estonia,Replaced data source
2021-12-25,inc death,ES,Spain,Replaced data source
2021-12-25,inc death,FI,Finland,large data revision
2021-12-25,inc death,FR,France,Replaced data source
2021-12-25,inc death,GB,United Kingdom,large data revision
2021-12-25,inc death,GR,Greece,Replaced data source
2021-12-25,inc death,HR,Croatia,Replaced data source
2021-12-25,inc death,HU,Hungary,Replaced data source
2021-12-25,inc death,IE,Ireland,Replaced data source
2021-12-25,inc death,IS,Iceland,Replaced data source
2021-12-25,inc death,IT,Italy,Replaced data source
2021-12-25,inc death,LI,Liechtenstein,Replaced data source
2021-12-25,inc death,LT,Lithuania,Replaced data source
2021-12-25,inc death,LU,Luxembourg,Replaced data source
2021-12-25,inc death,LV,Latvia,Replaced data source
2021-12-25,inc death,MT,Malta,Replaced data source
2021-12-25,inc death,NL,Netherlands,Replaced data source
2021-12-25,inc death,NO,Norway,Replaced data source
2021-12-25,inc death,PL,Poland,Replaced data source
2021-12-25,inc death,PT,Portugal,Replaced data source
2021-12-25,inc death,RO,Romania,Replaced data source
2021-12-25,inc death,SE,Sweden,Replaced data source
2021-12-25,inc death,SI,Slovenia,Replaced data source
2021-12-25,inc death,SK,Slovakia,Replaced data source
2021-12-25,inc hosp,BE,Belgium,Replaced data source
2021-12-25,inc hosp,BG,Bulgaria,Replaced data source
2021-12-25,inc hosp,CH,Switzerland,large data revision
2021-12-25,inc hosp,CY,Cyprus,large data revision
2021-12-25,inc hosp,CZ,Czechia,Replaced data source
2021-12-25,inc hosp,DE,Germany,Replaced data source
2021-12-25,inc hosp,DK,Denmark,No data reported
2021-12-25,inc hosp,EE,Estonia,Replaced data source
2021-12-25,inc hosp,ES,Spain,Replaced data source
2021-12-25,inc hosp,FR,France,Replaced data source
2021-12-25,inc hosp,GB,United Kingdom,large data revision
2021-12-25,inc hosp,GR,Greece,large data revision
2021-12-25,inc hosp,HR,Croatia,large data revision
2021-12-25,inc hosp,IE,Ireland,Replaced data source
2021-12-25,inc hosp,IS,Iceland,large data revision
2021-12-25,inc hosp,IT,Italy,Replaced data source
2021-12-25,inc hosp,LI,Liechtenstein,large data revision
2021-12-25,inc hosp,LU,Luxembourg,Replaced data source
2021-12-25,inc hosp,LV,Latvia,large data revision
2021-12-25,inc hosp,MT,Malta,large data revision
2021-12-25,inc hosp,NL,Netherlands,Replaced data source
2021-12-25,inc hosp,NO,Norway,large data revision
2021-12-25,inc hosp,SI,Slovenia,Replaced data source
2021-12-25,inc hosp,SK,Slovakia,Replaced data source
2021-12-26,inc hosp,BE,Belgium,Replaced data source
2021-12-26,inc hosp,CH,Switzerland,Replaced data source
2021-12-26,inc hosp,CY,Cyprus,Replaced data source
2021-12-26,inc hosp,CZ,Czechia,Replaced data source
2021-12-26,inc hosp,DE,Germany,Replaced data source
2021-12-26,inc hosp,DK,Denmark,Replaced data source
2021-12-26,inc hosp,EE,Estonia,Replaced data source
2021-12-26,inc hosp,ES,Spain,Replaced data source
2021-12-26,inc hosp,FR,France,Replaced data source
2021-12-26,inc hosp,GR,Greece,Replaced data source
2021-12-26,inc hosp,IE,Ireland,Replaced data source
2021-12-26,inc hosp,IS,Iceland,Replaced data source
2021-12-26,inc hosp,IT,Italy,Replaced data source
2021-12-26,inc hosp,LI,Liechtenstein,Replaced data source
2021-12-26,inc hosp,LU,Luxembourg,Replaced data source
2021-12-26,inc hosp,LV,Latvia,Replaced data source
2021-12-26,inc hosp,MT,Malta,Replaced data source
2021-12-26,inc hosp,NL,Netherlands,Replaced data source
2021-12-26,inc hosp,SI,Slovenia,Replaced data source
2021-12-26,inc hosp,SK,Slovakia,Replaced data source
2021-12-27,inc hosp,BE,Belgium,Replaced data source
2021-12-27,inc hosp,CH,Switzerland,Replaced data source
2021-12-27,inc hosp,CZ,Czechia,Replaced data source
2021-12-27,inc hosp,DE,Germany,Replaced data source
2021-12-27,inc hosp,DK,Denmark,Replaced data source
2021-12-27,inc hosp,ES,Spain,Replaced data source
2021-12-27,inc hosp,FR,France,Replaced data source
2021-12-27,inc hosp,IT,Italy,Replaced data source
2021-12-27,inc hosp,NL,Netherlands,Replaced data source
2021-12-28,inc hosp,BE,Belgium,Replaced data source
2021-12-28,inc hosp,CH,Switzerland,Replaced data source
2021-12-28,inc hosp,CZ,Czechia,Replaced data source
2021-12-28,inc hosp,DE,Germany,Replaced data source
2021-12-28,inc hosp,DK,Denmark,Replaced data source
2021-12-28,inc hosp,ES,Spain,Replaced data source
2021-12-28,inc hosp,FR,France,Replaced data source
2021-12-28,inc hosp,IT,Italy,Replaced data source
2021-12-28,inc hosp,NL,Netherlands,Replaced data source
2021-12-29,inc hosp,BE,Belgium,Replaced data source
2021-12-29,inc hosp,CH,Switzerland,Replaced data source
2021-12-29,inc hosp,CZ,Czechia,Replaced data source
2021-12-29,inc hosp,DE,Germany,Replaced data source
2021-12-29,inc hosp,DK,Denmark,Replaced data source
2021-12-29,inc hosp,ES,Spain,Replaced data source
2021-12-29,inc hosp,FR,France,Replaced data source
2021-12-29,inc hosp,IT,Italy,Replaced data source
2021-12-29,inc hosp,NL,Netherlands,Replaced data source
2021-12-30,inc hosp,BE,Belgium,Replaced data source
2021-12-30,inc hosp,CH,Switzerland,Replaced data source
2021-12-30,inc hosp,CZ,Czechia,Replaced data source
2021-12-30,inc hosp,DE,Germany,Replaced data source
2021-12-30,inc hosp,DK,Denmark,Replaced data source
2021-12-30,inc hosp,ES,Spain,Replaced data source
2021-12-30,inc hosp,FR,France,Replaced data source
2021-12-30,inc hosp,IT,Italy,Replaced data source
2021-12-30,inc hosp,NL,Netherlands,Replaced data source
2021-12-31,inc hosp,BE,Belgium,Replaced data source
2021-12-31,inc hosp,CH,Switzerland,Replaced data source
2021-12-31,inc hosp,CZ,Czechia,Replaced data source
2021-12-31,inc hosp,DE,Germany,Replaced data source
2021-12-31,inc hosp,DK,Denmark,Replaced data source
2021-12-31,inc hosp,ES,Spain,Replaced data source
2021-12-31,inc hosp,FR,France,Replaced data source
2021-12-31,inc hosp,IT,Italy,Replaced data source
2021-12-31,inc hosp,NL,Netherlands,Replaced data source
2022-01-01,inc case,AT,Austria,large data revision
2022-01-01,inc case,BE,Belgium,Replaced data source
2022-01-01,inc case,BG,Bulgaria,Replaced data source
2022-01-01,inc case,CY,Cyprus,Replaced data source
2022-01-01,inc case,CZ,Czechia,Replaced data source
2022-01-01,inc case,DE,Germany,large data revision
2022-01-01,inc case,DK,Denmark,Replaced data source
2022-01-01,inc case,EE,Estonia,Replaced data source
2022-01-01,inc case,ES,Spain,Replaced data source
2022-01-01,inc case,FI,Finland,large data revision
2022-01-01,inc case,FR,France,Replaced data source
2022-01-01,inc case,GR,Greece,Replaced data source
2022-01-01,inc case,HR,Croatia,Replaced data source
2022-01-01,inc case,HU,Hungary,Replaced data source
2022-01-01,inc case,IE,Ireland,Replaced data source
2022-01-01,inc case,IS,Iceland,Replaced data source
2022-01-01,inc case,IT,Italy,Replaced data source
2022-01-01,inc case,LI,Liechtenstein,Replaced data source
2022-01-01,inc case,LT,Lithuania,Replaced data source
2022-01-01,inc case,LU,Luxembourg,Replaced data source
2022-01-01,inc case,LV,Latvia,Replaced data source
2022-01-01,inc case,MT,Malta,Replaced data source
2022-01-01,inc case,NL,Netherlands,Replaced data source
2022-01-01,inc case,NO,Norway,Replaced data source
2022-01-01,inc case,PL,Poland,Replaced data source
2022-01-01,inc case,PT,Portugal,Replaced data source
2022-01-01,inc case,RO,Romania,Replaced data source
2022-01-01,inc case,SE,Sweden,Replaced data source
2022-01-01,inc case,SI,Slovenia,Replaced data source
2022-01-01,inc case,SK,Slovakia,Replaced data source
2022-01-01,inc death,AT,Austria,large data revision
2022-01-01,inc death,BE,Belgium,Replaced data source
2022-01-01,inc death,BG,Bulgaria,Replaced data source
2022-01-01,inc death,CY,Cyprus,Replaced data source
2022-01-01,inc death,CZ,Czechia,Replaced data source
2022-01-01,inc death,DE,Germany,Replaced data source
2022-01-01,inc death,DK,Denmark,Replaced data source
2022-01-01,inc death,EE,Estonia,Replaced data source
2022-01-01,inc death,ES,Spain,Replaced data source
2022-01-01,inc death,FI,Finland,large data revision
2022-01-01,inc death,FR,France,Replaced data source
2022-01-01,inc death,GB,United Kingdom,large data revision
2022-01-01,inc death,GR,Greece,Replaced data source
2022-01-01,inc death,HR,Croatia,Replaced data source
2022-01-01,inc death,HU,Hungary,Replaced data source
2022-01-01,inc death,IE,Ireland,Replaced data source
2022-01-01,inc death,IS,Iceland,Replaced data source
2022-01-01,inc death,IT,Italy,Replaced data source
2022-01-01,inc death,LI,Liechtenstein,Replaced data source
2022-01-01,inc death,LT,Lithuania,Replaced data source
2022-01-01,inc death,LU,Luxembourg,Replaced data source
2022-01-01,inc death,LV,Latvia,Replaced data source
2022-01-01,inc death,MT,Malta,Replaced data source
2022-01-01,inc death,NL,Netherlands,Replaced data source
2022-01-01,inc death,NO,Norway,Replaced data source
2022-01-01,inc death,PL,Poland,Replaced data source
2022-01-01,inc death,PT,Portugal,Replaced data source
2022-01-01,inc death,RO,Romania,Replaced data source
2022-01-01,inc death,SE,Sweden,Replaced data source
2022-01-01,inc death,SI,Slovenia,Replaced data source
2022-01-01,inc death,SK,Slovakia,Replaced data source
2022-01-01,inc hosp,BE,Belgium,Replaced data source
2022-01-01,inc hosp,BG,Bulgaria,Replaced data source
2022-01-01,inc hosp,CH,Switzerland,large data revision
2022-01-01,inc hosp,CY,Cyprus,large data revision
2022-01-01,inc hosp,CZ,Czechia,Replaced data source
2022-01-01,inc hosp,DE,Germany,Replaced data source
2022-01-01,inc hosp,DK,Denmark,Replaced data source
2022-01-01,inc hosp,EE,Estonia,Replaced data source
2022-01-01,inc hosp,ES,Spain,Replaced data source
2022-01-01,inc hosp,FR,France,Replaced data source
2022-01-01,inc hosp,GB,United Kingdom,large data revision
2022-01-01,inc hosp,GR,Greece,large data revision
2022-01-01,inc hosp,HR,Croatia,large data revision
2022-01-01,inc hosp,IE,Ireland,Replaced data source
2022-01-01,inc hosp,IS,Iceland,large data revision
2022-01-01,inc hosp,IT,Italy,Replaced data source
2022-01-01,inc hosp,LI,Liechtenstein,large data revision
2022-01-01,inc hosp,LU,Luxembourg,Replaced data source
2022-01-01,inc hosp,LV,Latvia,large data revision
