location,forecast_date,target_end_date,target,quantile,value,type
BG,2024-06-03,2024-06-29,4 wk ahead inc death,0.3500,0,quantile
BG,2024-06-03,2024-06-29,4 wk ahead inc death,0.6500,0,quantile
BG,2024-06-03,2024-06-29,4 wk ahead inc death,0.3000,0,quantile
BG,2024-06-03,2024-06-29,4 wk ahead inc death,0.7000,1,quantile
BG,2024-06-03,2024-06-29,4 wk ahead inc death,0.2500,0,quantile
BG,2024-06-03,2024-06-29,4 wk ahead inc death,0.7500,1,quantile
BG,2024-06-03,2024-06-29,4 wk ahead inc death,0.2000,0,quantile
BG,2024-06-03,2024-06-29,4 wk ahead inc death,0.8000,2,quantile
BG,2024-06-03,2024-06-29,4 wk ahead inc death,0.1500,0,quantile
BG,2024-06-03,2024-06-29,4 wk ahead inc death,0.8500,2,quantile
BG,2024-06-03,2024-06-29,4 wk ahead inc death,0.1000,0,quantile
BG,2024-06-03,2024-06-29,4 wk ahead inc death,0.9000,4,quantile
BG,2024-06-03,2024-06-29,4 wk ahead inc death,0.0500,0,quantile
BG,2024-06-03,2024-06-29,4 wk ahead inc death,0.9500,7,quantile
BG,2024-06-03,2024-06-29,4 wk ahead inc death,0.0250,0,quantile
BG,2024-06-03,2024-06-29,4 wk ahead inc death,0.9750,12,quantile
CZ,2024-06-03,2024-06-08,1 wk ahead inc death,0.0100,0,quantile
CZ,2024-06-03,2024-06-08,1 wk ahead inc death,0.9900,83,quantile
CZ,2024-06-03,2024-06-08,1 wk ahead inc death,0.5000,0,quantile
CZ,2024-06-03,2024-06-08,1 wk ahead inc death,0.4500,0,quantile
CZ,2024-06-03,2024-06-08,1 wk ahead inc death,0.5500,1,quantile
CZ,2024-06-03,2024-06-08,1 wk ahead inc death,0.4000,0,quantile
CZ,2024-06-03,2024-06-08,1 wk ahead inc death,0.6000,1,quantile
CZ,2024-06-03,2024-06-08,1 wk ahead inc death,0.3500,0,quantile
CZ,2024-06-03,2024-06-08,1 wk ahead inc death,0.6500,2,quantile
CZ,2024-06-03,2024-06-08,1 wk ahead inc death,0.3000,0,quantile
CZ,2024-06-03,2024-06-08,1 wk ahead inc death,0.7000,3,quantile
CZ,2024-06-03,2024-06-08,1 wk ahead inc death,0.2500,0,quantile
CZ,2024-06-03,2024-06-08,1 wk ahead inc death,0.7500,4,quantile
CZ,2024-06-03,2024-06-08,1 wk ahead inc death,0.2000,0,quantile
CZ,2024-06-03,2024-06-08,1 wk ahead inc death,0.8000,7,quantile
CZ,2024-06-03,2024-06-08,1 wk ahead inc death,0.1500,0,quantile
CZ,2024-06-03,2024-06-08,1 wk ahead inc death,0.8500,11,quantile
CZ,2024-06-03,2024-06-08,1 wk ahead inc death,0.1000,0,quantile
CZ,2024-06-03,2024-06-08,1 wk ahead inc death,0.9000,13,quantile
CZ,2024-06-03,2024-06-08,1 wk ahead inc death,0.0500,0,quantile
CZ,2024-06-03,2024-06-08,1 wk ahead inc death,0.9500,35,quantile
CZ,2024-06-03,2024-06-08,1 wk ahead inc death,0.0250,0,quantile
CZ,2024-06-03,2024-06-08,1 wk ahead inc death,0.9750,72,quantile
CZ,2024-06-03,2024-06-15,2 wk ahead inc death,0.0100,0,quantile
CZ,2024-06-03,2024-06-15,2 wk ahead inc death,0.9900,83,quantile
CZ,2024-06-03,2024-06-15,2 wk ahead inc death,0.5000,0,quantile
CZ,2024-06-03,2024-06-15,2 wk ahead inc death,0.4500,0,quantile
CZ,2024-06-03,2024-06-15,2 wk ahead inc death,0.5500,0,quantile
CZ,2024-06-03,2024-06-15,2 wk ahead inc death,0.4000,0,quantile
CZ,2024-06-03,2024-06-15,2 wk ahead inc death,0.6000,1,quantile
CZ,2024-06-03,2024-06-15,2 wk ahead inc death,0.3500,0,quantile
CZ,2024-06-03,2024-06-15,2 wk ahead inc death,0.6500,2,quantile
CZ,2024-06-03,2024-06-15,2 wk ahead inc death,0.3000,0,quantile
CZ,2024-06-03,2024-06-15,2 wk ahead inc death,0.7000,3,quantile
CZ,2024-06-03,2024-06-15,2 wk ahead inc death,0.2500,0,quantile
CZ,2024-06-03,2024-06-15,2 wk ahead inc death,0.7500,4,quantile
CZ,2024-06-03,2024-06-15,2 wk ahead inc death,0.2000,0,quantile
CZ,2024-06-03,2024-06-15,2 wk ahead inc death,0.8000,7,quantile
CZ,2024-06-03,2024-06-15,2 wk ahead inc death,0.1500,0,quantile
CZ,2024-06-03,2024-06-15,2 wk ahead inc death,0.8500,9,quantile
CZ,2024-06-03,2024-06-15,2 wk ahead inc death,0.1000,0,quantile
CZ,2024-06-03,2024-06-15,2 wk ahead inc death,0.9000,15,quantile
CZ,2024-06-03,2024-06-15,2 wk ahead inc death,0.0500,0,quantile
CZ,2024-06-03,2024-06-15,2 wk ahead inc death,0.9500,31,quantile
CZ,2024-06-03,2024-06-15,2 wk ahead inc death,0.0250,0,quantile
CZ,2024-06-03,2024-06-15,2 wk ahead inc death,0.9750,47,quantile
CZ,2024-06-03,2024-06-22,3 wk ahead inc death,0.0100,0,quantile
CZ,2024-06-03,2024-06-22,3 wk ahead inc death,0.9900,107,quantile
CZ,2024-06-03,2024-06-22,3 wk ahead inc death,0.5000,0,quantile
CZ,2024-06-03,2024-06-22,3 wk ahead inc death,0.4500,0,quantile
CZ,2024-06-03,2024-06-22,3 wk ahead inc death,0.5500,0,quantile
CZ,2024-06-03,2024-06-22,3 wk ahead inc death,0.4000,0,quantile
CZ,2024-06-03,2024-06-22,3 wk ahead inc death,0.6000,1,quantile
CZ,2024-06-03,2024-06-22,3 wk ahead inc death,0.3500,0,quantile
CZ,2024-06-03,2024-06-22,3 wk ahead inc death,0.6500,2,quantile
CZ,2024-06-03,2024-06-22,3 wk ahead inc death,0.3000,0,quantile
CZ,2024-06-03,2024-06-22,3 wk ahead inc death,0.7000,2,quantile
CZ,2024-06-03,2024-06-22,3 wk ahead inc death,0.2500,0,quantile
CZ,2024-06-03,2024-06-22,3 wk ahead inc death,0.7500,4,quantile
CZ,2024-06-03,2024-06-22,3 wk ahead inc death,0.2000,0,quantile
CZ,2024-06-03,2024-06-22,3 wk ahead inc death,0.8000,6,quantile
CZ,2024-06-03,2024-06-22,3 wk ahead inc death,0.1500,0,quantile
CZ,2024-06-03,2024-06-22,3 wk ahead inc death,0.8500,9,quantile
CZ,2024-06-03,2024-06-22,3 wk ahead inc death,0.1000,0,quantile
CZ,2024-06-03,2024-06-22,3 wk ahead inc death,0.9000,16,quantile
CZ,2024-06-03,2024-06-22,3 wk ahead inc death,0.0500,0,quantile
CZ,2024-06-03,2024-06-22,3 wk ahead inc death,0.9500,26,quantile
CZ,2024-06-03,2024-06-22,3 wk ahead inc death,0.0250,0,quantile
CZ,2024-06-03,2024-06-22,3 wk ahead inc death,0.9750,48,quantile
CZ,2024-06-03,2024-06-29,4 wk ahead inc death,0.0100,0,quantile
CZ,2024-06-03,2024-06-29,4 wk ahead inc death,0.9900,80,quantile
CZ,2024-06-03,2024-06-29,4 wk ahead inc death,0.5000,0,quantile
CZ,2024-06-03,2024-06-29,4 wk ahead inc death,0.4500,0,quantile
CZ,2024-06-03,2024-06-29,4 wk ahead inc death,0.5500,0,quantile
CZ,2024-06-03,2024-06-29,4 wk ahead inc death,0.4000,0,quantile
CZ,2024-06-03,2024-06-29,4 wk ahead inc death,0.6000,1,quantile
CZ,2024-06-03,2024-06-29,4 wk ahead inc death,0.3500,0,quantile
CZ,2024-06-03,2024-06-29,4 wk ahead inc death,0.6500,1,quantile
CZ,2024-06-03,2024-06-29,4 wk ahead inc death,0.3000,0,quantile
CZ,2024-06-03,2024-06-29,4 wk ahead inc death,0.7000,3,quantile
CZ,2024-06-03,2024-06-29,4 wk ahead inc death,0.2500,0,quantile
CZ,2024-06-03,2024-06-29,4 wk ahead inc death,0.7500,4,quantile
CZ,2024-06-03,2024-06-29,4 wk ahead inc death,0.2000,0,quantile
CZ,2024-06-03,2024-06-29,4 wk ahead inc death,0.8000,5,quantile
CZ,2024-06-03,2024-06-29,4 wk ahead inc death,0.1500,0,quantile
CZ,2024-06-03,2024-06-29,4 wk ahead inc death,0.8500,8,quantile
CZ,2024-06-03,2024-06-29,4 wk ahead inc death,0.1000,0,quantile
CZ,2024-06-03,2024-06-29,4 wk ahead inc death,0.9000,13,quantile
CZ,2024-06-03,2024-06-29,4 wk ahead inc death,0.0500,0,quantile
CZ,2024-06-03,2024-06-29,4 wk ahead inc death,0.9500,29,quantile
CZ,2024-06-03,2024-06-29,4 wk ahead inc death,0.0250,0,quantile
CZ,2024-06-03,2024-06-29,4 wk ahead inc death,0.9750,65,quantile
EE,2024-06-03,2024-06-08,1 wk ahead inc death,0.0100,0,quantile
EE,2024-06-03,2024-06-08,1 wk ahead inc death,0.9900,3,quantile
EE,2024-06-03,2024-06-08,1 wk ahead inc death,0.5000,0,quantile
EE,2024-06-03,2024-06-08,1 wk ahead inc death,0.4500,0,quantile
EE,2024-06-03,2024-06-08,1 wk ahead inc death,0.5500,0,quantile
EE,2024-06-03,2024-06-08,1 wk ahead inc death,0.4000,0,quantile
EE,2024-06-03,2024-06-08,1 wk ahead inc death,0.6000,0,quantile
EE,2024-06-03,2024-06-08,1 wk ahead inc death,0.3500,0,quantile
EE,2024-06-03,2024-06-08,1 wk ahead inc death,0.6500,0,quantile
EE,2024-06-03,2024-06-08,1 wk ahead inc death,0.3000,0,quantile
EE,2024-06-03,2024-06-08,1 wk ahead inc death,0.7000,0,quantile
EE,2024-06-03,2024-06-08,1 wk ahead inc death,0.2500,0,quantile
EE,2024-06-03,2024-06-08,1 wk ahead inc death,0.7500,0,quantile
EE,2024-06-03,2024-06-08,1 wk ahead inc death,0.2000,0,quantile
EE,2024-06-03,2024-06-08,1 wk ahead inc death,0.8000,0,quantile
EE,2024-06-03,2024-06-08,1 wk ahead inc death,0.1500,0,quantile
EE,2024-06-03,2024-06-08,1 wk ahead inc death,0.8500,1,quantile
EE,2024-06-03,2024-06-08,1 wk ahead inc death,0.1000,0,quantile
EE,2024-06-03,2024-06-08,1 wk ahead inc death,0.9000,1,quantile
EE,2024-06-03,2024-06-08,1 wk ahead inc death,0.0500,0,quantile
EE,2024-06-03,2024-06-08,1 wk ahead inc death,0.9500,2,quantile
EE,2024-06-03,2024-06-08,1 wk ahead inc death,0.0250,0,quantile
EE,2024-06-03,2024-06-08,1 wk ahead inc death,0.9750,2,quantile
EE,2024-06-03,2024-06-15,2 wk ahead inc death,0.0100,0,quantile
EE,2024-06-03,2024-06-15,2 wk ahead inc death,0.9900,4,quantile
EE,2024-06-03,2024-06-15,2 wk ahead inc death,0.5000,0,quantile
EE,2024-06-03,2024-06-15,2 wk ahead inc death,0.4500,0,quantile
EE,2024-06-03,2024-06-15,2 wk ahead inc death,0.5500,0,quantile
EE,2024-06-03,2024-06-15,2 wk ahead inc death,0.4000,0,quantile
EE,2024-06-03,2024-06-15,2 wk ahead inc death,0.6000,0,quantile
EE,2024-06-03,2024-06-15,2 wk ahead inc death,0.3500,0,quantile
EE,2024-06-03,2024-06-15,2 wk ahead inc death,0.6500,0,quantile
EE,2024-06-03,2024-06-15,2 wk ahead inc death,0.3000,0,quantile
EE,2024-06-03,2024-06-15,2 wk ahead inc death,0.7000,0,quantile
EE,2024-06-03,2024-06-15,2 wk ahead inc death,0.2500,0,quantile
EE,2024-06-03,2024-06-15,2 wk ahead inc death,0.7500,0,quantile
EE,2024-06-03,2024-06-15,2 wk ahead inc death,0.2000,0,quantile
EE,2024-06-03,2024-06-15,2 wk ahead inc death,0.8000,0,quantile
EE,2024-06-03,2024-06-15,2 wk ahead inc death,0.1500,0,quantile
EE,2024-06-03,2024-06-15,2 wk ahead inc death,0.8500,1,quantile
EE,2024-06-03,2024-06-15,2 wk ahead inc death,0.1000,0,quantile
EE,2024-06-03,2024-06-15,2 wk ahead inc death,0.9000,1,quantile
EE,2024-06-03,2024-06-15,2 wk ahead inc death,0.0500,0,quantile
EE,2024-06-03,2024-06-15,2 wk ahead inc death,0.9500,2,quantile
EE,2024-06-03,2024-06-15,2 wk ahead inc death,0.0250,0,quantile
EE,2024-06-03,2024-06-15,2 wk ahead inc death,0.9750,3,quantile
EE,2024-06-03,2024-06-22,3 wk ahead inc death,0.0100,0,quantile
EE,2024-06-03,2024-06-22,3 wk ahead inc death,0.9900,4,quantile
EE,2024-06-03,2024-06-22,3 wk ahead inc death,0.5000,0,quantile
EE,2024-06-03,2024-06-22,3 wk ahead inc death,0.4500,0,quantile
EE,2024-06-03,2024-06-22,3 wk ahead inc death,0.5500,0,quantile
EE,2024-06-03,2024-06-22,3 wk ahead inc death,0.4000,0,quantile
EE,2024-06-03,2024-06-22,3 wk ahead inc death,0.6000,0,quantile
EE,2024-06-03,2024-06-22,3 wk ahead inc death,0.3500,0,quantile
EE,2024-06-03,2024-06-22,3 wk ahead inc death,0.6500,0,quantile
EE,2024-06-03,2024-06-22,3 wk ahead inc death,0.3000,0,quantile
EE,2024-06-03,2024-06-22,3 wk ahead inc death,0.7000,0,quantile
EE,2024-06-03,2024-06-22,3 wk ahead inc death,0.2500,0,quantile
EE,2024-06-03,2024-06-22,3 wk ahead inc death,0.7500,0,quantile
EE,2024-06-03,2024-06-22,3 wk ahead inc death,0.2000,0,quantile
EE,2024-06-03,2024-06-22,3 wk ahead inc death,0.8000,0,quantile
EE,2024-06-03,2024-06-22,3 wk ahead inc death,0.1500,0,quantile
EE,2024-06-03,2024-06-22,3 wk ahead inc death,0.8500,1,quantile
EE,2024-06-03,2024-06-22,3 wk ahead inc death,0.1000,0,quantile
EE,2024-06-03,2024-06-22,3 wk ahead inc death,0.9000,1,quantile
EE,2024-06-03,2024-06-22,3 wk ahead inc death,0.0500,0,quantile
EE,2024-06-03,2024-06-22,3 wk ahead inc death,0.9500,2,quantile
EE,2024-06-03,2024-06-22,3 wk ahead inc death,0.0250,0,quantile
EE,2024-06-03,2024-06-22,3 wk ahead inc death,0.9750,3,quantile
EE,2024-06-03,2024-06-29,4 wk ahead inc death,0.0100,0,quantile
EE,2024-06-03,2024-06-29,4 wk ahead inc death,0.9900,3,quantile
EE,2024-06-03,2024-06-29,4 wk ahead inc death,0.5000,0,quantile
EE,2024-06-03,2024-06-29,4 wk ahead inc death,0.4500,0,quantile
EE,2024-06-03,2024-06-29,4 wk ahead inc death,0.5500,0,quantile
EE,2024-06-03,2024-06-29,4 wk ahead inc death,0.4000,0,quantile
EE,2024-06-03,2024-06-29,4 wk ahead inc death,0.6000,0,quantile
EE,2024-06-03,2024-06-29,4 wk ahead inc death,0.3500,0,quantile
EE,2024-06-03,2024-06-29,4 wk ahead inc death,0.6500,0,quantile
EE,2024-06-03,2024-06-29,4 wk ahead inc death,0.3000,0,quantile
EE,2024-06-03,2024-06-29,4 wk ahead inc death,0.7000,0,quantile
EE,2024-06-03,2024-06-29,4 wk ahead inc death,0.2500,0,quantile
EE,2024-06-03,2024-06-29,4 wk ahead inc death,0.7500,0,quantile
EE,2024-06-03,2024-06-29,4 wk ahead inc death,0.2000,0,quantile
EE,2024-06-03,2024-06-29,4 wk ahead inc death,0.8000,0,quantile
EE,2024-06-03,2024-06-29,4 wk ahead inc death,0.1500,0,quantile
EE,2024-06-03,2024-06-29,4 wk ahead inc death,0.8500,1,quantile
EE,2024-06-03,2024-06-29,4 wk ahead inc death,0.1000,0,quantile
EE,2024-06-03,2024-06-29,4 wk ahead inc death,0.9000,1,quantile
EE,2024-06-03,2024-06-29,4 wk ahead inc death,0.0500,0,quantile
EE,2024-06-03,2024-06-29,4 wk ahead inc death,0.9500,2,quantile
EE,2024-06-03,2024-06-29,4 wk ahead inc death,0.0250,0,quantile
EE,2024-06-03,2024-06-29,4 wk ahead inc death,0.9750,3,quantile
GR,2024-06-03,2024-06-08,1 wk ahead inc death,0.0100,0,quantile
GR,2024-06-03,2024-06-08,1 wk ahead inc death,0.9900,72,quantile
GR,2024-06-03,2024-06-08,1 wk ahead inc death,0.5000,2,quantile
GR,2024-06-03,2024-06-08,1 wk ahead inc death,0.4500,2,quantile
GR,2024-06-03,2024-06-08,1 wk ahead inc death,0.5500,3,quantile
GR,2024-06-03,2024-06-08,1 wk ahead inc death,0.4000,1,quantile
GR,2024-06-03,2024-06-08,1 wk ahead inc death,0.6000,3,quantile
GR,2024-06-03,2024-06-08,1 wk ahead inc death,0.3500,1,quantile
GR,2024-06-03,2024-06-08,1 wk ahead inc death,0.6500,5,quantile
GR,2024-06-03,2024-06-08,1 wk ahead inc death,0.3000,0,quantile
GR,2024-06-03,2024-06-08,1 wk ahead inc death,0.7000,6,quantile
GR,2024-06-03,2024-06-08,1 wk ahead inc death,0.2500,0,quantile
GR,2024-06-03,2024-06-08,1 wk ahead inc death,0.7500,8,quantile
GR,2024-06-03,2024-06-08,1 wk ahead inc death,0.2000,0,quantile
GR,2024-06-03,2024-06-08,1 wk ahead inc death,0.8000,10,quantile
GR,2024-06-03,2024-06-08,1 wk ahead inc death,0.1500,0,quantile
GR,2024-06-03,2024-06-08,1 wk ahead inc death,0.8500,12,quantile
GR,2024-06-03,2024-06-08,1 wk ahead inc death,0.1000,0,quantile
GR,2024-06-03,2024-06-08,1 wk ahead inc death,0.9000,20,quantile
GR,2024-06-03,2024-06-08,1 wk ahead inc death,0.0500,0,quantile
GR,2024-06-03,2024-06-08,1 wk ahead inc death,0.9500,28,quantile
GR,2024-06-03,2024-06-08,1 wk ahead inc death,0.0250,0,quantile
GR,2024-06-03,2024-06-08,1 wk ahead inc death,0.9750,41,quantile
GR,2024-06-03,2024-06-15,2 wk ahead inc death,0.0100,0,quantile
GR,2024-06-03,2024-06-15,2 wk ahead inc death,0.9900,60,quantile
GR,2024-06-03,2024-06-15,2 wk ahead inc death,0.5000,2,quantile
GR,2024-06-03,2024-06-15,2 wk ahead inc death,0.4500,1,quantile
GR,2024-06-03,2024-06-15,2 wk ahead inc death,0.5500,3,quantile
GR,2024-06-03,2024-06-15,2 wk ahead inc death,0.4000,1,quantile
GR,2024-06-03,2024-06-15,2 wk ahead inc death,0.6000,3,quantile
GR,2024-06-03,2024-06-15,2 wk ahead inc death,0.3500,0,quantile
GR,2024-06-03,2024-06-15,2 wk ahead inc death,0.6500,4,quantile
GR,2024-06-03,2024-06-15,2 wk ahead inc death,0.3000,0,quantile
GR,2024-06-03,2024-06-15,2 wk ahead inc death,0.7000,5,quantile
GR,2024-06-03,2024-06-15,2 wk ahead inc death,0.2500,0,quantile
GR,2024-06-03,2024-06-15,2 wk ahead inc death,0.7500,6,quantile
GR,2024-06-03,2024-06-15,2 wk ahead inc death,0.2000,0,quantile
GR,2024-06-03,2024-06-15,2 wk ahead inc death,0.8000,9,quantile
GR,2024-06-03,2024-06-15,2 wk ahead inc death,0.1500,0,quantile
GR,2024-06-03,2024-06-15,2 wk ahead inc death,0.8500,10,quantile
GR,2024-06-03,2024-06-15,2 wk ahead inc death,0.1000,0,quantile
GR,2024-06-03,2024-06-15,2 wk ahead inc death,0.9000,18,quantile
GR,2024-06-03,2024-06-15,2 wk ahead inc death,0.0500,0,quantile
GR,2024-06-03,2024-06-15,2 wk ahead inc death,0.9500,27,quantile
GR,2024-06-03,2024-06-15,2 wk ahead inc death,0.0250,0,quantile
GR,2024-06-03,2024-06-15,2 wk ahead inc death,0.9750,42,quantile
GR,2024-06-03,2024-06-22,3 wk ahead inc death,0.0100,0,quantile
GR,2024-06-03,2024-06-22,3 wk ahead inc death,0.9900,82,quantile
GR,2024-06-03,2024-06-22,3 wk ahead inc death,0.5000,1,quantile
GR,2024-06-03,2024-06-22,3 wk ahead inc death,0.4500,1,quantile
GR,2024-06-03,2024-06-22,3 wk ahead inc death,0.5500,2,quantile
GR,2024-06-03,2024-06-22,3 wk ahead inc death,0.4000,1,quantile
GR,2024-06-03,2024-06-22,3 wk ahead inc death,0.6000,2,quantile
GR,2024-06-03,2024-06-22,3 wk ahead inc death,0.3500,0,quantile
GR,2024-06-03,2024-06-22,3 wk ahead inc death,0.6500,3,quantile
GR,2024-06-03,2024-06-22,3 wk ahead inc death,0.3000,0,quantile
GR,2024-06-03,2024-06-22,3 wk ahead inc death,0.7000,4,quantile
GR,2024-06-03,2024-06-22,3 wk ahead inc death,0.2500,0,quantile
GR,2024-06-03,2024-06-22,3 wk ahead inc death,0.7500,6,quantile
GR,2024-06-03,2024-06-22,3 wk ahead inc death,0.2000,0,quantile
GR,2024-06-03,2024-06-22,3 wk ahead inc death,0.8000,8,quantile
GR,2024-06-03,2024-06-22,3 wk ahead inc death,0.1500,0,quantile
GR,2024-06-03,2024-06-22,3 wk ahead inc death,0.8500,8,quantile
GR,2024-06-03,2024-06-22,3 wk ahead inc death,0.1000,0,quantile
GR,2024-06-03,2024-06-22,3 wk ahead inc death,0.9000,14,quantile
GR,2024-06-03,2024-06-22,3 wk ahead inc death,0.0500,0,quantile
GR,2024-06-03,2024-06-22,3 wk ahead inc death,0.9500,27,quantile
GR,2024-06-03,2024-06-22,3 wk ahead inc death,0.0250,0,quantile
GR,2024-06-03,2024-06-22,3 wk ahead inc death,0.9750,31,quantile
GR,2024-06-03,2024-06-29,4 wk ahead inc death,0.0100,0,quantile
GR,2024-06-03,2024-06-29,4 wk ahead inc death,0.9900,44,quantile
GR,2024-06-03,2024-06-29,4 wk ahead inc death,0.5000,1,quantile
GR,2024-06-03,2024-06-29,4 wk ahead inc death,0.4500,1,quantile
GR,2024-06-03,2024-06-29,4 wk ahead inc death,0.5500,2,quantile
GR,2024-06-03,2024-06-29,4 wk ahead inc death,0.4000,0,quantile
GR,2024-06-03,2024-06-29,4 wk ahead inc death,0.6000,2,quantile
GR,2024-06-03,2024-06-29,4 wk ahead inc death,0.3500,0,quantile
GR,2024-06-03,2024-06-29,4 wk ahead inc death,0.6500,2,quantile
GR,2024-06-03,2024-06-29,4 wk ahead inc death,0.3000,0,quantile
