model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
epiforecasts-EpiExpert,inc case,4,Overall,1.25,1.57,0.26,0.64,0.29,228,32,NA
epiforecasts-EpiExpert_Rt,inc case,4,Overall,1.09,1.31,0.29,0.67,0.18,93,19,NA
epiforecasts-EpiExpert_direct,inc case,4,Overall,1.35,1.72,0.22,0.47,0.24,87,18,NA
epiforecasts-EpiNow2,inc case,4,Overall,1.4,1.5,0.37,0.74,-0.05,753,32,NA
LANL-GrowthRate,inc case,5,Overall,NA,NA,0.27,0.7,-0.01,692,32,NA
USC-SIkJalpha,inc case,5,Overall,NA,NA,0.21,0.3,-0.13,723,32,NA
EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.54,0.97,0.08,859,32,NA
EuroCOVIDhub-ensemble,inc death,1,Overall,0.62,0.57,0.69,0.97,0.06,859,32,NA
IEM_Health-CovidProject,inc death,1,Overall,0.93,0.84,0.54,0.88,0.04,843,32,NA
ILM-EKF,inc death,1,Overall,0.79,0.83,0.87,0.99,0.09,858,32,NA
Karlen-pypm,inc death,1,Overall,0.5,0.68,0.54,0.97,-0.14,268,29,NA
LANL-GrowthRate,inc death,1,Overall,0.77,0.71,0.38,0.84,-0.05,828,32,NA
MUNI-ARIMA,inc death,1,Overall,0.56,0.76,0.6,0.95,0.02,603,32,NA
RobertWalraven-ESG,inc death,1,Overall,0.8,0.74,0.58,0.86,-0.08,859,32,NA
SDSC_ISG-TrendModel,inc death,1,Overall,0.77,NA,NA,NA,NA,763,32,NA
UMass-MechBayes,inc death,1,Overall,0.76,0.81,0.52,0.92,0.11,759,32,NA
USC-SIkJalpha,inc death,1,Overall,0.83,0.96,0.37,0.48,0.16,859,32,NA
USyd-OneModelMan,inc death,1,Overall,0.71,NA,NA,NA,NA,763,32,NA
epiforecasts-EpiNow2,inc death,1,Overall,1,0.9,0.55,0.94,0.11,832,32,NA
EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.65,0.95,0.09,826,32,NA
EuroCOVIDhub-ensemble,inc death,2,Overall,0.49,0.45,0.66,0.97,0.11,826,32,NA
IEM_Health-CovidProject,inc death,2,Overall,0.92,0.81,0.47,0.85,0.07,811,32,NA
ILM-EKF,inc death,2,Overall,0.7,0.67,0.81,0.98,0.13,825,32,NA
Karlen-pypm,inc death,2,Overall,0.49,0.62,0.46,0.94,-0.1,239,29,NA
LANL-GrowthRate,inc death,2,Overall,0.61,0.54,0.38,0.79,-0.06,795,32,NA
MUNI-ARIMA,inc death,2,Overall,0.49,0.71,0.63,0.96,0.03,570,32,NA
RobertWalraven-ESG,inc death,2,Overall,0.74,0.72,0.59,0.83,-0.1,826,32,NA
UMass-MechBayes,inc death,2,Overall,0.57,0.6,0.51,0.92,0.12,726,32,NA
USC-SIkJalpha,inc death,2,Overall,0.67,0.7,0.37,0.5,0.19,826,32,NA
USyd-OneModelMan,inc death,2,Overall,0.64,NA,NA,NA,NA,730,32,NA
epiforecasts-EpiExpert,inc death,2,Overall,0.97,0.71,0.32,0.75,0.22,235,32,NA
epiforecasts-EpiExpert_Rt,inc death,2,Overall,0.74,0.88,0.35,0.67,0.24,100,19,NA
epiforecasts-EpiNow2,inc death,2,Overall,0.9,0.79,0.49,0.91,0.16,799,32,NA
EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.68,0.92,0.11,793,32,NA
EuroCOVIDhub-ensemble,inc death,3,Overall,0.49,0.44,0.63,0.95,0.16,793,32,NA
IEM_Health-CovidProject,inc death,3,Overall,1.01,0.87,0.45,0.85,0.09,779,32,NA
ILM-EKF,inc death,3,Overall,0.78,0.68,0.71,0.97,0.14,791,32,NA
Karlen-pypm,inc death,3,Overall,0.6,0.71,0.38,0.86,-0.04,210,29,NA
LANL-GrowthRate,inc death,3,Overall,0.57,0.49,0.35,0.76,-0.05,762,32,NA
MUNI-ARIMA,inc death,3,Overall,0.46,0.7,0.64,0.96,-0.01,506,32,NA
RobertWalraven-ESG,inc death,3,Overall,0.75,0.74,0.59,0.81,-0.14,793,32,NA
UMass-MechBayes,inc death,3,Overall,0.58,0.59,0.48,0.9,0.13,693,32,NA
USC-SIkJalpha,inc death,3,Overall,0.67,0.68,0.34,0.48,0.22,793,32,NA
USyd-OneModelMan,inc death,3,Overall,0.68,NA,NA,NA,NA,697,32,NA
epiforecasts-EpiExpert,inc death,3,Overall,0.84,0.63,0.32,0.76,0.29,232,32,NA
epiforecasts-EpiExpert_Rt,inc death,3,Overall,0.67,0.79,0.19,0.62,0.35,97,19,NA
epiforecasts-EpiNow2,inc death,3,Overall,0.95,0.84,0.49,0.9,0.19,766,32,NA
EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.69,0.91,0.14,760,32,NA
EuroCOVIDhub-ensemble,inc death,4,Overall,0.54,0.48,0.6,0.93,0.19,760,32,NA
IEM_Health-CovidProject,inc death,4,Overall,1.1,0.95,0.39,0.82,0.1,747,32,NA
ILM-EKF,inc death,4,Overall,0.97,0.83,0.63,0.96,0.15,758,32,NA
Karlen-pypm,inc death,4,Overall,0.83,0.93,0.28,0.82,0,181,29,NA
LANL-GrowthRate,inc death,4,Overall,0.54,0.46,0.35,0.74,-0.03,729,32,NA
MUNI-ARIMA,inc death,4,Overall,0.44,0.72,0.65,0.95,-0.02,474,32,NA
RobertWalraven-ESG,inc death,4,Overall,0.75,0.74,0.59,0.8,-0.15,760,32,NA
UMass-MechBayes,inc death,4,Overall,0.65,0.69,0.47,0.87,0.13,660,32,NA
USC-SIkJalpha,inc death,4,Overall,0.62,0.64,0.34,0.49,0.18,760,32,NA
USyd-OneModelMan,inc death,4,Overall,0.72,NA,NA,NA,NA,664,32,NA
epiforecasts-EpiExpert,inc death,4,Overall,0.85,0.65,0.29,0.73,0.31,227,32,NA
epiforecasts-EpiExpert_Rt,inc death,4,Overall,0.63,0.78,0.17,0.56,0.4,93,19,NA
epiforecasts-EpiNow2,inc death,4,Overall,1.06,0.95,0.49,0.91,0.17,733,32,NA
LANL-GrowthRate,inc death,5,Overall,NA,NA,0.31,0.72,0.03,697,32,NA
USC-SIkJalpha,inc death,5,Overall,NA,NA,0.34,0.49,0.16,728,32,NA
EuroCOVIDhub-baseline,inc case,1,AT,1,1,0.33,1,0.01,27,1,Austria
EuroCOVIDhub-ensemble,inc case,1,AT,0.53,0.49,0.67,0.93,0.15,27,1,Austria
IEM_Health-CovidProject,inc case,1,AT,0.65,0.62,0.44,0.81,0.27,27,1,Austria
ILM-EKF,inc case,1,AT,0.68,0.75,0.63,0.93,0.12,27,1,Austria
Karlen-pypm,inc case,1,AT,0.75,0.87,0.56,1,0.27,9,1,Austria
LANL-GrowthRate,inc case,1,AT,0.55,0.53,0.42,0.92,-0.28,26,1,Austria
MUNI-ARIMA,inc case,1,AT,0.29,0.41,0.63,1,0.05,19,1,Austria
RobertWalraven-ESG,inc case,1,AT,0.68,0.85,0.52,0.85,-0.3,27,1,Austria
SDSC_ISG-TrendModel,inc case,1,AT,0.42,NA,NA,NA,NA,24,1,Austria
USC-SIkJalpha,inc case,1,AT,0.64,0.8,0.3,0.56,0.23,27,1,Austria
UVA-Ensemble,inc case,1,AT,1.43,NA,0.46,1,NA,26,1,Austria
epiforecasts-EpiNow2,inc case,1,AT,0.66,0.69,0.41,0.74,0.01,27,1,Austria
EuroCOVIDhub-baseline,inc case,2,AT,1,1,0.31,1,0.02,26,1,Austria
EuroCOVIDhub-ensemble,inc case,2,AT,0.55,0.57,0.58,0.88,0.18,26,1,Austria
IEM_Health-CovidProject,inc case,2,AT,0.74,0.76,0.31,0.73,0.32,26,1,Austria
ILM-EKF,inc case,2,AT,0.72,0.8,0.58,0.88,0.17,26,1,Austria
Karlen-pypm,inc case,2,AT,1.01,1.18,0.38,0.75,0.29,8,1,Austria
LANL-GrowthRate,inc case,2,AT,0.52,0.56,0.56,0.84,-0.08,25,1,Austria
MUNI-ARIMA,inc case,2,AT,0.3,0.49,0.72,1,-0.07,18,1,Austria
RobertWalraven-ESG,inc case,2,AT,0.64,1.01,0.38,0.62,-0.49,26,1,Austria
USC-SIkJalpha,inc case,2,AT,0.62,0.8,0.19,0.46,0.24,26,1,Austria
UVA-Ensemble,inc case,2,AT,1.24,NA,0.32,0.92,NA,25,1,Austria
epiforecasts-EpiNow2,inc case,2,AT,0.91,1.09,0.31,0.77,0.05,26,1,Austria
EuroCOVIDhub-baseline,inc case,3,AT,1,1,0.4,1,0.07,25,1,Austria
EuroCOVIDhub-ensemble,inc case,3,AT,0.66,0.7,0.36,0.84,0.22,25,1,Austria
IEM_Health-CovidProject,inc case,3,AT,0.87,0.87,0.16,0.68,0.28,25,1,Austria
ILM-EKF,inc case,3,AT,0.84,0.91,0.48,0.88,0.18,25,1,Austria
Karlen-pypm,inc case,3,AT,1.49,1.74,0.14,0.71,0.26,7,1,Austria
LANL-GrowthRate,inc case,3,AT,0.62,0.71,0.38,0.75,-0.02,24,1,Austria
MUNI-ARIMA,inc case,3,AT,0.3,0.58,0.81,1,-0.19,16,1,Austria
RobertWalraven-ESG,inc case,3,AT,0.65,1.24,0.36,0.56,-0.57,25,1,Austria
USC-SIkJalpha,inc case,3,AT,0.67,0.97,0.12,0.24,0.19,25,1,Austria
UVA-Ensemble,inc case,3,AT,0.97,NA,0.39,0.74,NA,23,1,Austria
epiforecasts-EpiNow2,inc case,3,AT,1.25,1.8,0.32,0.6,0.06,25,1,Austria
EuroCOVIDhub-baseline,inc case,4,AT,1,1,0.38,1,0.11,24,1,Austria
EuroCOVIDhub-ensemble,inc case,4,AT,0.81,0.89,0.25,0.75,0.21,24,1,Austria
IEM_Health-CovidProject,inc case,4,AT,1.04,1.02,0.21,0.54,0.23,24,1,Austria
ILM-EKF,inc case,4,AT,0.99,1.05,0.42,0.83,0.15,24,1,Austria
Karlen-pypm,inc case,4,AT,2.31,2.59,0.17,0.67,0.18,6,1,Austria
LANL-GrowthRate,inc case,4,AT,0.74,0.85,0.22,0.65,0.04,23,1,Austria
MUNI-ARIMA,inc case,4,AT,0.36,0.63,0.67,1,-0.23,15,1,Austria
RobertWalraven-ESG,inc case,4,AT,0.66,1.36,0.33,0.54,-0.61,24,1,Austria
USC-SIkJalpha,inc case,4,AT,0.75,1.12,0.25,0.29,0.19,24,1,Austria
UVA-Ensemble,inc case,4,AT,0.97,NA,0.19,0.57,NA,21,1,Austria
epiforecasts-EpiNow2,inc case,4,AT,1.95,2.99,0.33,0.67,0.1,24,1,Austria
LANL-GrowthRate,inc case,5,AT,NA,NA,0.14,0.45,0.07,22,1,Austria
USC-SIkJalpha,inc case,5,AT,NA,NA,0.09,0.13,0.14,23,1,Austria
EuroCOVIDhub-baseline,inc death,1,AT,1,1,0.56,1,0.12,27,1,Austria
EuroCOVIDhub-ensemble,inc death,1,AT,0.74,0.6,0.7,0.96,0.1,27,1,Austria
IEM_Health-CovidProject,inc death,1,AT,0.97,0.8,0.44,0.93,0.1,27,1,Austria
ILM-EKF,inc death,1,AT,0.8,1.07,0.93,1,0.11,27,1,Austria
Karlen-pypm,inc death,1,AT,0.42,0.73,0.44,0.89,0.12,9,1,Austria
LANL-GrowthRate,inc death,1,AT,0.86,0.76,0.35,0.88,0.07,26,1,Austria
MUNI-ARIMA,inc death,1,AT,0.77,0.88,0.63,1,0.04,19,1,Austria
RobertWalraven-ESG,inc death,1,AT,0.73,0.66,0.52,0.96,0.03,27,1,Austria
SDSC_ISG-TrendModel,inc death,1,AT,0.77,NA,NA,NA,NA,24,1,Austria
UMass-MechBayes,inc death,1,AT,0.58,0.65,0.46,0.92,0.01,24,1,Austria
USC-SIkJalpha,inc death,1,AT,0.91,1.06,0.26,0.41,0.28,27,1,Austria
USyd-OneModelMan,inc death,1,AT,0.65,NA,NA,NA,NA,24,1,Austria
epiforecasts-EpiNow2,inc death,1,AT,0.8,0.66,0.52,1,0.19,27,1,Austria
EuroCOVIDhub-baseline,inc death,2,AT,1,1,0.65,1,0.13,26,1,Austria
EuroCOVIDhub-ensemble,inc death,2,AT,0.56,0.5,0.65,0.96,0.22,26,1,Austria
IEM_Health-CovidProject,inc death,2,AT,0.9,0.77,0.35,0.88,0.13,26,1,Austria
ILM-EKF,inc death,2,AT,0.67,0.81,0.88,1,0.19,26,1,Austria
Karlen-pypm,inc death,2,AT,0.35,0.61,0.5,0.75,0.3,8,1,Austria
LANL-GrowthRate,inc death,2,AT,0.71,0.68,0.12,0.72,-0.03,25,1,Austria
MUNI-ARIMA,inc death,2,AT,0.69,0.83,0.56,1,0.01,18,1,Austria
RobertWalraven-ESG,inc death,2,AT,0.75,0.62,0.58,0.92,0.02,26,1,Austria
UMass-MechBayes,inc death,2,AT,0.4,0.41,0.57,1,0.05,23,1,Austria
USC-SIkJalpha,inc death,2,AT,0.66,0.84,0.27,0.31,0.4,26,1,Austria
USyd-OneModelMan,inc death,2,AT,0.72,NA,NA,NA,NA,23,1,Austria
epiforecasts-EpiNow2,inc death,2,AT,0.77,0.67,0.38,0.92,0.29,26,1,Austria
EuroCOVIDhub-baseline,inc death,3,AT,1,1,0.72,1,0.16,25,1,Austria
EuroCOVIDhub-ensemble,inc death,3,AT,0.46,0.46,0.56,1,0.32,25,1,Austria
IEM_Health-CovidProject,inc death,3,AT,1,0.91,0.4,0.8,0.12,25,1,Austria
ILM-EKF,inc death,3,AT,0.72,0.74,0.76,1,0.23,25,1,Austria
Karlen-pypm,inc death,3,AT,0.4,0.81,0.29,0.71,0.43,7,1,Austria
LANL-GrowthRate,inc death,3,AT,0.6,0.59,0.25,0.75,0.05,24,1,Austria
MUNI-ARIMA,inc death,3,AT,0.45,0.78,0.75,1,-0.05,16,1,Austria
RobertWalraven-ESG,inc death,3,AT,0.61,0.5,0.6,0.96,-0.05,25,1,Austria
UMass-MechBayes,inc death,3,AT,0.41,0.4,0.45,0.86,0.15,22,1,Austria
USC-SIkJalpha,inc death,3,AT,0.73,0.89,0.12,0.24,0.73,25,1,Austria
USyd-OneModelMan,inc death,3,AT,0.9,NA,NA,NA,NA,22,1,Austria
epiforecasts-EpiNow2,inc death,3,AT,0.8,0.85,0.36,0.88,0.36,25,1,Austria
EuroCOVIDhub-baseline,inc death,4,AT,1,1,0.71,1,0.2,24,1,Austria
EuroCOVIDhub-ensemble,inc death,4,AT,0.52,0.52,0.54,0.96,0.36,24,1,Austria
IEM_Health-CovidProject,inc death,4,AT,1.24,0.97,0.38,0.79,0.18,24,1,Austria
ILM-EKF,inc death,4,AT,0.85,0.76,0.54,1,0.27,24,1,Austria
Karlen-pypm,inc death,4,AT,0.68,1.24,0.33,0.83,0.38,6,1,Austria
LANL-GrowthRate,inc death,4,AT,0.65,0.59,0.39,0.7,0.13,23,1,Austria
MUNI-ARIMA,inc death,4,AT,0.45,0.79,0.73,1,-0.04,15,1,Austria
RobertWalraven-ESG,inc death,4,AT,0.76,0.55,0.58,0.88,-0.07,24,1,Austria
UMass-MechBayes,inc death,4,AT,0.46,0.47,0.48,0.95,0.11,21,1,Austria
USC-SIkJalpha,inc death,4,AT,0.69,0.83,0.25,0.33,0.54,24,1,Austria
USyd-OneModelMan,inc death,4,AT,1.06,NA,NA,NA,NA,21,1,Austria
epiforecasts-EpiNow2,inc death,4,AT,1.22,1.19,0.54,0.92,0.33,24,1,Austria
LANL-GrowthRate,inc death,5,AT,NA,NA,0.18,0.64,0.16,22,1,Austria
USC-SIkJalpha,inc death,5,AT,NA,NA,0.22,0.35,0.45,23,1,Austria
EuroCOVIDhub-baseline,inc case,1,BE,1,1,0.48,1,-0,27,1,Belgium
EuroCOVIDhub-ensemble,inc case,1,BE,0.89,0.89,0.56,0.96,-0.02,27,1,Belgium
IEM_Health-CovidProject,inc case,1,BE,1.11,0.98,0.41,0.96,0.15,27,1,Belgium
ILM-EKF,inc case,1,BE,1.04,0.96,0.52,0.89,0.05,27,1,Belgium
Karlen-pypm,inc case,1,BE,0.77,1.12,0.78,1,-0.04,9,1,Belgium
LANL-GrowthRate,inc case,1,BE,1.22,1.35,0.54,0.92,-0.43,26,1,Belgium
MUNI-ARIMA,inc case,1,BE,1.25,1.79,0.37,0.84,-0.06,19,1,Belgium
RobertWalraven-ESG,inc case,1,BE,1.18,1.13,0.33,0.85,-0.14,27,1,Belgium
SDSC_ISG-TrendModel,inc case,1,BE,1,NA,NA,NA,NA,24,1,Belgium
USC-SIkJalpha,inc case,1,BE,1.13,1.34,0.33,0.52,0.09,27,1,Belgium
UVA-Ensemble,inc case,1,BE,2.26,NA,0.23,0.58,NA,26,1,Belgium
epiforecasts-EpiNow2,inc case,1,BE,1.21,1.35,0.63,0.81,-0.06,27,1,Belgium
EuroCOVIDhub-baseline,inc case,2,BE,1,1,0.46,1,0.04,26,1,Belgium
EuroCOVIDhub-ensemble,inc case,2,BE,0.91,0.92,0.62,0.92,0.03,26,1,Belgium
IEM_Health-CovidProject,inc case,2,BE,1.23,1.08,0.27,0.85,0.24,26,1,Belgium
ILM-EKF,inc case,2,BE,1.13,1.17,0.54,0.85,0.11,26,1,Belgium
Karlen-pypm,inc case,2,BE,1.22,1.92,0.5,1,0.01,8,1,Belgium
LANL-GrowthRate,inc case,2,BE,1.05,1.08,0.56,0.92,-0.36,25,1,Belgium
MUNI-ARIMA,inc case,2,BE,1.01,1.57,0.61,0.89,-0.03,18,1,Belgium
RobertWalraven-ESG,inc case,2,BE,0.98,1.07,0.27,0.81,-0.11,26,1,Belgium
USC-SIkJalpha,inc case,2,BE,1.11,1.68,0.31,0.42,0.11,26,1,Belgium
UVA-Ensemble,inc case,2,BE,1.36,NA,0.24,0.76,NA,25,1,Belgium
epiforecasts-EpiNow2,inc case,2,BE,1.14,1.37,0.62,0.77,-0.04,26,1,Belgium
EuroCOVIDhub-baseline,inc case,3,BE,1,1,0.52,1,0.07,25,1,Belgium
EuroCOVIDhub-ensemble,inc case,3,BE,1.03,1.08,0.56,0.88,0.09,25,1,Belgium
IEM_Health-CovidProject,inc case,3,BE,1.41,1.29,0.28,0.8,0.26,25,1,Belgium
ILM-EKF,inc case,3,BE,1.4,1.47,0.48,0.84,0.12,25,1,Belgium
Karlen-pypm,inc case,3,BE,2.12,3.36,0.43,0.86,0,7,1,Belgium
LANL-GrowthRate,inc case,3,BE,1.02,1.04,0.5,0.79,-0.27,24,1,Belgium
MUNI-ARIMA,inc case,3,BE,1.04,1.52,0.56,0.94,-0.05,16,1,Belgium
RobertWalraven-ESG,inc case,3,BE,0.92,1.06,0.28,0.8,-0.12,25,1,Belgium
USC-SIkJalpha,inc case,3,BE,1.42,2.5,0.32,0.32,0.06,25,1,Belgium
UVA-Ensemble,inc case,3,BE,1.06,NA,0.35,0.65,NA,23,1,Belgium
epiforecasts-EpiNow2,inc case,3,BE,1.21,1.5,0.56,0.8,0.02,25,1,Belgium
EuroCOVIDhub-baseline,inc case,4,BE,1,1,0.46,1,0.05,24,1,Belgium
EuroCOVIDhub-ensemble,inc case,4,BE,1.14,1.21,0.5,0.88,0.14,24,1,Belgium
IEM_Health-CovidProject,inc case,4,BE,1.62,1.44,0.29,0.75,0.22,24,1,Belgium
ILM-EKF,inc case,4,BE,1.73,1.88,0.46,0.88,0.17,24,1,Belgium
Karlen-pypm,inc case,4,BE,3.86,5.47,0.5,0.67,0.06,6,1,Belgium
LANL-GrowthRate,inc case,4,BE,0.96,0.98,0.43,0.83,-0.15,23,1,Belgium
MUNI-ARIMA,inc case,4,BE,1.15,1.49,0.4,1,-0.05,15,1,Belgium
RobertWalraven-ESG,inc case,4,BE,0.73,0.99,0.33,0.83,-0.21,24,1,Belgium
USC-SIkJalpha,inc case,4,BE,2.1,4.01,0.29,0.33,0,24,1,Belgium
UVA-Ensemble,inc case,4,BE,1.06,NA,0,0.43,NA,21,1,Belgium
epiforecasts-EpiNow2,inc case,4,BE,1.27,1.65,0.58,0.75,0.06,24,1,Belgium
LANL-GrowthRate,inc case,5,BE,NA,NA,0.32,0.77,-0.09,22,1,Belgium
USC-SIkJalpha,inc case,5,BE,NA,NA,0.26,0.35,-0.11,23,1,Belgium
EuroCOVIDhub-baseline,inc death,1,BE,1,1,0.89,1,0.11,27,1,Belgium
EuroCOVIDhub-ensemble,inc death,1,BE,0.87,0.54,0.74,1,-0,27,1,Belgium
IEM_Health-CovidProject,inc death,1,BE,1.18,0.69,0.56,0.85,-0,27,1,Belgium
ILM-EKF,inc death,1,BE,0.89,0.88,1,1,0.09,27,1,Belgium
Karlen-pypm,inc death,1,BE,0.4,0.53,0.44,1,-0.21,9,1,Belgium
LANL-GrowthRate,inc death,1,BE,1.33,0.71,0.27,0.81,-0.16,26,1,Belgium
MUNI-ARIMA,inc death,1,BE,0.87,0.73,0.63,0.95,-0.19,19,1,Belgium
RobertWalraven-ESG,inc death,1,BE,0.97,0.6,0.78,1,-0.04,27,1,Belgium
SDSC_ISG-TrendModel,inc death,1,BE,1.16,NA,NA,NA,NA,24,1,Belgium
UMass-MechBayes,inc death,1,BE,0.83,0.5,0.58,0.96,-0.11,24,1,Belgium
USC-SIkJalpha,inc death,1,BE,1.09,0.71,0.3,0.48,0.07,27,1,Belgium
USyd-OneModelMan,inc death,1,BE,0.91,NA,NA,NA,NA,24,1,Belgium
epiforecasts-EpiNow2,inc death,1,BE,1.58,0.76,0.5,0.92,0.2,26,1,Belgium
EuroCOVIDhub-baseline,inc death,2,BE,1,1,0.96,1,0.06,26,1,Belgium
EuroCOVIDhub-ensemble,inc death,2,BE,0.71,0.39,0.81,1,0.07,26,1,Belgium
IEM_Health-CovidProject,inc death,2,BE,1.02,0.59,0.42,0.88,0.08,26,1,Belgium
ILM-EKF,inc death,2,BE,0.76,0.59,0.92,1,0.16,26,1,Belgium
Karlen-pypm,inc death,2,BE,0.32,0.5,0.5,1,-0.18,8,1,Belgium
LANL-GrowthRate,inc death,2,BE,0.96,0.55,0.32,0.76,-0.25,25,1,Belgium
MUNI-ARIMA,inc death,2,BE,0.78,0.62,0.67,1,-0.09,18,1,Belgium
RobertWalraven-ESG,inc death,2,BE,0.93,0.45,0.77,1,-0.07,26,1,Belgium
UMass-MechBayes,inc death,2,BE,0.6,0.35,0.74,0.96,-0.15,23,1,Belgium
USC-SIkJalpha,inc death,2,BE,0.81,0.53,0.38,0.58,0.2,26,1,Belgium
USyd-OneModelMan,inc death,2,BE,0.7,NA,NA,NA,NA,23,1,Belgium
epiforecasts-EpiNow2,inc death,2,BE,1.16,0.58,0.56,0.96,0.28,25,1,Belgium
EuroCOVIDhub-baseline,inc death,3,BE,1,1,0.96,1,0.07,25,1,Belgium
EuroCOVIDhub-ensemble,inc death,3,BE,0.56,0.37,0.76,0.96,0.1,25,1,Belgium
