model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
ILM-EKF,inc case,4,Overall,1.34,1.25,0.38,0.79,0.05,562,32,NA
LANL-GrowthRate,inc case,4,Overall,0.83,0.82,0.37,0.78,0.04,532,32,NA
MUNI-ARIMA,inc case,4,Overall,0.74,0.83,0.53,0.87,-0.15,279,32,NA
RobertWalraven-ESG,inc case,4,Overall,0.85,1.14,0.34,0.64,-0.28,563,32,NA
UMass-SemiMech,inc case,4,Overall,0.98,1.13,0.33,0.77,0.17,464,32,NA
USC-SIkJalpha,inc case,4,Overall,0.85,0.97,0.27,0.36,0.02,563,32,NA
UVA-Ensemble,inc case,4,Overall,1.19,NA,0.27,0.49,NA,471,32,NA
epiforecasts-EpiExpert,inc case,4,Overall,0.9,0.86,0.22,0.62,0.32,201,32,NA
epiforecasts-EpiExpert_Rt,inc case,4,Overall,0.74,0.8,0.2,0.63,0.22,75,19,NA
epiforecasts-EpiExpert_direct,inc case,4,Overall,0.73,0.91,0.15,0.38,0.29,61,17,NA
epiforecasts-EpiNow2,inc case,4,Overall,1.04,0.99,0.33,0.72,-0.06,561,32,NA
LANL-GrowthRate,inc case,5,Overall,NA,NA,0.3,0.75,0.17,500,32,NA
USC-SIkJalpha,inc case,5,Overall,NA,NA,0.23,0.33,0.02,531,32,NA
BIOCOMSC-Gompertz,inc death,1,Overall,0.66,NA,0.47,0.87,NA,341,32,NA
EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.5,0.96,0.16,667,32,NA
EuroCOVIDhub-ensemble,inc death,1,Overall,0.57,0.55,0.72,0.97,0.13,667,32,NA
IEM_Health-CovidProject,inc death,1,Overall,0.92,0.82,0.59,0.91,0.08,658,32,NA
ILM-EKF,inc death,1,Overall,0.74,0.8,0.86,0.99,0.11,666,32,NA
Imperial-DeCa,inc death,1,Overall,0.94,1.16,0.2,0.43,-0.19,297,22,NA
Imperial-RtI0,inc death,1,Overall,0.96,1.06,0.33,0.64,-0.02,297,22,NA
Imperial-sbkp,inc death,1,Overall,0.89,1.02,0.24,0.6,-0.07,297,22,NA
Karlen-pypm,inc death,1,Overall,0.48,0.69,0.61,0.97,0.08,94,29,NA
LANL-GrowthRate,inc death,1,Overall,0.75,0.67,0.37,0.86,0.03,636,32,NA
MUNI-ARIMA,inc death,1,Overall,0.51,0.75,0.59,0.95,0.11,411,32,NA
RobertWalraven-ESG,inc death,1,Overall,0.79,0.75,0.59,0.86,-0.04,667,32,NA
SDSC_ISG-TrendModel,inc death,1,Overall,0.74,NA,NA,NA,NA,571,32,NA
UMass-MechBayes,inc death,1,Overall,0.68,0.75,0.56,0.92,0.15,567,32,NA
USC-SIkJalpha,inc death,1,Overall,0.78,0.88,0.41,0.51,0.23,667,32,NA
USyd-OneModelMan,inc death,1,Overall,0.67,NA,NA,NA,NA,571,32,NA
epiforecasts-EpiExpert,inc death,1,Overall,1.02,0.75,0.4,0.78,0.17,218,32,NA
epiforecasts-EpiExpert_Rt,inc death,1,Overall,0.73,0.83,0.45,0.89,0.16,88,19,NA
epiforecasts-EpiNow2,inc death,1,Overall,0.98,0.89,0.56,0.93,0.17,643,32,NA
BIOCOMSC-Gompertz,inc death,2,Overall,0.66,NA,0.5,0.89,NA,320,32,NA
EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.63,0.94,0.18,634,32,NA
EuroCOVIDhub-ensemble,inc death,2,Overall,0.46,0.44,0.7,0.97,0.2,634,32,NA
IEM_Health-CovidProject,inc death,2,Overall,0.92,0.81,0.5,0.89,0.14,626,32,NA
ILM-EKF,inc death,2,Overall,0.67,0.63,0.8,0.98,0.15,633,32,NA
Karlen-pypm,inc death,2,Overall,0.53,0.65,0.49,0.94,0.21,65,29,NA
LANL-GrowthRate,inc death,2,Overall,0.61,0.52,0.38,0.82,0.04,603,32,NA
MUNI-ARIMA,inc death,2,Overall,0.47,0.75,0.61,0.96,0.15,378,32,NA
RobertWalraven-ESG,inc death,2,Overall,0.72,0.72,0.61,0.83,-0.05,634,32,NA
UMass-MechBayes,inc death,2,Overall,0.5,0.57,0.54,0.93,0.17,534,32,NA
USC-SIkJalpha,inc death,2,Overall,0.62,0.62,0.42,0.54,0.27,634,32,NA
USyd-OneModelMan,inc death,2,Overall,0.64,NA,NA,NA,NA,538,32,NA
epiforecasts-EpiExpert,inc death,2,Overall,0.9,0.67,0.32,0.76,0.23,212,32,NA
epiforecasts-EpiExpert_Rt,inc death,2,Overall,0.54,0.66,0.39,0.76,0.25,84,19,NA
epiforecasts-EpiNow2,inc death,2,Overall,0.86,0.76,0.5,0.91,0.22,610,32,NA
EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.63,0.9,0.21,601,32,NA
EuroCOVIDhub-ensemble,inc death,3,Overall,0.46,0.42,0.65,0.95,0.26,601,32,NA
IEM_Health-CovidProject,inc death,3,Overall,1.02,0.87,0.46,0.88,0.2,594,32,NA
ILM-EKF,inc death,3,Overall,0.73,0.62,0.7,0.98,0.17,600,32,NA
Karlen-pypm,inc death,3,Overall,0.72,0.72,0.28,0.89,0.25,36,18,NA
LANL-GrowthRate,inc death,3,Overall,0.55,0.46,0.37,0.79,0.07,570,32,NA
MUNI-ARIMA,inc death,3,Overall,0.41,0.8,0.63,0.96,0.15,314,32,NA
RobertWalraven-ESG,inc death,3,Overall,0.74,0.72,0.6,0.83,-0.06,601,32,NA
UMass-MechBayes,inc death,3,Overall,0.49,0.52,0.51,0.93,0.16,501,32,NA
USC-SIkJalpha,inc death,3,Overall,0.61,0.58,0.37,0.51,0.29,601,32,NA
USyd-OneModelMan,inc death,3,Overall,0.69,NA,NA,NA,NA,505,32,NA
epiforecasts-EpiExpert,inc death,3,Overall,0.78,0.57,0.33,0.77,0.3,208,32,NA
epiforecasts-EpiExpert_Rt,inc death,3,Overall,0.5,0.58,0.2,0.71,0.35,80,19,NA
epiforecasts-EpiNow2,inc death,3,Overall,0.87,0.76,0.5,0.9,0.22,578,32,NA
EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.64,0.88,0.25,568,32,NA
EuroCOVIDhub-ensemble,inc death,4,Overall,0.51,0.43,0.62,0.93,0.3,568,32,NA
IEM_Health-CovidProject,inc death,4,Overall,1.12,0.96,0.4,0.84,0.25,562,32,NA
ILM-EKF,inc death,4,Overall,0.84,0.64,0.62,0.97,0.19,567,32,NA
LANL-GrowthRate,inc death,4,Overall,0.5,0.39,0.37,0.78,0.11,537,32,NA
MUNI-ARIMA,inc death,4,Overall,0.38,0.85,0.65,0.95,0.17,282,32,NA
RobertWalraven-ESG,inc death,4,Overall,0.71,0.67,0.6,0.81,-0.05,568,32,NA
UMass-MechBayes,inc death,4,Overall,0.47,0.48,0.5,0.9,0.17,468,32,NA
UMass-SemiMech,inc death,4,Overall,0.56,0.61,0.47,0.88,0.33,468,32,NA
USC-SIkJalpha,inc death,4,Overall,0.55,0.53,0.36,0.51,0.26,568,32,NA
USyd-OneModelMan,inc death,4,Overall,0.71,NA,NA,NA,NA,472,32,NA
epiforecasts-EpiExpert,inc death,4,Overall,0.79,0.57,0.29,0.74,0.32,201,32,NA
epiforecasts-EpiExpert_Rt,inc death,4,Overall,0.43,0.52,0.21,0.64,0.37,75,19,NA
epiforecasts-EpiNow2,inc death,4,Overall,0.85,0.68,0.48,0.91,0.18,545,32,NA
LANL-GrowthRate,inc death,5,Overall,NA,NA,0.33,0.76,0.19,505,32,NA
USC-SIkJalpha,inc death,5,Overall,NA,NA,0.35,0.51,0.28,536,32,NA
EuroCOVIDhub-baseline,inc case,1,AT,1,1,0.38,1,0.21,21,1,Austria
EuroCOVIDhub-ensemble,inc case,1,AT,0.59,0.54,0.62,0.95,0.21,21,1,Austria
IEM_Health-CovidProject,inc case,1,AT,0.74,0.72,0.43,0.81,0.35,21,1,Austria
ILM-EKF,inc case,1,AT,0.71,0.76,0.62,0.9,0.05,21,1,Austria
LANL-GrowthRate,inc case,1,AT,0.57,0.49,0.4,0.95,-0.29,20,1,Austria
MUNI-ARIMA,inc case,1,AT,0.31,0.43,0.54,1,0.06,13,1,Austria
RobertWalraven-ESG,inc case,1,AT,0.68,0.8,0.57,0.9,-0.05,21,1,Austria
SDSC_ISG-TrendModel,inc case,1,AT,0.42,NA,NA,NA,NA,18,1,Austria
USC-SIkJalpha,inc case,1,AT,0.7,0.91,0.33,0.48,0.43,21,1,Austria
UVA-Ensemble,inc case,1,AT,1.45,NA,0.45,1,NA,20,1,Austria
epiforecasts-EpiNow2,inc case,1,AT,0.65,0.65,0.38,0.67,0.05,21,1,Austria
EuroCOVIDhub-baseline,inc case,2,AT,1,1,0.35,1,0.23,20,1,Austria
EuroCOVIDhub-ensemble,inc case,2,AT,0.6,0.61,0.6,0.9,0.27,20,1,Austria
IEM_Health-CovidProject,inc case,2,AT,0.82,0.86,0.3,0.7,0.4,20,1,Austria
ILM-EKF,inc case,2,AT,0.73,0.8,0.55,0.85,0.09,20,1,Austria
LANL-GrowthRate,inc case,2,AT,0.52,0.51,0.53,0.89,-0.04,19,1,Austria
MUNI-ARIMA,inc case,2,AT,0.31,0.51,0.67,1,0.02,12,1,Austria
RobertWalraven-ESG,inc case,2,AT,0.58,0.75,0.5,0.75,-0.22,20,1,Austria
USC-SIkJalpha,inc case,2,AT,0.67,0.87,0.25,0.4,0.41,20,1,Austria
UVA-Ensemble,inc case,2,AT,1.22,NA,0.37,0.95,NA,19,1,Austria
epiforecasts-EpiNow2,inc case,2,AT,0.86,0.97,0.25,0.7,0.13,20,1,Austria
EuroCOVIDhub-baseline,inc case,3,AT,1,1,0.47,1,0.31,19,1,Austria
EuroCOVIDhub-ensemble,inc case,3,AT,0.71,0.72,0.37,0.84,0.35,19,1,Austria
IEM_Health-CovidProject,inc case,3,AT,0.99,1.05,0.16,0.58,0.43,19,1,Austria
ILM-EKF,inc case,3,AT,0.87,0.9,0.42,0.84,0.16,19,1,Austria
LANL-GrowthRate,inc case,3,AT,0.64,0.63,0.33,0.78,0.14,18,1,Austria
MUNI-ARIMA,inc case,3,AT,0.21,0.6,0.8,1,-0.17,10,1,Austria
RobertWalraven-ESG,inc case,3,AT,0.54,0.75,0.47,0.74,-0.28,19,1,Austria
USC-SIkJalpha,inc case,3,AT,0.67,0.93,0.16,0.21,0.35,19,1,Austria
UVA-Ensemble,inc case,3,AT,1,NA,0.41,0.76,NA,17,1,Austria
epiforecasts-EpiNow2,inc case,3,AT,0.85,1.02,0.26,0.58,0.07,19,1,Austria
EuroCOVIDhub-baseline,inc case,4,AT,1,1,0.44,1,0.38,18,1,Austria
EuroCOVIDhub-ensemble,inc case,4,AT,0.83,0.79,0.22,0.78,0.38,18,1,Austria
IEM_Health-CovidProject,inc case,4,AT,1.21,1.2,0.17,0.44,0.53,18,1,Austria
ILM-EKF,inc case,4,AT,1.05,0.97,0.39,0.83,0.21,18,1,Austria
LANL-GrowthRate,inc case,4,AT,0.73,0.74,0.24,0.71,0.34,17,1,Austria
MUNI-ARIMA,inc case,4,AT,0.23,0.78,0.67,1,-0.17,9,1,Austria
RobertWalraven-ESG,inc case,4,AT,0.51,0.77,0.44,0.72,-0.32,18,1,Austria
UMass-SemiMech,inc case,4,AT,0.7,0.86,0.27,0.73,0.37,15,1,Austria
USC-SIkJalpha,inc case,4,AT,0.74,0.93,0.28,0.33,0.43,18,1,Austria
UVA-Ensemble,inc case,4,AT,1.09,NA,0.27,0.53,NA,15,1,Austria
epiforecasts-EpiNow2,inc case,4,AT,0.72,0.72,0.33,0.72,0.05,18,1,Austria
LANL-GrowthRate,inc case,5,AT,NA,NA,0.19,0.56,0.47,16,1,Austria
USC-SIkJalpha,inc case,5,AT,NA,NA,0.12,0.18,0.43,17,1,Austria
EuroCOVIDhub-baseline,inc death,1,AT,1,1,0.48,1,0.21,21,1,Austria
EuroCOVIDhub-ensemble,inc death,1,AT,0.73,0.6,0.76,1,0.15,21,1,Austria
IEM_Health-CovidProject,inc death,1,AT,1.08,0.85,0.52,1,0.18,21,1,Austria
ILM-EKF,inc death,1,AT,0.79,1.17,0.95,1,0.11,21,1,Austria
LANL-GrowthRate,inc death,1,AT,0.87,0.71,0.3,0.9,0.21,20,1,Austria
MUNI-ARIMA,inc death,1,AT,0.77,0.99,0.69,1,0.12,13,1,Austria
RobertWalraven-ESG,inc death,1,AT,0.81,0.68,0.43,1,0.05,21,1,Austria
SDSC_ISG-TrendModel,inc death,1,AT,0.81,NA,NA,NA,NA,18,1,Austria
UMass-MechBayes,inc death,1,AT,0.54,0.56,0.56,1,-0.01,18,1,Austria
USC-SIkJalpha,inc death,1,AT,0.95,1.07,0.29,0.38,0.32,21,1,Austria
USyd-OneModelMan,inc death,1,AT,0.66,NA,NA,NA,NA,18,1,Austria
epiforecasts-EpiNow2,inc death,1,AT,0.89,0.66,0.52,1,0.21,21,1,Austria
EuroCOVIDhub-baseline,inc death,2,AT,1,1,0.6,1,0.22,20,1,Austria
EuroCOVIDhub-ensemble,inc death,2,AT,0.5,0.46,0.7,1,0.28,20,1,Austria
IEM_Health-CovidProject,inc death,2,AT,0.88,0.82,0.4,1,0.32,20,1,Austria
ILM-EKF,inc death,2,AT,0.66,0.81,0.95,1,0.18,20,1,Austria
LANL-GrowthRate,inc death,2,AT,0.68,0.61,0.05,0.74,0.12,19,1,Austria
MUNI-ARIMA,inc death,2,AT,0.63,0.87,0.67,1,0.18,12,1,Austria
RobertWalraven-ESG,inc death,2,AT,0.68,0.59,0.55,0.95,0.05,20,1,Austria
UMass-MechBayes,inc death,2,AT,0.35,0.39,0.59,1,-0,17,1,Austria
USC-SIkJalpha,inc death,2,AT,0.59,0.78,0.25,0.3,0.47,20,1,Austria
USyd-OneModelMan,inc death,2,AT,0.72,NA,NA,NA,NA,17,1,Austria
epiforecasts-EpiNow2,inc death,2,AT,0.72,0.62,0.4,0.95,0.28,20,1,Austria
EuroCOVIDhub-baseline,inc death,3,AT,1,1,0.63,1,0.27,19,1,Austria
EuroCOVIDhub-ensemble,inc death,3,AT,0.45,0.45,0.53,1,0.4,19,1,Austria
IEM_Health-CovidProject,inc death,3,AT,1.1,0.94,0.42,0.84,0.38,19,1,Austria
ILM-EKF,inc death,3,AT,0.78,0.71,0.79,1,0.22,19,1,Austria
LANL-GrowthRate,inc death,3,AT,0.61,0.55,0.22,0.78,0.2,18,1,Austria
MUNI-ARIMA,inc death,3,AT,0.37,0.84,0.7,1,0.13,10,1,Austria
RobertWalraven-ESG,inc death,3,AT,0.59,0.51,0.53,0.95,-0,19,1,Austria
UMass-MechBayes,inc death,3,AT,0.34,0.34,0.56,0.94,0.01,16,1,Austria
USC-SIkJalpha,inc death,3,AT,0.71,0.86,0.16,0.26,0.76,19,1,Austria
USyd-OneModelMan,inc death,3,AT,0.9,NA,NA,NA,NA,16,1,Austria
epiforecasts-EpiNow2,inc death,3,AT,0.71,0.67,0.42,0.89,0.32,19,1,Austria
EuroCOVIDhub-baseline,inc death,4,AT,1,1,0.61,1,0.3,18,1,Austria
EuroCOVIDhub-ensemble,inc death,4,AT,0.49,0.45,0.61,0.94,0.38,18,1,Austria
IEM_Health-CovidProject,inc death,4,AT,1.19,1.03,0.39,0.78,0.46,18,1,Austria
ILM-EKF,inc death,4,AT,0.92,0.7,0.56,1,0.29,18,1,Austria
LANL-GrowthRate,inc death,4,AT,0.59,0.55,0.41,0.65,0.27,17,1,Austria
MUNI-ARIMA,inc death,4,AT,0.37,1.14,0.78,1,0.08,9,1,Austria
RobertWalraven-ESG,inc death,4,AT,0.69,0.53,0.5,0.89,-0.04,18,1,Austria
UMass-MechBayes,inc death,4,AT,0.34,0.31,0.53,1,-0.03,15,1,Austria
UMass-SemiMech,inc death,4,AT,0.61,0.55,0.6,0.93,0.44,15,1,Austria
USC-SIkJalpha,inc death,4,AT,0.7,0.75,0.33,0.39,0.6,18,1,Austria
USyd-OneModelMan,inc death,4,AT,1.11,NA,NA,NA,NA,15,1,Austria
epiforecasts-EpiNow2,inc death,4,AT,0.8,0.5,0.56,0.94,0.22,18,1,Austria
LANL-GrowthRate,inc death,5,AT,NA,NA,0.19,0.62,0.25,16,1,Austria
USC-SIkJalpha,inc death,5,AT,NA,NA,0.24,0.41,0.53,17,1,Austria
BIOCOMSC-Gompertz,inc case,1,BE,0.78,NA,0.43,1,NA,14,1,Belgium
EuroCOVIDhub-baseline,inc case,1,BE,1,1,0.33,1,0.04,21,1,Belgium
EuroCOVIDhub-ensemble,inc case,1,BE,0.89,0.85,0.43,0.95,0.03,21,1,Belgium
IEM_Health-CovidProject,inc case,1,BE,1.05,0.91,0.43,0.95,0.06,21,1,Belgium
ILM-EKF,inc case,1,BE,1.04,0.9,0.38,0.86,0.01,21,1,Belgium
LANL-GrowthRate,inc case,1,BE,0.88,0.96,0.55,0.9,-0.4,20,1,Belgium
MUNI-ARIMA,inc case,1,BE,1.35,1.84,0.15,0.77,0.01,13,1,Belgium
RobertWalraven-ESG,inc case,1,BE,1.09,1.14,0.29,0.81,0.1,21,1,Belgium
SDSC_ISG-TrendModel,inc case,1,BE,0.9,NA,NA,NA,NA,18,1,Belgium
USC-SIkJalpha,inc case,1,BE,1.01,1.11,0.43,0.52,-0.06,21,1,Belgium
UVA-Ensemble,inc case,1,BE,1.42,NA,0.3,0.7,NA,20,1,Belgium
epiforecasts-EpiNow2,inc case,1,BE,1,1.01,0.52,0.76,0.02,21,1,Belgium
BIOCOMSC-Gompertz,inc case,2,BE,0.56,NA,0.54,1,NA,13,1,Belgium
EuroCOVIDhub-baseline,inc case,2,BE,1,1,0.3,1,0.12,20,1,Belgium
EuroCOVIDhub-ensemble,inc case,2,BE,0.91,0.92,0.5,0.9,0.07,20,1,Belgium
IEM_Health-CovidProject,inc case,2,BE,1.19,1.07,0.25,0.8,0.23,20,1,Belgium
ILM-EKF,inc case,2,BE,1.12,1.12,0.4,0.8,0.05,20,1,Belgium
LANL-GrowthRate,inc case,2,BE,0.9,0.9,0.53,0.89,-0.33,19,1,Belgium
MUNI-ARIMA,inc case,2,BE,1.04,1.58,0.42,0.83,-0.02,12,1,Belgium
RobertWalraven-ESG,inc case,2,BE,0.9,1.14,0.3,0.75,0.12,20,1,Belgium
USC-SIkJalpha,inc case,2,BE,0.83,1.09,0.35,0.45,0.03,20,1,Belgium
UVA-Ensemble,inc case,2,BE,1.12,NA,0.32,0.79,NA,19,1,Belgium
epiforecasts-EpiNow2,inc case,2,BE,1.06,1.12,0.5,0.7,0,20,1,Belgium
EuroCOVIDhub-baseline,inc case,3,BE,1,1,0.37,1,0.17,19,1,Belgium
EuroCOVIDhub-ensemble,inc case,3,BE,1.06,1.11,0.42,0.84,0.12,19,1,Belgium
IEM_Health-CovidProject,inc case,3,BE,1.39,1.32,0.21,0.74,0.26,19,1,Belgium
ILM-EKF,inc case,3,BE,1.26,1.25,0.37,0.79,0.03,19,1,Belgium
LANL-GrowthRate,inc case,3,BE,0.92,0.98,0.44,0.72,-0.19,18,1,Belgium
MUNI-ARIMA,inc case,3,BE,1.01,1.4,0.4,0.9,0.04,10,1,Belgium
RobertWalraven-ESG,inc case,3,BE,0.86,1.23,0.26,0.74,0.06,19,1,Belgium
USC-SIkJalpha,inc case,3,BE,0.81,1.18,0.37,0.37,0.01,19,1,Belgium
UVA-Ensemble,inc case,3,BE,0.94,NA,0.35,0.65,NA,17,1,Belgium
epiforecasts-EpiNow2,inc case,3,BE,1.17,1.24,0.42,0.74,0.05,19,1,Belgium
EuroCOVIDhub-baseline,inc case,4,BE,1,1,0.28,1,0.18,18,1,Belgium
EuroCOVIDhub-ensemble,inc case,4,BE,1.17,1.22,0.33,0.83,0.18,18,1,Belgium
IEM_Health-CovidProject,inc case,4,BE,1.68,1.62,0.17,0.67,0.29,18,1,Belgium
ILM-EKF,inc case,4,BE,1.53,1.52,0.39,0.83,0.07,18,1,Belgium
LANL-GrowthRate,inc case,4,BE,0.85,0.91,0.41,0.82,0.02,17,1,Belgium
MUNI-ARIMA,inc case,4,BE,1.02,1.24,0.22,1,0.14,9,1,Belgium
RobertWalraven-ESG,inc case,4,BE,0.69,1.27,0.28,0.78,0.03,18,1,Belgium
UMass-SemiMech,inc case,4,BE,1.09,1.3,0.33,0.87,0.06,15,1,Belgium
USC-SIkJalpha,inc case,4,BE,0.8,1.17,0.33,0.39,0.05,18,1,Belgium
UVA-Ensemble,inc case,4,BE,1.1,NA,0,0.33,NA,15,1,Belgium
epiforecasts-EpiNow2,inc case,4,BE,1.24,1.35,0.44,0.67,0.11,18,1,Belgium
LANL-GrowthRate,inc case,5,BE,NA,NA,0.38,0.81,0.16,16,1,Belgium
USC-SIkJalpha,inc case,5,BE,NA,NA,0.29,0.41,0.02,17,1,Belgium
EuroCOVIDhub-baseline,inc death,1,BE,1,1,0.86,1,0.19,21,1,Belgium
EuroCOVIDhub-ensemble,inc death,1,BE,0.83,0.55,0.76,1,0.11,21,1,Belgium
IEM_Health-CovidProject,inc death,1,BE,1.15,0.67,0.57,0.9,0.07,21,1,Belgium
ILM-EKF,inc death,1,BE,0.87,0.93,1,1,0.14,21,1,Belgium
LANL-GrowthRate,inc death,1,BE,1.39,0.7,0.3,0.9,0.03,20,1,Belgium
MUNI-ARIMA,inc death,1,BE,0.86,0.78,0.62,0.92,-0.07,13,1,Belgium
RobertWalraven-ESG,inc death,1,BE,0.97,0.6,0.76,1,0.04,21,1,Belgium
SDSC_ISG-TrendModel,inc death,1,BE,1.15,NA,NA,NA,NA,18,1,Belgium
UMass-MechBayes,inc death,1,BE,0.79,0.49,0.72,1,-0.06,18,1,Belgium
USC-SIkJalpha,inc death,1,BE,1.16,0.75,0.33,0.57,0.22,21,1,Belgium
USyd-OneModelMan,inc death,1,BE,0.92,NA,NA,NA,NA,18,1,Belgium
epiforecasts-EpiNow2,inc death,1,BE,1.61,0.86,0.45,0.9,0.37,20,1,Belgium
EuroCOVIDhub-baseline,inc death,2,BE,1,1,0.95,1,0.12,20,1,Belgium
EuroCOVIDhub-ensemble,inc death,2,BE,0.66,0.42,0.85,1,0.19,20,1,Belgium
IEM_Health-CovidProject,inc death,2,BE,1,0.64,0.45,0.9,0.16,20,1,Belgium
ILM-EKF,inc death,2,BE,0.7,0.63,0.9,1,0.25,20,1,Belgium
LANL-GrowthRate,inc death,2,BE,0.92,0.56,0.42,0.84,-0.04,19,1,Belgium
MUNI-ARIMA,inc death,2,BE,0.77,0.68,0.58,1,0.04,12,1,Belgium
RobertWalraven-ESG,inc death,2,BE,0.85,0.47,0.75,1,0,20,1,Belgium
UMass-MechBayes,inc death,2,BE,0.55,0.37,0.82,1,-0.08,17,1,Belgium
USC-SIkJalpha,inc death,2,BE,0.81,0.63,0.45,0.6,0.39,20,1,Belgium
USyd-OneModelMan,inc death,2,BE,0.68,NA,NA,NA,NA,17,1,Belgium
epiforecasts-EpiNow2,inc death,2,BE,1.04,0.64,0.47,0.95,0.48,19,1,Belgium
