model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
LANL-GrowthRate,inc case,2,Overall,0.86,0.86,0.48,0.87,-0.22,823,32,NA
MUNI-ARIMA,inc case,2,Overall,0.74,0.83,0.59,0.92,-0.03,598,32,NA
RobertWalraven-ESG,inc case,2,Overall,0.94,1.02,0.32,0.63,-0.27,853,32,NA
USC-SIkJalpha,inc case,2,Overall,1.19,1.56,0.26,0.4,-0.01,853,32,NA
UVA-Ensemble,inc case,2,Overall,1.74,NA,0.39,0.7,NA,825,32,NA
epiforecasts-EpiExpert_direct,inc case,2,Overall,0.84,0.94,0.28,0.62,0.29,93,18,NA
epiforecasts-EpiNow2,inc case,2,Overall,1.29,1.49,0.44,0.84,-0.02,851,32,NA
EuroCOVIDhub-baseline,inc case,3,Overall,1,1,0.4,0.86,0.07,820,32,NA
EuroCOVIDhub-ensemble,inc case,3,Overall,1.01,1.03,0.38,0.83,0.09,820,32,NA
IEM_Health-CovidProject,inc case,3,Overall,1.27,1.32,0.27,0.63,0.14,807,32,NA
ILM-EKF,inc case,3,Overall,1.7,1.94,0.36,0.79,0.05,819,32,NA
Karlen-pypm,inc case,3,Overall,2.72,2.52,0.27,0.71,0.15,239,29,NA
LANL-GrowthRate,inc case,3,Overall,0.89,0.9,0.41,0.79,-0.14,789,32,NA
MUNI-ARIMA,inc case,3,Overall,0.84,0.86,0.56,0.91,-0.09,535,32,NA
RobertWalraven-ESG,inc case,3,Overall,0.94,1.01,0.28,0.58,-0.32,820,32,NA
USC-SIkJalpha,inc case,3,Overall,1.47,2.06,0.24,0.35,-0.05,820,32,NA
UVA-Ensemble,inc case,3,Overall,1.47,NA,0.33,0.61,NA,760,32,NA
epiforecasts-EpiExpert,inc case,3,Overall,1.15,1.28,0.25,0.67,0.24,235,32,NA
epiforecasts-EpiExpert_Rt,inc case,3,Overall,1.06,1.23,0.33,0.75,0.21,99,19,NA
epiforecasts-EpiExpert_direct,inc case,3,Overall,1.17,1.31,0.17,0.51,0.26,92,18,NA
epiforecasts-EpiNow2,inc case,3,Overall,1.32,1.42,0.41,0.8,-0.03,818,32,NA
EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.39,0.84,0.08,787,32,NA
EuroCOVIDhub-ensemble,inc case,4,Overall,1.16,1.21,0.35,0.79,0.11,787,32,NA
IEM_Health-CovidProject,inc case,4,Overall,1.43,1.47,0.25,0.59,0.12,775,32,NA
ILM-EKF,inc case,4,Overall,2.67,3.18,0.34,0.76,0.04,785,32,NA
Karlen-pypm,inc case,4,Overall,3.2,2.67,0.25,0.64,0.16,210,29,NA
LANL-GrowthRate,inc case,4,Overall,0.91,0.93,0.33,0.75,-0.07,756,32,NA
MUNI-ARIMA,inc case,4,Overall,0.89,0.88,0.54,0.9,-0.13,503,32,NA
RobertWalraven-ESG,inc case,4,Overall,0.89,0.99,0.3,0.57,-0.38,787,32,NA
USC-SIkJalpha,inc case,4,Overall,1.72,2.58,0.23,0.32,-0.07,787,32,NA
UVA-Ensemble,inc case,4,Overall,1.32,NA,0.23,0.48,NA,695,32,NA
epiforecasts-EpiExpert,inc case,4,Overall,1.27,1.58,0.26,0.64,0.3,232,32,NA
epiforecasts-EpiExpert_Rt,inc case,4,Overall,1.07,1.28,0.29,0.67,0.17,96,19,NA
epiforecasts-EpiExpert_direct,inc case,4,Overall,1.4,1.77,0.21,0.46,0.27,90,18,NA
epiforecasts-EpiNow2,inc case,4,Overall,1.41,1.51,0.38,0.75,-0.04,785,32,NA
LANL-GrowthRate,inc case,5,Overall,NA,NA,0.27,0.69,-0.01,724,32,NA
USC-SIkJalpha,inc case,5,Overall,NA,NA,0.2,0.3,-0.12,755,32,NA
BIOCOMSC-Gompertz,inc death,1,Overall,0.75,NA,0.45,0.87,NA,422,32,NA
EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.53,0.97,0.07,891,32,NA
EuroCOVIDhub-ensemble,inc death,1,Overall,0.62,0.57,0.69,0.97,0.06,891,32,NA
IEM_Health-CovidProject,inc death,1,Overall,0.93,0.84,0.54,0.87,0.04,874,32,NA
ILM-EKF,inc death,1,Overall,0.79,0.83,0.87,0.99,0.09,890,32,NA
Karlen-pypm,inc death,1,Overall,0.51,0.67,0.54,0.97,-0.14,297,29,NA
LANL-GrowthRate,inc death,1,Overall,0.78,0.72,0.38,0.83,-0.06,860,32,NA
MUNI-ARIMA,inc death,1,Overall,0.57,0.76,0.6,0.95,0.02,635,32,NA
RobertWalraven-ESG,inc death,1,Overall,0.81,0.74,0.57,0.85,-0.08,891,32,NA
SDSC_ISG-TrendModel,inc death,1,Overall,0.78,NA,NA,NA,NA,795,32,NA
UMass-MechBayes,inc death,1,Overall,0.76,0.81,0.52,0.92,0.09,791,32,NA
USC-SIkJalpha,inc death,1,Overall,0.83,0.96,0.36,0.48,0.15,891,32,NA
USyd-OneModelMan,inc death,1,Overall,0.72,NA,NA,NA,NA,795,32,NA
epiforecasts-EpiNow2,inc death,1,Overall,0.99,0.89,0.55,0.94,0.09,864,32,NA
EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.65,0.95,0.08,858,32,NA
EuroCOVIDhub-ensemble,inc death,2,Overall,0.5,0.47,0.66,0.97,0.1,858,32,NA
IEM_Health-CovidProject,inc death,2,Overall,0.93,0.84,0.47,0.84,0.07,842,32,NA
ILM-EKF,inc death,2,Overall,0.71,0.7,0.81,0.98,0.12,857,32,NA
Karlen-pypm,inc death,2,Overall,0.48,0.62,0.45,0.94,-0.12,268,29,NA
LANL-GrowthRate,inc death,2,Overall,0.63,0.59,0.38,0.79,-0.07,827,32,NA
MUNI-ARIMA,inc death,2,Overall,0.51,0.73,0.63,0.96,0.01,602,32,NA
RobertWalraven-ESG,inc death,2,Overall,0.74,0.72,0.58,0.83,-0.11,858,32,NA
UMass-MechBayes,inc death,2,Overall,0.59,0.64,0.5,0.92,0.11,758,32,NA
USC-SIkJalpha,inc death,2,Overall,0.68,0.72,0.36,0.5,0.17,858,32,NA
USyd-OneModelMan,inc death,2,Overall,0.65,NA,NA,NA,NA,762,32,NA
epiforecasts-EpiNow2,inc death,2,Overall,0.88,0.8,0.49,0.92,0.14,831,32,NA
EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.68,0.92,0.1,825,32,NA
EuroCOVIDhub-ensemble,inc death,3,Overall,0.49,0.44,0.63,0.95,0.14,825,32,NA
IEM_Health-CovidProject,inc death,3,Overall,1.02,0.87,0.45,0.85,0.09,810,32,NA
ILM-EKF,inc death,3,Overall,0.78,0.68,0.72,0.97,0.14,823,32,NA
Karlen-pypm,inc death,3,Overall,0.59,0.69,0.37,0.87,-0.09,239,29,NA
LANL-GrowthRate,inc death,3,Overall,0.58,0.49,0.35,0.75,-0.06,794,32,NA
MUNI-ARIMA,inc death,3,Overall,0.47,0.7,0.64,0.96,-0.02,538,32,NA
RobertWalraven-ESG,inc death,3,Overall,0.75,0.74,0.58,0.81,-0.14,825,32,NA
UMass-MechBayes,inc death,3,Overall,0.59,0.59,0.49,0.9,0.11,725,32,NA
USC-SIkJalpha,inc death,3,Overall,0.67,0.68,0.33,0.47,0.19,825,32,NA
USyd-OneModelMan,inc death,3,Overall,0.68,NA,NA,NA,NA,729,32,NA
epiforecasts-EpiExpert,inc death,3,Overall,0.87,0.64,0.32,0.76,0.29,234,32,NA
epiforecasts-EpiExpert_Rt,inc death,3,Overall,0.74,0.85,0.18,0.62,0.35,99,19,NA
epiforecasts-EpiNow2,inc death,3,Overall,0.94,0.83,0.49,0.91,0.16,798,32,NA
EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.7,0.91,0.12,792,32,NA
EuroCOVIDhub-ensemble,inc death,4,Overall,0.54,0.48,0.6,0.93,0.18,792,32,NA
IEM_Health-CovidProject,inc death,4,Overall,1.12,0.98,0.38,0.81,0.1,778,32,NA
ILM-EKF,inc death,4,Overall,0.97,0.84,0.63,0.96,0.15,790,32,NA
Karlen-pypm,inc death,4,Overall,0.82,0.9,0.29,0.83,-0.04,210,29,NA
LANL-GrowthRate,inc death,4,Overall,0.55,0.47,0.34,0.73,-0.05,761,32,NA
MUNI-ARIMA,inc death,4,Overall,0.45,0.72,0.64,0.95,-0.03,506,32,NA
RobertWalraven-ESG,inc death,4,Overall,0.75,0.75,0.58,0.8,-0.15,792,32,NA
UMass-MechBayes,inc death,4,Overall,0.67,0.69,0.46,0.87,0.13,692,32,NA
USC-SIkJalpha,inc death,4,Overall,0.63,0.65,0.33,0.48,0.16,792,32,NA
USyd-OneModelMan,inc death,4,Overall,0.71,NA,NA,NA,NA,696,32,NA
epiforecasts-EpiExpert,inc death,4,Overall,0.86,0.65,0.29,0.74,0.3,231,32,NA
epiforecasts-EpiExpert_Rt,inc death,4,Overall,0.66,0.81,0.17,0.56,0.38,96,19,NA
epiforecasts-EpiNow2,inc death,4,Overall,1.05,0.94,0.49,0.91,0.15,765,32,NA
LANL-GrowthRate,inc death,5,Overall,NA,NA,0.31,0.71,0.01,729,32,NA
USC-SIkJalpha,inc death,5,Overall,NA,NA,0.33,0.48,0.14,760,32,NA
BIOCOMSC-Gompertz,inc case,1,AT,0.41,NA,0.67,1,NA,18,1,Austria
EuroCOVIDhub-baseline,inc case,1,AT,1,1,0.32,1,-0.01,28,1,Austria
EuroCOVIDhub-ensemble,inc case,1,AT,0.54,0.51,0.68,0.93,0.16,28,1,Austria
IEM_Health-CovidProject,inc case,1,AT,0.66,0.63,0.46,0.82,0.27,28,1,Austria
ILM-EKF,inc case,1,AT,0.69,0.76,0.64,0.93,0.13,28,1,Austria
Karlen-pypm,inc case,1,AT,0.78,0.9,0.6,1,0.27,10,1,Austria
LANL-GrowthRate,inc case,1,AT,0.54,0.54,0.44,0.93,-0.26,27,1,Austria
MUNI-ARIMA,inc case,1,AT,0.32,0.42,0.65,1,0.07,20,1,Austria
RobertWalraven-ESG,inc case,1,AT,0.68,0.81,0.5,0.86,-0.33,28,1,Austria
SDSC_ISG-TrendModel,inc case,1,AT,0.42,NA,NA,NA,NA,25,1,Austria
USC-SIkJalpha,inc case,1,AT,0.63,0.78,0.32,0.57,0.24,28,1,Austria
UVA-Ensemble,inc case,1,AT,1.47,NA,0.44,1,NA,27,1,Austria
epiforecasts-EpiNow2,inc case,1,AT,0.78,0.83,0.39,0.75,0.04,28,1,Austria
EuroCOVIDhub-baseline,inc case,2,AT,1,1,0.3,1,-0.01,27,1,Austria
EuroCOVIDhub-ensemble,inc case,2,AT,0.53,0.56,0.59,0.89,0.17,27,1,Austria
IEM_Health-CovidProject,inc case,2,AT,0.72,0.73,0.33,0.74,0.33,27,1,Austria
ILM-EKF,inc case,2,AT,0.71,0.8,0.59,0.89,0.17,27,1,Austria
Karlen-pypm,inc case,2,AT,1.02,1.18,0.44,0.78,0.31,9,1,Austria
LANL-GrowthRate,inc case,2,AT,0.53,0.57,0.54,0.85,-0.1,26,1,Austria
MUNI-ARIMA,inc case,2,AT,0.3,0.49,0.74,1,-0.05,19,1,Austria
RobertWalraven-ESG,inc case,2,AT,0.64,0.99,0.37,0.59,-0.52,27,1,Austria
USC-SIkJalpha,inc case,2,AT,0.61,0.78,0.19,0.44,0.19,27,1,Austria
UVA-Ensemble,inc case,2,AT,1.19,NA,0.35,0.92,NA,26,1,Austria
epiforecasts-EpiNow2,inc case,2,AT,0.9,1.08,0.33,0.78,0.04,27,1,Austria
EuroCOVIDhub-baseline,inc case,3,AT,1,1,0.38,1,0.04,26,1,Austria
EuroCOVIDhub-ensemble,inc case,3,AT,0.64,0.68,0.38,0.85,0.22,26,1,Austria
IEM_Health-CovidProject,inc case,3,AT,0.88,0.91,0.15,0.69,0.31,26,1,Austria
ILM-EKF,inc case,3,AT,0.88,0.97,0.46,0.88,0.2,26,1,Austria
Karlen-pypm,inc case,3,AT,1.53,1.73,0.12,0.75,0.33,8,1,Austria
LANL-GrowthRate,inc case,3,AT,0.6,0.69,0.4,0.76,-0.01,25,1,Austria
MUNI-ARIMA,inc case,3,AT,0.28,0.57,0.82,1,-0.18,17,1,Austria
RobertWalraven-ESG,inc case,3,AT,0.66,1.21,0.35,0.54,-0.59,26,1,Austria
USC-SIkJalpha,inc case,3,AT,0.64,0.91,0.15,0.27,0.19,26,1,Austria
UVA-Ensemble,inc case,3,AT,1.06,NA,0.38,0.75,NA,24,1,Austria
epiforecasts-EpiNow2,inc case,3,AT,1.26,1.76,0.31,0.62,0.04,26,1,Austria
EuroCOVIDhub-baseline,inc case,4,AT,1,1,0.36,1,0.07,25,1,Austria
EuroCOVIDhub-ensemble,inc case,4,AT,0.8,0.87,0.24,0.76,0.22,25,1,Austria
IEM_Health-CovidProject,inc case,4,AT,1.02,1,0.2,0.56,0.24,25,1,Austria
ILM-EKF,inc case,4,AT,1.06,1.17,0.4,0.84,0.18,25,1,Austria
Karlen-pypm,inc case,4,AT,2.32,2.54,0.14,0.57,0.3,7,1,Austria
LANL-GrowthRate,inc case,4,AT,0.72,0.81,0.25,0.67,0.02,24,1,Austria
MUNI-ARIMA,inc case,4,AT,0.33,0.61,0.69,1,-0.21,16,1,Austria
RobertWalraven-ESG,inc case,4,AT,0.67,1.37,0.32,0.52,-0.64,25,1,Austria
USC-SIkJalpha,inc case,4,AT,0.75,1.11,0.24,0.28,0.22,25,1,Austria
UVA-Ensemble,inc case,4,AT,1.04,NA,0.18,0.55,NA,22,1,Austria
epiforecasts-EpiNow2,inc case,4,AT,1.86,2.84,0.36,0.68,0.09,25,1,Austria
LANL-GrowthRate,inc case,5,AT,NA,NA,0.13,0.48,0.04,23,1,Austria
USC-SIkJalpha,inc case,5,AT,NA,NA,0.08,0.12,0.18,24,1,Austria
EuroCOVIDhub-baseline,inc death,1,AT,1,1,0.57,1,0.1,28,1,Austria
EuroCOVIDhub-ensemble,inc death,1,AT,0.75,0.6,0.71,0.96,0.08,28,1,Austria
IEM_Health-CovidProject,inc death,1,AT,1,0.81,0.43,0.93,0.12,28,1,Austria
ILM-EKF,inc death,1,AT,0.83,1.1,0.93,1,0.11,28,1,Austria
Karlen-pypm,inc death,1,AT,0.48,0.77,0.4,0.9,0.04,10,1,Austria
LANL-GrowthRate,inc death,1,AT,0.94,0.85,0.33,0.85,0.03,27,1,Austria
MUNI-ARIMA,inc death,1,AT,0.8,0.88,0.65,1,0.05,20,1,Austria
RobertWalraven-ESG,inc death,1,AT,0.76,0.65,0.54,0.96,0.01,28,1,Austria
SDSC_ISG-TrendModel,inc death,1,AT,0.8,NA,NA,NA,NA,25,1,Austria
UMass-MechBayes,inc death,1,AT,0.61,0.66,0.44,0.92,-0.02,25,1,Austria
USC-SIkJalpha,inc death,1,AT,0.94,1.06,0.25,0.43,0.25,28,1,Austria
USyd-OneModelMan,inc death,1,AT,0.68,NA,NA,NA,NA,25,1,Austria
epiforecasts-EpiNow2,inc death,1,AT,0.83,0.67,0.54,1,0.16,28,1,Austria
EuroCOVIDhub-baseline,inc death,2,AT,1,1,0.63,1,0.1,27,1,Austria
EuroCOVIDhub-ensemble,inc death,2,AT,0.54,0.51,0.63,0.96,0.17,27,1,Austria
IEM_Health-CovidProject,inc death,2,AT,0.88,0.74,0.37,0.89,0.14,27,1,Austria
ILM-EKF,inc death,2,AT,0.66,0.8,0.89,1,0.17,27,1,Austria
Karlen-pypm,inc death,2,AT,0.44,0.66,0.44,0.78,0.16,9,1,Austria
LANL-GrowthRate,inc death,2,AT,0.73,0.74,0.12,0.69,-0.07,26,1,Austria
MUNI-ARIMA,inc death,2,AT,0.67,0.77,0.58,1,0,19,1,Austria
RobertWalraven-ESG,inc death,2,AT,0.74,0.63,0.56,0.93,-0.02,27,1,Austria
UMass-MechBayes,inc death,2,AT,0.43,0.44,0.54,0.96,0.01,24,1,Austria
USC-SIkJalpha,inc death,2,AT,0.66,0.85,0.26,0.3,0.34,27,1,Austria
USyd-OneModelMan,inc death,2,AT,0.7,NA,NA,NA,NA,24,1,Austria
epiforecasts-EpiNow2,inc death,2,AT,0.75,0.67,0.37,0.93,0.25,27,1,Austria
EuroCOVIDhub-baseline,inc death,3,AT,1,1,0.73,1,0.13,26,1,Austria
EuroCOVIDhub-ensemble,inc death,3,AT,0.48,0.48,0.54,1,0.27,26,1,Austria
IEM_Health-CovidProject,inc death,3,AT,1,0.88,0.42,0.81,0.11,26,1,Austria
ILM-EKF,inc death,3,AT,0.72,0.74,0.77,1,0.21,26,1,Austria
Karlen-pypm,inc death,3,AT,0.44,0.76,0.25,0.75,0.26,8,1,Austria
LANL-GrowthRate,inc death,3,AT,0.63,0.66,0.24,0.72,0.01,25,1,Austria
MUNI-ARIMA,inc death,3,AT,0.48,0.76,0.71,1,-0.08,17,1,Austria
RobertWalraven-ESG,inc death,3,AT,0.62,0.54,0.58,0.92,-0.08,26,1,Austria
UMass-MechBayes,inc death,3,AT,0.41,0.39,0.48,0.87,0.12,23,1,Austria
USC-SIkJalpha,inc death,3,AT,0.73,0.92,0.12,0.23,0.66,26,1,Austria
USyd-OneModelMan,inc death,3,AT,0.87,NA,NA,NA,NA,23,1,Austria
epiforecasts-EpiNow2,inc death,3,AT,0.81,0.86,0.35,0.88,0.31,26,1,Austria
EuroCOVIDhub-baseline,inc death,4,AT,1,1,0.72,1,0.17,25,1,Austria
EuroCOVIDhub-ensemble,inc death,4,AT,0.52,0.52,0.52,0.96,0.31,25,1,Austria
IEM_Health-CovidProject,inc death,4,AT,1.23,1.04,0.36,0.76,0.13,25,1,Austria
ILM-EKF,inc death,4,AT,0.85,0.76,0.56,1,0.25,25,1,Austria
Karlen-pypm,inc death,4,AT,0.68,1.02,0.29,0.86,0.24,7,1,Austria
LANL-GrowthRate,inc death,4,AT,0.66,0.65,0.38,0.67,0.08,24,1,Austria
MUNI-ARIMA,inc death,4,AT,0.49,0.82,0.69,1,-0.09,16,1,Austria
RobertWalraven-ESG,inc death,4,AT,0.75,0.56,0.56,0.88,-0.11,25,1,Austria
UMass-MechBayes,inc death,4,AT,0.47,0.47,0.45,0.91,0.11,22,1,Austria
USC-SIkJalpha,inc death,4,AT,0.68,0.84,0.24,0.32,0.48,25,1,Austria
USyd-OneModelMan,inc death,4,AT,1.05,NA,NA,NA,NA,22,1,Austria
epiforecasts-EpiNow2,inc death,4,AT,1.18,1.15,0.56,0.92,0.3,25,1,Austria
LANL-GrowthRate,inc death,5,AT,NA,NA,0.17,0.61,0.1,23,1,Austria
USC-SIkJalpha,inc death,5,AT,NA,NA,0.21,0.38,0.41,24,1,Austria
EuroCOVIDhub-baseline,inc case,1,BE,1,1,0.5,1,-0.02,28,1,Belgium
EuroCOVIDhub-ensemble,inc case,1,BE,0.9,0.89,0.57,0.96,-0.03,28,1,Belgium
IEM_Health-CovidProject,inc case,1,BE,1.1,0.97,0.43,0.96,0.16,28,1,Belgium
ILM-EKF,inc case,1,BE,1.05,0.96,0.54,0.89,0.04,28,1,Belgium
Karlen-pypm,inc case,1,BE,0.8,1.15,0.7,1,-0.12,10,1,Belgium
LANL-GrowthRate,inc case,1,BE,1.27,1.38,0.56,0.93,-0.43,27,1,Belgium
MUNI-ARIMA,inc case,1,BE,1.22,1.75,0.4,0.85,-0.07,20,1,Belgium
RobertWalraven-ESG,inc case,1,BE,1.17,1.11,0.36,0.86,-0.12,28,1,Belgium
SDSC_ISG-TrendModel,inc case,1,BE,1.03,NA,NA,NA,NA,25,1,Belgium
USC-SIkJalpha,inc case,1,BE,1.14,1.33,0.32,0.5,0.05,28,1,Belgium
UVA-Ensemble,inc case,1,BE,2.26,NA,0.22,0.56,NA,27,1,Belgium
epiforecasts-EpiNow2,inc case,1,BE,1.26,1.39,0.64,0.82,-0.07,28,1,Belgium
EuroCOVIDhub-baseline,inc case,2,BE,1,1,0.48,1,0.04,27,1,Belgium
EuroCOVIDhub-ensemble,inc case,2,BE,0.91,0.93,0.63,0.93,0.02,27,1,Belgium
IEM_Health-CovidProject,inc case,2,BE,1.25,1.09,0.26,0.85,0.26,27,1,Belgium
ILM-EKF,inc case,2,BE,1.13,1.16,0.56,0.85,0.11,27,1,Belgium
Karlen-pypm,inc case,2,BE,1.21,1.9,0.44,1,-0.1,9,1,Belgium
LANL-GrowthRate,inc case,2,BE,1.08,1.1,0.58,0.92,-0.36,26,1,Belgium
MUNI-ARIMA,inc case,2,BE,1,1.56,0.63,0.89,-0.03,19,1,Belgium
RobertWalraven-ESG,inc case,2,BE,0.99,1.06,0.3,0.81,-0.13,27,1,Belgium
USC-SIkJalpha,inc case,2,BE,1.12,1.64,0.3,0.41,0.07,27,1,Belgium
UVA-Ensemble,inc case,2,BE,1.48,NA,0.23,0.73,NA,26,1,Belgium
epiforecasts-EpiNow2,inc case,2,BE,1.16,1.38,0.63,0.78,-0.05,27,1,Belgium
EuroCOVIDhub-baseline,inc case,3,BE,1,1,0.54,1,0.06,26,1,Belgium
EuroCOVIDhub-ensemble,inc case,3,BE,1.04,1.08,0.58,0.88,0.08,26,1,Belgium
IEM_Health-CovidProject,inc case,3,BE,1.44,1.29,0.27,0.81,0.28,26,1,Belgium
ILM-EKF,inc case,3,BE,1.41,1.47,0.5,0.85,0.12,26,1,Belgium
Karlen-pypm,inc case,3,BE,1.97,3.13,0.38,0.88,-0.1,8,1,Belgium
LANL-GrowthRate,inc case,3,BE,1.04,1.05,0.52,0.8,-0.27,25,1,Belgium
MUNI-ARIMA,inc case,3,BE,1.03,1.51,0.59,0.94,-0.04,17,1,Belgium
RobertWalraven-ESG,inc case,3,BE,0.94,1.05,0.27,0.81,-0.15,26,1,Belgium
USC-SIkJalpha,inc case,3,BE,1.42,2.43,0.35,0.35,0.07,26,1,Belgium
UVA-Ensemble,inc case,3,BE,1.16,NA,0.33,0.62,NA,24,1,Belgium
epiforecasts-EpiNow2,inc case,3,BE,1.22,1.51,0.58,0.81,0.01,26,1,Belgium
EuroCOVIDhub-baseline,inc case,4,BE,1,1,0.48,1,0.05,25,1,Belgium
EuroCOVIDhub-ensemble,inc case,4,BE,1.14,1.21,0.52,0.88,0.13,25,1,Belgium
IEM_Health-CovidProject,inc case,4,BE,1.66,1.46,0.28,0.76,0.24,25,1,Belgium
ILM-EKF,inc case,4,BE,1.74,1.87,0.48,0.88,0.18,25,1,Belgium
Karlen-pypm,inc case,4,BE,3.51,4.98,0.43,0.71,-0.06,7,1,Belgium
LANL-GrowthRate,inc case,4,BE,0.98,0.98,0.46,0.83,-0.16,24,1,Belgium
MUNI-ARIMA,inc case,4,BE,1.13,1.48,0.44,1,-0.05,16,1,Belgium
RobertWalraven-ESG,inc case,4,BE,0.75,1,0.32,0.84,-0.25,25,1,Belgium
USC-SIkJalpha,inc case,4,BE,2.09,3.87,0.28,0.36,0.03,25,1,Belgium
UVA-Ensemble,inc case,4,BE,1.14,NA,0,0.41,NA,22,1,Belgium
epiforecasts-EpiNow2,inc case,4,BE,1.28,1.66,0.6,0.76,0.05,25,1,Belgium
LANL-GrowthRate,inc case,5,BE,NA,NA,0.3,0.78,-0.11,23,1,Belgium
USC-SIkJalpha,inc case,5,BE,NA,NA,0.25,0.33,-0.07,24,1,Belgium
EuroCOVIDhub-baseline,inc death,1,BE,1,1,0.89,1,0.12,28,1,Belgium
EuroCOVIDhub-ensemble,inc death,1,BE,0.82,0.53,0.75,1,-0,28,1,Belgium
IEM_Health-CovidProject,inc death,1,BE,1.18,0.69,0.54,0.86,0.03,28,1,Belgium
ILM-EKF,inc death,1,BE,0.87,0.91,1,1,0.09,28,1,Belgium
Karlen-pypm,inc death,1,BE,0.35,0.5,0.5,1,-0.19,10,1,Belgium
LANL-GrowthRate,inc death,1,BE,1.33,0.69,0.3,0.81,-0.16,27,1,Belgium
MUNI-ARIMA,inc death,1,BE,0.82,0.71,0.65,0.95,-0.18,20,1,Belgium
RobertWalraven-ESG,inc death,1,BE,0.97,0.59,0.79,1,-0.04,28,1,Belgium
SDSC_ISG-TrendModel,inc death,1,BE,1.16,NA,NA,NA,NA,25,1,Belgium
UMass-MechBayes,inc death,1,BE,0.83,0.49,0.6,0.96,-0.12,25,1,Belgium
USC-SIkJalpha,inc death,1,BE,1.09,0.7,0.29,0.5,0.1,28,1,Belgium
USyd-OneModelMan,inc death,1,BE,0.89,NA,NA,NA,NA,25,1,Belgium
epiforecasts-EpiNow2,inc death,1,BE,1.58,0.74,0.52,0.93,0.19,27,1,Belgium
EuroCOVIDhub-baseline,inc death,2,BE,1,1,0.96,1,0.05,27,1,Belgium
EuroCOVIDhub-ensemble,inc death,2,BE,0.69,0.39,0.81,1,0.05,27,1,Belgium
IEM_Health-CovidProject,inc death,2,BE,1.01,0.6,0.41,0.89,0.05,27,1,Belgium
ILM-EKF,inc death,2,BE,0.76,0.58,0.93,1,0.15,27,1,Belgium
Karlen-pypm,inc death,2,BE,0.32,0.46,0.56,1,-0.18,9,1,Belgium
LANL-GrowthRate,inc death,2,BE,0.93,0.54,0.31,0.77,-0.27,26,1,Belgium
MUNI-ARIMA,inc death,2,BE,0.78,0.62,0.68,1,-0.1,19,1,Belgium
RobertWalraven-ESG,inc death,2,BE,0.91,0.45,0.78,1,-0.08,27,1,Belgium
UMass-MechBayes,inc death,2,BE,0.59,0.36,0.71,0.96,-0.18,24,1,Belgium
USC-SIkJalpha,inc death,2,BE,0.81,0.52,0.37,0.59,0.16,27,1,Belgium
USyd-OneModelMan,inc death,2,BE,0.7,NA,NA,NA,NA,24,1,Belgium
epiforecasts-EpiNow2,inc death,2,BE,1.16,0.58,0.58,0.96,0.26,26,1,Belgium
EuroCOVIDhub-baseline,inc death,3,BE,1,1,0.96,1,0.07,26,1,Belgium
EuroCOVIDhub-ensemble,inc death,3,BE,0.58,0.36,0.77,0.96,0.08,26,1,Belgium
IEM_Health-CovidProject,inc death,3,BE,1.06,0.57,0.35,0.85,0.11,26,1,Belgium
