model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
USC-SIkJalpha,inc case,2,Overall,2.48,3.11,0.16,0.37,-0.2,160,32,NA
UVA-Ensemble,inc case,2,Overall,2.1,NA,0.4,0.86,NA,160,32,NA
epiforecasts-EpiNow2,inc case,2,Overall,2.21,2.23,0.51,0.91,-0.03,160,32,NA
EuroCOVIDhub-baseline,inc case,1,Overall,1,1,0.44,0.95,-0.24,160,32,NA
EuroCOVIDhub-ensemble,inc case,1,Overall,0.89,0.82,0.6,0.95,-0.09,160,32,NA
IEM_Health-CovidProject,inc case,1,Overall,1.33,1.22,0.41,0.88,0.04,155,31,NA
ILM-EKF,inc case,1,Overall,1.38,1.41,0.4,0.81,-0.01,160,32,NA
Karlen-pypm,inc case,1,Overall,1.6,1.57,0.53,0.93,0.1,145,29,NA
LANL-GrowthRate,inc case,1,Overall,1.05,0.97,0.51,0.95,-0.39,160,32,NA
MUNI-ARIMA,inc case,1,Overall,0.72,0.7,0.64,0.96,-0.1,160,32,NA
RobertWalraven-ESG,inc case,1,Overall,1.3,1.31,0.34,0.65,-0.3,160,32,NA
SDSC_ISG-TrendModel,inc case,1,Overall,0.86,NA,NA,NA,NA,160,32,NA
USC-SIkJalpha,inc case,1,Overall,1.59,1.8,0.12,0.62,-0.15,160,32,NA
UVA-Ensemble,inc case,1,Overall,4.22,NA,0.29,0.81,NA,160,32,NA
epiforecasts-EpiNow2,inc case,1,Overall,1.54,1.5,0.67,0.95,-0.02,160,32,NA
LANL-GrowthRate,inc case,5,Overall,NA,NA,0.15,0.49,-0.58,160,32,NA
USC-SIkJalpha,inc case,5,Overall,NA,NA,0.18,0.24,-0.61,160,32,NA
EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.88,0.98,-0.14,160,32,NA
EuroCOVIDhub-ensemble,inc death,4,Overall,0.8,0.73,0.62,0.95,-0.03,160,32,NA
IEM_Health-CovidProject,inc death,4,Overall,0.8,0.72,0.39,0.81,-0.43,155,31,NA
ILM-EKF,inc death,4,Overall,1.9,1.9,0.63,0.95,-0.01,159,32,NA
Karlen-pypm,inc death,4,Overall,2.35,1.89,0.28,0.83,0.17,106,29,NA
LANL-GrowthRate,inc death,4,Overall,0.73,0.68,0.29,0.7,-0.24,160,32,NA
MUNI-ARIMA,inc death,4,Overall,0.99,0.85,0.66,0.94,-0.26,160,32,NA
RobertWalraven-ESG,inc death,4,Overall,0.95,0.88,0.59,0.83,-0.4,160,32,NA
UMass-MechBayes,inc death,4,Overall,1.85,1.75,0.44,0.82,-0.03,160,32,NA
USC-SIkJalpha,inc death,4,Overall,1.03,1.11,0.28,0.44,-0.04,160,32,NA
USyd-OneModelMan,inc death,4,Overall,0.79,NA,NA,NA,NA,160,32,NA
epiforecasts-EpiNow2,inc death,4,Overall,2.65,2.5,0.49,0.89,0.25,158,32,NA
EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.91,0.98,-0.16,160,32,NA
EuroCOVIDhub-ensemble,inc death,3,Overall,0.78,0.63,0.61,0.95,-0.05,160,32,NA
IEM_Health-CovidProject,inc death,3,Overall,0.74,0.65,0.44,0.83,-0.35,154,31,NA
ILM-EKF,inc death,3,Overall,1.25,1.22,0.74,0.96,0.07,159,32,NA
Karlen-pypm,inc death,3,Overall,1.46,1.23,0.4,0.84,0.05,134,29,NA
LANL-GrowthRate,inc death,3,Overall,0.83,0.73,0.33,0.72,-0.28,160,32,NA
MUNI-ARIMA,inc death,3,Overall,1.01,0.79,0.66,0.94,-0.24,160,32,NA
RobertWalraven-ESG,inc death,3,Overall,0.95,0.85,0.62,0.84,-0.36,160,32,NA
UMass-MechBayes,inc death,3,Overall,1.56,1.33,0.42,0.82,0.02,160,32,NA
USC-SIkJalpha,inc death,3,Overall,1.22,1.23,0.29,0.44,0.14,160,32,NA
USyd-OneModelMan,inc death,3,Overall,0.71,NA,NA,NA,NA,160,32,NA
epiforecasts-EpiNow2,inc death,3,Overall,2.1,1.82,0.47,0.87,0.26,156,32,NA
EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.84,0.99,-0.19,160,32,NA
EuroCOVIDhub-ensemble,inc death,2,Overall,0.7,0.53,0.61,0.98,-0.13,160,32,NA
IEM_Health-CovidProject,inc death,2,Overall,0.75,0.63,0.42,0.75,-0.27,154,31,NA
ILM-EKF,inc death,2,Overall,0.97,0.99,0.83,0.98,0.08,160,32,NA
Karlen-pypm,inc death,2,Overall,1.04,0.79,0.48,0.94,-0.09,145,29,NA
LANL-GrowthRate,inc death,2,Overall,0.81,0.7,0.41,0.78,-0.33,160,32,NA
MUNI-ARIMA,inc death,2,Overall,0.9,0.72,0.69,0.96,-0.22,160,32,NA
RobertWalraven-ESG,inc death,2,Overall,0.86,0.75,0.61,0.87,-0.28,160,32,NA
UMass-MechBayes,inc death,2,Overall,1.12,0.88,0.45,0.88,0.06,160,32,NA
USC-SIkJalpha,inc death,2,Overall,1.1,1.07,0.27,0.46,0.09,160,32,NA
USyd-OneModelMan,inc death,2,Overall,0.7,NA,NA,NA,NA,160,32,NA
epiforecasts-EpiNow2,inc death,2,Overall,1.56,1.29,0.45,0.9,0.15,156,32,NA
EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.74,0.99,-0.17,160,32,NA
EuroCOVIDhub-ensemble,inc death,1,Overall,0.75,0.56,0.64,0.98,-0.12,160,32,NA
IEM_Health-CovidProject,inc death,1,Overall,0.88,0.74,0.4,0.79,-0.17,154,31,NA
ILM-EKF,inc death,1,Overall,0.93,0.94,0.9,0.98,0.06,160,32,NA
Imperial-DeCa,inc death,1,Overall,1.38,1.5,0.2,0.53,-0.26,66,17,NA
Imperial-RtI0,inc death,1,Overall,1.59,1.56,0.38,0.82,-0.26,66,17,NA
Imperial-sbkp,inc death,1,Overall,1.43,1.46,0.33,0.67,-0.1,66,17,NA
Karlen-pypm,inc death,1,Overall,1.06,0.78,0.57,0.98,-0.21,145,29,NA
LANL-GrowthRate,inc death,1,Overall,0.85,0.73,0.44,0.82,-0.31,160,32,NA
MUNI-ARIMA,inc death,1,Overall,1.01,0.79,0.65,0.95,-0.17,160,32,NA
RobertWalraven-ESG,inc death,1,Overall,0.79,0.69,0.67,0.87,-0.18,160,32,NA
SDSC_ISG-TrendModel,inc death,1,Overall,1,NA,NA,NA,NA,160,32,NA
UMass-MechBayes,inc death,1,Overall,1.23,1.03,0.44,0.96,0.06,160,32,NA
USC-SIkJalpha,inc death,1,Overall,1.14,1.18,0.26,0.42,0.01,160,32,NA
USyd-OneModelMan,inc death,1,Overall,0.82,NA,NA,NA,NA,160,32,NA
epiforecasts-EpiNow2,inc death,1,Overall,1.37,1.06,0.53,0.94,0.02,157,32,NA
LANL-GrowthRate,inc death,5,Overall,NA,NA,0.28,0.63,-0.22,160,32,NA
USC-SIkJalpha,inc death,5,Overall,NA,NA,0.31,0.44,-0.2,160,32,NA
EuroCOVIDhub-baseline,inc case,4,AT,1,1,0.4,1,-0.62,5,1,Austria
EuroCOVIDhub-ensemble,inc case,4,AT,1.08,1.43,0.2,0.4,-0.34,5,1,Austria
IEM_Health-CovidProject,inc case,4,AT,0.74,1.06,0.2,0.6,-0.84,5,1,Austria
ILM-EKF,inc case,4,AT,0.88,1.34,0.2,0.6,-0.43,5,1,Austria
Karlen-pypm,inc case,4,AT,3.78,5.19,0,0.75,0.4,4,1,Austria
LANL-GrowthRate,inc case,4,AT,0.87,1.24,0,0.4,-0.9,5,1,Austria
MUNI-ARIMA,inc case,4,AT,0.71,0.8,0.6,1,-0.4,5,1,Austria
RobertWalraven-ESG,inc case,4,AT,1.11,1.82,0,0,-1,5,1,Austria
USC-SIkJalpha,inc case,4,AT,1.13,1.99,0,0,-0.6,5,1,Austria
UVA-Ensemble,inc case,4,AT,0.82,NA,0,0.6,NA,5,1,Austria
epiforecasts-EpiNow2,inc case,4,AT,6.98,9.79,0.2,0.2,-0.02,5,1,Austria
EuroCOVIDhub-baseline,inc case,3,AT,1,1,0.4,1,-0.6,5,1,Austria
EuroCOVIDhub-ensemble,inc case,3,AT,0.74,0.85,0.2,0.8,-0.32,5,1,Austria
IEM_Health-CovidProject,inc case,3,AT,0.71,0.89,0,0.8,-0.6,5,1,Austria
ILM-EKF,inc case,3,AT,0.61,0.86,0.6,0.8,-0.18,5,1,Austria
Karlen-pypm,inc case,3,AT,1.88,2.48,0,0.6,0.08,5,1,Austria
LANL-GrowthRate,inc case,3,AT,0.78,1.14,0.2,0.6,-0.77,5,1,Austria
MUNI-ARIMA,inc case,3,AT,0.72,0.71,0.8,1,-0.32,5,1,Austria
RobertWalraven-ESG,inc case,3,AT,1.05,1.58,0,0,-1,5,1,Austria
USC-SIkJalpha,inc case,3,AT,1.04,1.66,0,0,-0.6,5,1,Austria
UVA-Ensemble,inc case,3,AT,0.49,NA,0.4,1,NA,5,1,Austria
epiforecasts-EpiNow2,inc case,3,AT,3.42,4.37,0.4,0.4,0.1,5,1,Austria
EuroCOVIDhub-baseline,inc case,2,AT,1,1,0.4,1,-0.6,5,1,Austria
EuroCOVIDhub-ensemble,inc case,2,AT,0.48,0.59,0.6,0.8,-0.24,5,1,Austria
IEM_Health-CovidProject,inc case,2,AT,0.42,0.51,0.6,0.8,-0.2,5,1,Austria
ILM-EKF,inc case,2,AT,0.42,0.57,0.8,0.8,0.02,5,1,Austria
Karlen-pypm,inc case,2,AT,1.19,1.38,0.4,0.6,0.1,5,1,Austria
LANL-GrowthRate,inc case,2,AT,0.69,0.83,0.6,0.6,-0.3,5,1,Austria
MUNI-ARIMA,inc case,2,AT,0.46,0.55,0.6,1,-0.14,5,1,Austria
RobertWalraven-ESG,inc case,2,AT,1,1.35,0,0.2,-0.92,5,1,Austria
USC-SIkJalpha,inc case,2,AT,0.71,0.94,0.2,0.6,-0.32,5,1,Austria
UVA-Ensemble,inc case,2,AT,0.58,NA,0.4,0.8,NA,5,1,Austria
epiforecasts-EpiNow2,inc case,2,AT,2.03,2.22,0.4,0.8,0.01,5,1,Austria
EuroCOVIDhub-baseline,inc case,1,AT,1,1,0.4,1,-0.62,5,1,Austria
EuroCOVIDhub-ensemble,inc case,1,AT,0.36,0.41,0.8,0.8,-0.16,5,1,Austria
IEM_Health-CovidProject,inc case,1,AT,0.36,0.38,0.6,0.8,-0.14,5,1,Austria
ILM-EKF,inc case,1,AT,0.52,0.56,0.8,1,0.18,5,1,Austria
Karlen-pypm,inc case,1,AT,0.63,0.68,0.6,1,0.15,5,1,Austria
LANL-GrowthRate,inc case,1,AT,0.34,0.51,0.6,0.8,-0.34,5,1,Austria
MUNI-ARIMA,inc case,1,AT,0.35,0.39,0.8,1,-0.14,5,1,Austria
RobertWalraven-ESG,inc case,1,AT,0.82,0.96,0.4,0.6,-0.71,5,1,Austria
SDSC_ISG-TrendModel,inc case,1,AT,0.47,NA,NA,NA,NA,5,1,Austria
USC-SIkJalpha,inc case,1,AT,0.46,0.58,0.2,0.8,-0.4,5,1,Austria
UVA-Ensemble,inc case,1,AT,0.78,NA,0.4,1,NA,5,1,Austria
epiforecasts-EpiNow2,inc case,1,AT,0.74,0.75,0.4,1,-0.13,5,1,Austria
LANL-GrowthRate,inc case,5,AT,NA,NA,0,0.2,-0.98,5,1,Austria
USC-SIkJalpha,inc case,5,AT,NA,NA,0,0,-0.6,5,1,Austria
EuroCOVIDhub-baseline,inc death,4,AT,1,1,1,1,-0,5,1,Austria
EuroCOVIDhub-ensemble,inc death,4,AT,1.88,0.66,0.4,1,0.38,5,1,Austria
IEM_Health-CovidProject,inc death,4,AT,1.24,0.34,0.4,1,-0.5,5,1,Austria
ILM-EKF,inc death,4,AT,1.88,0.66,0.6,1,0.04,5,1,Austria
Karlen-pypm,inc death,4,AT,7.65,2.36,0.25,0.75,0.61,4,1,Austria
LANL-GrowthRate,inc death,4,AT,1.2,0.38,0.4,1,0.24,5,1,Austria
MUNI-ARIMA,inc death,4,AT,1.64,0.49,0.8,1,-0.22,5,1,Austria
RobertWalraven-ESG,inc death,4,AT,0.76,0.32,1,1,-0.02,5,1,Austria
UMass-MechBayes,inc death,4,AT,3.2,1.11,0.4,0.8,0.23,5,1,Austria
USC-SIkJalpha,inc death,4,AT,2.88,1.06,0,0.2,0.24,5,1,Austria
USyd-OneModelMan,inc death,4,AT,1.12,NA,NA,NA,NA,5,1,Austria
epiforecasts-EpiNow2,inc death,4,AT,14,5.21,0.4,0.8,0.51,5,1,Austria
EuroCOVIDhub-baseline,inc death,3,AT,1,1,1,1,-0.06,5,1,Austria
EuroCOVIDhub-ensemble,inc death,3,AT,1.6,0.48,0.6,1,0.38,5,1,Austria
IEM_Health-CovidProject,inc death,3,AT,0.94,0.26,0.6,0.8,-0.5,5,1,Austria
ILM-EKF,inc death,3,AT,2.15,0.7,0.6,1,0.24,5,1,Austria
Karlen-pypm,inc death,3,AT,3.65,1.09,0.4,0.6,0.62,5,1,Austria
LANL-GrowthRate,inc death,3,AT,1.2,0.35,0.4,0.8,0.09,5,1,Austria
MUNI-ARIMA,inc death,3,AT,2.5,0.65,0.8,1,-0.02,5,1,Austria
RobertWalraven-ESG,inc death,3,AT,1.19,0.37,1,1,0.1,5,1,Austria
UMass-MechBayes,inc death,3,AT,2.3,0.61,0.2,0.8,0.7,5,1,Austria
USC-SIkJalpha,inc death,3,AT,2.69,0.93,0,0,1,5,1,Austria
USyd-OneModelMan,inc death,3,AT,1,NA,NA,NA,NA,5,1,Austria
epiforecasts-EpiNow2,inc death,3,AT,6.9,2.15,0.2,0.8,0.76,5,1,Austria
EuroCOVIDhub-baseline,inc death,2,AT,1,1,1,1,-0.08,5,1,Austria
EuroCOVIDhub-ensemble,inc death,2,AT,1.01,0.43,0.4,1,0.3,5,1,Austria
IEM_Health-CovidProject,inc death,2,AT,0.77,0.62,0.2,0.6,-0.38,5,1,Austria
ILM-EKF,inc death,2,AT,1,0.8,0.6,1,0.3,5,1,Austria
Karlen-pypm,inc death,2,AT,1,0.58,0.6,0.8,0.46,5,1,Austria
LANL-GrowthRate,inc death,2,AT,0.81,0.42,0.4,0.8,-0.1,5,1,Austria
MUNI-ARIMA,inc death,2,AT,1.58,0.77,0.4,1,-0.2,5,1,Austria
RobertWalraven-ESG,inc death,2,AT,0.86,0.46,1,1,0.02,5,1,Austria
UMass-MechBayes,inc death,2,AT,1.09,0.61,0.4,1,0.72,5,1,Austria
USC-SIkJalpha,inc death,2,AT,1.48,1.08,0.2,0.2,0.48,5,1,Austria
USyd-OneModelMan,inc death,2,AT,1.13,NA,NA,NA,NA,5,1,Austria
epiforecasts-EpiNow2,inc death,2,AT,1.68,0.9,0.4,1,0.66,5,1,Austria
EuroCOVIDhub-baseline,inc death,1,AT,1,1,1,1,-0.16,5,1,Austria
EuroCOVIDhub-ensemble,inc death,1,AT,0.63,0.44,0.6,1,0.04,5,1,Austria
IEM_Health-CovidProject,inc death,1,AT,0.98,0.91,0.2,0.6,-0.47,5,1,Austria
ILM-EKF,inc death,1,AT,0.69,0.84,0.8,1,0.22,5,1,Austria
Karlen-pypm,inc death,1,AT,0.71,0.52,0.4,1,0.12,5,1,Austria
LANL-GrowthRate,inc death,1,AT,0.71,0.46,0.6,1,-0.23,5,1,Austria
MUNI-ARIMA,inc death,1,AT,1.22,0.94,0.4,1,-0.21,5,1,Austria
RobertWalraven-ESG,inc death,1,AT,0.43,0.44,1,1,0.14,5,1,Austria
SDSC_ISG-TrendModel,inc death,1,AT,1.46,NA,NA,NA,NA,5,1,Austria
UMass-MechBayes,inc death,1,AT,0.87,0.67,0.2,0.8,0.33,5,1,Austria
USC-SIkJalpha,inc death,1,AT,0.88,0.85,0.2,0.8,-0.02,5,1,Austria
USyd-OneModelMan,inc death,1,AT,0.88,NA,NA,NA,NA,5,1,Austria
epiforecasts-EpiNow2,inc death,1,AT,0.63,0.56,0.6,1,0.34,5,1,Austria
LANL-GrowthRate,inc death,5,AT,NA,NA,0.2,0.6,0.44,5,1,Austria
USC-SIkJalpha,inc death,5,AT,NA,NA,0.2,0.2,0.08,5,1,Austria
EuroCOVIDhub-baseline,inc case,4,BE,1,1,0.8,1,-0.44,5,1,Belgium
EuroCOVIDhub-ensemble,inc case,4,BE,0.96,1.23,0.8,1,-0.07,5,1,Belgium
IEM_Health-CovidProject,inc case,4,BE,0.93,1.07,0.6,0.8,-0.4,5,1,Belgium
ILM-EKF,inc case,4,BE,2.82,2.89,0.4,1,0.28,5,1,Belgium
Karlen-pypm,inc case,4,BE,8.6,10.44,0.5,0.5,0.4,4,1,Belgium
LANL-GrowthRate,inc case,4,BE,1.38,1.26,0.4,0.6,-0.72,5,1,Belgium
MUNI-ARIMA,inc case,4,BE,2.18,2.12,0.4,1,-0.52,5,1,Belgium
RobertWalraven-ESG,inc case,4,BE,0.85,0.89,0.6,0.8,-0.49,5,1,Belgium
USC-SIkJalpha,inc case,4,BE,1.29,1.66,0.2,0.2,-0.36,5,1,Belgium
UVA-Ensemble,inc case,4,BE,0.83,NA,0,0.8,NA,5,1,Belgium
epiforecasts-EpiNow2,inc case,4,BE,1.16,2.4,0.8,0.8,-0.22,5,1,Belgium
EuroCOVIDhub-baseline,inc case,3,BE,1,1,1,1,-0.38,5,1,Belgium
EuroCOVIDhub-ensemble,inc case,3,BE,0.62,0.93,1,1,0.06,5,1,Belgium
IEM_Health-CovidProject,inc case,3,BE,0.86,0.86,0.8,1,-0.12,5,1,Belgium
ILM-EKF,inc case,3,BE,2.24,2.13,0.8,1,0.43,5,1,Belgium
Karlen-pypm,inc case,3,BE,6.02,5.37,0.6,0.8,0.27,5,1,Belgium
LANL-GrowthRate,inc case,3,BE,1.66,1.31,0.6,0.8,-0.6,5,1,Belgium
MUNI-ARIMA,inc case,3,BE,2.68,2.44,0.6,0.8,-0.43,5,1,Belgium
RobertWalraven-ESG,inc case,3,BE,0.97,0.81,0.4,1,-0.29,5,1,Belgium
USC-SIkJalpha,inc case,3,BE,1.14,1.22,0.2,0.2,-0.32,5,1,Belgium
UVA-Ensemble,inc case,3,BE,0.81,NA,0.6,0.8,NA,5,1,Belgium
epiforecasts-EpiNow2,inc case,3,BE,1.32,2.23,1,1,-0.1,5,1,Belgium
EuroCOVIDhub-baseline,inc case,2,BE,1,1,1,1,-0.38,5,1,Belgium
EuroCOVIDhub-ensemble,inc case,2,BE,0.84,0.97,1,1,-0.04,5,1,Belgium
IEM_Health-CovidProject,inc case,2,BE,1.31,1.04,0.6,1,0.1,5,1,Belgium
ILM-EKF,inc case,2,BE,2.08,1.77,0.8,1,0.42,5,1,Belgium
Karlen-pypm,inc case,2,BE,2.63,2.11,0.6,1,0.01,5,1,Belgium
LANL-GrowthRate,inc case,2,BE,2.35,1.52,0.6,1,-0.48,5,1,Belgium
MUNI-ARIMA,inc case,2,BE,2.82,2.42,0.8,0.8,-0.28,5,1,Belgium
RobertWalraven-ESG,inc case,2,BE,1.84,1.21,0,1,-0.27,5,1,Belgium
USC-SIkJalpha,inc case,2,BE,4.85,5.15,0.4,0.4,0.2,5,1,Belgium
UVA-Ensemble,inc case,2,BE,1.13,NA,0,1,NA,5,1,Belgium
epiforecasts-EpiNow2,inc case,2,BE,1.57,2.35,1,1,-0.12,5,1,Belgium
EuroCOVIDhub-baseline,inc case,1,BE,1,1,1,1,-0.4,5,1,Belgium
EuroCOVIDhub-ensemble,inc case,1,BE,0.97,1.07,1,1,-0.2,5,1,Belgium
IEM_Health-CovidProject,inc case,1,BE,1.38,1.06,0.4,1,0.12,5,1,Belgium
ILM-EKF,inc case,1,BE,0.99,1.06,1,1,0.22,5,1,Belgium
Karlen-pypm,inc case,1,BE,1.13,1.09,1,1,-0.16,5,1,Belgium
LANL-GrowthRate,inc case,1,BE,5.13,2.98,0.4,1,-0.54,5,1,Belgium
MUNI-ARIMA,inc case,1,BE,2.26,1.59,0.6,1,-0.14,5,1,Belgium
RobertWalraven-ESG,inc case,1,BE,2.64,1.56,0.2,1,-0.44,5,1,Belgium
SDSC_ISG-TrendModel,inc case,1,BE,2.53,NA,NA,NA,NA,5,1,Belgium
USC-SIkJalpha,inc case,1,BE,3.01,2.74,0.2,0.6,0.3,5,1,Belgium
UVA-Ensemble,inc case,1,BE,8.94,NA,0,0.2,NA,5,1,Belgium
epiforecasts-EpiNow2,inc case,1,BE,3.03,2.91,1,1,-0.22,5,1,Belgium
LANL-GrowthRate,inc case,5,BE,NA,NA,0,0.4,-0.87,5,1,Belgium
USC-SIkJalpha,inc case,5,BE,NA,NA,0.2,0.2,-0.78,5,1,Belgium
EuroCOVIDhub-baseline,inc death,4,BE,1,1,1,1,-0.06,5,1,Belgium
EuroCOVIDhub-ensemble,inc death,4,BE,0.63,0.18,0.8,1,-0.26,5,1,Belgium
IEM_Health-CovidProject,inc death,4,BE,1.15,0.3,0.4,0.8,-0.74,5,1,Belgium
ILM-EKF,inc death,4,BE,0.96,0.44,0.8,1,0.06,5,1,Belgium
Karlen-pypm,inc death,4,BE,3.71,0.91,0.25,0.75,0.23,4,1,Belgium
LANL-GrowthRate,inc death,4,BE,0.91,0.29,0.4,0.6,-0.24,5,1,Belgium
MUNI-ARIMA,inc death,4,BE,1.59,0.37,0.8,1,-0.46,5,1,Belgium
RobertWalraven-ESG,inc death,4,BE,1.06,0.26,0.8,1,-0.38,5,1,Belgium
UMass-MechBayes,inc death,4,BE,0.99,0.22,0.4,1,-0.64,5,1,Belgium
USC-SIkJalpha,inc death,4,BE,0.39,0.11,0.2,0.8,-0.39,5,1,Belgium
USyd-OneModelMan,inc death,4,BE,0.97,NA,NA,NA,NA,5,1,Belgium
epiforecasts-EpiNow2,inc death,4,BE,0.84,0.37,0.8,1,-0.04,5,1,Belgium
EuroCOVIDhub-baseline,inc death,3,BE,1,1,1,1,-0.12,5,1,Belgium
EuroCOVIDhub-ensemble,inc death,3,BE,0.57,0.21,1,1,-0.18,5,1,Belgium
IEM_Health-CovidProject,inc death,3,BE,0.96,0.32,0.4,0.8,-0.54,5,1,Belgium
ILM-EKF,inc death,3,BE,0.55,0.4,1,1,0.1,5,1,Belgium
Karlen-pypm,inc death,3,BE,1.68,0.49,0.2,1,0.08,5,1,Belgium
LANL-GrowthRate,inc death,3,BE,0.98,0.32,0.4,0.6,-0.6,5,1,Belgium
MUNI-ARIMA,inc death,3,BE,1.36,0.41,0.6,1,-0.4,5,1,Belgium
RobertWalraven-ESG,inc death,3,BE,0.82,0.24,1,1,-0.32,5,1,Belgium
UMass-MechBayes,inc death,3,BE,0.8,0.21,0.4,1,-0.48,5,1,Belgium
USC-SIkJalpha,inc death,3,BE,0.34,0.15,0.6,0.6,0.02,5,1,Belgium
USyd-OneModelMan,inc death,3,BE,0.92,NA,NA,NA,NA,5,1,Belgium
epiforecasts-EpiNow2,inc death,3,BE,0.93,0.31,0.8,1,0.06,5,1,Belgium
EuroCOVIDhub-baseline,inc death,2,BE,1,1,1,1,-0.14,5,1,Belgium
EuroCOVIDhub-ensemble,inc death,2,BE,0.7,0.23,0.8,1,-0.26,5,1,Belgium
IEM_Health-CovidProject,inc death,2,BE,1.38,0.51,0.4,0.6,-0.39,5,1,Belgium
ILM-EKF,inc death,2,BE,0.61,0.43,1,1,-0.04,5,1,Belgium
Karlen-pypm,inc death,2,BE,0.73,0.27,0.6,1,-0.24,5,1,Belgium
LANL-GrowthRate,inc death,2,BE,1.04,0.41,0.2,0.6,-0.79,5,1,Belgium
MUNI-ARIMA,inc death,2,BE,1.29,0.45,0.6,1,-0.42,5,1,Belgium
RobertWalraven-ESG,inc death,2,BE,0.68,0.3,1,1,-0.22,5,1,Belgium
UMass-MechBayes,inc death,2,BE,0.8,0.21,0.4,0.8,-0.35,5,1,Belgium
USC-SIkJalpha,inc death,2,BE,0.43,0.16,0.4,0.6,-0.13,5,1,Belgium
USyd-OneModelMan,inc death,2,BE,0.82,NA,NA,NA,NA,5,1,Belgium
epiforecasts-EpiNow2,inc death,2,BE,0.73,0.27,1,1,-0.06,5,1,Belgium
EuroCOVIDhub-baseline,inc death,1,BE,1,1,1,1,-0.2,5,1,Belgium
EuroCOVIDhub-ensemble,inc death,1,BE,0.75,0.39,0.8,1,-0.32,5,1,Belgium
IEM_Health-CovidProject,inc death,1,BE,1.11,0.64,0.4,0.6,-0.29,5,1,Belgium
ILM-EKF,inc death,1,BE,0.76,0.63,1,1,-0.08,5,1,Belgium
Imperial-DeCa,inc death,1,BE,1.31,0.76,0.25,0.25,-0.72,4,1,Belgium
Imperial-RtI0,inc death,1,BE,1.81,0.85,0,0.75,-0.82,4,1,Belgium
Imperial-sbkp,inc death,1,BE,1.06,0.58,0.5,0.75,-0.45,4,1,Belgium
Karlen-pypm,inc death,1,BE,0.82,0.37,0.6,1,-0.46,5,1,Belgium
