model,target_variable,forecast_date,target_end_date,horizon,location,location_name,wis,sharpness,underprediction,overprediction,ae_median,bias,cov_50,cov_95,n_quantiles
Lydia-simpleARIMA,inc case,2024-03-04,2024-03-09,1,LU,Luxembourg,163,162,0,1,22,0.1,1,1,23
epiforecasts-EpiNow2,inc case,2024-02-12,2024-03-09,4,LU,Luxembourg,7,7,0,0,3,0.1,1,1,23
epiforecasts-EpiNow2,inc case,2024-02-19,2024-03-09,3,LU,Luxembourg,7,7,0,0,1,0.1,1,1,23
epiforecasts-EpiNow2,inc case,2024-02-26,2024-03-09,2,LU,Luxembourg,4,4,0,0,3,-0.1,1,1,23
epiforecasts-EpiNow2,inc case,2024-03-04,2024-03-09,1,LU,Luxembourg,5,3,1,0,8,-0.4,1,1,23
epiforecasts-tsensemble,inc case,2024-02-12,2024-03-09,4,LU,Luxembourg,68,50,0,18,121,0.4,1,1,23
epiforecasts-tsensemble,inc case,2024-02-19,2024-03-09,3,LU,Luxembourg,46,36,0,10,75,0.3,1,1,23
epiforecasts-tsensemble,inc case,2024-02-26,2024-03-09,2,LU,Luxembourg,11,9,2,0,17,-0.2,1,1,23
epiforecasts-tsensemble,inc case,2024-03-04,2024-03-09,1,LU,Luxembourg,9,8,1,0,9,-0.2,1,1,23
ECDC-norrsken_blue,inc case,2024-02-19,2024-03-16,4,LU,Luxembourg,78,61,0,17,90,0.6,0,1,23
ECDC-norrsken_blue,inc case,2024-02-26,2024-03-16,3,LU,Luxembourg,10,10,0,0,2,-0.2,1,1,23
ECDC-norrsken_blue,inc case,2024-03-04,2024-03-16,2,LU,Luxembourg,9,8,1,0,6,-0.2,1,1,23
ECDC-norrsken_blue,inc case,2024-03-11,2024-03-16,1,LU,Luxembourg,12,10,0,3,15,0.4,1,1,23
ECDC-norrsken_green,inc case,2024-02-19,2024-03-16,4,LU,Luxembourg,9,6,0,3,14,0.6,0,1,23
ECDC-norrsken_green,inc case,2024-02-26,2024-03-16,3,LU,Luxembourg,3,2,0,0,2,-0.2,1,1,23
ECDC-norrsken_green,inc case,2024-03-04,2024-03-16,2,LU,Luxembourg,3,2,0,2,6,0.7,0,1,23
ECDC-norrsken_green,inc case,2024-03-11,2024-03-16,1,LU,Luxembourg,4,2,0,2,6,0.6,0,1,23
ECDC-soca_simplex,inc case,2024-02-19,2024-03-16,4,LU,Luxembourg,63,6,0,58,79,1,0,0,23
ECDC-soca_simplex,inc case,2024-02-26,2024-03-16,3,LU,Luxembourg,34,1,0,33,38,1,0,0,23
ECDC-soca_simplex,inc case,2024-03-04,2024-03-16,2,LU,Luxembourg,20,3,0,18,27,1,0,0,23
ECDC-soca_simplex,inc case,2024-03-11,2024-03-16,1,LU,Luxembourg,19,1,0,19,22,1,0,0,23
EuroCOVIDhub-baseline,inc case,2024-02-19,2024-03-16,4,LU,Luxembourg,165,158,0,7,119,0.2,1,1,23
EuroCOVIDhub-baseline,inc case,2024-02-26,2024-03-16,3,LU,Luxembourg,114,112,0,2,35,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2024-03-04,2024-03-16,2,LU,Luxembourg,77,76,0,1,20,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2024-03-11,2024-03-16,1,LU,Luxembourg,41,39,0,2,21,0.2,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-02-19,2024-03-16,4,LU,Luxembourg,36,28,0,8,80,0.4,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-02-26,2024-03-16,3,LU,Luxembourg,6,6,0,0,1,-0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-03-04,2024-03-16,2,LU,Luxembourg,6,6,0,0,3,-0.2,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-03-11,2024-03-16,1,LU,Luxembourg,6,6,0,1,8,0.2,1,1,23
Lydia-SARIMA,inc case,2024-02-26,2024-03-16,3,LU,Luxembourg,281,274,0,7,158,0.1,1,1,23
Lydia-SARIMA,inc case,2024-03-04,2024-03-16,2,LU,Luxembourg,235,230,0,5,104,0.1,1,1,23
Lydia-SARIMA,inc case,2024-03-11,2024-03-16,1,LU,Luxembourg,168,166,0,2,43,0.1,1,1,23
Lydia-simpleARIMA,inc case,2024-02-26,2024-03-16,3,LU,Luxembourg,267,262,0,5,111,0.1,1,1,23
Lydia-simpleARIMA,inc case,2024-03-04,2024-03-16,2,LU,Luxembourg,220,218,0,2,46,0.1,1,1,23
epiforecasts-EpiNow2,inc case,2024-02-19,2024-03-16,4,LU,Luxembourg,6,6,0,0,5,0.2,1,1,23
epiforecasts-EpiNow2,inc case,2024-02-26,2024-03-16,3,LU,Luxembourg,4,4,0,0,1,0.1,1,1,23
epiforecasts-EpiNow2,inc case,2024-03-04,2024-03-16,2,LU,Luxembourg,3,3,0,0,3,-0.2,1,1,23
epiforecasts-EpiNow2,inc case,2024-03-11,2024-03-16,1,LU,Luxembourg,3,3,0,0,1,-0.1,1,1,23
epiforecasts-tsensemble,inc case,2024-02-19,2024-03-16,4,LU,Luxembourg,49,39,0,10,81,0.3,1,1,23
epiforecasts-tsensemble,inc case,2024-02-26,2024-03-16,3,LU,Luxembourg,10,7,3,0,21,-0.3,1,1,23
epiforecasts-tsensemble,inc case,2024-03-04,2024-03-16,2,LU,Luxembourg,8,8,1,0,10,-0.2,1,1,23
epiforecasts-tsensemble,inc case,2024-03-11,2024-03-16,1,LU,Luxembourg,7,6,0,1,8,0.2,1,1,23
ECDC-norrsken_blue,inc case,2024-02-26,2024-03-23,4,LU,Luxembourg,18,15,0,2,21,0.3,1,1,23
ECDC-norrsken_blue,inc case,2024-03-04,2024-03-23,3,LU,Luxembourg,11,10,1,0,10,-0.3,1,1,23
ECDC-norrsken_blue,inc case,2024-03-11,2024-03-23,2,LU,Luxembourg,15,13,0,2,14,0.3,1,1,23
ECDC-norrsken_blue,inc case,2024-03-18,2024-03-23,1,LU,Luxembourg,5,5,0,0,4,-0.2,1,1,23
ECDC-norrsken_green,inc case,2024-02-26,2024-03-23,4,LU,Luxembourg,4,2,2,0,8,-0.5,1,1,23
ECDC-norrsken_green,inc case,2024-03-04,2024-03-23,3,LU,Luxembourg,2,2,0,0,1,0.1,1,1,23
ECDC-norrsken_green,inc case,2024-03-11,2024-03-23,2,LU,Luxembourg,2,2,0,0,1,0.1,1,1,23
ECDC-norrsken_green,inc case,2024-03-18,2024-03-23,1,LU,Luxembourg,1,1,0,0,1,0.2,1,1,23
ECDC-soca_simplex,inc case,2024-02-26,2024-03-23,4,LU,Luxembourg,36,2,0,34,42,1,0,0,23
ECDC-soca_simplex,inc case,2024-03-04,2024-03-23,3,LU,Luxembourg,16,2,0,14,22,1,0,0,23
ECDC-soca_simplex,inc case,2024-03-11,2024-03-23,2,LU,Luxembourg,15,3,0,12,23,1,0,0,23
ECDC-soca_simplex,inc case,2024-03-18,2024-03-23,1,LU,Luxembourg,13,3,0,10,21,0.9,0,1,23
EuroCOVIDhub-baseline,inc case,2024-02-26,2024-03-23,4,LU,Luxembourg,143,142,0,1,34,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2024-03-04,2024-03-23,3,LU,Luxembourg,110,109,0,1,19,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2024-03-11,2024-03-23,2,LU,Luxembourg,76,76,0,1,20,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2024-03-18,2024-03-23,1,LU,Luxembourg,38,38,0,0,10,0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-02-26,2024-03-23,4,LU,Luxembourg,8,8,0,0,8,0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-03-04,2024-03-23,3,LU,Luxembourg,7,6,1,0,9,-0.3,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-03-11,2024-03-23,2,LU,Luxembourg,6,6,0,0,1,0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-03-18,2024-03-23,1,LU,Luxembourg,5,5,0,0,0,0,1,1,23
Lydia-SARIMA,inc case,2024-03-04,2024-03-23,3,LU,Luxembourg,273,267,0,6,131,0.1,1,1,23
Lydia-SARIMA,inc case,2024-03-11,2024-03-23,2,LU,Luxembourg,229,225,0,3,79,0.1,1,1,23
Lydia-SARIMA,inc case,2024-03-18,2024-03-23,1,LU,Luxembourg,163,162,0,1,34,0.1,1,1,23
Lydia-simpleARIMA,inc case,2024-03-04,2024-03-23,3,LU,Luxembourg,262,258,0,4,85,0.1,1,1,23
epiforecasts-EpiNow2,inc case,2024-02-26,2024-03-23,4,LU,Luxembourg,4,3,1,0,5,-0.3,1,1,23
epiforecasts-EpiNow2,inc case,2024-03-04,2024-03-23,3,LU,Luxembourg,5,2,2,0,9,-0.6,0,1,23
epiforecasts-EpiNow2,inc case,2024-03-11,2024-03-23,2,LU,Luxembourg,4,2,1,0,7,-0.4,1,1,23
epiforecasts-tsensemble,inc case,2024-02-26,2024-03-23,4,LU,Luxembourg,10,6,4,0,22,-0.3,1,1,23
epiforecasts-tsensemble,inc case,2024-03-04,2024-03-23,3,LU,Luxembourg,9,6,3,0,22,-0.4,1,1,23
epiforecasts-tsensemble,inc case,2024-03-11,2024-03-23,2,LU,Luxembourg,7,7,0,0,2,-0.1,1,1,23
epiforecasts-tsensemble,inc case,2024-03-18,2024-03-23,1,LU,Luxembourg,5,5,0,0,1,-0.1,1,1,23
ECDC-norrsken_blue,inc case,2024-03-04,2024-03-30,4,LU,Luxembourg,13,12,1,0,7,-0.2,1,1,23
ECDC-norrsken_blue,inc case,2024-03-11,2024-03-30,3,LU,Luxembourg,19,17,0,2,17,0.3,1,1,23
ECDC-norrsken_blue,inc case,2024-03-18,2024-03-30,2,LU,Luxembourg,7,6,1,0,6,-0.3,1,1,23
ECDC-norrsken_blue,inc case,2024-03-25,2024-03-30,1,LU,Luxembourg,8,8,0,0,4,-0.1,1,1,23
ECDC-norrsken_green,inc case,2024-03-04,2024-03-30,4,LU,Luxembourg,2,2,0,0,1,-0.1,1,1,23
ECDC-norrsken_green,inc case,2024-03-11,2024-03-30,3,LU,Luxembourg,3,3,0,0,1,-0.1,1,1,23
ECDC-norrsken_green,inc case,2024-03-18,2024-03-30,2,LU,Luxembourg,1,1,0,0,0,0,1,1,23
ECDC-norrsken_green,inc case,2024-03-25,2024-03-30,1,LU,Luxembourg,2,1,1,0,4,-0.5,1,1,23
ECDC-soca_simplex,inc case,2024-03-04,2024-03-30,4,LU,Luxembourg,13,1,0,11,17,1,0,0,23
ECDC-soca_simplex,inc case,2024-03-11,2024-03-30,3,LU,Luxembourg,15,5,0,10,24,0.9,0,1,23
ECDC-soca_simplex,inc case,2024-03-18,2024-03-30,2,LU,Luxembourg,16,3,0,13,23,1,0,0,23
ECDC-soca_simplex,inc case,2024-03-25,2024-03-30,1,LU,Luxembourg,4,1,3,0,8,-0.7,0,1,23
EuroCOVIDhub-baseline,inc case,2024-03-04,2024-03-30,4,LU,Luxembourg,139,138,0,1,21,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2024-03-11,2024-03-30,3,LU,Luxembourg,110,109,0,1,22,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2024-03-18,2024-03-30,2,LU,Luxembourg,74,73,0,1,12,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2024-03-25,2024-03-30,1,LU,Luxembourg,36,36,0,0,1,0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-03-04,2024-03-30,4,LU,Luxembourg,7,6,1,0,7,-0.2,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-03-11,2024-03-30,3,LU,Luxembourg,6,6,0,0,1,-0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-03-18,2024-03-30,2,LU,Luxembourg,6,6,0,0,2,-0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-03-25,2024-03-30,1,LU,Luxembourg,6,6,0,0,4,-0.2,1,1,23
Lydia-SARIMA,inc case,2024-03-11,2024-03-30,3,LU,Luxembourg,263,259,0,4,93,0.1,1,1,23
Lydia-SARIMA,inc case,2024-03-18,2024-03-30,2,LU,Luxembourg,220,218,0,3,60,0.1,1,1,23
Lydia-SARIMA,inc case,2024-03-25,2024-03-30,1,LU,Luxembourg,164,162,0,1,34,0.1,1,1,23
epiforecasts-EpiNow2,inc case,2024-03-04,2024-03-30,4,LU,Luxembourg,5,2,3,0,10,-0.6,0,1,23
epiforecasts-EpiNow2,inc case,2024-03-11,2024-03-30,3,LU,Luxembourg,4,2,3,0,9,-0.6,0,1,23
epiforecasts-tsensemble,inc case,2024-03-04,2024-03-30,4,LU,Luxembourg,9,6,4,0,20,-0.4,1,1,23
epiforecasts-tsensemble,inc case,2024-03-11,2024-03-30,3,LU,Luxembourg,7,6,1,0,8,-0.2,1,1,23
epiforecasts-tsensemble,inc case,2024-03-18,2024-03-30,2,LU,Luxembourg,6,5,0,0,5,-0.2,1,1,23
epiforecasts-tsensemble,inc case,2024-03-25,2024-03-30,1,LU,Luxembourg,6,4,2,0,13,-0.5,1,1,23
ECDC-norrsken_blue,inc case,2024-03-11,2024-04-06,4,LU,Luxembourg,26,21,0,5,27,0.4,1,1,23
ECDC-norrsken_blue,inc case,2024-03-18,2024-04-06,3,LU,Luxembourg,7,7,0,0,2,-0.1,1,1,23
ECDC-norrsken_blue,inc case,2024-03-25,2024-04-06,2,LU,Luxembourg,11,11,0,0,3,0.1,1,1,23
ECDC-norrsken_blue,inc case,2024-04-01,2024-04-06,1,LU,Luxembourg,11,11,0,0,3,0.1,1,1,23
ECDC-norrsken_green,inc case,2024-03-11,2024-04-06,4,LU,Luxembourg,3,3,0,0,3,0.3,1,1,23
ECDC-norrsken_green,inc case,2024-03-18,2024-04-06,3,LU,Luxembourg,2,2,0,1,3,0.6,0,1,23
ECDC-norrsken_green,inc case,2024-03-25,2024-04-06,2,LU,Luxembourg,1,1,0,0,1,0.1,1,1,23
ECDC-norrsken_green,inc case,2024-04-01,2024-04-06,1,LU,Luxembourg,1,1,0,0,1,0.1,1,1,23
ECDC-soca_simplex,inc case,2024-03-18,2024-04-06,3,LU,Luxembourg,24,6,0,18,36,1,0,0,23
ECDC-soca_simplex,inc case,2024-03-25,2024-04-06,2,LU,Luxembourg,7,1,0,7,9,1,0,0,23
EuroCOVIDhub-baseline,inc case,2024-03-11,2024-04-06,4,LU,Luxembourg,139,138,0,1,29,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2024-03-18,2024-04-06,3,LU,Luxembourg,107,106,0,1,19,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2024-03-25,2024-04-06,2,LU,Luxembourg,71,71,0,0,8,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2024-04-01,2024-04-06,1,LU,Luxembourg,36,36,0,0,8,0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-03-11,2024-04-06,4,LU,Luxembourg,5,5,0,0,3,0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-03-18,2024-04-06,3,LU,Luxembourg,7,7,0,0,1,0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-03-25,2024-04-06,2,LU,Luxembourg,8,8,0,0,2,0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-04-01,2024-04-06,1,LU,Luxembourg,8,7,0,0,2,0.1,1,1,23
Lydia-SARIMA,inc case,2024-03-18,2024-04-06,3,LU,Luxembourg,254,251,0,3,62,0.1,1,1,23
Lydia-SARIMA,inc case,2024-03-25,2024-04-06,2,LU,Luxembourg,224,219,0,4,97,0.1,1,1,23
Lydia-SARIMA,inc case,2024-04-01,2024-04-06,1,LU,Luxembourg,168,165,0,3,59,0.1,1,1,23
epiforecasts-EpiNow2,inc case,2024-03-11,2024-04-06,4,LU,Luxembourg,3,2,1,0,5,-0.4,1,1,23
epiforecasts-tsensemble,inc case,2024-03-11,2024-04-06,4,LU,Luxembourg,7,6,1,0,11,-0.2,1,1,23
epiforecasts-tsensemble,inc case,2024-03-18,2024-04-06,3,LU,Luxembourg,6,6,0,0,3,-0.1,1,1,23
epiforecasts-tsensemble,inc case,2024-03-25,2024-04-06,2,LU,Luxembourg,5,3,2,0,12,-0.4,1,1,23
epiforecasts-tsensemble,inc case,2024-04-01,2024-04-06,1,LU,Luxembourg,5,3,1,0,10,-0.4,1,1,23
ECDC-norrsken_blue,inc case,2024-03-18,2024-04-13,4,LU,Luxembourg,11,9,2,0,13,-0.4,1,1,23
ECDC-norrsken_blue,inc case,2024-03-25,2024-04-13,3,LU,Luxembourg,16,15,0,0,5,-0.1,1,1,23
ECDC-norrsken_blue,inc case,2024-04-01,2024-04-13,2,LU,Luxembourg,16,15,0,0,5,-0.1,1,1,23
ECDC-norrsken_blue,inc case,2024-04-08,2024-04-13,1,LU,Luxembourg,8,7,1,0,6,-0.2,1,1,23
ECDC-norrsken_green,inc case,2024-03-18,2024-04-13,4,LU,Luxembourg,4,2,2,0,9,-0.7,0,1,23
ECDC-norrsken_green,inc case,2024-03-25,2024-04-13,3,LU,Luxembourg,6,2,5,0,11,-0.8,0,1,23
ECDC-norrsken_green,inc case,2024-04-01,2024-04-13,2,LU,Luxembourg,6,2,5,0,11,-0.8,0,1,23
ECDC-norrsken_green,inc case,2024-04-08,2024-04-13,1,LU,Luxembourg,6,1,5,0,10,-0.9,0,1,23
ECDC-soca_simplex,inc case,2024-03-25,2024-04-13,3,LU,Luxembourg,1,0,1,0,2,-0.8,0,1,23
ECDC-soca_simplex,inc case,2024-04-08,2024-04-13,1,LU,Luxembourg,3,0,3,0,4,-1,0,0,23
EuroCOVIDhub-baseline,inc case,2024-03-18,2024-04-13,4,LU,Luxembourg,135,135,0,0,10,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2024-03-25,2024-04-13,3,LU,Luxembourg,104,103,0,0,1,-0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2024-04-01,2024-04-13,2,LU,Luxembourg,71,71,0,0,1,-0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2024-04-08,2024-04-13,1,LU,Luxembourg,35,35,0,0,3,-0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-03-18,2024-04-13,4,LU,Luxembourg,9,7,2,0,11,-0.4,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-03-25,2024-04-13,3,LU,Luxembourg,10,10,1,0,8,-0.2,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-04-01,2024-04-13,2,LU,Luxembourg,10,9,1,0,8,-0.2,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-04-08,2024-04-13,1,LU,Luxembourg,7,6,0,0,4,-0.2,1,1,23
Lydia-SARIMA,inc case,2024-03-25,2024-04-13,3,LU,Luxembourg,255,252,0,3,73,0.1,1,1,23
Lydia-SARIMA,inc case,2024-04-01,2024-04-13,2,LU,Luxembourg,224,221,0,3,58,0.1,1,1,23
Lydia-SARIMA,inc case,2024-04-08,2024-04-13,1,LU,Luxembourg,159,159,0,0,8,0.1,1,1,23
epiforecasts-tsensemble,inc case,2024-03-18,2024-04-13,4,LU,Luxembourg,8,5,2,0,16,-0.4,1,1,23
epiforecasts-tsensemble,inc case,2024-03-25,2024-04-13,3,LU,Luxembourg,9,3,7,0,22,-0.6,0,1,23
epiforecasts-tsensemble,inc case,2024-04-01,2024-04-13,2,LU,Luxembourg,10,2,8,0,22,-0.7,0,1,23
epiforecasts-tsensemble,inc case,2024-04-08,2024-04-13,1,LU,Luxembourg,5,5,0,0,3,-0.1,1,1,23
ECDC-norrsken_blue,inc case,2024-03-25,2024-04-20,4,LU,Luxembourg,21,20,0,1,8,0.2,1,1,23
ECDC-norrsken_blue,inc case,2024-04-01,2024-04-20,3,LU,Luxembourg,21,20,0,1,8,0.2,1,1,23
ECDC-norrsken_blue,inc case,2024-04-08,2024-04-20,2,LU,Luxembourg,11,11,0,0,4,0.2,1,1,23
ECDC-norrsken_blue,inc case,2024-04-15,2024-04-20,1,LU,Luxembourg,4,2,2,0,7,-0.5,1,1,23
ECDC-norrsken_green,inc case,2024-03-25,2024-04-20,4,LU,Luxembourg,2,2,1,0,4,-0.4,1,1,23
ECDC-norrsken_green,inc case,2024-04-01,2024-04-20,3,LU,Luxembourg,2,2,1,0,4,-0.4,1,1,23
ECDC-norrsken_green,inc case,2024-04-08,2024-04-20,2,LU,Luxembourg,2,1,1,0,3,-0.4,1,1,23
ECDC-norrsken_green,inc case,2024-04-15,2024-04-20,1,LU,Luxembourg,2,1,1,0,4,-0.7,0,1,23
ECDC-soca_simplex,inc case,2024-04-08,2024-04-20,2,LU,Luxembourg,8,3,0,5,14,0.8,0,1,23
ECDC-soca_simplex,inc case,2024-04-15,2024-04-20,1,LU,Luxembourg,0,0,0,0,0,0,1,1,23
EuroCOVIDhub-baseline,inc case,2024-03-25,2024-04-20,4,LU,Luxembourg,133,132,0,0,8,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2024-04-01,2024-04-20,3,LU,Luxembourg,104,103,0,0,8,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2024-04-08,2024-04-20,2,LU,Luxembourg,70,70,0,0,6,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2024-04-15,2024-04-20,1,LU,Luxembourg,34,33,0,0,2,-0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-03-25,2024-04-20,4,LU,Luxembourg,12,12,0,0,2,0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-04-01,2024-04-20,3,LU,Luxembourg,12,12,0,0,2,0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-04-08,2024-04-20,2,LU,Luxembourg,8,8,0,0,4,0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-04-15,2024-04-20,1,LU,Luxembourg,3,2,1,0,5,-0.5,1,1,23
Lydia-SARIMA,inc case,2024-04-01,2024-04-20,3,LU,Luxembourg,253,251,0,2,50,0.1,1,1,23
Lydia-SARIMA,inc case,2024-04-08,2024-04-20,2,LU,Luxembourg,212,210,0,2,46,0.1,1,1,23
Lydia-SARIMA,inc case,2024-04-15,2024-04-20,1,LU,Luxembourg,153,153,0,0,0,0,1,1,23
epiforecasts-tsensemble,inc case,2024-03-25,2024-04-20,4,LU,Luxembourg,6,2,5,0,13,-0.6,0,1,23
epiforecasts-tsensemble,inc case,2024-04-01,2024-04-20,3,LU,Luxembourg,6,2,4,0,13,-0.6,0,1,23
epiforecasts-tsensemble,inc case,2024-04-08,2024-04-20,2,LU,Luxembourg,5,5,0,0,4,0.2,1,1,23
epiforecasts-tsensemble,inc case,2024-04-15,2024-04-20,1,LU,Luxembourg,3,2,1,0,6,-0.5,1,1,23
ECDC-norrsken_blue,inc case,2024-04-01,2024-04-27,4,LU,Luxembourg,26,26,0,0,1,-0.1,1,1,23
ECDC-norrsken_blue,inc case,2024-04-08,2024-04-27,3,LU,Luxembourg,16,15,1,0,8,-0.2,1,1,23
ECDC-norrsken_blue,inc case,2024-04-15,2024-04-27,2,LU,Luxembourg,13,3,10,0,24,-0.7,0,1,23
ECDC-norrsken_blue,inc case,2024-04-22,2024-04-27,1,LU,Luxembourg,10,7,0,3,15,0.4,1,1,23
ECDC-norrsken_green,inc case,2024-04-01,2024-04-27,4,LU,Luxembourg,13,2,11,0,20,-0.9,0,1,23
ECDC-norrsken_green,inc case,2024-04-08,2024-04-27,3,LU,Luxembourg,13,1,12,0,20,-0.9,0,1,23
ECDC-norrsken_green,inc case,2024-04-15,2024-04-27,2,LU,Luxembourg,15,1,15,0,21,-1,0,0,23
ECDC-norrsken_green,inc case,2024-04-22,2024-04-27,1,LU,Luxembourg,3,2,2,0,5,-0.6,0,1,23
ECDC-soca_simplex,inc case,2024-04-08,2024-04-27,3,LU,Luxembourg,9,2,7,0,16,-0.8,0,1,23
ECDC-soca_simplex,inc case,2024-04-15,2024-04-27,2,LU,Luxembourg,15,1,14,0,18,-1,0,0,23
ECDC-soca_simplex,inc case,2024-04-22,2024-04-27,1,LU,Luxembourg,10,5,0,6,18,0.8,0,1,23
EuroCOVIDhub-baseline,inc case,2024-04-01,2024-04-27,4,LU,Luxembourg,133,133,0,0,7,-0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2024-04-08,2024-04-27,3,LU,Luxembourg,102,102,0,0,9,-0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2024-04-15,2024-04-27,2,LU,Luxembourg,69,68,1,0,17,-0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2024-04-22,2024-04-27,1,LU,Luxembourg,35,35,0,0,7,-0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-04-01,2024-04-27,4,LU,Luxembourg,16,15,1,0,14,-0.2,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-04-08,2024-04-27,3,LU,Luxembourg,12,11,1,0,9,-0.2,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-04-15,2024-04-27,2,LU,Luxembourg,13,3,11,0,22,-0.8,0,1,23
EuroCOVIDhub-ensemble,inc case,2024-04-22,2024-04-27,1,LU,Luxembourg,4,3,1,0,7,-0.5,1,1,23
Lydia-SARIMA,inc case,2024-04-08,2024-04-27,3,LU,Luxembourg,245,244,0,2,39,0.1,1,1,23
Lydia-SARIMA,inc case,2024-04-15,2024-04-27,2,LU,Luxembourg,209,209,0,0,2,-0.1,1,1,23
Lydia-SARIMA,inc case,2024-04-22,2024-04-27,1,LU,Luxembourg,160,159,0,1,23,0.1,1,1,23
epiforecasts-EpiNow2,inc case,2024-04-22,2024-04-27,1,LU,Luxembourg,12,1,11,0,19,-0.9,0,1,23
epiforecasts-tsensemble,inc case,2024-04-01,2024-04-27,4,LU,Luxembourg,15,2,13,0,28,-0.8,0,1,23
epiforecasts-tsensemble,inc case,2024-04-08,2024-04-27,3,LU,Luxembourg,7,6,1,0,9,-0.3,1,1,23
epiforecasts-tsensemble,inc case,2024-04-15,2024-04-27,2,LU,Luxembourg,15,2,13,0,23,-1,0,0,23
epiforecasts-tsensemble,inc case,2024-04-22,2024-04-27,1,LU,Luxembourg,4,2,2,0,8,-0.5,1,1,23
ECDC-norrsken_blue,inc case,2024-04-08,2024-05-04,4,LU,Luxembourg,21,21,0,0,7,-0.1,1,1,23
ECDC-norrsken_blue,inc case,2024-04-15,2024-05-04,3,LU,Luxembourg,15,4,11,0,26,-0.7,0,1,23
ECDC-norrsken_blue,inc case,2024-04-22,2024-05-04,2,LU,Luxembourg,17,12,0,5,27,0.5,1,1,23
ECDC-norrsken_blue,inc case,2024-04-29,2024-05-04,1,LU,Luxembourg,15,11,0,4,24,0.5,1,1,23
ECDC-norrsken_green,inc case,2024-04-08,2024-05-04,4,LU,Luxembourg,16,1,15,0,25,-0.9,0,1,23
ECDC-norrsken_green,inc case,2024-04-15,2024-05-04,3,LU,Luxembourg,19,1,18,0,25,-1,0,0,23
ECDC-norrsken_green,inc case,2024-04-22,2024-05-04,2,LU,Luxembourg,4,3,1,0,4,-0.5,1,1,23
ECDC-norrsken_green,inc case,2024-04-29,2024-05-04,1,LU,Luxembourg,4,3,1,0,4,-0.5,1,1,23
ECDC-soca_simplex,inc case,2024-04-15,2024-05-04,3,LU,Luxembourg,22,0,22,0,22,-1,0,0,23
ECDC-soca_simplex,inc case,2024-04-22,2024-05-04,2,LU,Luxembourg,27,10,0,17,44,0.9,0,1,23
ECDC-soca_simplex,inc case,2024-04-29,2024-05-04,1,LU,Luxembourg,12,1,11,0,16,-1,0,0,23
EuroCOVIDhub-baseline,inc case,2024-04-08,2024-05-04,4,LU,Luxembourg,131,131,1,0,12,-0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2024-04-15,2024-05-04,3,LU,Luxembourg,101,100,1,0,20,-0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2024-04-22,2024-05-04,2,LU,Luxembourg,70,69,0,0,10,-0.1,1,1,23
