model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,ae,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
RobertWalraven-ESG,inc case,4,RO,2481,231,1890,360,1.65,5416,0.72,0.21,0.67,-0.15,1,24,Romania
Karlen-pypm,inc case,1,RO,411,349,15,47,0.57,372,0.32,0.88,1,0.1,1,8,Romania
Karlen-pypm,inc case,2,RO,839,582,26,231,0.56,1119,0.49,0.57,1,0.19,1,7,Romania
Karlen-pypm,inc case,3,RO,2001,1134,48,820,0.87,2852,0.76,0.5,1,0.37,1,6,Romania
Karlen-pypm,inc case,4,RO,4722,2150,107,2466,1.51,7250,1.38,0.4,1,0.55,1,5,Romania
EuroCOVIDhub-baseline,inc death,1,RO,120,10,49,61,1,157,1,0.22,0.74,-0.09,1,27,Romania
EuroCOVIDhub-ensemble,inc death,1,RO,79,19,48,12,0.64,108,0.68,0.48,0.81,-0.15,1,27,Romania
IEM_Health-CovidProject,inc death,1,RO,85,29,26,31,0.71,134,0.84,0.44,0.85,0.02,1,27,Romania
ILM-EKF,inc death,1,RO,92,37,46,10,0.75,111,0.69,0.63,0.85,-0.06,1,27,Romania
LANL-GrowthRate,inc death,1,RO,115,11,101,3,0.95,142,0.89,0.27,0.73,-0.49,1,26,Romania
RobertWalraven-ESG,inc death,1,RO,99,15,49,35,0.84,135,0.88,0.19,0.63,-0.11,1,27,Romania
USC-SIkJalpha,inc death,1,RO,115,15,56,43,0.99,139,0.91,0.26,0.33,0.02,1,27,Romania
epiforecasts-EpiNow2,inc death,1,RO,113,14,94,5,0.88,139,0.86,0.33,0.7,-0.29,1,27,Romania
EuroCOVIDhub-baseline,inc death,2,RO,167,19,61,87,1,227,1,0.19,0.69,-0.09,1,26,Romania
EuroCOVIDhub-ensemble,inc death,2,RO,110,23,64,22,0.63,151,0.66,0.46,0.77,-0.22,1,26,Romania
IEM_Health-CovidProject,inc death,2,RO,149,43,42,64,0.85,224,0.93,0.27,0.69,0.06,1,26,Romania
ILM-EKF,inc death,2,RO,123,36,76,12,0.7,148,0.63,0.69,0.77,-0.19,1,26,Romania
LANL-GrowthRate,inc death,2,RO,125,14,108,4,0.96,156,0.82,0.32,0.56,-0.56,1,25,Romania
RobertWalraven-ESG,inc death,2,RO,172,18,90,63,1.02,218,0.95,0.27,0.46,-0.13,1,26,Romania
USC-SIkJalpha,inc death,2,RO,135,17,83,35,0.85,163,0.75,0.27,0.42,-0.04,1,26,Romania
epiforecasts-EpiNow2,inc death,2,RO,147,15,126,6,0.82,176,0.74,0.31,0.62,-0.26,1,26,Romania
EuroCOVIDhub-baseline,inc death,3,RO,224,26,78,120,1,304,1,0.16,0.56,0.01,1,25,Romania
EuroCOVIDhub-ensemble,inc death,3,RO,131,29,72,30,0.62,177,0.61,0.4,0.76,-0.2,1,25,Romania
IEM_Health-CovidProject,inc death,3,RO,212,61,53,99,0.95,323,1.03,0.24,0.64,0.06,1,25,Romania
ILM-EKF,inc death,3,RO,153,38,101,14,0.67,180,0.6,0.56,0.72,-0.24,1,25,Romania
LANL-GrowthRate,inc death,3,RO,166,16,147,3,0.86,197,0.72,0.25,0.67,-0.58,1,24,Romania
RobertWalraven-ESG,inc death,3,RO,245,22,131,92,1.1,304,0.99,0.24,0.36,-0.15,1,25,Romania
USC-SIkJalpha,inc death,3,RO,158,19,96,43,0.78,184,0.66,0.28,0.4,-0.04,1,25,Romania
epiforecasts-EpiNow2,inc death,3,RO,173,19,143,11,0.74,209,0.66,0.24,0.64,-0.2,1,25,Romania
EuroCOVIDhub-baseline,inc death,4,RO,278,31,86,161,1,376,1,0.21,0.46,0.03,1,24,Romania
EuroCOVIDhub-ensemble,inc death,4,RO,164,37,89,38,0.64,221,0.63,0.38,0.71,-0.06,1,24,Romania
IEM_Health-CovidProject,inc death,4,RO,310,84,71,155,1.14,474,1.24,0.12,0.62,0.11,1,24,Romania
ILM-EKF,inc death,4,RO,179,44,120,14,0.65,214,0.58,0.42,0.71,-0.17,1,24,Romania
LANL-GrowthRate,inc death,4,RO,151,20,127,4,0.69,181,0.58,0.43,0.74,-0.49,1,23,Romania
RobertWalraven-ESG,inc death,4,RO,302,25,162,115,1.1,372,0.97,0.17,0.25,-0.11,1,24,Romania
UMass-MechBayes,inc death,1,RO,105,17,63,25,0.74,129,0.74,0.25,0.67,-0.27,1,24,Romania
USC-SIkJalpha,inc death,4,RO,190,23,118,49,0.77,208,0.61,0.42,0.42,0.07,1,24,Romania
epiforecasts-EpiNow2,inc death,4,RO,191,26,147,17,0.68,230,0.6,0.21,0.62,-0.16,1,24,Romania
LANL-GrowthRate,inc death,5,RO,157,27,124,6,NA,203,NA,0.36,0.68,-0.35,1,22,Romania
UMass-MechBayes,inc death,2,RO,146,20,93,33,0.73,167,0.67,0.35,0.65,-0.33,1,23,Romania
USC-SIkJalpha,inc death,5,RO,214,29,129,57,NA,240,NA,0.17,0.35,0.21,1,23,Romania
LANL-GrowthRate,inc death,6,RO,175,34,126,15,NA,233,NA,0.43,0.76,-0.26,1,21,Romania
UMass-MechBayes,inc death,3,RO,167,25,102,39,0.71,207,0.68,0.18,0.59,-0.47,1,22,Romania
UMass-MechBayes,inc death,4,RO,208,31,129,48,0.76,246,0.68,0.29,0.52,-0.32,1,21,Romania
MUNI-ARIMA,inc death,1,RO,85,14,41,31,0.61,115,0.64,0.42,0.79,0.06,1,19,Romania
MUNI-ARIMA,inc death,2,RO,143,22,54,67,0.75,195,0.77,0.33,0.78,-0.06,1,18,Romania
MUNI-ARIMA,inc death,3,RO,200,30,76,94,0.78,271,0.81,0.38,0.62,-0.13,1,16,Romania
MUNI-ARIMA,inc death,4,RO,228,37,75,116,0.74,337,0.81,0.13,0.67,-0.16,1,15,Romania
Karlen-pypm,inc death,1,RO,24,7,18,0,1.08,15,0.46,0.12,1,-0.69,1,8,Romania
Karlen-pypm,inc death,2,RO,42,8,34,0,1.38,31,0.63,0.14,1,-0.73,1,7,Romania
Karlen-pypm,inc death,3,RO,72,12,61,0,1.41,49,0.57,0.17,1,-0.75,1,6,Romania
Karlen-pypm,inc death,4,RO,89,17,72,0,1.17,76,0.6,0.2,1,-0.72,1,5,Romania
EuroCOVIDhub-baseline,inc case,1,SE,1970,415,561,993,1,2830,1,0.37,0.93,0.09,1,27,Sweden
EuroCOVIDhub-ensemble,inc case,1,SE,2092,1271,400,421,0.98,2613,0.91,0.67,0.93,-0.03,1,27,Sweden
IEM_Health-CovidProject,inc case,1,SE,2097,1037,207,853,1.02,2930,1.06,0.41,0.85,0.19,1,27,Sweden
ILM-EKF,inc case,1,SE,1726,686,359,681,0.88,2756,1,0.48,0.85,0.02,1,27,Sweden
LANL-GrowthRate,inc case,1,SE,3095,1917,605,572,1.52,4366,1.58,0.62,0.92,-0.17,1,26,Sweden
USC-SIkJalpha,inc case,1,SE,2111,808,826,477,0.94,2950,0.93,0.44,0.59,-0.2,1,27,Sweden
epiforecasts-EpiNow2,inc case,1,SE,2811,1962,307,542,1.37,4022,1.32,0.78,1,0,1,27,Sweden
EuroCOVIDhub-baseline,inc case,2,SE,3265,825,713,1727,1,4926,1,0.5,0.96,0.04,1,26,Sweden
EuroCOVIDhub-ensemble,inc case,2,SE,2801,1667,443,692,0.81,3604,0.73,0.58,0.92,-0.04,1,26,Sweden
IEM_Health-CovidProject,inc case,2,SE,3480,1477,387,1616,1.04,5090,1.06,0.31,0.73,0.17,1,26,Sweden
ILM-EKF,inc case,2,SE,2622,1221,321,1080,0.81,3835,0.82,0.42,0.81,0.04,1,26,Sweden
LANL-GrowthRate,inc case,2,SE,3541,1975,780,786,1.06,5030,1.04,0.48,0.88,-0.15,1,25,Sweden
USC-SIkJalpha,inc case,2,SE,2913,903,1245,764,0.8,4298,0.81,0.35,0.54,-0.19,1,26,Sweden
epiforecasts-EpiNow2,inc case,2,SE,3550,2425,314,811,1.09,4967,1,0.62,1,-0.03,1,26,Sweden
EuroCOVIDhub-baseline,inc case,3,SE,4509,1164,790,2555,1,6998,1,0.44,0.92,0.07,1,25,Sweden
EuroCOVIDhub-ensemble,inc case,3,SE,3630,2176,464,989,0.78,4899,0.71,0.56,0.92,0.01,1,25,Sweden
IEM_Health-CovidProject,inc case,3,SE,5196,2016,559,2620,1.13,7484,1.08,0.24,0.68,0.15,1,25,Sweden
ILM-EKF,inc case,3,SE,3934,1897,428,1609,0.89,5550,0.84,0.4,0.84,0.07,1,25,Sweden
LANL-GrowthRate,inc case,3,SE,4043,2052,1026,965,0.91,6126,0.89,0.29,0.83,-0.14,1,24,Sweden
USC-SIkJalpha,inc case,3,SE,3631,994,1643,994,0.78,5313,0.73,0.32,0.52,-0.22,1,25,Sweden
epiforecasts-EpiNow2,inc case,3,SE,4718,2956,456,1306,1.1,6340,0.92,0.56,0.96,-0.06,1,25,Sweden
EuroCOVIDhub-baseline,inc case,4,SE,5781,1448,829,3504,1,8805,1,0.5,0.83,0.11,1,24,Sweden
EuroCOVIDhub-ensemble,inc case,4,SE,4911,2813,641,1457,0.82,6667,0.75,0.46,0.83,0,1,24,Sweden
IEM_Health-CovidProject,inc case,4,SE,7139,2713,808,3618,1.18,10528,1.16,0.29,0.71,0.07,1,24,Sweden
ILM-EKF,inc case,4,SE,5757,2711,716,2330,0.99,8450,0.97,0.33,0.75,0.03,1,24,Sweden
LANL-GrowthRate,inc case,4,SE,4998,2151,1355,1493,0.91,7493,0.87,0.3,0.74,-0.09,1,23,Sweden
USC-SIkJalpha,inc case,4,SE,4535,1151,1993,1391,0.81,6581,0.73,0.25,0.38,-0.29,1,24,Sweden
epiforecasts-EpiNow2,inc case,4,SE,5916,3309,748,1859,1.13,7869,0.91,0.42,0.83,-0.09,1,24,Sweden
LANL-GrowthRate,inc case,5,SE,5868,2289,1631,1948,NA,9047,NA,0.27,0.64,-0.06,1,22,Sweden
USC-SIkJalpha,inc case,5,SE,5544,1284,2491,1770,NA,7694,NA,0.3,0.39,-0.24,1,23,Sweden
LANL-GrowthRate,inc case,6,SE,6336,2499,1446,2391,NA,9787,NA,0.24,0.67,0.02,1,21,Sweden
MUNI-ARIMA,inc case,1,SE,2271,377,565,1329,1.43,2913,1.35,0.53,0.79,0.05,1,19,Sweden
MUNI-ARIMA,inc case,2,SE,3413,687,532,2193,1.29,4742,1.24,0.44,0.78,-0.04,1,18,Sweden
RobertWalraven-ESG,inc case,1,SE,1385,223,568,593,1.03,3031,1.07,0.37,0.7,-0.38,1,27,Sweden
MUNI-ARIMA,inc case,3,SE,4106,842,492,2773,1.15,5946,1.12,0.44,0.75,-0.21,1,16,Sweden
RobertWalraven-ESG,inc case,2,SE,1804,270,658,877,0.86,4561,0.92,0.27,0.62,-0.38,1,26,Sweden
MUNI-ARIMA,inc case,4,SE,5055,956,900,3199,1.18,7400,1.17,0.33,0.73,-0.29,1,15,Sweden
RobertWalraven-ESG,inc case,3,SE,2173,312,1031,830,0.85,5980,0.86,0.08,0.64,-0.47,1,25,Sweden
RobertWalraven-ESG,inc case,4,SE,2705,351,1364,990,0.84,6690,0.78,0.17,0.58,-0.56,1,24,Sweden
Karlen-pypm,inc case,1,SE,956,709,17,230,1.68,1197,1.45,0.88,1,0.2,1,8,Sweden
Karlen-pypm,inc case,2,SE,1993,1151,40,802,1.59,3090,1.73,0.57,1,0.33,1,7,Sweden
Karlen-pypm,inc case,3,SE,4148,1915,67,2167,1.97,6604,2.15,0.33,0.83,0.48,1,6,Sweden
Karlen-pypm,inc case,4,SE,7888,3101,109,4679,2.86,12320,3.36,0.4,0.8,0.52,1,5,Sweden
EuroCOVIDhub-baseline,inc death,1,SE,14,10,2,3,1,18,1,0.85,1,0.11,1,27,Sweden
EuroCOVIDhub-ensemble,inc death,1,SE,13,8,1,4,0.82,17,0.98,0.52,0.96,0.28,1,27,Sweden
IEM_Health-CovidProject,inc death,1,SE,17,8,4,4,1.06,27,1.44,0.52,0.93,0.06,1,27,Sweden
ILM-EKF,inc death,1,SE,15,12,1,3,1,16,0.9,0.74,0.96,0.15,1,27,Sweden
LANL-GrowthRate,inc death,1,SE,13,4,1,9,0.83,20,1.08,0.27,0.85,0.38,1,26,Sweden
RobertWalraven-ESG,inc death,1,SE,10,5,3,1,0.64,13,0.74,0.78,0.89,-0.16,1,27,Sweden
USC-SIkJalpha,inc death,1,SE,12,4,4,4,0.77,13,0.75,0.3,0.48,0.21,1,27,Sweden
epiforecasts-EpiNow2,inc death,1,SE,17,9,1,7,1.06,26,1.34,0.43,1,0.25,1,23,Sweden
EuroCOVIDhub-baseline,inc death,2,SE,20,17,1,2,1,21,1,0.96,1,0.11,1,26,Sweden
EuroCOVIDhub-ensemble,inc death,2,SE,16,10,1,5,0.7,23,1.11,0.62,0.96,0.34,1,26,Sweden
IEM_Health-CovidProject,inc death,2,SE,22,12,5,6,1.02,37,1.7,0.31,0.85,0.21,1,26,Sweden
ILM-EKF,inc death,2,SE,16,13,1,3,0.73,19,0.84,0.85,0.96,0.19,1,26,Sweden
LANL-GrowthRate,inc death,2,SE,14,4,1,9,0.62,22,1.01,0.28,0.92,0.47,1,25,Sweden
RobertWalraven-ESG,inc death,2,SE,11,6,4,1,0.49,15,0.71,0.77,0.96,-0.13,1,26,Sweden
USC-SIkJalpha,inc death,2,SE,13,5,3,5,0.59,16,0.75,0.5,0.65,0.19,1,26,Sweden
epiforecasts-EpiNow2,inc death,2,SE,26,15,0,10,0.99,36,1.37,0.64,1,0.33,1,22,Sweden
EuroCOVIDhub-baseline,inc death,3,SE,25,23,0,3,1,25,1,1,1,0.1,1,25,Sweden
EuroCOVIDhub-ensemble,inc death,3,SE,19,12,0,6,0.64,26,0.98,0.68,0.96,0.32,1,25,Sweden
IEM_Health-CovidProject,inc death,3,SE,32,16,6,10,1.1,52,1.93,0.32,0.88,0.13,1,25,Sweden
ILM-EKF,inc death,3,SE,18,15,0,3,0.63,21,0.73,0.84,0.96,0.19,1,25,Sweden
LANL-GrowthRate,inc death,3,SE,13,5,1,8,0.53,21,0.9,0.21,0.79,0.46,1,24,Sweden
RobertWalraven-ESG,inc death,3,SE,13,7,4,1,0.46,17,0.67,0.8,0.96,-0.16,1,25,Sweden
USC-SIkJalpha,inc death,3,SE,12,6,2,5,0.44,14,0.54,0.4,0.56,0.2,1,25,Sweden
epiforecasts-EpiNow2,inc death,3,SE,30,19,0,11,0.91,37,1.11,0.81,1,0.26,1,21,Sweden
EuroCOVIDhub-baseline,inc death,4,SE,31,27,0,3,1,32,1,1,1,0.12,1,24,Sweden
EuroCOVIDhub-ensemble,inc death,4,SE,24,15,0,8,0.66,31,0.93,0.54,0.96,0.38,1,24,Sweden
IEM_Health-CovidProject,inc death,4,SE,43,23,7,14,1.21,65,1.88,0.21,0.88,0.11,1,24,Sweden
ILM-EKF,inc death,4,SE,22,16,0,5,0.61,27,0.74,0.88,0.96,0.2,1,24,Sweden
LANL-GrowthRate,inc death,4,SE,19,5,1,12,0.58,30,0.93,0.13,0.65,0.47,1,23,Sweden
RobertWalraven-ESG,inc death,4,SE,13,9,4,1,0.4,18,0.57,0.83,1,-0.12,1,24,Sweden
USC-SIkJalpha,inc death,4,SE,14,7,2,5,0.38,16,0.46,0.46,0.67,0.18,1,24,Sweden
epiforecasts-EpiNow2,inc death,4,SE,36,23,0,13,0.9,45,1.03,0.7,0.95,0.31,1,20,Sweden
LANL-GrowthRate,inc death,5,SE,19,6,1,12,NA,29,NA,0.36,0.86,0.44,1,22,Sweden
UMass-MechBayes,inc death,1,SE,43,13,1,30,3.09,64,3.81,0.22,0.83,0.56,1,23,Sweden
USC-SIkJalpha,inc death,5,SE,16,8,2,6,NA,16,NA,0.48,0.7,0.05,1,23,Sweden
LANL-GrowthRate,inc death,6,SE,21,7,0,14,NA,32,NA,0.33,0.81,0.48,1,21,Sweden
UMass-MechBayes,inc death,2,SE,48,15,0,32,2.23,70,3.56,0.27,0.86,0.54,1,22,Sweden
UMass-MechBayes,inc death,3,SE,50,19,0,30,1.63,70,2.71,0.38,0.95,0.53,1,21,Sweden
UMass-MechBayes,inc death,4,SE,55,25,1,29,1.69,78,2.59,0.45,0.9,0.47,1,20,Sweden
MUNI-ARIMA,inc death,1,SE,10,6,0,4,1.1,13,1.1,0.68,0.95,0.25,1,19,Sweden
MUNI-ARIMA,inc death,2,SE,15,8,0,7,1.14,24,1.8,0.5,1,0.43,1,18,Sweden
MUNI-ARIMA,inc death,3,SE,21,9,0,11,1.27,31,2.08,0.5,1,0.44,1,16,Sweden
MUNI-ARIMA,inc death,4,SE,26,11,0,15,1.33,41,2.1,0.4,0.93,0.51,1,15,Sweden
Karlen-pypm,inc death,1,SE,3,1,2,0,0.76,4,1.07,0.62,1,-0.08,1,8,Sweden
Karlen-pypm,inc death,2,SE,4,1,2,1,0.66,5,1.08,0.43,1,0.01,1,7,Sweden
Karlen-pypm,inc death,3,SE,4,2,1,1,0.78,6,1.47,0.5,0.83,-0.05,1,6,Sweden
Karlen-pypm,inc death,4,SE,5,3,1,2,0.79,8,1.56,0.4,1,0.16,1,5,Sweden
EuroCOVIDhub-baseline,inc case,1,SI,401,79,168,153,1,597,1,0.15,1,0.06,1,27,Slovenia
EuroCOVIDhub-ensemble,inc case,1,SI,289,164,65,61,0.66,442,0.71,0.48,0.93,-0.06,1,27,Slovenia
IEM_Health-CovidProject,inc case,1,SI,361,214,72,76,0.77,585,0.89,0.52,0.96,-0.07,1,27,Slovenia
ILM-EKF,inc case,1,SI,355,162,102,90,0.82,571,0.91,0.33,0.96,-0.09,1,27,Slovenia
LANL-GrowthRate,inc case,1,SI,407,236,166,4,0.9,634,0.99,0.5,0.96,-0.43,1,26,Slovenia
USC-SIkJalpha,inc case,1,SI,356,125,91,140,0.8,520,0.81,0.33,0.59,-0.04,1,27,Slovenia
epiforecasts-EpiNow2,inc case,1,SI,387,159,42,186,0.91,543,0.85,0.52,0.81,0.02,1,27,Slovenia
EuroCOVIDhub-baseline,inc case,2,SI,644,167,242,235,1,1002,1,0.31,1,0.04,1,26,Slovenia
EuroCOVIDhub-ensemble,inc case,2,SI,618,260,133,225,0.88,994,0.91,0.38,0.92,-0.05,1,26,Slovenia
IEM_Health-CovidProject,inc case,2,SI,578,281,139,158,0.75,930,0.81,0.27,0.81,-0.06,1,26,Slovenia
ILM-EKF,inc case,2,SI,581,238,188,155,0.82,925,0.85,0.27,0.81,-0.1,1,26,Slovenia
LANL-GrowthRate,inc case,2,SI,518,281,215,22,0.7,797,0.72,0.48,0.96,-0.35,1,25,Slovenia
USC-SIkJalpha,inc case,2,SI,613,135,223,255,0.85,831,0.76,0.15,0.31,-0.1,1,26,Slovenia
epiforecasts-EpiNow2,inc case,2,SI,1612,507,109,995,2.39,2365,2.14,0.38,0.73,-0.01,1,26,Slovenia
EuroCOVIDhub-baseline,inc case,3,SI,869,243,295,331,1,1422,1,0.2,1,0.09,1,25,Slovenia
EuroCOVIDhub-ensemble,inc case,3,SI,1107,324,227,557,1.22,1671,1.1,0.24,0.8,-0.01,1,25,Slovenia
IEM_Health-CovidProject,inc case,3,SI,864,361,249,255,0.87,1410,0.89,0.24,0.8,-0.04,1,25,Slovenia
ILM-EKF,inc case,3,SI,823,315,293,214,0.88,1327,0.87,0.36,0.76,-0.1,1,25,Slovenia
LANL-GrowthRate,inc case,3,SI,691,306,316,69,0.75,1058,0.71,0.42,0.83,-0.27,1,24,Slovenia
USC-SIkJalpha,inc case,3,SI,899,144,380,374,0.96,1158,0.77,0.24,0.28,-0.02,1,25,Slovenia
epiforecasts-EpiNow2,inc case,3,SI,3758,675,159,2924,4.25,4989,3.22,0.4,0.72,0.03,1,25,Slovenia
EuroCOVIDhub-baseline,inc case,4,SI,1039,311,305,424,1,1735,1,0.25,1,0.12,1,24,Slovenia
EuroCOVIDhub-ensemble,inc case,4,SI,1154,392,350,412,1.1,1831,1.01,0.21,0.75,0.05,1,24,Slovenia
IEM_Health-CovidProject,inc case,4,SI,1203,456,383,364,1.07,1858,0.98,0.21,0.62,0.01,1,24,Slovenia
ILM-EKF,inc case,4,SI,1117,396,432,289,1.02,1740,0.94,0.25,0.79,-0.05,1,24,Slovenia
LANL-GrowthRate,inc case,4,SI,887,333,429,125,0.87,1284,0.73,0.39,0.74,-0.17,1,23,Slovenia
USC-SIkJalpha,inc case,4,SI,1164,162,500,502,1.07,1517,0.82,0.17,0.21,-0.02,1,24,Slovenia
epiforecasts-EpiNow2,inc case,4,SI,2588,832,198,1558,2.62,3552,1.99,0.33,0.71,0.02,1,24,Slovenia
LANL-GrowthRate,inc case,5,SI,1093,368,505,219,NA,1596,NA,0.36,0.77,-0.04,1,22,Slovenia
USC-SIkJalpha,inc case,5,SI,1460,177,634,648,NA,1825,NA,0.13,0.17,0.02,1,23,Slovenia
LANL-GrowthRate,inc case,6,SI,1326,421,543,362,NA,1887,NA,0.29,0.81,0.08,1,21,Slovenia
MUNI-ARIMA,inc case,1,SI,199,102,48,49,0.61,319,0.7,0.58,1,0.03,1,19,Slovenia
MUNI-ARIMA,inc case,2,SI,373,227,55,91,0.67,625,0.77,0.61,1,0.01,1,18,Slovenia
RobertWalraven-ESG,inc case,1,SI,279,54,139,85,0.94,588,0.93,0.22,0.7,-0.15,1,27,Slovenia
MUNI-ARIMA,inc case,3,SI,464,308,77,79,0.61,709,0.6,0.56,1,-0.03,1,16,Slovenia
RobertWalraven-ESG,inc case,2,SI,522,65,352,105,1.07,1035,0.97,0.08,0.69,-0.21,1,26,Slovenia
MUNI-ARIMA,inc case,4,SI,627,389,146,93,0.68,1083,0.75,0.67,1,-0.06,1,15,Slovenia
RobertWalraven-ESG,inc case,3,SI,811,77,620,114,1.17,1420,0.97,0.04,0.64,-0.2,1,25,Slovenia
RobertWalraven-ESG,inc case,4,SI,1066,88,858,120,1.26,1703,0.96,0.12,0.58,-0.19,1,24,Slovenia
Karlen-pypm,inc case,1,SI,202,106,69,27,0.64,296,0.63,0.38,1,-0.36,1,8,Slovenia
Karlen-pypm,inc case,2,SI,394,145,198,51,0.76,630,0.81,0.29,1,-0.36,1,7,Slovenia
Karlen-pypm,inc case,3,SI,649,192,438,20,0.78,951,0.76,0.33,0.83,-0.55,1,6,Slovenia
Karlen-pypm,inc case,4,SI,1154,178,976,0,0.84,1640,0.78,0.2,0.6,-0.79,1,5,Slovenia
EuroCOVIDhub-baseline,inc death,1,SI,4,2,1,1,1,6,1,0.59,1,0.08,1,27,Slovenia
EuroCOVIDhub-ensemble,inc death,1,SI,3,2,1,1,0.72,5,0.81,0.67,0.96,0.05,1,27,Slovenia
IEM_Health-CovidProject,inc death,1,SI,4,2,1,1,0.91,6,1.03,0.52,0.85,-0.06,1,27,Slovenia
ILM-EKF,inc death,1,SI,5,4,0,0,1.15,4,0.71,0.93,0.96,0.05,1,27,Slovenia
LANL-GrowthRate,inc death,1,SI,4,1,1,2,0.96,7,1.18,0.38,0.88,0.12,1,26,Slovenia
RobertWalraven-ESG,inc death,1,SI,4,2,1,1,0.84,5,0.93,0.63,0.96,-0.11,1,27,Slovenia
USC-SIkJalpha,inc death,1,SI,3,1,1,2,0.77,5,0.78,0.48,0.59,0.12,1,27,Slovenia
epiforecasts-EpiNow2,inc death,1,SI,4,2,1,1,0.81,6,0.95,0.59,1,0.18,1,27,Slovenia
EuroCOVIDhub-baseline,inc death,2,SI,6,4,1,1,1,8,1,0.85,1,0.08,1,26,Slovenia
EuroCOVIDhub-ensemble,inc death,2,SI,4,2,1,1,0.59,6,0.71,0.69,0.96,0.11,1,26,Slovenia
IEM_Health-CovidProject,inc death,2,SI,5,2,1,2,0.79,8,0.99,0.62,0.85,0.01,1,26,Slovenia
ILM-EKF,inc death,2,SI,5,5,0,0,0.83,5,0.62,0.96,0.96,0.06,1,26,Slovenia
LANL-GrowthRate,inc death,2,SI,6,1,1,3,0.98,9,1.21,0.28,0.68,0.17,1,25,Slovenia
RobertWalraven-ESG,inc death,2,SI,5,2,2,0,0.69,7,0.83,0.65,0.96,-0.17,1,26,Slovenia
USC-SIkJalpha,inc death,2,SI,4,1,1,2,0.58,6,0.69,0.35,0.69,0.22,1,26,Slovenia
epiforecasts-EpiNow2,inc death,2,SI,4,2,0,2,0.66,7,0.84,0.69,1,0.23,1,26,Slovenia
EuroCOVIDhub-baseline,inc death,3,SI,7,6,0,1,1,9,1,0.96,1,0.11,1,25,Slovenia
EuroCOVIDhub-ensemble,inc death,3,SI,4,3,1,1,0.57,7,0.73,0.72,0.96,0.11,1,25,Slovenia
IEM_Health-CovidProject,inc death,3,SI,6,3,2,2,0.72,10,0.93,0.48,0.92,-0.04,1,25,Slovenia
ILM-EKF,inc death,3,SI,5,5,0,1,0.69,6,0.59,0.92,0.96,0.03,1,25,Slovenia
LANL-GrowthRate,inc death,3,SI,8,1,2,4,1.05,12,1.26,0.17,0.46,0.2,1,24,Slovenia
RobertWalraven-ESG,inc death,3,SI,5,2,3,0,0.66,8,0.77,0.64,0.92,-0.26,1,25,Slovenia
USC-SIkJalpha,inc death,3,SI,4,1,1,2,0.55,6,0.67,0.2,0.48,0.23,1,25,Slovenia
epiforecasts-EpiNow2,inc death,3,SI,9,5,0,4,1.21,13,1.46,0.64,0.92,0.23,1,25,Slovenia
EuroCOVIDhub-baseline,inc death,4,SI,8,7,0,1,1,10,1,0.96,1,0.12,1,24,Slovenia
EuroCOVIDhub-ensemble,inc death,4,SI,6,3,1,2,0.72,10,0.97,0.54,0.96,0.15,1,24,Slovenia
IEM_Health-CovidProject,inc death,4,SI,8,3,2,3,0.86,14,1.18,0.38,0.92,0.04,1,24,Slovenia
ILM-EKF,inc death,4,SI,6,5,1,1,0.66,7,0.7,0.79,0.96,0.02,1,24,Slovenia
LANL-GrowthRate,inc death,4,SI,10,2,2,6,1.09,14,1.31,0.09,0.52,0.23,1,23,Slovenia
RobertWalraven-ESG,inc death,4,SI,6,3,3,0,0.66,9,0.79,0.67,0.88,-0.28,1,24,Slovenia
UMass-MechBayes,inc death,1,SI,3,1,1,1,0.65,4,0.7,0.58,0.96,0.06,1,24,Slovenia
USC-SIkJalpha,inc death,4,SI,5,1,1,3,0.57,7,0.65,0.33,0.46,0.24,1,24,Slovenia
epiforecasts-EpiNow2,inc death,4,SI,18,7,0,10,1.99,26,2.35,0.62,0.92,0.15,1,24,Slovenia
LANL-GrowthRate,inc death,5,SI,11,2,2,8,NA,16,NA,0.05,0.45,0.32,1,22,Slovenia
UMass-MechBayes,inc death,2,SI,3,1,0,1,0.47,4,0.61,0.74,0.96,0.16,1,23,Slovenia
USC-SIkJalpha,inc death,5,SI,7,1,1,4,NA,9,NA,0.22,0.39,0.16,1,23,Slovenia
LANL-GrowthRate,inc death,6,SI,14,2,2,10,NA,19,NA,0.05,0.43,0.4,1,21,Slovenia
UMass-MechBayes,inc death,3,SI,3,2,0,1,0.35,3,0.4,0.91,0.95,0.1,1,22,Slovenia
UMass-MechBayes,inc death,4,SI,3,2,0,1,0.38,5,0.47,0.76,0.95,0.1,1,21,Slovenia
MUNI-ARIMA,inc death,1,SI,4,2,1,1,1.25,6,1.55,0.58,0.95,-0,1,19,Slovenia
MUNI-ARIMA,inc death,2,SI,4,2,1,1,1.09,6,1.6,0.72,1,0.03,1,18,Slovenia
MUNI-ARIMA,inc death,3,SI,4,3,1,1,0.86,6,1.23,0.69,1,-0.04,1,16,Slovenia
MUNI-ARIMA,inc death,4,SI,5,3,1,1,0.86,7,1.18,0.73,1,-0.01,1,15,Slovenia
Karlen-pypm,inc death,1,SI,1,1,0,0,0.58,2,0.62,0.62,1,-0.28,1,8,Slovenia
Karlen-pypm,inc death,2,SI,2,1,1,0,0.63,3,1.06,0.71,1,-0.22,1,7,Slovenia
