model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
LANL-GrowthRate,inc death,5,Overall,NA,NA,0.33,0.75,0.17,569,32,NA
USC-SIkJalpha,inc death,5,Overall,NA,NA,0.36,0.51,0.21,600,32,NA
EuroCOVIDhub-baseline,inc case,1,AT,1,1,0.39,1,0.14,23,1,Austria
EuroCOVIDhub-ensemble,inc case,1,AT,0.59,0.56,0.61,0.91,0.15,23,1,Austria
IEM_Health-CovidProject,inc case,1,AT,0.73,0.72,0.43,0.78,0.27,23,1,Austria
ILM-EKF,inc case,1,AT,0.7,0.79,0.61,0.91,0.09,23,1,Austria
Karlen-pypm,inc case,1,AT,0.64,0.73,0.6,1,0.12,5,1,Austria
LANL-GrowthRate,inc case,1,AT,0.59,0.57,0.41,0.91,-0.31,22,1,Austria
MUNI-ARIMA,inc case,1,AT,0.35,0.47,0.53,1,0.04,15,1,Austria
RobertWalraven-ESG,inc case,1,AT,0.68,0.8,0.57,0.87,-0.14,23,1,Austria
SDSC_ISG-TrendModel,inc case,1,AT,0.45,NA,NA,NA,NA,20,1,Austria
USC-SIkJalpha,inc case,1,AT,0.71,0.94,0.3,0.48,0.32,23,1,Austria
UVA-Ensemble,inc case,1,AT,1.38,NA,0.45,1,NA,22,1,Austria
epiforecasts-EpiNow2,inc case,1,AT,0.65,0.69,0.39,0.7,0.02,23,1,Austria
EuroCOVIDhub-baseline,inc case,2,AT,1,1,0.36,1,0.16,22,1,Austria
EuroCOVIDhub-ensemble,inc case,2,AT,0.59,0.59,0.59,0.91,0.21,22,1,Austria
IEM_Health-CovidProject,inc case,2,AT,0.81,0.84,0.32,0.73,0.34,22,1,Austria
ILM-EKF,inc case,2,AT,0.73,0.85,0.59,0.86,0.12,22,1,Austria
Karlen-pypm,inc case,2,AT,0.95,1.5,0.5,0.75,0.35,4,1,Austria
LANL-GrowthRate,inc case,2,AT,0.53,0.54,0.52,0.86,-0.1,21,1,Austria
MUNI-ARIMA,inc case,2,AT,0.3,0.53,0.71,1,-0.02,14,1,Austria
RobertWalraven-ESG,inc case,2,AT,0.59,0.85,0.45,0.73,-0.32,22,1,Austria
USC-SIkJalpha,inc case,2,AT,0.67,0.91,0.23,0.41,0.36,22,1,Austria
UVA-Ensemble,inc case,2,AT,1.17,NA,0.38,0.95,NA,21,1,Austria
epiforecasts-EpiNow2,inc case,2,AT,0.86,1.13,0.27,0.73,0.07,22,1,Austria
EuroCOVIDhub-baseline,inc case,3,AT,1,1,0.48,1,0.23,21,1,Austria
EuroCOVIDhub-ensemble,inc case,3,AT,0.71,0.73,0.38,0.86,0.3,21,1,Austria
IEM_Health-CovidProject,inc case,3,AT,0.96,1,0.14,0.62,0.38,21,1,Austria
ILM-EKF,inc case,3,AT,0.86,0.91,0.43,0.86,0.11,21,1,Austria
LANL-GrowthRate,inc case,3,AT,0.63,0.65,0.35,0.8,0.07,20,1,Austria
MUNI-ARIMA,inc case,3,AT,0.27,0.64,0.83,1,-0.13,12,1,Austria
RobertWalraven-ESG,inc case,3,AT,0.57,0.83,0.43,0.67,-0.41,21,1,Austria
USC-SIkJalpha,inc case,3,AT,0.71,1.02,0.14,0.19,0.31,21,1,Austria
UVA-Ensemble,inc case,3,AT,0.95,NA,0.47,0.79,NA,19,1,Austria
epiforecasts-EpiNow2,inc case,3,AT,1.25,1.68,0.24,0.52,0.07,21,1,Austria
EuroCOVIDhub-baseline,inc case,4,AT,1,1,0.45,1,0.29,20,1,Austria
EuroCOVIDhub-ensemble,inc case,4,AT,0.89,0.98,0.25,0.75,0.4,20,1,Austria
IEM_Health-CovidProject,inc case,4,AT,1.17,1.2,0.2,0.45,0.42,20,1,Austria
ILM-EKF,inc case,4,AT,1.06,1.09,0.35,0.8,0.09,20,1,Austria
LANL-GrowthRate,inc case,4,AT,0.73,0.75,0.21,0.74,0.22,19,1,Austria
MUNI-ARIMA,inc case,4,AT,0.27,0.66,0.73,1,-0.15,11,1,Austria
RobertWalraven-ESG,inc case,4,AT,0.55,0.84,0.4,0.65,-0.46,20,1,Austria
USC-SIkJalpha,inc case,4,AT,0.82,1.18,0.25,0.3,0.39,20,1,Austria
UVA-Ensemble,inc case,4,AT,1.1,NA,0.24,0.53,NA,17,1,Austria
epiforecasts-EpiNow2,inc case,4,AT,1.94,2.79,0.3,0.65,0.14,20,1,Austria
LANL-GrowthRate,inc case,5,AT,NA,NA,0.17,0.5,0.31,18,1,Austria
USC-SIkJalpha,inc case,5,AT,NA,NA,0.11,0.16,0.28,19,1,Austria
EuroCOVIDhub-baseline,inc death,1,AT,1,1,0.52,1,0.2,23,1,Austria
EuroCOVIDhub-ensemble,inc death,1,AT,0.7,0.59,0.7,1,0.15,23,1,Austria
IEM_Health-CovidProject,inc death,1,AT,1.04,0.83,0.48,0.96,0.16,23,1,Austria
ILM-EKF,inc death,1,AT,0.79,1.1,0.91,1,0.12,23,1,Austria
Karlen-pypm,inc death,1,AT,0.27,0.59,0.2,1,0.41,5,1,Austria
LANL-GrowthRate,inc death,1,AT,0.79,0.69,0.32,0.91,0.16,22,1,Austria
MUNI-ARIMA,inc death,1,AT,0.77,1.03,0.6,1,0.11,15,1,Austria
RobertWalraven-ESG,inc death,1,AT,0.77,0.66,0.48,1,0.05,23,1,Austria
SDSC_ISG-TrendModel,inc death,1,AT,0.83,NA,NA,NA,NA,20,1,Austria
UMass-MechBayes,inc death,1,AT,0.54,0.58,0.5,0.95,0.01,20,1,Austria
USC-SIkJalpha,inc death,1,AT,0.94,1.05,0.3,0.39,0.33,23,1,Austria
USyd-OneModelMan,inc death,1,AT,0.64,NA,NA,NA,NA,20,1,Austria
epiforecasts-EpiNow2,inc death,1,AT,0.89,0.66,0.52,1,0.21,23,1,Austria
EuroCOVIDhub-baseline,inc death,2,AT,1,1,0.64,1,0.19,22,1,Austria
EuroCOVIDhub-ensemble,inc death,2,AT,0.53,0.47,0.68,1,0.26,22,1,Austria
IEM_Health-CovidProject,inc death,2,AT,0.94,0.79,0.41,0.95,0.25,22,1,Austria
ILM-EKF,inc death,2,AT,0.7,0.79,0.91,1,0.18,22,1,Austria
Karlen-pypm,inc death,2,AT,0.29,0.66,0.25,0.75,0.67,4,1,Austria
LANL-GrowthRate,inc death,2,AT,0.68,0.6,0.1,0.76,0.1,21,1,Austria
MUNI-ARIMA,inc death,2,AT,0.69,0.82,0.64,1,0.09,14,1,Austria
RobertWalraven-ESG,inc death,2,AT,0.74,0.58,0.59,0.95,0.05,22,1,Austria
UMass-MechBayes,inc death,2,AT,0.39,0.41,0.58,1,0.06,19,1,Austria
USC-SIkJalpha,inc death,2,AT,0.64,0.81,0.23,0.27,0.43,22,1,Austria
USyd-OneModelMan,inc death,2,AT,0.77,NA,NA,NA,NA,19,1,Austria
epiforecasts-EpiNow2,inc death,2,AT,0.76,0.66,0.41,0.95,0.31,22,1,Austria
EuroCOVIDhub-baseline,inc death,3,AT,1,1,0.67,1,0.23,21,1,Austria
EuroCOVIDhub-ensemble,inc death,3,AT,0.44,0.45,0.52,1,0.39,21,1,Austria
IEM_Health-CovidProject,inc death,3,AT,1.05,0.92,0.38,0.81,0.26,21,1,Austria
ILM-EKF,inc death,3,AT,0.76,0.71,0.76,1,0.21,21,1,Austria
LANL-GrowthRate,inc death,3,AT,0.61,0.53,0.25,0.8,0.2,20,1,Austria
MUNI-ARIMA,inc death,3,AT,0.39,0.75,0.75,1,0.05,12,1,Austria
RobertWalraven-ESG,inc death,3,AT,0.62,0.5,0.57,0.95,0,21,1,Austria
UMass-MechBayes,inc death,3,AT,0.37,0.39,0.5,0.89,0.12,18,1,Austria
USC-SIkJalpha,inc death,3,AT,0.73,0.87,0.14,0.24,0.78,21,1,Austria
USyd-OneModelMan,inc death,3,AT,0.91,NA,NA,NA,NA,18,1,Austria
epiforecasts-EpiNow2,inc death,3,AT,0.79,0.78,0.38,0.86,0.38,21,1,Austria
EuroCOVIDhub-baseline,inc death,4,AT,1,1,0.65,1,0.28,20,1,Austria
EuroCOVIDhub-ensemble,inc death,4,AT,0.51,0.49,0.55,0.95,0.43,20,1,Austria
IEM_Health-CovidProject,inc death,4,AT,1.2,1.01,0.4,0.8,0.36,20,1,Austria
ILM-EKF,inc death,4,AT,0.87,0.7,0.55,1,0.24,20,1,Austria
LANL-GrowthRate,inc death,4,AT,0.6,0.55,0.42,0.68,0.31,19,1,Austria
MUNI-ARIMA,inc death,4,AT,0.37,0.79,0.82,1,0.07,11,1,Austria
RobertWalraven-ESG,inc death,4,AT,0.69,0.53,0.55,0.9,-0.03,20,1,Austria
UMass-MechBayes,inc death,4,AT,0.41,0.39,0.53,0.94,0.03,17,1,Austria
USC-SIkJalpha,inc death,4,AT,0.72,0.81,0.3,0.4,0.55,20,1,Austria
USyd-OneModelMan,inc death,4,AT,1.09,NA,NA,NA,NA,17,1,Austria
epiforecasts-EpiNow2,inc death,4,AT,1.15,1.06,0.5,0.9,0.29,20,1,Austria
LANL-GrowthRate,inc death,5,AT,NA,NA,0.22,0.61,0.31,18,1,Austria
USC-SIkJalpha,inc death,5,AT,NA,NA,0.26,0.42,0.44,19,1,Austria
EuroCOVIDhub-baseline,inc case,1,BE,1,1,0.39,1,-0,23,1,Belgium
EuroCOVIDhub-ensemble,inc case,1,BE,0.88,0.88,0.48,0.96,0,23,1,Belgium
IEM_Health-CovidProject,inc case,1,BE,1.02,0.92,0.48,0.96,0.06,23,1,Belgium
ILM-EKF,inc case,1,BE,1.04,0.95,0.43,0.87,0.02,23,1,Belgium
Karlen-pypm,inc case,1,BE,0.91,1.43,0.8,1,0.3,5,1,Belgium
LANL-GrowthRate,inc case,1,BE,0.98,1.15,0.55,0.91,-0.41,22,1,Belgium
MUNI-ARIMA,inc case,1,BE,1.33,1.97,0.2,0.8,-0.06,15,1,Belgium
RobertWalraven-ESG,inc case,1,BE,1.13,1.17,0.26,0.83,-0.04,23,1,Belgium
SDSC_ISG-TrendModel,inc case,1,BE,0.94,NA,NA,NA,NA,20,1,Belgium
USC-SIkJalpha,inc case,1,BE,1.02,1.13,0.39,0.52,-0.04,23,1,Belgium
UVA-Ensemble,inc case,1,BE,1.48,NA,0.27,0.68,NA,22,1,Belgium
epiforecasts-EpiNow2,inc case,1,BE,1.06,1.18,0.57,0.78,-0.01,23,1,Belgium
BIOCOMSC-Gompertz,inc case,2,BE,0.68,NA,0.47,1,NA,15,1,Belgium
EuroCOVIDhub-baseline,inc case,2,BE,1,1,0.36,1,0.08,22,1,Belgium
EuroCOVIDhub-ensemble,inc case,2,BE,0.91,0.92,0.55,0.91,0.06,22,1,Belgium
IEM_Health-CovidProject,inc case,2,BE,1.18,1.05,0.27,0.82,0.17,22,1,Belgium
ILM-EKF,inc case,2,BE,1.13,1.19,0.45,0.82,0.08,22,1,Belgium
Karlen-pypm,inc case,2,BE,1.88,3.41,0.5,1,0.46,4,1,Belgium
LANL-GrowthRate,inc case,2,BE,0.91,0.96,0.57,0.9,-0.32,21,1,Belgium
MUNI-ARIMA,inc case,2,BE,1.09,1.75,0.5,0.86,-0.02,14,1,Belgium
RobertWalraven-ESG,inc case,2,BE,0.91,1.06,0.27,0.77,0.08,22,1,Belgium
USC-SIkJalpha,inc case,2,BE,0.84,1.1,0.36,0.45,0.05,22,1,Belgium
UVA-Ensemble,inc case,2,BE,1.1,NA,0.29,0.81,NA,21,1,Belgium
epiforecasts-EpiNow2,inc case,2,BE,1.04,1.26,0.55,0.73,0,22,1,Belgium
EuroCOVIDhub-baseline,inc case,3,BE,1,1,0.43,1,0.12,21,1,Belgium
EuroCOVIDhub-ensemble,inc case,3,BE,1.04,1.11,0.48,0.86,0.14,21,1,Belgium
IEM_Health-CovidProject,inc case,3,BE,1.39,1.32,0.24,0.76,0.22,21,1,Belgium
ILM-EKF,inc case,3,BE,1.39,1.42,0.38,0.81,0.1,21,1,Belgium
LANL-GrowthRate,inc case,3,BE,0.93,0.97,0.5,0.75,-0.21,20,1,Belgium
MUNI-ARIMA,inc case,3,BE,1.14,1.58,0.42,0.92,-0.01,12,1,Belgium
RobertWalraven-ESG,inc case,3,BE,0.85,1.1,0.29,0.76,0.12,21,1,Belgium
USC-SIkJalpha,inc case,3,BE,0.8,1.14,0.38,0.38,-0.02,21,1,Belgium
UVA-Ensemble,inc case,3,BE,0.95,NA,0.37,0.68,NA,19,1,Belgium
epiforecasts-EpiNow2,inc case,3,BE,1.17,1.34,0.48,0.76,0.07,21,1,Belgium
EuroCOVIDhub-baseline,inc case,4,BE,1,1,0.35,1,0.12,20,1,Belgium
EuroCOVIDhub-ensemble,inc case,4,BE,1.17,1.25,0.4,0.85,0.19,20,1,Belgium
IEM_Health-CovidProject,inc case,4,BE,1.62,1.55,0.25,0.7,0.26,20,1,Belgium
ILM-EKF,inc case,4,BE,1.69,1.77,0.4,0.85,0.13,20,1,Belgium
LANL-GrowthRate,inc case,4,BE,0.88,0.94,0.37,0.79,-0.07,19,1,Belgium
MUNI-ARIMA,inc case,4,BE,1.16,1.42,0.18,1,-0.05,11,1,Belgium
RobertWalraven-ESG,inc case,4,BE,0.66,1.08,0.35,0.8,0,20,1,Belgium
USC-SIkJalpha,inc case,4,BE,0.82,1.19,0.35,0.4,0,20,1,Belgium
UVA-Ensemble,inc case,4,BE,1.05,NA,0,0.41,NA,17,1,Belgium
epiforecasts-EpiNow2,inc case,4,BE,1.24,1.43,0.5,0.7,0.09,20,1,Belgium
LANL-GrowthRate,inc case,5,BE,NA,NA,0.33,0.72,0.03,18,1,Belgium
USC-SIkJalpha,inc case,5,BE,NA,NA,0.26,0.37,-0.09,19,1,Belgium
EuroCOVIDhub-baseline,inc death,1,BE,1,1,0.87,1,0.17,23,1,Belgium
EuroCOVIDhub-ensemble,inc death,1,BE,0.86,0.52,0.78,1,0.09,23,1,Belgium
IEM_Health-CovidProject,inc death,1,BE,1.14,0.66,0.57,0.87,0.1,23,1,Belgium
ILM-EKF,inc death,1,BE,0.88,0.88,1,1,0.13,23,1,Belgium
Karlen-pypm,inc death,1,BE,0.34,0.64,0.4,1,0.02,5,1,Belgium
LANL-GrowthRate,inc death,1,BE,1.36,0.68,0.32,0.86,-0.03,22,1,Belgium
MUNI-ARIMA,inc death,1,BE,0.85,0.71,0.67,0.93,-0.08,15,1,Belgium
RobertWalraven-ESG,inc death,1,BE,0.95,0.59,0.78,1,0.03,23,1,Belgium
SDSC_ISG-TrendModel,inc death,1,BE,1.14,NA,NA,NA,NA,20,1,Belgium
UMass-MechBayes,inc death,1,BE,0.78,0.46,0.65,1,-0.06,20,1,Belgium
USC-SIkJalpha,inc death,1,BE,1.2,0.71,0.3,0.52,0.2,23,1,Belgium
USyd-OneModelMan,inc death,1,BE,0.95,NA,NA,NA,NA,20,1,Belgium
epiforecasts-EpiNow2,inc death,1,BE,1.59,0.79,0.5,0.91,0.33,22,1,Belgium
EuroCOVIDhub-baseline,inc death,2,BE,1,1,0.95,1,0.1,22,1,Belgium
EuroCOVIDhub-ensemble,inc death,2,BE,0.68,0.38,0.86,1,0.16,22,1,Belgium
IEM_Health-CovidProject,inc death,2,BE,1.01,0.6,0.45,0.86,0.13,22,1,Belgium
ILM-EKF,inc death,2,BE,0.73,0.59,0.91,1,0.23,22,1,Belgium
Karlen-pypm,inc death,2,BE,0.27,0.69,0.75,1,0.22,4,1,Belgium
LANL-GrowthRate,inc death,2,BE,0.87,0.51,0.38,0.86,-0.11,21,1,Belgium
MUNI-ARIMA,inc death,2,BE,0.68,0.62,0.64,1,-0,14,1,Belgium
RobertWalraven-ESG,inc death,2,BE,0.84,0.44,0.77,1,-0.01,22,1,Belgium
