model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
IEM_Health-CovidProject,inc death,2,Overall,0.94,0.83,0.47,0.84,0.08,904,32,NA
ILM-EKF,inc death,2,Overall,0.72,0.72,0.81,0.98,0.11,921,32,NA
Karlen-pypm,inc death,2,Overall,0.47,0.59,0.46,0.94,-0.13,326,29,NA
LANL-GrowthRate,inc death,2,Overall,0.63,0.58,0.38,0.78,-0.1,891,32,NA
MUNI-ARIMA,inc death,2,Overall,0.54,0.74,0.64,0.97,0,666,32,NA
RobertWalraven-ESG,inc death,2,Overall,0.74,0.72,0.57,0.82,-0.12,922,32,NA
UMass-MechBayes,inc death,2,Overall,0.59,0.63,0.5,0.92,0.08,822,32,NA
USC-SIkJalpha,inc death,2,Overall,0.68,0.72,0.36,0.5,0.15,922,32,NA
USyd-OneModelMan,inc death,2,Overall,0.67,NA,NA,NA,NA,826,32,NA
epiforecasts-EpiNow2,inc death,2,Overall,0.88,0.78,0.51,0.92,0.12,895,32,NA
EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.69,0.93,0.08,889,32,NA
EuroCOVIDhub-ensemble,inc death,3,Overall,0.51,0.45,0.62,0.96,0.12,889,32,NA
IEM_Health-CovidProject,inc death,3,Overall,1.03,0.91,0.44,0.84,0.09,872,32,NA
ILM-EKF,inc death,3,Overall,0.77,0.7,0.73,0.97,0.12,887,32,NA
Karlen-pypm,inc death,3,Overall,0.56,0.65,0.39,0.88,-0.12,297,29,NA
LANL-GrowthRate,inc death,3,Overall,0.59,0.54,0.35,0.74,-0.09,858,32,NA
MUNI-ARIMA,inc death,3,Overall,0.53,0.76,0.64,0.96,-0.04,602,32,NA
RobertWalraven-ESG,inc death,3,Overall,0.76,0.75,0.56,0.8,-0.15,889,32,NA
UMass-MechBayes,inc death,3,Overall,0.6,0.63,0.48,0.89,0.08,789,32,NA
USC-SIkJalpha,inc death,3,Overall,0.67,0.7,0.33,0.46,0.16,889,32,NA
USyd-OneModelMan,inc death,3,Overall,0.7,NA,NA,NA,NA,793,32,NA
epiforecasts-EpiNow2,inc death,3,Overall,0.92,0.83,0.5,0.91,0.13,862,32,NA
EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.7,0.91,0.1,856,32,NA
EuroCOVIDhub-ensemble,inc death,4,Overall,0.55,0.49,0.6,0.93,0.15,856,32,NA
IEM_Health-CovidProject,inc death,4,Overall,1.16,1.04,0.38,0.8,0.1,840,32,NA
ILM-EKF,inc death,4,Overall,0.98,0.87,0.65,0.96,0.14,854,32,NA
Karlen-pypm,inc death,4,Overall,0.77,0.85,0.3,0.84,-0.1,268,29,NA
LANL-GrowthRate,inc death,4,Overall,0.57,0.52,0.33,0.71,-0.07,825,32,NA
MUNI-ARIMA,inc death,4,Overall,0.5,0.76,0.64,0.95,-0.05,570,32,NA
RobertWalraven-ESG,inc death,4,Overall,0.75,0.76,0.56,0.79,-0.16,856,32,NA
UMass-MechBayes,inc death,4,Overall,0.7,0.76,0.46,0.86,0.1,756,32,NA
USC-SIkJalpha,inc death,4,Overall,0.63,0.68,0.32,0.46,0.13,856,32,NA
USyd-OneModelMan,inc death,4,Overall,0.73,NA,NA,NA,NA,760,32,NA
epiforecasts-EpiNow2,inc death,4,Overall,1.04,0.96,0.49,0.92,0.12,829,32,NA
LANL-GrowthRate,inc death,5,Overall,NA,NA,0.3,0.69,-0.02,793,32,NA
USC-SIkJalpha,inc death,5,Overall,NA,NA,0.32,0.47,0.11,824,32,NA
EuroCOVIDhub-baseline,inc case,1,AT,1,1,0.33,1,0,30,1,Austria
EuroCOVIDhub-ensemble,inc case,1,AT,0.61,0.59,0.67,0.93,0.18,30,1,Austria
IEM_Health-CovidProject,inc case,1,AT,0.74,0.75,0.47,0.8,0.3,30,1,Austria
ILM-EKF,inc case,1,AT,0.78,0.88,0.63,0.93,0.15,30,1,Austria
Karlen-pypm,inc case,1,AT,1.1,1.11,0.58,1,0.28,12,1,Austria
LANL-GrowthRate,inc case,1,AT,0.57,0.57,0.45,0.93,-0.26,29,1,Austria
MUNI-ARIMA,inc case,1,AT,0.34,0.44,0.64,1,0.1,22,1,Austria
RobertWalraven-ESG,inc case,1,AT,0.75,0.89,0.47,0.83,-0.22,30,1,Austria
SDSC_ISG-TrendModel,inc case,1,AT,0.55,NA,NA,NA,NA,27,1,Austria
USC-SIkJalpha,inc case,1,AT,0.69,0.86,0.3,0.57,0.23,30,1,Austria
UVA-Ensemble,inc case,1,AT,1.45,NA,0.45,1,NA,29,1,Austria
epiforecasts-EpiNow2,inc case,1,AT,0.79,0.86,0.43,0.77,0.05,30,1,Austria
EuroCOVIDhub-baseline,inc case,2,AT,1,1,0.31,1,0.02,29,1,Austria
EuroCOVIDhub-ensemble,inc case,2,AT,0.62,0.68,0.55,0.9,0.22,29,1,Austria
IEM_Health-CovidProject,inc case,2,AT,0.85,0.95,0.31,0.69,0.38,29,1,Austria
ILM-EKF,inc case,2,AT,0.86,0.98,0.55,0.9,0.22,29,1,Austria
Karlen-pypm,inc case,2,AT,1.3,1.3,0.36,0.73,0.43,11,1,Austria
LANL-GrowthRate,inc case,2,AT,0.57,0.62,0.54,0.86,-0.05,28,1,Austria
MUNI-ARIMA,inc case,2,AT,0.39,0.57,0.71,1,0.01,21,1,Austria
RobertWalraven-ESG,inc case,2,AT,0.67,0.93,0.34,0.59,-0.36,29,1,Austria
USC-SIkJalpha,inc case,2,AT,0.68,0.91,0.17,0.41,0.25,29,1,Austria
UVA-Ensemble,inc case,2,AT,1.24,NA,0.36,0.93,NA,28,1,Austria
epiforecasts-EpiNow2,inc case,2,AT,1.14,1.4,0.34,0.79,0.05,29,1,Austria
EuroCOVIDhub-baseline,inc case,3,AT,1,1,0.43,1,0.03,28,1,Austria
EuroCOVIDhub-ensemble,inc case,3,AT,0.72,0.8,0.36,0.86,0.25,28,1,Austria
IEM_Health-CovidProject,inc case,3,AT,0.99,1.09,0.14,0.64,0.36,28,1,Austria
ILM-EKF,inc case,3,AT,1.02,1.16,0.43,0.89,0.24,28,1,Austria
Karlen-pypm,inc case,3,AT,1.76,1.81,0.1,0.8,0.44,10,1,Austria
LANL-GrowthRate,inc case,3,AT,0.62,0.72,0.41,0.78,0.01,27,1,Austria
MUNI-ARIMA,inc case,3,AT,0.43,0.72,0.74,1,-0.09,19,1,Austria
RobertWalraven-ESG,inc case,3,AT,0.65,1.06,0.36,0.57,-0.51,28,1,Austria
USC-SIkJalpha,inc case,3,AT,0.69,1,0.14,0.25,0.25,28,1,Austria
UVA-Ensemble,inc case,3,AT,1.06,NA,0.42,0.77,NA,26,1,Austria
epiforecasts-EpiNow2,inc case,3,AT,1.57,2.26,0.32,0.64,0.07,28,1,Austria
EuroCOVIDhub-baseline,inc case,4,AT,1,1,0.41,1,0.04,27,1,Austria
EuroCOVIDhub-ensemble,inc case,4,AT,0.84,0.94,0.22,0.78,0.26,27,1,Austria
IEM_Health-CovidProject,inc case,4,AT,1.15,1.25,0.19,0.56,0.29,27,1,Austria
ILM-EKF,inc case,4,AT,1.26,1.48,0.37,0.85,0.23,27,1,Austria
Karlen-pypm,inc case,4,AT,2.54,2.66,0.11,0.56,0.44,9,1,Austria
LANL-GrowthRate,inc case,4,AT,0.72,0.81,0.31,0.69,0.03,26,1,Austria
MUNI-ARIMA,inc case,4,AT,0.43,0.71,0.67,1,-0.14,18,1,Austria
RobertWalraven-ESG,inc case,4,AT,0.67,1.22,0.3,0.56,-0.65,27,1,Austria
USC-SIkJalpha,inc case,4,AT,0.78,1.15,0.22,0.26,0.28,27,1,Austria
UVA-Ensemble,inc case,4,AT,1.1,NA,0.21,0.58,NA,24,1,Austria
epiforecasts-EpiNow2,inc case,4,AT,1.85,2.84,0.41,0.7,0.07,27,1,Austria
LANL-GrowthRate,inc case,5,AT,NA,NA,0.2,0.52,0.05,25,1,Austria
USC-SIkJalpha,inc case,5,AT,NA,NA,0.08,0.12,0.24,26,1,Austria
EuroCOVIDhub-baseline,inc death,1,AT,1,1,0.53,1,0.1,30,1,Austria
EuroCOVIDhub-ensemble,inc death,1,AT,0.78,0.62,0.67,0.97,0.07,30,1,Austria
IEM_Health-CovidProject,inc death,1,AT,1.06,0.83,0.43,0.93,0.14,30,1,Austria
ILM-EKF,inc death,1,AT,0.84,1.13,0.93,1,0.1,30,1,Austria
Imperial-DeCa,inc death,1,AT,0.81,0.67,0.42,0.63,-0.16,19,1,Austria
Imperial-RtI0,inc death,1,AT,1.92,1.33,0.53,0.95,0.13,19,1,Austria
Imperial-sbkp,inc death,1,AT,1.95,1.55,0.32,0.68,0.29,19,1,Austria
Karlen-pypm,inc death,1,AT,0.52,0.78,0.42,0.92,0.06,12,1,Austria
LANL-GrowthRate,inc death,1,AT,0.95,0.9,0.34,0.83,0.01,29,1,Austria
MUNI-ARIMA,inc death,1,AT,0.82,0.86,0.64,1,0.07,22,1,Austria
RobertWalraven-ESG,inc death,1,AT,0.77,0.66,0.5,0.97,0.02,30,1,Austria
SDSC_ISG-TrendModel,inc death,1,AT,0.81,NA,NA,NA,NA,27,1,Austria
UMass-MechBayes,inc death,1,AT,0.66,0.68,0.41,0.93,-0.01,27,1,Austria
USC-SIkJalpha,inc death,1,AT,0.95,1.1,0.23,0.4,0.23,30,1,Austria
USyd-OneModelMan,inc death,1,AT,0.7,NA,NA,NA,NA,27,1,Austria
epiforecasts-EpiNow2,inc death,1,AT,0.82,0.67,0.53,1,0.14,30,1,Austria
EuroCOVIDhub-baseline,inc death,2,AT,1,1,0.66,1,0.06,29,1,Austria
EuroCOVIDhub-ensemble,inc death,2,AT,0.57,0.52,0.62,0.97,0.15,29,1,Austria
IEM_Health-CovidProject,inc death,2,AT,0.91,0.77,0.34,0.9,0.18,29,1,Austria
ILM-EKF,inc death,2,AT,0.67,0.83,0.9,1,0.16,29,1,Austria
Karlen-pypm,inc death,2,AT,0.53,0.7,0.36,0.82,0.1,11,1,Austria
LANL-GrowthRate,inc death,2,AT,0.81,0.85,0.11,0.64,-0.14,28,1,Austria
MUNI-ARIMA,inc death,2,AT,0.67,0.77,0.62,1,0.01,21,1,Austria
RobertWalraven-ESG,inc death,2,AT,0.77,0.64,0.55,0.93,-0.03,29,1,Austria
UMass-MechBayes,inc death,2,AT,0.47,0.45,0.54,0.96,-0.01,26,1,Austria
USC-SIkJalpha,inc death,2,AT,0.7,0.86,0.24,0.34,0.32,29,1,Austria
USyd-OneModelMan,inc death,2,AT,0.72,NA,NA,NA,NA,26,1,Austria
epiforecasts-EpiNow2,inc death,2,AT,0.77,0.66,0.38,0.93,0.21,29,1,Austria
EuroCOVIDhub-baseline,inc death,3,AT,1,1,0.71,1,0.09,28,1,Austria
EuroCOVIDhub-ensemble,inc death,3,AT,0.49,0.5,0.54,1,0.22,28,1,Austria
IEM_Health-CovidProject,inc death,3,AT,1,0.94,0.43,0.79,0.16,28,1,Austria
ILM-EKF,inc death,3,AT,0.7,0.75,0.79,1,0.18,28,1,Austria
Karlen-pypm,inc death,3,AT,0.47,0.7,0.3,0.8,0.09,10,1,Austria
LANL-GrowthRate,inc death,3,AT,0.67,0.78,0.22,0.67,-0.07,27,1,Austria
MUNI-ARIMA,inc death,3,AT,0.47,0.71,0.74,1,-0.08,19,1,Austria
RobertWalraven-ESG,inc death,3,AT,0.62,0.56,0.57,0.89,-0.13,28,1,Austria
UMass-MechBayes,inc death,3,AT,0.43,0.44,0.48,0.84,0.09,25,1,Austria
USC-SIkJalpha,inc death,3,AT,0.7,0.92,0.14,0.25,0.57,28,1,Austria
USyd-OneModelMan,inc death,3,AT,0.85,NA,NA,NA,NA,25,1,Austria
epiforecasts-EpiNow2,inc death,3,AT,0.78,0.85,0.36,0.89,0.28,28,1,Austria
EuroCOVIDhub-baseline,inc death,4,AT,1,1,0.7,1,0.12,27,1,Austria
EuroCOVIDhub-ensemble,inc death,4,AT,0.54,0.54,0.48,0.96,0.22,27,1,Austria
IEM_Health-CovidProject,inc death,4,AT,1.22,1.07,0.37,0.78,0.16,27,1,Austria
ILM-EKF,inc death,4,AT,0.8,0.76,0.59,1,0.21,27,1,Austria
Karlen-pypm,inc death,4,AT,0.68,0.86,0.22,0.89,0.01,9,1,Austria
LANL-GrowthRate,inc death,4,AT,0.71,0.78,0.35,0.62,-0,26,1,Austria
MUNI-ARIMA,inc death,4,AT,0.53,0.78,0.67,1,-0.13,18,1,Austria
RobertWalraven-ESG,inc death,4,AT,0.75,0.62,0.52,0.85,-0.17,27,1,Austria
UMass-MechBayes,inc death,4,AT,0.45,0.44,0.46,0.92,0.05,24,1,Austria
USC-SIkJalpha,inc death,4,AT,0.68,0.88,0.22,0.3,0.37,27,1,Austria
USyd-OneModelMan,inc death,4,AT,1,NA,NA,NA,NA,24,1,Austria
epiforecasts-EpiNow2,inc death,4,AT,1.14,1.12,0.56,0.93,0.22,27,1,Austria
LANL-GrowthRate,inc death,5,AT,NA,NA,0.16,0.56,0.02,25,1,Austria
USC-SIkJalpha,inc death,5,AT,NA,NA,0.19,0.35,0.3,26,1,Austria
EuroCOVIDhub-baseline,inc case,1,BE,1,1,0.53,1,0,30,1,Belgium
EuroCOVIDhub-ensemble,inc case,1,BE,0.9,0.9,0.6,0.97,-0.04,30,1,Belgium
IEM_Health-CovidProject,inc case,1,BE,1.14,0.99,0.4,0.97,0.19,30,1,Belgium
ILM-EKF,inc case,1,BE,1.05,0.97,0.57,0.9,0.04,30,1,Belgium
Karlen-pypm,inc case,1,BE,0.83,1.2,0.67,1,-0.15,12,1,Belgium
LANL-GrowthRate,inc case,1,BE,1.36,1.44,0.59,0.93,-0.43,29,1,Belgium
MUNI-ARIMA,inc case,1,BE,1.2,1.71,0.45,0.86,-0.04,22,1,Belgium
RobertWalraven-ESG,inc case,1,BE,1.2,1.12,0.4,0.87,-0.16,30,1,Belgium
SDSC_ISG-TrendModel,inc case,1,BE,1.04,NA,NA,NA,NA,27,1,Belgium
USC-SIkJalpha,inc case,1,BE,1.14,1.3,0.3,0.5,0.1,30,1,Belgium
UVA-Ensemble,inc case,1,BE,2.25,NA,0.21,0.59,NA,29,1,Belgium
epiforecasts-EpiNow2,inc case,1,BE,1.33,1.45,0.67,0.83,-0.08,30,1,Belgium
EuroCOVIDhub-baseline,inc case,2,BE,1,1,0.52,1,0.04,29,1,Belgium
EuroCOVIDhub-ensemble,inc case,2,BE,0.92,0.93,0.66,0.93,0,29,1,Belgium
IEM_Health-CovidProject,inc case,2,BE,1.3,1.09,0.24,0.86,0.29,29,1,Belgium
ILM-EKF,inc case,2,BE,1.14,1.16,0.59,0.86,0.1,29,1,Belgium
Karlen-pypm,inc case,2,BE,1.21,1.89,0.36,0.91,-0.26,11,1,Belgium
LANL-GrowthRate,inc case,2,BE,1.14,1.13,0.57,0.93,-0.38,28,1,Belgium
MUNI-ARIMA,inc case,2,BE,0.97,1.54,0.67,0.9,-0.01,21,1,Belgium
RobertWalraven-ESG,inc case,2,BE,1,1.05,0.31,0.83,-0.15,29,1,Belgium
USC-SIkJalpha,inc case,2,BE,1.12,1.6,0.28,0.38,0.06,29,1,Belgium
UVA-Ensemble,inc case,2,BE,1.47,NA,0.25,0.75,NA,28,1,Belgium
epiforecasts-EpiNow2,inc case,2,BE,1.21,1.41,0.66,0.79,-0.07,29,1,Belgium
EuroCOVIDhub-baseline,inc case,3,BE,1,1,0.57,1,0.06,28,1,Belgium
EuroCOVIDhub-ensemble,inc case,3,BE,1.05,1.06,0.61,0.89,0.05,28,1,Belgium
IEM_Health-CovidProject,inc case,3,BE,1.48,1.29,0.25,0.82,0.31,28,1,Belgium
ILM-EKF,inc case,3,BE,1.42,1.45,0.54,0.86,0.11,28,1,Belgium
Karlen-pypm,inc case,3,BE,1.84,2.94,0.3,0.7,-0.28,10,1,Belgium
LANL-GrowthRate,inc case,3,BE,1.09,1.07,0.52,0.81,-0.29,27,1,Belgium
MUNI-ARIMA,inc case,3,BE,1,1.5,0.63,0.95,-0.02,19,1,Belgium
RobertWalraven-ESG,inc case,3,BE,0.96,1.02,0.32,0.82,-0.17,28,1,Belgium
USC-SIkJalpha,inc case,3,BE,1.43,2.32,0.32,0.32,-0.01,28,1,Belgium
UVA-Ensemble,inc case,3,BE,1.37,NA,0.31,0.58,NA,26,1,Belgium
epiforecasts-EpiNow2,inc case,3,BE,1.27,1.51,0.61,0.82,-0.02,28,1,Belgium
EuroCOVIDhub-baseline,inc case,4,BE,1,1,0.52,1,0.05,27,1,Belgium
EuroCOVIDhub-ensemble,inc case,4,BE,1.14,1.19,0.56,0.89,0.1,27,1,Belgium
IEM_Health-CovidProject,inc case,4,BE,1.7,1.47,0.26,0.78,0.27,27,1,Belgium
ILM-EKF,inc case,4,BE,1.76,1.84,0.52,0.89,0.18,27,1,Belgium
Karlen-pypm,inc case,4,BE,3.06,4.39,0.33,0.67,-0.25,9,1,Belgium
LANL-GrowthRate,inc case,4,BE,1.01,0.98,0.5,0.85,-0.18,26,1,Belgium
MUNI-ARIMA,inc case,4,BE,1.1,1.47,0.5,1,-0.03,18,1,Belgium
RobertWalraven-ESG,inc case,4,BE,0.78,0.97,0.33,0.85,-0.28,27,1,Belgium
USC-SIkJalpha,inc case,4,BE,2.08,3.63,0.3,0.37,0.01,27,1,Belgium
UVA-Ensemble,inc case,4,BE,1.33,NA,0,0.38,NA,24,1,Belgium
epiforecasts-EpiNow2,inc case,4,BE,1.3,1.64,0.63,0.78,0.03,27,1,Belgium
LANL-GrowthRate,inc case,5,BE,NA,NA,0.36,0.8,-0.12,25,1,Belgium
USC-SIkJalpha,inc case,5,BE,NA,NA,0.27,0.38,-0.02,26,1,Belgium
EuroCOVIDhub-baseline,inc death,1,BE,1,1,0.9,1,0.09,30,1,Belgium
EuroCOVIDhub-ensemble,inc death,1,BE,0.85,0.53,0.73,1,-0.04,30,1,Belgium
IEM_Health-CovidProject,inc death,1,BE,1.23,0.69,0.5,0.87,0.03,30,1,Belgium
ILM-EKF,inc death,1,BE,0.91,0.91,1,1,0.07,30,1,Belgium
Imperial-DeCa,inc death,1,BE,1.46,0.99,0.17,0.39,-0.57,23,1,Belgium
Imperial-RtI0,inc death,1,BE,2.21,1.5,0.17,0.57,-0.78,23,1,Belgium
Imperial-sbkp,inc death,1,BE,1.51,0.97,0.26,0.65,-0.48,23,1,Belgium
Karlen-pypm,inc death,1,BE,0.37,0.48,0.5,1,-0.23,12,1,Belgium
LANL-GrowthRate,inc death,1,BE,1.39,0.68,0.28,0.83,-0.2,29,1,Belgium
MUNI-ARIMA,inc death,1,BE,0.87,0.81,0.64,0.95,-0.2,22,1,Belgium
RobertWalraven-ESG,inc death,1,BE,0.98,0.6,0.77,1,-0.07,30,1,Belgium
SDSC_ISG-TrendModel,inc death,1,BE,1.2,NA,NA,NA,NA,27,1,Belgium
UMass-MechBayes,inc death,1,BE,0.89,0.56,0.56,0.93,-0.18,27,1,Belgium
USC-SIkJalpha,inc death,1,BE,1.11,0.71,0.27,0.5,0.03,30,1,Belgium
USyd-OneModelMan,inc death,1,BE,0.88,NA,NA,NA,NA,27,1,Belgium
epiforecasts-EpiNow2,inc death,1,BE,1.58,0.73,0.52,0.93,0.15,29,1,Belgium
EuroCOVIDhub-baseline,inc death,2,BE,1,1,0.97,1,0.04,29,1,Belgium
EuroCOVIDhub-ensemble,inc death,2,BE,0.72,0.39,0.79,1,0.01,29,1,Belgium
IEM_Health-CovidProject,inc death,2,BE,1.05,0.58,0.41,0.9,0.05,29,1,Belgium
ILM-EKF,inc death,2,BE,0.76,0.6,0.93,1,0.13,29,1,Belgium
Karlen-pypm,inc death,2,BE,0.35,0.44,0.45,1,-0.27,11,1,Belgium
LANL-GrowthRate,inc death,2,BE,0.94,0.54,0.29,0.79,-0.32,28,1,Belgium
MUNI-ARIMA,inc death,2,BE,0.81,0.61,0.71,1,-0.13,21,1,Belgium
RobertWalraven-ESG,inc death,2,BE,0.95,0.45,0.76,1,-0.11,29,1,Belgium
UMass-MechBayes,inc death,2,BE,0.63,0.39,0.65,0.92,-0.25,26,1,Belgium
USC-SIkJalpha,inc death,2,BE,0.85,0.51,0.34,0.62,0.09,29,1,Belgium
USyd-OneModelMan,inc death,2,BE,0.69,NA,NA,NA,NA,26,1,Belgium
epiforecasts-EpiNow2,inc death,2,BE,1.19,0.57,0.57,0.96,0.19,28,1,Belgium
EuroCOVIDhub-baseline,inc death,3,BE,1,1,0.96,1,0.05,28,1,Belgium
EuroCOVIDhub-ensemble,inc death,3,BE,0.62,0.37,0.75,0.96,0.03,28,1,Belgium
IEM_Health-CovidProject,inc death,3,BE,1.12,0.59,0.32,0.82,0.1,28,1,Belgium
ILM-EKF,inc death,3,BE,0.84,0.55,0.79,1,0.19,28,1,Belgium
Karlen-pypm,inc death,3,BE,0.4,0.55,0.3,1,-0.26,10,1,Belgium
LANL-GrowthRate,inc death,3,BE,0.88,0.49,0.37,0.7,-0.29,27,1,Belgium
MUNI-ARIMA,inc death,3,BE,0.58,0.63,0.79,1,-0.13,19,1,Belgium
