weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,compare_against,mean_scores_ratio,cov_50,cov_95,bias,n,n_loc,location_name
All,EuroCOVIDhub-mean,inc case,3,IT,1.25,1.04,EuroCOVIDhub-baseline,1.04,0.33,0.76,0.08,46,1,Italy
All,EuroCOVIDhub-mean,inc case,3,IT,1.25,1.04,EuroCOVIDhub-median,1.99,0.33,0.76,0.08,46,1,Italy
All,EuroCOVIDhub-mean,inc case,3,IT,1.25,1.04,EuroCOVIDhub-All_relative_skill_weighted_median,1.21,0.33,0.76,0.08,46,1,Italy
All,EuroCOVIDhub-mean,inc case,3,IT,1.25,1.04,EuroCOVIDhub-All_relative_skill_weighted_mean,0.98,0.33,0.76,0.08,46,1,Italy
All,EuroCOVIDhub-mean,inc case,3,IT,1.25,1.04,EuroCOVIDhub-mean,1,0.33,0.76,0.08,46,1,Italy
All,EuroCOVIDhub-median,inc case,3,IT,0.68,0.52,EuroCOVIDhub-baseline,0.52,0.37,0.8,-0.03,46,1,Italy
All,EuroCOVIDhub-median,inc case,3,IT,0.68,0.52,EuroCOVIDhub-All_relative_skill_weighted_median,0.61,0.37,0.8,-0.03,46,1,Italy
All,EuroCOVIDhub-median,inc case,3,IT,0.68,0.52,EuroCOVIDhub-mean,0.5,0.37,0.8,-0.03,46,1,Italy
All,EuroCOVIDhub-median,inc case,3,IT,0.68,0.52,EuroCOVIDhub-All_relative_skill_weighted_mean,0.49,0.37,0.8,-0.03,46,1,Italy
All,EuroCOVIDhub-median,inc case,3,IT,0.68,0.52,EuroCOVIDhub-median,1,0.37,0.8,-0.03,46,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,IT,2.09,1.68,EuroCOVIDhub-mean,1.01,0.29,0.76,0.08,45,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,IT,2.09,1.68,EuroCOVIDhub-All_relative_skill_weighted_median,1.45,0.29,0.76,0.08,45,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,IT,2.09,1.68,EuroCOVIDhub-baseline,1.68,0.29,0.76,0.08,45,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,IT,2.09,1.68,EuroCOVIDhub-median,2.65,0.29,0.76,0.08,45,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,IT,2.09,1.68,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.29,0.76,0.08,45,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,IT,1.43,1.15,EuroCOVIDhub-mean,0.7,0.29,0.76,-0.02,45,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,IT,1.43,1.15,EuroCOVIDhub-baseline,1.15,0.29,0.76,-0.02,45,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,IT,1.43,1.15,EuroCOVIDhub-median,1.82,0.29,0.76,-0.02,45,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,IT,1.43,1.15,EuroCOVIDhub-All_relative_skill_weighted_mean,0.69,0.29,0.76,-0.02,45,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,IT,1.43,1.15,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.29,0.76,-0.02,45,1,Italy
All,EuroCOVIDhub-baseline,inc case,4,IT,1,1,EuroCOVIDhub-median,1.58,0.29,0.73,0.05,49,1,Italy
All,EuroCOVIDhub-baseline,inc case,4,IT,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,0.87,0.29,0.73,0.05,49,1,Italy
All,EuroCOVIDhub-baseline,inc case,4,IT,1,1,EuroCOVIDhub-mean,0.6,0.29,0.73,0.05,49,1,Italy
All,EuroCOVIDhub-baseline,inc case,4,IT,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,0.6,0.29,0.73,0.05,49,1,Italy
All,EuroCOVIDhub-baseline,inc case,4,IT,1,1,EuroCOVIDhub-baseline,1,0.29,0.73,0.05,49,1,Italy
All,EuroCOVIDhub-mean,inc case,4,IT,2.08,1.66,EuroCOVIDhub-baseline,1.66,0.27,0.71,0.12,45,1,Italy
All,EuroCOVIDhub-mean,inc case,4,IT,2.08,1.66,EuroCOVIDhub-median,2.62,0.27,0.71,0.12,45,1,Italy
All,EuroCOVIDhub-mean,inc case,4,IT,2.08,1.66,EuroCOVIDhub-All_relative_skill_weighted_median,1.44,0.27,0.71,0.12,45,1,Italy
All,EuroCOVIDhub-mean,inc case,4,IT,2.08,1.66,EuroCOVIDhub-All_relative_skill_weighted_mean,0.99,0.27,0.71,0.12,45,1,Italy
All,EuroCOVIDhub-mean,inc case,4,IT,2.08,1.66,EuroCOVIDhub-mean,1,0.27,0.71,0.12,45,1,Italy
All,EuroCOVIDhub-median,inc case,4,IT,0.79,0.63,EuroCOVIDhub-baseline,0.63,0.29,0.76,-0.03,45,1,Italy
All,EuroCOVIDhub-median,inc case,4,IT,0.79,0.63,EuroCOVIDhub-All_relative_skill_weighted_median,0.55,0.29,0.76,-0.03,45,1,Italy
All,EuroCOVIDhub-median,inc case,4,IT,0.79,0.63,EuroCOVIDhub-mean,0.38,0.29,0.76,-0.03,45,1,Italy
All,EuroCOVIDhub-median,inc case,4,IT,0.79,0.63,EuroCOVIDhub-All_relative_skill_weighted_mean,0.38,0.29,0.76,-0.03,45,1,Italy
All,EuroCOVIDhub-median,inc case,4,IT,0.79,0.63,EuroCOVIDhub-median,1,0.29,0.76,-0.03,45,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,IT,0.56,0.52,EuroCOVIDhub-baseline,0.52,0.73,0.98,0.12,48,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,IT,0.56,0.52,EuroCOVIDhub-mean,1.03,0.73,0.98,0.12,48,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,IT,0.56,0.52,EuroCOVIDhub-All_relative_skill_weighted_median,1.05,0.73,0.98,0.12,48,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,IT,0.56,0.52,EuroCOVIDhub-median,1.07,0.73,0.98,0.12,48,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,IT,0.56,0.52,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.73,0.98,0.12,48,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,IT,0.55,0.5,EuroCOVIDhub-baseline,0.5,0.73,0.98,0.07,48,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,IT,0.55,0.5,EuroCOVIDhub-mean,0.99,0.73,0.98,0.07,48,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,IT,0.55,0.5,EuroCOVIDhub-median,1.02,0.73,0.98,0.07,48,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,IT,0.55,0.5,EuroCOVIDhub-All_relative_skill_weighted_mean,0.96,0.73,0.98,0.07,48,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,IT,0.55,0.5,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.73,0.98,0.07,48,1,Italy
All,EuroCOVIDhub-baseline,inc death,1,IT,1,1,EuroCOVIDhub-median,2.05,0.54,1,-0.01,52,1,Italy
All,EuroCOVIDhub-baseline,inc death,1,IT,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,2,0.54,1,-0.01,52,1,Italy
All,EuroCOVIDhub-baseline,inc death,1,IT,1,1,EuroCOVIDhub-mean,1.98,0.54,1,-0.01,52,1,Italy
All,EuroCOVIDhub-baseline,inc death,1,IT,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,1.92,0.54,1,-0.01,52,1,Italy
All,EuroCOVIDhub-baseline,inc death,1,IT,1,1,EuroCOVIDhub-baseline,1,0.54,1,-0.01,52,1,Italy
All,EuroCOVIDhub-mean,inc death,1,IT,0.51,0.51,EuroCOVIDhub-baseline,0.51,0.77,1,0.1,48,1,Italy
All,EuroCOVIDhub-mean,inc death,1,IT,0.51,0.51,EuroCOVIDhub-median,1.03,0.77,1,0.1,48,1,Italy
All,EuroCOVIDhub-mean,inc death,1,IT,0.51,0.51,EuroCOVIDhub-All_relative_skill_weighted_median,1.01,0.77,1,0.1,48,1,Italy
All,EuroCOVIDhub-mean,inc death,1,IT,0.51,0.51,EuroCOVIDhub-All_relative_skill_weighted_mean,0.97,0.77,1,0.1,48,1,Italy
All,EuroCOVIDhub-mean,inc death,1,IT,0.51,0.51,EuroCOVIDhub-mean,1,0.77,1,0.1,48,1,Italy
All,EuroCOVIDhub-median,inc death,1,IT,0.52,0.49,EuroCOVIDhub-baseline,0.49,0.69,0.98,0.05,48,1,Italy
All,EuroCOVIDhub-median,inc death,1,IT,0.52,0.49,EuroCOVIDhub-All_relative_skill_weighted_median,0.98,0.69,0.98,0.05,48,1,Italy
All,EuroCOVIDhub-median,inc death,1,IT,0.52,0.49,EuroCOVIDhub-mean,0.97,0.69,0.98,0.05,48,1,Italy
All,EuroCOVIDhub-median,inc death,1,IT,0.52,0.49,EuroCOVIDhub-All_relative_skill_weighted_mean,0.94,0.69,0.98,0.05,48,1,Italy
All,EuroCOVIDhub-median,inc death,1,IT,0.52,0.49,EuroCOVIDhub-median,1,0.69,0.98,0.05,48,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,IT,0.54,0.52,EuroCOVIDhub-baseline,0.52,0.62,0.98,0.22,47,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,IT,0.54,0.52,EuroCOVIDhub-mean,1.07,0.62,0.98,0.22,47,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,IT,0.54,0.52,EuroCOVIDhub-All_relative_skill_weighted_median,1.09,0.62,0.98,0.22,47,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,IT,0.54,0.52,EuroCOVIDhub-median,1.16,0.62,0.98,0.22,47,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,IT,0.54,0.52,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.62,0.98,0.22,47,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,IT,0.49,0.48,EuroCOVIDhub-baseline,0.48,0.57,0.98,0.17,47,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,IT,0.49,0.48,EuroCOVIDhub-mean,0.98,0.57,0.98,0.17,47,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,IT,0.49,0.48,EuroCOVIDhub-median,1.07,0.57,0.98,0.17,47,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,IT,0.49,0.48,EuroCOVIDhub-All_relative_skill_weighted_mean,0.92,0.57,0.98,0.17,47,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,IT,0.49,0.48,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.57,0.98,0.17,47,1,Italy
All,EuroCOVIDhub-baseline,inc death,2,IT,1,1,EuroCOVIDhub-median,2.24,0.63,1,0,51,1,Italy
All,EuroCOVIDhub-baseline,inc death,2,IT,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,2.1,0.63,1,0,51,1,Italy
All,EuroCOVIDhub-baseline,inc death,2,IT,1,1,EuroCOVIDhub-mean,2.05,0.63,1,0,51,1,Italy
All,EuroCOVIDhub-baseline,inc death,2,IT,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,1.92,0.63,1,0,51,1,Italy
All,EuroCOVIDhub-baseline,inc death,2,IT,1,1,EuroCOVIDhub-baseline,1,0.63,1,0,51,1,Italy
All,EuroCOVIDhub-mean,inc death,2,IT,0.5,0.49,EuroCOVIDhub-baseline,0.49,0.74,1,0.2,47,1,Italy
All,EuroCOVIDhub-mean,inc death,2,IT,0.5,0.49,EuroCOVIDhub-median,1.09,0.74,1,0.2,47,1,Italy
All,EuroCOVIDhub-mean,inc death,2,IT,0.5,0.49,EuroCOVIDhub-All_relative_skill_weighted_median,1.02,0.74,1,0.2,47,1,Italy
All,EuroCOVIDhub-mean,inc death,2,IT,0.5,0.49,EuroCOVIDhub-All_relative_skill_weighted_mean,0.94,0.74,1,0.2,47,1,Italy
All,EuroCOVIDhub-mean,inc death,2,IT,0.5,0.49,EuroCOVIDhub-mean,1,0.74,1,0.2,47,1,Italy
All,EuroCOVIDhub-median,inc death,2,IT,0.47,0.45,EuroCOVIDhub-baseline,0.45,0.64,1,0.13,47,1,Italy
All,EuroCOVIDhub-median,inc death,2,IT,0.47,0.45,EuroCOVIDhub-All_relative_skill_weighted_median,0.94,0.64,1,0.13,47,1,Italy
All,EuroCOVIDhub-median,inc death,2,IT,0.47,0.45,EuroCOVIDhub-mean,0.92,0.64,1,0.13,47,1,Italy
All,EuroCOVIDhub-median,inc death,2,IT,0.47,0.45,EuroCOVIDhub-All_relative_skill_weighted_mean,0.86,0.64,1,0.13,47,1,Italy
All,EuroCOVIDhub-median,inc death,2,IT,0.47,0.45,EuroCOVIDhub-median,1,0.64,1,0.13,47,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,IT,0.74,0.73,EuroCOVIDhub-baseline,0.73,0.57,0.96,0.25,46,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,IT,0.74,0.73,EuroCOVIDhub-mean,1.08,0.57,0.96,0.25,46,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,IT,0.74,0.73,EuroCOVIDhub-All_relative_skill_weighted_median,1.23,0.57,0.96,0.25,46,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,IT,0.74,0.73,EuroCOVIDhub-median,1.45,0.57,0.96,0.25,46,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,IT,0.74,0.73,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.57,0.96,0.25,46,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,IT,0.61,0.6,EuroCOVIDhub-baseline,0.6,0.59,0.98,0.19,46,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,IT,0.61,0.6,EuroCOVIDhub-mean,0.88,0.59,0.98,0.19,46,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,IT,0.61,0.6,EuroCOVIDhub-median,1.18,0.59,0.98,0.19,46,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,IT,0.61,0.6,EuroCOVIDhub-All_relative_skill_weighted_mean,0.82,0.59,0.98,0.19,46,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,IT,0.61,0.6,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.59,0.98,0.19,46,1,Italy
All,EuroCOVIDhub-baseline,inc death,3,IT,1,1,EuroCOVIDhub-median,1.98,0.58,1,0.02,50,1,Italy
All,EuroCOVIDhub-baseline,inc death,3,IT,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,1.68,0.58,1,0.02,50,1,Italy
All,EuroCOVIDhub-baseline,inc death,3,IT,1,1,EuroCOVIDhub-mean,1.47,0.58,1,0.02,50,1,Italy
All,EuroCOVIDhub-baseline,inc death,3,IT,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,1.37,0.58,1,0.02,50,1,Italy
All,EuroCOVIDhub-baseline,inc death,3,IT,1,1,EuroCOVIDhub-baseline,1,0.58,1,0.02,50,1,Italy
All,EuroCOVIDhub-mean,inc death,3,IT,0.69,0.68,EuroCOVIDhub-baseline,0.68,0.61,0.96,0.26,46,1,Italy
All,EuroCOVIDhub-mean,inc death,3,IT,0.69,0.68,EuroCOVIDhub-median,1.35,0.61,0.96,0.26,46,1,Italy
All,EuroCOVIDhub-mean,inc death,3,IT,0.69,0.68,EuroCOVIDhub-All_relative_skill_weighted_median,1.14,0.61,0.96,0.26,46,1,Italy
All,EuroCOVIDhub-mean,inc death,3,IT,0.69,0.68,EuroCOVIDhub-All_relative_skill_weighted_mean,0.93,0.61,0.96,0.26,46,1,Italy
All,EuroCOVIDhub-mean,inc death,3,IT,0.69,0.68,EuroCOVIDhub-mean,1,0.61,0.96,0.26,46,1,Italy
All,EuroCOVIDhub-median,inc death,3,IT,0.51,0.5,EuroCOVIDhub-baseline,0.5,0.63,0.93,0.16,46,1,Italy
All,EuroCOVIDhub-median,inc death,3,IT,0.51,0.5,EuroCOVIDhub-All_relative_skill_weighted_median,0.84,0.63,0.93,0.16,46,1,Italy
All,EuroCOVIDhub-median,inc death,3,IT,0.51,0.5,EuroCOVIDhub-mean,0.74,0.63,0.93,0.16,46,1,Italy
All,EuroCOVIDhub-median,inc death,3,IT,0.51,0.5,EuroCOVIDhub-All_relative_skill_weighted_mean,0.69,0.63,0.93,0.16,46,1,Italy
All,EuroCOVIDhub-median,inc death,3,IT,0.51,0.5,EuroCOVIDhub-median,1,0.63,0.93,0.16,46,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,IT,1.13,1.21,EuroCOVIDhub-mean,1.07,0.6,0.93,0.24,45,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,IT,1.13,1.21,EuroCOVIDhub-baseline,1.21,0.6,0.93,0.24,45,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,IT,1.13,1.21,EuroCOVIDhub-All_relative_skill_weighted_median,1.43,0.6,0.93,0.24,45,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,IT,1.13,1.21,EuroCOVIDhub-median,1.75,0.6,0.93,0.24,45,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,IT,1.13,1.21,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.6,0.93,0.24,45,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,IT,0.8,0.85,EuroCOVIDhub-mean,0.75,0.51,0.91,0.17,45,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,IT,0.8,0.85,EuroCOVIDhub-baseline,0.85,0.51,0.91,0.17,45,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,IT,0.8,0.85,EuroCOVIDhub-median,1.23,0.51,0.91,0.17,45,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,IT,0.8,0.85,EuroCOVIDhub-All_relative_skill_weighted_mean,0.7,0.51,0.91,0.17,45,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,IT,0.8,0.85,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.51,0.91,0.17,45,1,Italy
All,EuroCOVIDhub-baseline,inc death,4,IT,1,1,EuroCOVIDhub-median,1.44,0.57,1,0.02,49,1,Italy
All,EuroCOVIDhub-baseline,inc death,4,IT,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,1.18,0.57,1,0.02,49,1,Italy
All,EuroCOVIDhub-baseline,inc death,4,IT,1,1,EuroCOVIDhub-mean,0.88,0.57,1,0.02,49,1,Italy
All,EuroCOVIDhub-baseline,inc death,4,IT,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,0.82,0.57,1,0.02,49,1,Italy
All,EuroCOVIDhub-baseline,inc death,4,IT,1,1,EuroCOVIDhub-baseline,1,0.57,1,0.02,49,1,Italy
All,EuroCOVIDhub-mean,inc death,4,IT,1.09,1.14,EuroCOVIDhub-baseline,1.14,0.58,0.91,0.26,45,1,Italy
All,EuroCOVIDhub-mean,inc death,4,IT,1.09,1.14,EuroCOVIDhub-median,1.64,0.58,0.91,0.26,45,1,Italy
All,EuroCOVIDhub-mean,inc death,4,IT,1.09,1.14,EuroCOVIDhub-All_relative_skill_weighted_median,1.34,0.58,0.91,0.26,45,1,Italy
All,EuroCOVIDhub-mean,inc death,4,IT,1.09,1.14,EuroCOVIDhub-All_relative_skill_weighted_mean,0.94,0.58,0.91,0.26,45,1,Italy
All,EuroCOVIDhub-mean,inc death,4,IT,1.09,1.14,EuroCOVIDhub-mean,1,0.58,0.91,0.26,45,1,Italy
All,EuroCOVIDhub-median,inc death,4,IT,0.68,0.69,EuroCOVIDhub-baseline,0.69,0.49,0.93,0.15,45,1,Italy
All,EuroCOVIDhub-median,inc death,4,IT,0.68,0.69,EuroCOVIDhub-All_relative_skill_weighted_median,0.82,0.49,0.93,0.15,45,1,Italy
All,EuroCOVIDhub-median,inc death,4,IT,0.68,0.69,EuroCOVIDhub-mean,0.61,0.49,0.93,0.15,45,1,Italy
All,EuroCOVIDhub-median,inc death,4,IT,0.68,0.69,EuroCOVIDhub-All_relative_skill_weighted_mean,0.57,0.49,0.93,0.15,45,1,Italy
All,EuroCOVIDhub-median,inc death,4,IT,0.68,0.69,EuroCOVIDhub-median,1,0.49,0.93,0.15,45,1,Italy
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,LI,0.97,0.7,EuroCOVIDhub-baseline,0.69,0.33,0.93,-0,15,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,LI,0.97,0.7,EuroCOVIDhub-All_relative_skill_weighted_median,0.91,0.33,0.93,-0,15,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,LI,0.97,0.7,EuroCOVIDhub-mean,1.09,0.33,0.93,-0,15,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,LI,0.97,0.7,EuroCOVIDhub-median,0.83,0.33,0.93,-0,15,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,LI,0.97,0.7,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.33,0.93,-0,15,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,LI,1.04,0.77,EuroCOVIDhub-baseline,0.76,0.2,0.87,-0.05,15,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,LI,1.04,0.77,EuroCOVIDhub-mean,1.19,0.2,0.87,-0.05,15,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,LI,1.04,0.77,EuroCOVIDhub-All_relative_skill_weighted_mean,1.09,0.2,0.87,-0.05,15,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,LI,1.04,0.77,EuroCOVIDhub-median,0.91,0.2,0.87,-0.05,15,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,LI,1.04,0.77,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.2,0.87,-0.05,15,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc case,2,LI,1,1,EuroCOVIDhub-mean,1.5,0.09,0.36,-0.33,22,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc case,2,LI,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,1.45,0.09,0.36,-0.33,22,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc case,2,LI,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,1.32,0.09,0.36,-0.33,22,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc case,2,LI,1,1,EuroCOVIDhub-median,1.18,0.09,0.36,-0.33,22,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc case,2,LI,1,1,EuroCOVIDhub-baseline,1,0.09,0.36,-0.33,22,1,Liechtenstein
All,EuroCOVIDhub-mean,inc case,2,LI,0.86,0.65,EuroCOVIDhub-baseline,0.67,0.45,0.91,-0.17,22,1,Liechtenstein
All,EuroCOVIDhub-mean,inc case,2,LI,0.86,0.65,EuroCOVIDhub-median,0.79,0.45,0.91,-0.17,22,1,Liechtenstein
All,EuroCOVIDhub-mean,inc case,2,LI,0.86,0.65,EuroCOVIDhub-All_relative_skill_weighted_median,0.84,0.45,0.91,-0.17,22,1,Liechtenstein
All,EuroCOVIDhub-mean,inc case,2,LI,0.86,0.65,EuroCOVIDhub-All_relative_skill_weighted_mean,0.92,0.45,0.91,-0.17,22,1,Liechtenstein
All,EuroCOVIDhub-mean,inc case,2,LI,0.86,0.65,EuroCOVIDhub-mean,1,0.45,0.91,-0.17,22,1,Liechtenstein
All,EuroCOVIDhub-median,inc case,2,LI,1.01,0.84,EuroCOVIDhub-baseline,0.85,0.41,0.73,-0.31,22,1,Liechtenstein
All,EuroCOVIDhub-median,inc case,2,LI,1.01,0.84,EuroCOVIDhub-All_relative_skill_weighted_median,1.1,0.41,0.73,-0.31,22,1,Liechtenstein
All,EuroCOVIDhub-median,inc case,2,LI,1.01,0.84,EuroCOVIDhub-All_relative_skill_weighted_mean,1.21,0.41,0.73,-0.31,22,1,Liechtenstein
All,EuroCOVIDhub-median,inc case,2,LI,1.01,0.84,EuroCOVIDhub-mean,1.27,0.41,0.73,-0.31,22,1,Liechtenstein
All,EuroCOVIDhub-median,inc case,2,LI,1.01,0.84,EuroCOVIDhub-median,1,0.41,0.73,-0.31,22,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,LI,1.4,1.12,EuroCOVIDhub-All_relative_skill_weighted_median,0.94,0.31,0.85,-0.01,13,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,LI,1.4,1.12,EuroCOVIDhub-baseline,1.14,0.31,0.85,-0.01,13,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,LI,1.4,1.12,EuroCOVIDhub-mean,1.25,0.31,0.85,-0.01,13,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,LI,1.4,1.12,EuroCOVIDhub-median,1.07,0.31,0.85,-0.01,13,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,LI,1.4,1.12,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.31,0.85,-0.01,13,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,LI,1.39,1.18,EuroCOVIDhub-baseline,1.21,0.23,0.77,-0.09,13,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,LI,1.39,1.18,EuroCOVIDhub-mean,1.33,0.23,0.77,-0.09,13,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,LI,1.39,1.18,EuroCOVIDhub-median,1.13,0.23,0.77,-0.09,13,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,LI,1.39,1.18,EuroCOVIDhub-All_relative_skill_weighted_mean,1.06,0.23,0.77,-0.09,13,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,LI,1.39,1.18,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.23,0.77,-0.09,13,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc case,4,LI,1,1,EuroCOVIDhub-mean,1.16,0.16,0.37,-0.49,19,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc case,4,LI,1,1,EuroCOVIDhub-median,0.98,0.16,0.37,-0.49,19,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc case,4,LI,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,0.88,0.16,0.37,-0.49,19,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc case,4,LI,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,0.83,0.16,0.37,-0.49,19,1,Liechtenstein
