weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,compare_against,mean_scores_ratio,cov_50,cov_95,bias,n,n_loc,location_name
All,EuroCOVIDhub-mean,inc case,4,NO,0.99,0.8,EuroCOVIDhub-baseline,0.8,0.37,0.72,-0.18,43,1,Norway
All,EuroCOVIDhub-mean,inc case,4,NO,0.99,0.8,EuroCOVIDhub-median,0.89,0.37,0.72,-0.18,43,1,Norway
All,EuroCOVIDhub-mean,inc case,4,NO,0.99,0.8,EuroCOVIDhub-All_relative_skill_weighted_mean,1.05,0.37,0.72,-0.18,43,1,Norway
All,EuroCOVIDhub-mean,inc case,4,NO,0.99,0.8,EuroCOVIDhub-All_relative_skill_weighted_median,1.02,0.37,0.72,-0.18,43,1,Norway
All,EuroCOVIDhub-mean,inc case,4,NO,0.99,0.8,EuroCOVIDhub-mean,1,0.37,0.72,-0.18,43,1,Norway
All,EuroCOVIDhub-median,inc case,4,NO,1.1,0.89,EuroCOVIDhub-baseline,0.89,0.35,0.65,-0.26,43,1,Norway
All,EuroCOVIDhub-median,inc case,4,NO,1.1,0.89,EuroCOVIDhub-All_relative_skill_weighted_mean,1.16,0.35,0.65,-0.26,43,1,Norway
All,EuroCOVIDhub-median,inc case,4,NO,1.1,0.89,EuroCOVIDhub-All_relative_skill_weighted_median,1.13,0.35,0.65,-0.26,43,1,Norway
All,EuroCOVIDhub-median,inc case,4,NO,1.1,0.89,EuroCOVIDhub-mean,1.12,0.35,0.65,-0.26,43,1,Norway
All,EuroCOVIDhub-median,inc case,4,NO,1.1,0.89,EuroCOVIDhub-median,1,0.35,0.65,-0.26,43,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,NO,1.22,1.14,EuroCOVIDhub-mean,1,0.52,0.98,0.03,48,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,NO,1.22,1.14,EuroCOVIDhub-All_relative_skill_weighted_median,1.04,0.52,0.98,0.03,48,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,NO,1.22,1.14,EuroCOVIDhub-median,1.08,0.52,0.98,0.03,48,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,NO,1.22,1.14,EuroCOVIDhub-baseline,1.14,0.52,0.98,0.03,48,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,NO,1.22,1.14,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.52,0.98,0.03,48,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,NO,1.18,1.1,EuroCOVIDhub-mean,0.96,0.5,0.96,-0.01,48,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,NO,1.18,1.1,EuroCOVIDhub-median,1.04,0.5,0.96,-0.01,48,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,NO,1.18,1.1,EuroCOVIDhub-baseline,1.1,0.5,0.96,-0.01,48,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,NO,1.18,1.1,EuroCOVIDhub-All_relative_skill_weighted_mean,0.96,0.5,0.96,-0.01,48,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,NO,1.18,1.1,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.5,0.96,-0.01,48,1,Norway
All,EuroCOVIDhub-baseline,inc death,1,NO,1,1,EuroCOVIDhub-median,0.95,0.5,0.96,-0,52,1,Norway
All,EuroCOVIDhub-baseline,inc death,1,NO,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,0.91,0.5,0.96,-0,52,1,Norway
All,EuroCOVIDhub-baseline,inc death,1,NO,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,0.88,0.5,0.96,-0,52,1,Norway
All,EuroCOVIDhub-baseline,inc death,1,NO,1,1,EuroCOVIDhub-mean,0.87,0.5,0.96,-0,52,1,Norway
All,EuroCOVIDhub-baseline,inc death,1,NO,1,1,EuroCOVIDhub-baseline,1,0.5,0.96,-0,52,1,Norway
All,EuroCOVIDhub-mean,inc death,1,NO,1.23,1.15,EuroCOVIDhub-median,1.09,0.52,1,0.05,48,1,Norway
All,EuroCOVIDhub-mean,inc death,1,NO,1.23,1.15,EuroCOVIDhub-baseline,1.15,0.52,1,0.05,48,1,Norway
All,EuroCOVIDhub-mean,inc death,1,NO,1.23,1.15,EuroCOVIDhub-All_relative_skill_weighted_median,1.05,0.52,1,0.05,48,1,Norway
All,EuroCOVIDhub-mean,inc death,1,NO,1.23,1.15,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.52,1,0.05,48,1,Norway
All,EuroCOVIDhub-mean,inc death,1,NO,1.23,1.15,EuroCOVIDhub-mean,1,0.52,1,0.05,48,1,Norway
All,EuroCOVIDhub-median,inc death,1,NO,1.16,1.06,EuroCOVIDhub-baseline,1.06,0.58,0.96,-0.02,48,1,Norway
All,EuroCOVIDhub-median,inc death,1,NO,1.16,1.06,EuroCOVIDhub-All_relative_skill_weighted_median,0.96,0.58,0.96,-0.02,48,1,Norway
All,EuroCOVIDhub-median,inc death,1,NO,1.16,1.06,EuroCOVIDhub-All_relative_skill_weighted_mean,0.93,0.58,0.96,-0.02,48,1,Norway
All,EuroCOVIDhub-median,inc death,1,NO,1.16,1.06,EuroCOVIDhub-mean,0.92,0.58,0.96,-0.02,48,1,Norway
All,EuroCOVIDhub-median,inc death,1,NO,1.16,1.06,EuroCOVIDhub-median,1,0.58,0.96,-0.02,48,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,NO,1.13,1.11,EuroCOVIDhub-mean,0.98,0.51,0.98,0.08,47,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,NO,1.13,1.11,EuroCOVIDhub-median,1.07,0.51,0.98,0.08,47,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,NO,1.13,1.11,EuroCOVIDhub-All_relative_skill_weighted_median,1.08,0.51,0.98,0.08,47,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,NO,1.13,1.11,EuroCOVIDhub-baseline,1.11,0.51,0.98,0.08,47,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,NO,1.13,1.11,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.51,0.98,0.08,47,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,NO,1.06,1.03,EuroCOVIDhub-mean,0.91,0.51,0.94,0.03,47,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,NO,1.06,1.03,EuroCOVIDhub-median,1,0.51,0.94,0.03,47,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,NO,1.06,1.03,EuroCOVIDhub-baseline,1.03,0.51,0.94,0.03,47,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,NO,1.06,1.03,EuroCOVIDhub-All_relative_skill_weighted_mean,0.93,0.51,0.94,0.03,47,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,NO,1.06,1.03,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.51,0.94,0.03,47,1,Norway
All,EuroCOVIDhub-baseline,inc death,2,NO,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,0.97,0.55,0.9,-0.06,51,1,Norway
All,EuroCOVIDhub-baseline,inc death,2,NO,1,1,EuroCOVIDhub-median,0.97,0.55,0.9,-0.06,51,1,Norway
All,EuroCOVIDhub-baseline,inc death,2,NO,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,0.9,0.55,0.9,-0.06,51,1,Norway
All,EuroCOVIDhub-baseline,inc death,2,NO,1,1,EuroCOVIDhub-mean,0.89,0.55,0.9,-0.06,51,1,Norway
All,EuroCOVIDhub-baseline,inc death,2,NO,1,1,EuroCOVIDhub-baseline,1,0.55,0.9,-0.06,51,1,Norway
All,EuroCOVIDhub-mean,inc death,2,NO,1.13,1.13,EuroCOVIDhub-median,1.1,0.55,1,0.09,47,1,Norway
All,EuroCOVIDhub-mean,inc death,2,NO,1.13,1.13,EuroCOVIDhub-baseline,1.13,0.55,1,0.09,47,1,Norway
All,EuroCOVIDhub-mean,inc death,2,NO,1.13,1.13,EuroCOVIDhub-All_relative_skill_weighted_median,1.1,0.55,1,0.09,47,1,Norway
All,EuroCOVIDhub-mean,inc death,2,NO,1.13,1.13,EuroCOVIDhub-All_relative_skill_weighted_mean,1.02,0.55,1,0.09,47,1,Norway
All,EuroCOVIDhub-mean,inc death,2,NO,1.13,1.13,EuroCOVIDhub-mean,1,0.55,1,0.09,47,1,Norway
All,EuroCOVIDhub-median,inc death,2,NO,1.14,1.03,EuroCOVIDhub-baseline,1.03,0.57,0.94,-0.02,47,1,Norway
All,EuroCOVIDhub-median,inc death,2,NO,1.14,1.03,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.57,0.94,-0.02,47,1,Norway
All,EuroCOVIDhub-median,inc death,2,NO,1.14,1.03,EuroCOVIDhub-All_relative_skill_weighted_mean,0.93,0.57,0.94,-0.02,47,1,Norway
All,EuroCOVIDhub-median,inc death,2,NO,1.14,1.03,EuroCOVIDhub-mean,0.91,0.57,0.94,-0.02,47,1,Norway
All,EuroCOVIDhub-median,inc death,2,NO,1.14,1.03,EuroCOVIDhub-median,1,0.57,0.94,-0.02,47,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,NO,1.21,1.21,EuroCOVIDhub-mean,0.97,0.48,0.93,0.13,46,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,NO,1.21,1.21,EuroCOVIDhub-All_relative_skill_weighted_median,1.11,0.48,0.93,0.13,46,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,NO,1.21,1.21,EuroCOVIDhub-median,1.11,0.48,0.93,0.13,46,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,NO,1.21,1.21,EuroCOVIDhub-baseline,1.21,0.48,0.93,0.13,46,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,NO,1.21,1.21,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.48,0.93,0.13,46,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,NO,1.17,1.09,EuroCOVIDhub-mean,0.87,0.48,0.91,0.09,46,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,NO,1.17,1.09,EuroCOVIDhub-median,1,0.48,0.91,0.09,46,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,NO,1.17,1.09,EuroCOVIDhub-baseline,1.09,0.48,0.91,0.09,46,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,NO,1.17,1.09,EuroCOVIDhub-All_relative_skill_weighted_mean,0.9,0.48,0.91,0.09,46,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,NO,1.17,1.09,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.48,0.91,0.09,46,1,Norway
All,EuroCOVIDhub-baseline,inc death,3,NO,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,0.91,0.52,0.96,-0.12,50,1,Norway
All,EuroCOVIDhub-baseline,inc death,3,NO,1,1,EuroCOVIDhub-median,0.91,0.52,0.96,-0.12,50,1,Norway
All,EuroCOVIDhub-baseline,inc death,3,NO,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,0.82,0.52,0.96,-0.12,50,1,Norway
All,EuroCOVIDhub-baseline,inc death,3,NO,1,1,EuroCOVIDhub-mean,0.8,0.52,0.96,-0.12,50,1,Norway
All,EuroCOVIDhub-baseline,inc death,3,NO,1,1,EuroCOVIDhub-baseline,1,0.52,0.96,-0.12,50,1,Norway
All,EuroCOVIDhub-mean,inc death,3,NO,1.24,1.25,EuroCOVIDhub-median,1.14,0.57,0.98,0.13,46,1,Norway
All,EuroCOVIDhub-mean,inc death,3,NO,1.24,1.25,EuroCOVIDhub-baseline,1.25,0.57,0.98,0.13,46,1,Norway
All,EuroCOVIDhub-mean,inc death,3,NO,1.24,1.25,EuroCOVIDhub-All_relative_skill_weighted_median,1.14,0.57,0.98,0.13,46,1,Norway
All,EuroCOVIDhub-mean,inc death,3,NO,1.24,1.25,EuroCOVIDhub-All_relative_skill_weighted_mean,1.03,0.57,0.98,0.13,46,1,Norway
All,EuroCOVIDhub-mean,inc death,3,NO,1.24,1.25,EuroCOVIDhub-mean,1,0.57,0.98,0.13,46,1,Norway
All,EuroCOVIDhub-median,inc death,3,NO,1.21,1.09,EuroCOVIDhub-baseline,1.09,0.48,0.89,0.05,46,1,Norway
All,EuroCOVIDhub-median,inc death,3,NO,1.21,1.09,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.48,0.89,0.05,46,1,Norway
All,EuroCOVIDhub-median,inc death,3,NO,1.21,1.09,EuroCOVIDhub-All_relative_skill_weighted_mean,0.9,0.48,0.89,0.05,46,1,Norway
All,EuroCOVIDhub-median,inc death,3,NO,1.21,1.09,EuroCOVIDhub-mean,0.87,0.48,0.89,0.05,46,1,Norway
All,EuroCOVIDhub-median,inc death,3,NO,1.21,1.09,EuroCOVIDhub-median,1,0.48,0.89,0.05,46,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,NO,1.36,1.39,EuroCOVIDhub-mean,0.96,0.53,0.91,0.16,45,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,NO,1.36,1.39,EuroCOVIDhub-All_relative_skill_weighted_median,1.19,0.53,0.91,0.16,45,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,NO,1.36,1.39,EuroCOVIDhub-median,1.19,0.53,0.91,0.16,45,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,NO,1.36,1.39,EuroCOVIDhub-baseline,1.39,0.53,0.91,0.16,45,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,NO,1.36,1.39,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.53,0.91,0.16,45,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,NO,1.23,1.17,EuroCOVIDhub-mean,0.81,0.53,0.87,0.12,45,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,NO,1.23,1.17,EuroCOVIDhub-median,1,0.53,0.87,0.12,45,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,NO,1.23,1.17,EuroCOVIDhub-baseline,1.17,0.53,0.87,0.12,45,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,NO,1.23,1.17,EuroCOVIDhub-All_relative_skill_weighted_mean,0.84,0.53,0.87,0.12,45,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,NO,1.23,1.17,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.53,0.87,0.12,45,1,Norway
All,EuroCOVIDhub-baseline,inc death,4,NO,1,1,EuroCOVIDhub-median,0.86,0.59,0.92,-0.14,49,1,Norway
All,EuroCOVIDhub-baseline,inc death,4,NO,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,0.85,0.59,0.92,-0.14,49,1,Norway
All,EuroCOVIDhub-baseline,inc death,4,NO,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,0.72,0.59,0.92,-0.14,49,1,Norway
All,EuroCOVIDhub-baseline,inc death,4,NO,1,1,EuroCOVIDhub-mean,0.69,0.59,0.92,-0.14,49,1,Norway
All,EuroCOVIDhub-baseline,inc death,4,NO,1,1,EuroCOVIDhub-baseline,1,0.59,0.92,-0.14,49,1,Norway
All,EuroCOVIDhub-mean,inc death,4,NO,1.41,1.45,EuroCOVIDhub-median,1.24,0.6,0.91,0.16,45,1,Norway
All,EuroCOVIDhub-mean,inc death,4,NO,1.41,1.45,EuroCOVIDhub-baseline,1.45,0.6,0.91,0.16,45,1,Norway
All,EuroCOVIDhub-mean,inc death,4,NO,1.41,1.45,EuroCOVIDhub-All_relative_skill_weighted_median,1.24,0.6,0.91,0.16,45,1,Norway
All,EuroCOVIDhub-mean,inc death,4,NO,1.41,1.45,EuroCOVIDhub-All_relative_skill_weighted_mean,1.05,0.6,0.91,0.16,45,1,Norway
All,EuroCOVIDhub-mean,inc death,4,NO,1.41,1.45,EuroCOVIDhub-mean,1,0.6,0.91,0.16,45,1,Norway
All,EuroCOVIDhub-median,inc death,4,NO,1.26,1.17,EuroCOVIDhub-baseline,1.17,0.6,0.89,0.05,45,1,Norway
All,EuroCOVIDhub-median,inc death,4,NO,1.26,1.17,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.6,0.89,0.05,45,1,Norway
All,EuroCOVIDhub-median,inc death,4,NO,1.26,1.17,EuroCOVIDhub-All_relative_skill_weighted_mean,0.84,0.6,0.89,0.05,45,1,Norway
All,EuroCOVIDhub-median,inc death,4,NO,1.26,1.17,EuroCOVIDhub-mean,0.8,0.6,0.89,0.05,45,1,Norway
All,EuroCOVIDhub-median,inc death,4,NO,1.26,1.17,EuroCOVIDhub-median,1,0.6,0.89,0.05,45,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,PL,0.59,0.57,EuroCOVIDhub-baseline,0.57,0.73,1,0.09,48,1,Poland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,PL,0.59,0.57,EuroCOVIDhub-mean,1.01,0.73,1,0.09,48,1,Poland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,PL,0.59,0.57,EuroCOVIDhub-All_relative_skill_weighted_median,1.05,0.73,1,0.09,48,1,Poland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,PL,0.59,0.57,EuroCOVIDhub-median,1.09,0.73,1,0.09,48,1,Poland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,PL,0.59,0.57,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.73,1,0.09,48,1,Poland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,PL,0.57,0.54,EuroCOVIDhub-baseline,0.54,0.69,1,0.04,48,1,Poland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,PL,0.57,0.54,EuroCOVIDhub-mean,0.96,0.69,1,0.04,48,1,Poland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,PL,0.57,0.54,EuroCOVIDhub-median,1.03,0.69,1,0.04,48,1,Poland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,PL,0.57,0.54,EuroCOVIDhub-All_relative_skill_weighted_mean,0.95,0.69,1,0.04,48,1,Poland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,PL,0.57,0.54,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.69,1,0.04,48,1,Poland
All,EuroCOVIDhub-baseline,inc death,1,PL,1,1,EuroCOVIDhub-median,1.92,0.29,0.88,-0.09,52,1,Poland
All,EuroCOVIDhub-baseline,inc death,1,PL,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,1.85,0.29,0.88,-0.09,52,1,Poland
All,EuroCOVIDhub-baseline,inc death,1,PL,1,1,EuroCOVIDhub-mean,1.78,0.29,0.88,-0.09,52,1,Poland
All,EuroCOVIDhub-baseline,inc death,1,PL,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,1.77,0.29,0.88,-0.09,52,1,Poland
All,EuroCOVIDhub-baseline,inc death,1,PL,1,1,EuroCOVIDhub-baseline,1,0.29,0.88,-0.09,52,1,Poland
All,EuroCOVIDhub-mean,inc death,1,PL,0.58,0.56,EuroCOVIDhub-baseline,0.56,0.73,1,0.09,48,1,Poland
All,EuroCOVIDhub-mean,inc death,1,PL,0.58,0.56,EuroCOVIDhub-median,1.08,0.73,1,0.09,48,1,Poland
All,EuroCOVIDhub-mean,inc death,1,PL,0.58,0.56,EuroCOVIDhub-All_relative_skill_weighted_median,1.04,0.73,1,0.09,48,1,Poland
All,EuroCOVIDhub-mean,inc death,1,PL,0.58,0.56,EuroCOVIDhub-All_relative_skill_weighted_mean,0.99,0.73,1,0.09,48,1,Poland
All,EuroCOVIDhub-mean,inc death,1,PL,0.58,0.56,EuroCOVIDhub-mean,1,0.73,1,0.09,48,1,Poland
All,EuroCOVIDhub-median,inc death,1,PL,0.5,0.52,EuroCOVIDhub-baseline,0.52,0.62,0.98,0,48,1,Poland
All,EuroCOVIDhub-median,inc death,1,PL,0.5,0.52,EuroCOVIDhub-All_relative_skill_weighted_median,0.97,0.62,0.98,0,48,1,Poland
All,EuroCOVIDhub-median,inc death,1,PL,0.5,0.52,EuroCOVIDhub-mean,0.93,0.62,0.98,0,48,1,Poland
All,EuroCOVIDhub-median,inc death,1,PL,0.5,0.52,EuroCOVIDhub-All_relative_skill_weighted_mean,0.92,0.62,0.98,0,48,1,Poland
All,EuroCOVIDhub-median,inc death,1,PL,0.5,0.52,EuroCOVIDhub-median,1,0.62,0.98,0,48,1,Poland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,PL,0.56,0.52,EuroCOVIDhub-baseline,0.52,0.55,0.98,0.16,47,1,Poland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,PL,0.56,0.52,EuroCOVIDhub-mean,1.01,0.55,0.98,0.16,47,1,Poland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,PL,0.56,0.52,EuroCOVIDhub-All_relative_skill_weighted_median,1.1,0.55,0.98,0.16,47,1,Poland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,PL,0.56,0.52,EuroCOVIDhub-median,1.24,0.55,0.98,0.16,47,1,Poland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,PL,0.56,0.52,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.55,0.98,0.16,47,1,Poland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,PL,0.55,0.47,EuroCOVIDhub-baseline,0.47,0.55,1,0.07,47,1,Poland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,PL,0.55,0.47,EuroCOVIDhub-mean,0.92,0.55,1,0.07,47,1,Poland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,PL,0.55,0.47,EuroCOVIDhub-median,1.13,0.55,1,0.07,47,1,Poland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,PL,0.55,0.47,EuroCOVIDhub-All_relative_skill_weighted_mean,0.91,0.55,1,0.07,47,1,Poland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,PL,0.55,0.47,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.55,1,0.07,47,1,Poland
All,EuroCOVIDhub-baseline,inc death,2,PL,1,1,EuroCOVIDhub-median,2.4,0.45,0.8,-0.04,51,1,Poland
All,EuroCOVIDhub-baseline,inc death,2,PL,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,2.12,0.45,0.8,-0.04,51,1,Poland
All,EuroCOVIDhub-baseline,inc death,2,PL,1,1,EuroCOVIDhub-mean,1.95,0.45,0.8,-0.04,51,1,Poland
All,EuroCOVIDhub-baseline,inc death,2,PL,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,1.94,0.45,0.8,-0.04,51,1,Poland
All,EuroCOVIDhub-baseline,inc death,2,PL,1,1,EuroCOVIDhub-baseline,1,0.45,0.8,-0.04,51,1,Poland
All,EuroCOVIDhub-mean,inc death,2,PL,0.56,0.51,EuroCOVIDhub-baseline,0.51,0.64,1,0.19,47,1,Poland
All,EuroCOVIDhub-mean,inc death,2,PL,0.56,0.51,EuroCOVIDhub-median,1.23,0.64,1,0.19,47,1,Poland
All,EuroCOVIDhub-mean,inc death,2,PL,0.56,0.51,EuroCOVIDhub-All_relative_skill_weighted_median,1.09,0.64,1,0.19,47,1,Poland
All,EuroCOVIDhub-mean,inc death,2,PL,0.56,0.51,EuroCOVIDhub-All_relative_skill_weighted_mean,0.99,0.64,1,0.19,47,1,Poland
All,EuroCOVIDhub-mean,inc death,2,PL,0.56,0.51,EuroCOVIDhub-mean,1,0.64,1,0.19,47,1,Poland
All,EuroCOVIDhub-median,inc death,2,PL,0.45,0.42,EuroCOVIDhub-baseline,0.42,0.62,1,0.02,47,1,Poland
All,EuroCOVIDhub-median,inc death,2,PL,0.45,0.42,EuroCOVIDhub-All_relative_skill_weighted_median,0.88,0.62,1,0.02,47,1,Poland
All,EuroCOVIDhub-median,inc death,2,PL,0.45,0.42,EuroCOVIDhub-mean,0.81,0.62,1,0.02,47,1,Poland
All,EuroCOVIDhub-median,inc death,2,PL,0.45,0.42,EuroCOVIDhub-All_relative_skill_weighted_mean,0.81,0.62,1,0.02,47,1,Poland
All,EuroCOVIDhub-median,inc death,2,PL,0.45,0.42,EuroCOVIDhub-median,1,0.62,1,0.02,47,1,Poland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,PL,0.61,0.56,EuroCOVIDhub-baseline,0.56,0.63,0.96,0.2,46,1,Poland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,PL,0.61,0.56,EuroCOVIDhub-mean,1.03,0.63,0.96,0.2,46,1,Poland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,PL,0.61,0.56,EuroCOVIDhub-All_relative_skill_weighted_median,1.18,0.63,0.96,0.2,46,1,Poland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,PL,0.61,0.56,EuroCOVIDhub-median,1.42,0.63,0.96,0.2,46,1,Poland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,PL,0.61,0.56,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.63,0.96,0.2,46,1,Poland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,PL,0.54,0.48,EuroCOVIDhub-baseline,0.48,0.59,0.98,0.13,46,1,Poland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,PL,0.54,0.48,EuroCOVIDhub-mean,0.87,0.59,0.98,0.13,46,1,Poland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,PL,0.54,0.48,EuroCOVIDhub-median,1.2,0.59,0.98,0.13,46,1,Poland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,PL,0.54,0.48,EuroCOVIDhub-All_relative_skill_weighted_mean,0.85,0.59,0.98,0.13,46,1,Poland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,PL,0.54,0.48,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.59,0.98,0.13,46,1,Poland
All,EuroCOVIDhub-baseline,inc death,3,PL,1,1,EuroCOVIDhub-median,2.52,0.38,0.72,-0.02,50,1,Poland
All,EuroCOVIDhub-baseline,inc death,3,PL,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,2.09,0.38,0.72,-0.02,50,1,Poland
All,EuroCOVIDhub-baseline,inc death,3,PL,1,1,EuroCOVIDhub-mean,1.82,0.38,0.72,-0.02,50,1,Poland
All,EuroCOVIDhub-baseline,inc death,3,PL,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,1.77,0.38,0.72,-0.02,50,1,Poland
All,EuroCOVIDhub-baseline,inc death,3,PL,1,1,EuroCOVIDhub-baseline,1,0.38,0.72,-0.02,50,1,Poland
All,EuroCOVIDhub-mean,inc death,3,PL,0.6,0.55,EuroCOVIDhub-baseline,0.55,0.63,0.98,0.24,46,1,Poland
All,EuroCOVIDhub-mean,inc death,3,PL,0.6,0.55,EuroCOVIDhub-median,1.39,0.63,0.98,0.24,46,1,Poland
