forecast_date,location,target,target_end_date,type,quantile,value
2021-11-01,LU,2 wk ahead inc death,2021-11-13,point,NA,3
2021-11-01,LU,3 wk ahead inc death,2021-11-20,point,NA,4
2021-11-01,LU,4 wk ahead inc death,2021-11-27,point,NA,5
2021-11-01,LV,1 wk ahead inc death,2021-11-06,point,NA,257
2021-11-01,LV,2 wk ahead inc death,2021-11-13,point,NA,269
2021-11-01,LV,3 wk ahead inc death,2021-11-20,point,NA,266
2021-11-01,LV,4 wk ahead inc death,2021-11-27,point,NA,246
2021-11-01,MT,1 wk ahead inc death,2021-11-06,point,NA,2
2021-11-01,MT,2 wk ahead inc death,2021-11-13,point,NA,2
2021-11-01,MT,3 wk ahead inc death,2021-11-20,point,NA,2
2021-11-01,MT,4 wk ahead inc death,2021-11-27,point,NA,2
2021-11-01,NL,1 wk ahead inc death,2021-11-06,point,NA,188
2021-11-01,NL,2 wk ahead inc death,2021-11-13,point,NA,288
2021-11-01,NL,3 wk ahead inc death,2021-11-20,point,NA,363
2021-11-01,NL,4 wk ahead inc death,2021-11-27,point,NA,412
2021-11-01,NO,1 wk ahead inc death,2021-11-06,point,NA,12
2021-11-01,NO,2 wk ahead inc death,2021-11-13,point,NA,19
2021-11-01,NO,3 wk ahead inc death,2021-11-20,point,NA,24
2021-11-01,NO,4 wk ahead inc death,2021-11-27,point,NA,29
2021-11-01,PL,1 wk ahead inc death,2021-11-06,point,NA,778
2021-11-01,PL,2 wk ahead inc death,2021-11-13,point,NA,984
2021-11-01,PL,3 wk ahead inc death,2021-11-20,point,NA,1111
2021-11-01,PL,4 wk ahead inc death,2021-11-27,point,NA,1175
2021-11-01,PT,1 wk ahead inc death,2021-11-06,point,NA,27
2021-11-01,PT,2 wk ahead inc death,2021-11-13,point,NA,29
2021-11-01,PT,3 wk ahead inc death,2021-11-20,point,NA,34
2021-11-01,PT,4 wk ahead inc death,2021-11-27,point,NA,37
2021-11-01,RO,1 wk ahead inc death,2021-11-06,point,NA,3009
2021-11-01,RO,2 wk ahead inc death,2021-11-13,point,NA,2794
2021-11-01,RO,3 wk ahead inc death,2021-11-20,point,NA,2515
2021-11-01,RO,4 wk ahead inc death,2021-11-27,point,NA,2231
2021-11-01,SE,1 wk ahead inc death,2021-11-06,point,NA,36
2021-11-01,SE,2 wk ahead inc death,2021-11-13,point,NA,41
2021-11-01,SE,3 wk ahead inc death,2021-11-20,point,NA,44
2021-11-01,SE,4 wk ahead inc death,2021-11-27,point,NA,49
2021-11-01,SI,1 wk ahead inc death,2021-11-06,point,NA,96
2021-11-01,SI,2 wk ahead inc death,2021-11-13,point,NA,131
2021-11-01,SI,3 wk ahead inc death,2021-11-20,point,NA,159
2021-11-01,SI,4 wk ahead inc death,2021-11-27,point,NA,178
2021-11-01,SK,1 wk ahead inc death,2021-11-06,point,NA,230
2021-11-01,SK,2 wk ahead inc death,2021-11-13,point,NA,345
2021-11-01,SK,3 wk ahead inc death,2021-11-20,point,NA,436
2021-11-01,SK,4 wk ahead inc death,2021-11-27,point,NA,495
2021-11-01,BE,1 wk ahead inc hosp,2021-11-06,point,NA,753
2021-11-01,BE,2 wk ahead inc hosp,2021-11-13,point,NA,719
2021-11-01,BE,3 wk ahead inc hosp,2021-11-20,point,NA,687
2021-11-01,BE,4 wk ahead inc hosp,2021-11-27,point,NA,656
2021-11-01,DK,1 wk ahead inc hosp,2021-11-06,point,NA,206
2021-11-01,DK,2 wk ahead inc hosp,2021-11-13,point,NA,196
2021-11-01,DK,3 wk ahead inc hosp,2021-11-20,point,NA,188
2021-11-01,DK,4 wk ahead inc hosp,2021-11-27,point,NA,179
2021-11-01,EE,1 wk ahead inc hosp,2021-11-06,point,NA,361
2021-11-01,EE,2 wk ahead inc hosp,2021-11-13,point,NA,344
2021-11-01,EE,3 wk ahead inc hosp,2021-11-20,point,NA,329
2021-11-01,EE,4 wk ahead inc hosp,2021-11-27,point,NA,314
2021-11-01,ES,1 wk ahead inc hosp,2021-11-06,point,NA,507
2021-11-01,ES,2 wk ahead inc hosp,2021-11-13,point,NA,484
2021-11-01,ES,3 wk ahead inc hosp,2021-11-20,point,NA,462
2021-11-01,ES,4 wk ahead inc hosp,2021-11-27,point,NA,442
2021-11-01,FR,1 wk ahead inc hosp,2021-11-06,point,NA,1367
2021-11-01,FR,2 wk ahead inc hosp,2021-11-13,point,NA,1305
2021-11-01,FR,3 wk ahead inc hosp,2021-11-20,point,NA,1246
2021-11-01,FR,4 wk ahead inc hosp,2021-11-27,point,NA,1190
2021-11-01,HR,1 wk ahead inc hosp,2021-11-06,point,NA,884
2021-11-01,HR,2 wk ahead inc hosp,2021-11-13,point,NA,844
2021-11-01,HR,3 wk ahead inc hosp,2021-11-20,point,NA,806
2021-11-01,HR,4 wk ahead inc hosp,2021-11-27,point,NA,769
2021-11-01,IE,1 wk ahead inc hosp,2021-11-06,point,NA,334
2021-11-01,IE,2 wk ahead inc hosp,2021-11-13,point,NA,319
2021-11-01,IE,3 wk ahead inc hosp,2021-11-20,point,NA,305
2021-11-01,IE,4 wk ahead inc hosp,2021-11-27,point,NA,291
2021-11-01,NL,1 wk ahead inc hosp,2021-11-06,point,NA,529
2021-11-01,NL,2 wk ahead inc hosp,2021-11-13,point,NA,505
2021-11-01,NL,3 wk ahead inc hosp,2021-11-20,point,NA,482
2021-11-01,NL,4 wk ahead inc hosp,2021-11-27,point,NA,460
2021-11-01,NO,1 wk ahead inc hosp,2021-11-06,point,NA,55
2021-11-01,NO,2 wk ahead inc hosp,2021-11-13,point,NA,52
2021-11-01,NO,3 wk ahead inc hosp,2021-11-20,point,NA,50
2021-11-01,NO,4 wk ahead inc hosp,2021-11-27,point,NA,48
2021-11-01,SI,1 wk ahead inc hosp,2021-11-06,point,NA,422
2021-11-01,SI,2 wk ahead inc hosp,2021-11-13,point,NA,403
2021-11-01,SI,3 wk ahead inc hosp,2021-11-20,point,NA,385
2021-11-01,SI,4 wk ahead inc hosp,2021-11-27,point,NA,367
