forecast_date,location,target,target_end_date,type,quantile,value
2021-09-27,LV,3 wk ahead inc death,2021-10-16,point,NA,51
2021-09-27,LV,4 wk ahead inc death,2021-10-23,point,NA,49
2021-09-27,MT,1 wk ahead inc death,2021-10-02,point,NA,3
2021-09-27,MT,2 wk ahead inc death,2021-10-09,point,NA,2
2021-09-27,MT,3 wk ahead inc death,2021-10-16,point,NA,2
2021-09-27,MT,4 wk ahead inc death,2021-10-23,point,NA,1
2021-09-27,NL,1 wk ahead inc death,2021-10-02,point,NA,34
2021-09-27,NL,2 wk ahead inc death,2021-10-09,point,NA,31
2021-09-27,NL,3 wk ahead inc death,2021-10-16,point,NA,28
2021-09-27,NL,4 wk ahead inc death,2021-10-23,point,NA,27
2021-09-27,NO,1 wk ahead inc death,2021-10-02,point,NA,8
2021-09-27,NO,2 wk ahead inc death,2021-10-09,point,NA,8
2021-09-27,NO,3 wk ahead inc death,2021-10-16,point,NA,8
2021-09-27,NO,4 wk ahead inc death,2021-10-23,point,NA,7
2021-09-27,PL,1 wk ahead inc death,2021-10-02,point,NA,97
2021-09-27,PL,2 wk ahead inc death,2021-10-09,point,NA,104
2021-09-27,PL,3 wk ahead inc death,2021-10-16,point,NA,106
2021-09-27,PL,4 wk ahead inc death,2021-10-23,point,NA,101
2021-09-27,PT,1 wk ahead inc death,2021-10-02,point,NA,40
2021-09-27,PT,2 wk ahead inc death,2021-10-09,point,NA,36
2021-09-27,PT,3 wk ahead inc death,2021-10-16,point,NA,33
2021-09-27,PT,4 wk ahead inc death,2021-10-23,point,NA,30
2021-09-27,RO,1 wk ahead inc death,2021-10-02,point,NA,892
2021-09-27,RO,2 wk ahead inc death,2021-10-09,point,NA,939
2021-09-27,RO,3 wk ahead inc death,2021-10-16,point,NA,941
2021-09-27,RO,4 wk ahead inc death,2021-10-23,point,NA,907
2021-09-27,SE,1 wk ahead inc death,2021-10-02,point,NA,48
2021-09-27,SE,2 wk ahead inc death,2021-10-09,point,NA,43
2021-09-27,SE,3 wk ahead inc death,2021-10-16,point,NA,36
2021-09-27,SE,4 wk ahead inc death,2021-10-23,point,NA,33
2021-09-27,SI,1 wk ahead inc death,2021-10-02,point,NA,40
2021-09-27,SI,2 wk ahead inc death,2021-10-09,point,NA,42
2021-09-27,SI,3 wk ahead inc death,2021-10-16,point,NA,40
2021-09-27,SI,4 wk ahead inc death,2021-10-23,point,NA,37
2021-09-27,SK,1 wk ahead inc death,2021-10-02,point,NA,31
2021-09-27,SK,2 wk ahead inc death,2021-10-09,point,NA,38
2021-09-27,SK,3 wk ahead inc death,2021-10-16,point,NA,41
2021-09-27,SK,4 wk ahead inc death,2021-10-23,point,NA,41
2021-09-27,BE,1 wk ahead inc hosp,2021-10-02,point,NA,407
2021-09-27,BE,2 wk ahead inc hosp,2021-10-09,point,NA,370
2021-09-27,BE,3 wk ahead inc hosp,2021-10-16,point,NA,330
2021-09-27,BE,4 wk ahead inc hosp,2021-10-23,point,NA,289
2021-09-27,DK,1 wk ahead inc hosp,2021-10-02,point,NA,34
2021-09-27,DK,2 wk ahead inc hosp,2021-10-09,point,NA,20
2021-09-27,DK,3 wk ahead inc hosp,2021-10-16,point,NA,12
2021-09-27,DK,4 wk ahead inc hosp,2021-10-23,point,NA,7
2021-09-27,EE,1 wk ahead inc hosp,2021-10-02,point,NA,94
2021-09-27,EE,2 wk ahead inc hosp,2021-10-09,point,NA,82
2021-09-27,EE,3 wk ahead inc hosp,2021-10-16,point,NA,71
2021-09-27,EE,4 wk ahead inc hosp,2021-10-23,point,NA,61
2021-09-27,ES,1 wk ahead inc hosp,2021-10-02,point,NA,442
2021-09-27,ES,2 wk ahead inc hosp,2021-10-09,point,NA,291
2021-09-27,ES,3 wk ahead inc hosp,2021-10-16,point,NA,195
2021-09-27,ES,4 wk ahead inc hosp,2021-10-23,point,NA,134
2021-09-27,FR,1 wk ahead inc hosp,2021-10-02,point,NA,1552
2021-09-27,FR,2 wk ahead inc hosp,2021-10-09,point,NA,1218
2021-09-27,FR,3 wk ahead inc hosp,2021-10-16,point,NA,972
2021-09-27,FR,4 wk ahead inc hosp,2021-10-23,point,NA,786
2021-09-27,HR,1 wk ahead inc hosp,2021-10-02,point,NA,564
2021-09-27,HR,2 wk ahead inc hosp,2021-10-09,point,NA,535
2021-09-27,HR,3 wk ahead inc hosp,2021-10-16,point,NA,488
2021-09-27,HR,4 wk ahead inc hosp,2021-10-23,point,NA,435
2021-09-27,IE,1 wk ahead inc hosp,2021-10-02,point,NA,124
2021-09-27,IE,2 wk ahead inc hosp,2021-10-09,point,NA,106
2021-09-27,IE,3 wk ahead inc hosp,2021-10-16,point,NA,91
2021-09-27,IE,4 wk ahead inc hosp,2021-10-23,point,NA,77
2021-09-27,NL,1 wk ahead inc hosp,2021-10-02,point,NA,227
2021-09-27,NL,2 wk ahead inc hosp,2021-10-09,point,NA,194
2021-09-27,NL,3 wk ahead inc hosp,2021-10-16,point,NA,166
2021-09-27,NL,4 wk ahead inc hosp,2021-10-23,point,NA,141
2021-09-27,NO,1 wk ahead inc hosp,2021-10-02,point,NA,80
2021-09-27,NO,2 wk ahead inc hosp,2021-10-09,point,NA,73
2021-09-27,NO,3 wk ahead inc hosp,2021-10-16,point,NA,65
2021-09-27,NO,4 wk ahead inc hosp,2021-10-23,point,NA,57
2021-09-27,SI,1 wk ahead inc hosp,2021-10-02,point,NA,251
2021-09-27,SI,2 wk ahead inc hosp,2021-10-09,point,NA,231
2021-09-27,SI,3 wk ahead inc hosp,2021-10-16,point,NA,207
2021-09-27,SI,4 wk ahead inc hosp,2021-10-23,point,NA,182
