forecast_date,location,target,target_end_date,type,quantile,value
2021-09-20,ES,4 wk ahead inc death,2021-10-16,point,NA,244
2021-09-20,FI,1 wk ahead inc death,2021-09-25,point,NA,11
2021-09-20,FI,2 wk ahead inc death,2021-10-02,point,NA,11
2021-09-20,FI,3 wk ahead inc death,2021-10-09,point,NA,13
2021-09-20,FI,4 wk ahead inc death,2021-10-16,point,NA,14
2021-09-20,FR,1 wk ahead inc death,2021-09-25,point,NA,380
2021-09-20,FR,2 wk ahead inc death,2021-10-02,point,NA,344
2021-09-20,FR,3 wk ahead inc death,2021-10-09,point,NA,323
2021-09-20,FR,4 wk ahead inc death,2021-10-16,point,NA,309
2021-09-20,GB,1 wk ahead inc death,2021-09-25,point,NA,1076
2021-09-20,GB,2 wk ahead inc death,2021-10-02,point,NA,1088
2021-09-20,GB,3 wk ahead inc death,2021-10-09,point,NA,1060
2021-09-20,GB,4 wk ahead inc death,2021-10-16,point,NA,1017
2021-09-20,GR,1 wk ahead inc death,2021-09-25,point,NA,280
2021-09-20,GR,2 wk ahead inc death,2021-10-02,point,NA,255
2021-09-20,GR,3 wk ahead inc death,2021-10-09,point,NA,237
2021-09-20,GR,4 wk ahead inc death,2021-10-16,point,NA,219
2021-09-20,HR,1 wk ahead inc death,2021-09-25,point,NA,68
2021-09-20,HR,2 wk ahead inc death,2021-10-02,point,NA,68
2021-09-20,HR,3 wk ahead inc death,2021-10-09,point,NA,64
2021-09-20,HR,4 wk ahead inc death,2021-10-16,point,NA,62
2021-09-20,HU,1 wk ahead inc death,2021-09-25,point,NA,38
2021-09-20,HU,2 wk ahead inc death,2021-10-02,point,NA,40
2021-09-20,HU,3 wk ahead inc death,2021-10-09,point,NA,38
2021-09-20,HU,4 wk ahead inc death,2021-10-16,point,NA,38
2021-09-20,IE,1 wk ahead inc death,2021-09-25,point,NA,20
2021-09-20,IE,2 wk ahead inc death,2021-10-02,point,NA,19
2021-09-20,IE,3 wk ahead inc death,2021-10-09,point,NA,19
2021-09-20,IE,4 wk ahead inc death,2021-10-16,point,NA,18
2021-09-20,IS,1 wk ahead inc death,2021-09-25,point,NA,0
2021-09-20,IS,2 wk ahead inc death,2021-10-02,point,NA,0
2021-09-20,IS,3 wk ahead inc death,2021-10-09,point,NA,0
2021-09-20,IS,4 wk ahead inc death,2021-10-16,point,NA,0
2021-09-20,IT,1 wk ahead inc death,2021-09-25,point,NA,394
2021-09-20,IT,2 wk ahead inc death,2021-10-02,point,NA,385
2021-09-20,IT,3 wk ahead inc death,2021-10-09,point,NA,371
2021-09-20,IT,4 wk ahead inc death,2021-10-16,point,NA,356
2021-09-20,LI,1 wk ahead inc death,2021-09-25,point,NA,0
2021-09-20,LI,2 wk ahead inc death,2021-10-02,point,NA,0
2021-09-20,LI,3 wk ahead inc death,2021-10-09,point,NA,0
2021-09-20,LI,4 wk ahead inc death,2021-10-16,point,NA,0
2021-09-20,LT,1 wk ahead inc death,2021-09-25,point,NA,104
2021-09-20,LT,2 wk ahead inc death,2021-10-02,point,NA,105
2021-09-20,LT,3 wk ahead inc death,2021-10-09,point,NA,100
2021-09-20,LT,4 wk ahead inc death,2021-10-16,point,NA,94
2021-09-20,LU,1 wk ahead inc death,2021-09-25,point,NA,1
2021-09-20,LU,2 wk ahead inc death,2021-10-02,point,NA,0
2021-09-20,LU,3 wk ahead inc death,2021-10-09,point,NA,0
2021-09-20,LU,4 wk ahead inc death,2021-10-16,point,NA,0
2021-09-20,LV,1 wk ahead inc death,2021-09-25,point,NA,35
2021-09-20,LV,2 wk ahead inc death,2021-10-02,point,NA,37
2021-09-20,LV,3 wk ahead inc death,2021-10-09,point,NA,37
2021-09-20,LV,4 wk ahead inc death,2021-10-16,point,NA,35
2021-09-20,MT,1 wk ahead inc death,2021-09-25,point,NA,5
2021-09-20,MT,2 wk ahead inc death,2021-10-02,point,NA,5
2021-09-20,MT,3 wk ahead inc death,2021-10-09,point,NA,4
2021-09-20,MT,4 wk ahead inc death,2021-10-16,point,NA,3
2021-09-20,NL,1 wk ahead inc death,2021-09-25,point,NA,47
2021-09-20,NL,2 wk ahead inc death,2021-10-02,point,NA,48
2021-09-20,NL,3 wk ahead inc death,2021-10-09,point,NA,49
2021-09-20,NL,4 wk ahead inc death,2021-10-16,point,NA,48
2021-09-20,NO,1 wk ahead inc death,2021-09-25,point,NA,15
2021-09-20,NO,2 wk ahead inc death,2021-10-02,point,NA,16
2021-09-20,NO,3 wk ahead inc death,2021-10-09,point,NA,16
2021-09-20,NO,4 wk ahead inc death,2021-10-16,point,NA,16
2021-09-20,PL,1 wk ahead inc death,2021-09-25,point,NA,71
2021-09-20,PL,2 wk ahead inc death,2021-10-02,point,NA,80
2021-09-20,PL,3 wk ahead inc death,2021-10-09,point,NA,85
2021-09-20,PL,4 wk ahead inc death,2021-10-16,point,NA,85
2021-09-20,PT,1 wk ahead inc death,2021-09-25,point,NA,41
2021-09-20,PT,2 wk ahead inc death,2021-10-02,point,NA,34
2021-09-20,PT,3 wk ahead inc death,2021-10-09,point,NA,33
2021-09-20,PT,4 wk ahead inc death,2021-10-16,point,NA,31
2021-09-20,RO,1 wk ahead inc death,2021-09-25,point,NA,574
2021-09-20,RO,2 wk ahead inc death,2021-10-02,point,NA,640
2021-09-20,RO,3 wk ahead inc death,2021-10-09,point,NA,630
2021-09-20,RO,4 wk ahead inc death,2021-10-16,point,NA,616
2021-09-20,SE,1 wk ahead inc death,2021-09-25,point,NA,81
2021-09-20,SE,2 wk ahead inc death,2021-10-02,point,NA,93
2021-09-20,SE,3 wk ahead inc death,2021-10-09,point,NA,97
2021-09-20,SE,4 wk ahead inc death,2021-10-16,point,NA,94
2021-09-20,SI,1 wk ahead inc death,2021-09-25,point,NA,32
2021-09-20,SI,2 wk ahead inc death,2021-10-02,point,NA,35
2021-09-20,SI,3 wk ahead inc death,2021-10-09,point,NA,37
2021-09-20,SI,4 wk ahead inc death,2021-10-16,point,NA,35
2021-09-20,SK,1 wk ahead inc death,2021-09-25,point,NA,17
2021-09-20,SK,2 wk ahead inc death,2021-10-02,point,NA,19
2021-09-20,SK,3 wk ahead inc death,2021-10-09,point,NA,20
2021-09-20,SK,4 wk ahead inc death,2021-10-16,point,NA,21
2021-09-20,BE,1 wk ahead inc hosp,2021-09-25,point,NA,307
2021-09-20,BE,2 wk ahead inc hosp,2021-10-02,point,NA,267
2021-09-20,BE,3 wk ahead inc hosp,2021-10-09,point,NA,248
2021-09-20,BE,4 wk ahead inc hosp,2021-10-16,point,NA,241
2021-09-20,DK,1 wk ahead inc hosp,2021-09-25,point,NA,120
2021-09-20,DK,2 wk ahead inc hosp,2021-10-02,point,NA,108
2021-09-20,DK,3 wk ahead inc hosp,2021-10-09,point,NA,102
2021-09-20,DK,4 wk ahead inc hosp,2021-10-16,point,NA,99
2021-09-20,EE,1 wk ahead inc hosp,2021-09-25,point,NA,149
2021-09-20,EE,2 wk ahead inc hosp,2021-10-02,point,NA,145
2021-09-20,EE,3 wk ahead inc hosp,2021-10-09,point,NA,135
2021-09-20,EE,4 wk ahead inc hosp,2021-10-16,point,NA,127
2021-09-20,ES,1 wk ahead inc hosp,2021-09-25,point,NA,720
2021-09-20,ES,2 wk ahead inc hosp,2021-10-02,point,NA,723
2021-09-20,ES,3 wk ahead inc hosp,2021-10-09,point,NA,831
2021-09-20,ES,4 wk ahead inc hosp,2021-10-16,point,NA,903
2021-09-20,FR,1 wk ahead inc hosp,2021-09-25,point,NA,2908
2021-09-20,FR,2 wk ahead inc hosp,2021-10-02,point,NA,2730
2021-09-20,FR,3 wk ahead inc hosp,2021-10-09,point,NA,2615
2021-09-20,FR,4 wk ahead inc hosp,2021-10-16,point,NA,2567
2021-09-20,HR,1 wk ahead inc hosp,2021-09-25,point,NA,457
2021-09-20,HR,2 wk ahead inc hosp,2021-10-02,point,NA,439
2021-09-20,HR,3 wk ahead inc hosp,2021-10-09,point,NA,409
2021-09-20,HR,4 wk ahead inc hosp,2021-10-16,point,NA,385
2021-09-20,IE,1 wk ahead inc hosp,2021-09-25,point,NA,183
2021-09-20,IE,2 wk ahead inc hosp,2021-10-02,point,NA,173
2021-09-20,IE,3 wk ahead inc hosp,2021-10-09,point,NA,165
2021-09-20,IE,4 wk ahead inc hosp,2021-10-16,point,NA,152
2021-09-20,NL,1 wk ahead inc hosp,2021-09-25,point,NA,275
2021-09-20,NL,2 wk ahead inc hosp,2021-10-02,point,NA,268
2021-09-20,NL,3 wk ahead inc hosp,2021-10-09,point,NA,270
2021-09-20,NL,4 wk ahead inc hosp,2021-10-16,point,NA,261
2021-09-20,NO,1 wk ahead inc hosp,2021-09-25,point,NA,102
2021-09-20,NO,2 wk ahead inc hosp,2021-10-02,point,NA,101
2021-09-20,NO,3 wk ahead inc hosp,2021-10-09,point,NA,96
2021-09-20,NO,4 wk ahead inc hosp,2021-10-16,point,NA,90
2021-09-20,SI,1 wk ahead inc hosp,2021-09-25,point,NA,231
2021-09-20,SI,2 wk ahead inc hosp,2021-10-02,point,NA,217
2021-09-20,SI,3 wk ahead inc hosp,2021-10-09,point,NA,198
2021-09-20,SI,4 wk ahead inc hosp,2021-10-16,point,NA,183
