forecast_date,location,target,target_end_date,type,quantile,value
2021-09-13,PT,4 wk ahead inc death,2021-10-09,point,NA,58
2021-09-13,RO,1 wk ahead inc death,2021-09-18,point,NA,321
2021-09-13,RO,2 wk ahead inc death,2021-09-25,point,NA,336
2021-09-13,RO,3 wk ahead inc death,2021-10-02,point,NA,354
2021-09-13,RO,4 wk ahead inc death,2021-10-09,point,NA,333
2021-09-13,SE,1 wk ahead inc death,2021-09-18,point,NA,12
2021-09-13,SE,2 wk ahead inc death,2021-09-25,point,NA,11
2021-09-13,SE,3 wk ahead inc death,2021-10-02,point,NA,13
2021-09-13,SE,4 wk ahead inc death,2021-10-09,point,NA,12
2021-09-13,SI,1 wk ahead inc death,2021-09-18,point,NA,19
2021-09-13,SI,2 wk ahead inc death,2021-09-25,point,NA,22
2021-09-13,SI,3 wk ahead inc death,2021-10-02,point,NA,24
2021-09-13,SI,4 wk ahead inc death,2021-10-09,point,NA,23
2021-09-13,SK,1 wk ahead inc death,2021-09-18,point,NA,11
2021-09-13,SK,2 wk ahead inc death,2021-09-25,point,NA,14
2021-09-13,SK,3 wk ahead inc death,2021-10-02,point,NA,15
2021-09-13,SK,4 wk ahead inc death,2021-10-09,point,NA,15
2021-09-13,BE,1 wk ahead inc hosp,2021-09-18,point,NA,570
2021-09-13,BE,2 wk ahead inc hosp,2021-09-25,point,NA,576
2021-09-13,BE,3 wk ahead inc hosp,2021-10-02,point,NA,557
2021-09-13,BE,4 wk ahead inc hosp,2021-10-09,point,NA,532
2021-09-13,DK,1 wk ahead inc hosp,2021-09-18,point,NA,171
2021-09-13,DK,2 wk ahead inc hosp,2021-09-25,point,NA,162
2021-09-13,DK,3 wk ahead inc hosp,2021-10-02,point,NA,152
2021-09-13,DK,4 wk ahead inc hosp,2021-10-09,point,NA,144
2021-09-13,EE,1 wk ahead inc hosp,2021-09-18,point,NA,103
2021-09-13,EE,2 wk ahead inc hosp,2021-09-25,point,NA,94
2021-09-13,EE,3 wk ahead inc hosp,2021-10-02,point,NA,87
2021-09-13,EE,4 wk ahead inc hosp,2021-10-09,point,NA,79
2021-09-13,ES,1 wk ahead inc hosp,2021-09-18,point,NA,1251
2021-09-13,ES,2 wk ahead inc hosp,2021-09-25,point,NA,1185
2021-09-13,ES,3 wk ahead inc hosp,2021-10-02,point,NA,1249
2021-09-13,ES,4 wk ahead inc hosp,2021-10-09,point,NA,1343
2021-09-13,FR,1 wk ahead inc hosp,2021-09-18,point,NA,2739
2021-09-13,FR,2 wk ahead inc hosp,2021-09-25,point,NA,2437
2021-09-13,FR,3 wk ahead inc hosp,2021-10-02,point,NA,2259
2021-09-13,FR,4 wk ahead inc hosp,2021-10-09,point,NA,2191
2021-09-13,HR,1 wk ahead inc hosp,2021-09-18,point,NA,488
2021-09-13,HR,2 wk ahead inc hosp,2021-09-25,point,NA,489
2021-09-13,HR,3 wk ahead inc hosp,2021-10-02,point,NA,474
2021-09-13,HR,4 wk ahead inc hosp,2021-10-09,point,NA,444
2021-09-13,IE,1 wk ahead inc hosp,2021-09-18,point,NA,190
2021-09-13,IE,2 wk ahead inc hosp,2021-09-25,point,NA,173
2021-09-13,IE,3 wk ahead inc hosp,2021-10-02,point,NA,161
2021-09-13,IE,4 wk ahead inc hosp,2021-10-09,point,NA,152
2021-09-13,NL,1 wk ahead inc hosp,2021-09-18,point,NA,434
2021-09-13,NL,2 wk ahead inc hosp,2021-09-25,point,NA,435
2021-09-13,NL,3 wk ahead inc hosp,2021-10-02,point,NA,435
2021-09-13,NL,4 wk ahead inc hosp,2021-10-09,point,NA,431
2021-09-13,NO,1 wk ahead inc hosp,2021-09-18,point,NA,39
2021-09-13,NO,2 wk ahead inc hosp,2021-09-25,point,NA,34
2021-09-13,NO,3 wk ahead inc hosp,2021-10-02,point,NA,28
2021-09-13,NO,4 wk ahead inc hosp,2021-10-09,point,NA,27
2021-09-13,SI,1 wk ahead inc hosp,2021-09-18,point,NA,224
2021-09-13,SI,2 wk ahead inc hosp,2021-09-25,point,NA,219
2021-09-13,SI,3 wk ahead inc hosp,2021-10-02,point,NA,208
2021-09-13,SI,4 wk ahead inc hosp,2021-10-09,point,NA,193
