forecast_date,location,target,target_end_date,type,quantile,value
2021-08-02,FI,4 wk ahead inc death,2021-08-28,point,NA,51
2021-08-02,FR,1 wk ahead inc death,2021-08-07,point,NA,302
2021-08-02,FR,2 wk ahead inc death,2021-08-14,point,NA,342
2021-08-02,FR,3 wk ahead inc death,2021-08-21,point,NA,361
2021-08-02,FR,4 wk ahead inc death,2021-08-28,point,NA,369
2021-08-02,GB,1 wk ahead inc death,2021-08-07,point,NA,638
2021-08-02,GB,2 wk ahead inc death,2021-08-14,point,NA,688
2021-08-02,GB,3 wk ahead inc death,2021-08-21,point,NA,703
2021-08-02,GB,4 wk ahead inc death,2021-08-28,point,NA,697
2021-08-02,GR,1 wk ahead inc death,2021-08-07,point,NA,110
2021-08-02,GR,2 wk ahead inc death,2021-08-14,point,NA,141
2021-08-02,GR,3 wk ahead inc death,2021-08-21,point,NA,159
2021-08-02,GR,4 wk ahead inc death,2021-08-28,point,NA,170
2021-08-02,HR,1 wk ahead inc death,2021-08-07,point,NA,20
2021-08-02,HR,2 wk ahead inc death,2021-08-14,point,NA,24
2021-08-02,HR,3 wk ahead inc death,2021-08-21,point,NA,25
2021-08-02,HR,4 wk ahead inc death,2021-08-28,point,NA,25
2021-08-02,HU,1 wk ahead inc death,2021-08-07,point,NA,5
2021-08-02,HU,2 wk ahead inc death,2021-08-14,point,NA,6
2021-08-02,HU,3 wk ahead inc death,2021-08-21,point,NA,5
2021-08-02,HU,4 wk ahead inc death,2021-08-28,point,NA,5
2021-08-02,IE,1 wk ahead inc death,2021-08-07,point,NA,12
2021-08-02,IE,2 wk ahead inc death,2021-08-14,point,NA,14
2021-08-02,IE,3 wk ahead inc death,2021-08-21,point,NA,15
2021-08-02,IE,4 wk ahead inc death,2021-08-28,point,NA,15
2021-08-02,IS,1 wk ahead inc death,2021-08-07,point,NA,1
2021-08-02,IS,2 wk ahead inc death,2021-08-14,point,NA,3
2021-08-02,IS,3 wk ahead inc death,2021-08-21,point,NA,4
2021-08-02,IS,4 wk ahead inc death,2021-08-28,point,NA,5
2021-08-02,IT,1 wk ahead inc death,2021-08-07,point,NA,140
2021-08-02,IT,2 wk ahead inc death,2021-08-14,point,NA,151
2021-08-02,IT,3 wk ahead inc death,2021-08-21,point,NA,155
2021-08-02,IT,4 wk ahead inc death,2021-08-28,point,NA,154
2021-08-02,LI,1 wk ahead inc death,2021-08-07,point,NA,0
2021-08-02,LI,2 wk ahead inc death,2021-08-14,point,NA,0
2021-08-02,LI,3 wk ahead inc death,2021-08-21,point,NA,0
2021-08-02,LI,4 wk ahead inc death,2021-08-28,point,NA,0
2021-08-02,LT,1 wk ahead inc death,2021-08-07,point,NA,8
2021-08-02,LT,2 wk ahead inc death,2021-08-14,point,NA,9
2021-08-02,LT,3 wk ahead inc death,2021-08-21,point,NA,10
2021-08-02,LT,4 wk ahead inc death,2021-08-28,point,NA,9
2021-08-02,LU,1 wk ahead inc death,2021-08-07,point,NA,2
2021-08-02,LU,2 wk ahead inc death,2021-08-14,point,NA,3
2021-08-02,LU,3 wk ahead inc death,2021-08-21,point,NA,4
2021-08-02,LU,4 wk ahead inc death,2021-08-28,point,NA,4
2021-08-02,LV,1 wk ahead inc death,2021-08-07,point,NA,6
2021-08-02,LV,2 wk ahead inc death,2021-08-14,point,NA,6
2021-08-02,LV,3 wk ahead inc death,2021-08-21,point,NA,6
2021-08-02,LV,4 wk ahead inc death,2021-08-28,point,NA,6
2021-08-02,MT,1 wk ahead inc death,2021-08-07,point,NA,3
2021-08-02,MT,2 wk ahead inc death,2021-08-14,point,NA,3
2021-08-02,MT,3 wk ahead inc death,2021-08-21,point,NA,2
2021-08-02,MT,4 wk ahead inc death,2021-08-28,point,NA,2
2021-08-02,NL,1 wk ahead inc death,2021-08-07,point,NA,54
2021-08-02,NL,2 wk ahead inc death,2021-08-14,point,NA,67
2021-08-02,NL,3 wk ahead inc death,2021-08-21,point,NA,72
2021-08-02,NL,4 wk ahead inc death,2021-08-28,point,NA,73
2021-08-02,NO,1 wk ahead inc death,2021-08-07,point,NA,0
2021-08-02,NO,2 wk ahead inc death,2021-08-14,point,NA,0
2021-08-02,NO,3 wk ahead inc death,2021-08-21,point,NA,0
2021-08-02,NO,4 wk ahead inc death,2021-08-28,point,NA,0
2021-08-02,PL,1 wk ahead inc death,2021-08-07,point,NA,15
2021-08-02,PL,2 wk ahead inc death,2021-08-14,point,NA,14
2021-08-02,PL,3 wk ahead inc death,2021-08-21,point,NA,13
2021-08-02,PL,4 wk ahead inc death,2021-08-28,point,NA,13
2021-08-02,PT,1 wk ahead inc death,2021-08-07,point,NA,58
2021-08-02,PT,2 wk ahead inc death,2021-08-14,point,NA,53
2021-08-02,PT,3 wk ahead inc death,2021-08-21,point,NA,52
2021-08-02,PT,4 wk ahead inc death,2021-08-28,point,NA,51
2021-08-02,RO,1 wk ahead inc death,2021-08-07,point,NA,14
2021-08-02,RO,2 wk ahead inc death,2021-08-14,point,NA,15
2021-08-02,RO,3 wk ahead inc death,2021-08-21,point,NA,16
2021-08-02,RO,4 wk ahead inc death,2021-08-28,point,NA,16
2021-08-02,SE,1 wk ahead inc death,2021-08-07,point,NA,6
2021-08-02,SE,2 wk ahead inc death,2021-08-14,point,NA,7
2021-08-02,SE,3 wk ahead inc death,2021-08-21,point,NA,8
2021-08-02,SE,4 wk ahead inc death,2021-08-28,point,NA,9
2021-08-02,SI,1 wk ahead inc death,2021-08-07,point,NA,3
2021-08-02,SI,2 wk ahead inc death,2021-08-14,point,NA,3
2021-08-02,SI,3 wk ahead inc death,2021-08-21,point,NA,3
2021-08-02,SI,4 wk ahead inc death,2021-08-28,point,NA,3
2021-08-02,SK,1 wk ahead inc death,2021-08-07,point,NA,11
2021-08-02,SK,2 wk ahead inc death,2021-08-14,point,NA,13
2021-08-02,SK,3 wk ahead inc death,2021-08-21,point,NA,14
2021-08-02,SK,4 wk ahead inc death,2021-08-28,point,NA,14
