model,target_variable,location,horizon,weight
RobertWalraven-ESG,inc death,DE,1,0.0929814361421082
USC-SIkJalpha,inc death,DE,1,0.06715325943596703
epiforecasts-EpiExpert,inc death,DE,1,0.13430651887193407
epiforecasts-EpiNow2,inc death,DE,1,0.025380759471861556
itwm-dSEIR,inc death,DE,1,0.0920958986550405
IEM_Health-CovidProject,inc case,DK,1,0.2010230030955043
ILM-EKF,inc case,DK,1,0.19460737533713718
LANL-GrowthRate,inc case,DK,1,0.24720396326609315
USC-SIkJalpha,inc case,DK,1,0.19669992776011713
epiforecasts-EpiNow2,inc case,DK,1,0.1604657305411482
IEM_Health-CovidProject,inc death,DK,1,0.1276956429206056
ILM-EKF,inc death,DK,1,0.0778943421815694
LANL-GrowthRate,inc death,DK,1,0.4720869223125419
RobertWalraven-ESG,inc death,DK,1,0.10818658636329084
USC-SIkJalpha,inc death,DK,1,0.1557886843631388
epiforecasts-EpiNow2,inc death,DK,1,0.058347821858853496
IEM_Health-CovidProject,inc case,EE,1,0.16337473415831022
ILM-EKF,inc case,EE,1,0.12150995853024321
LANL-GrowthRate,inc case,EE,1,0.32951853160743927
USC-SIkJalpha,inc case,EE,1,0.11927357892539212
epiforecasts-EpiNow2,inc case,EE,1,0.26632319677861527
IEM_Health-CovidProject,inc death,EE,1,0.1722252417884789
ILM-EKF,inc death,EE,1,0.07998256991532748
LANL-GrowthRate,inc death,EE,1,0.15321336444819228
RobertWalraven-ESG,inc death,EE,1,0.37452155754002553
USC-SIkJalpha,inc death,EE,1,0.10823329415147527
epiforecasts-EpiNow2,inc death,EE,1,0.11182397215650051
IEM_Health-CovidProject,inc death,ES,1,0.1803720937255425
ILM-EKF,inc death,ES,1,0.0793637212392387
LANL-GrowthRate,inc death,ES,1,0.1803720937255425
RobertWalraven-ESG,inc death,ES,1,0.19515669157189844
USC-SIkJalpha,inc death,ES,1,0.12664423602006175
epiforecasts-EpiNow2,inc death,ES,1,0.2380911637177161
IEM_Health-CovidProject,inc case,FI,1,0.20455948451861233
ILM-EKF,inc case,FI,1,0.16061707673313266
LANL-GrowthRate,inc case,FI,1,0.2930176399861204
USC-SIkJalpha,inc case,FI,1,0.15488075256409223
epiforecasts-EpiNow2,inc case,FI,1,0.18692504619804234
IEM_Health-CovidProject,inc death,FI,1,0.16105330957867428
ILM-EKF,inc death,FI,1,0.12049173531441557
LANL-GrowthRate,inc death,FI,1,0.2464603676885773
RobertWalraven-ESG,inc death,FI,1,0.12609600207322558
USC-SIkJalpha,inc death,FI,1,0.184845275766433
epiforecasts-EpiNow2,inc death,FI,1,0.16105330957867428
IEM_Health-CovidProject,inc case,FR,1,0.1292573889419894
ILM-EKF,inc case,FR,1,0.09728319273002359
LANL-GrowthRate,inc case,FR,1,0.1310908270830105
UNIPV-BayesINGARCHX,inc case,FR,1,0.1812137903794557
USC-SIkJalpha,inc case,FR,1,0.13202719013360345
epiforecasts-EpiExpert,inc case,FR,1,0.17114635758059704
epiforecasts-EpiNow2,inc case,FR,1,0.15798125315132036
IEM_Health-CovidProject,inc death,FR,1,0.11513569246463454
ILM-EKF,inc death,FR,1,0.1144069855503014
LANL-GrowthRate,inc death,FR,1,0.31712813538504603
RobertWalraven-ESG,inc death,FR,1,0.13098770809382337
USC-SIkJalpha,inc death,FR,1,0.12911645512105446
epiforecasts-EpiExpert,inc death,FR,1,0.10329316409684355
epiforecasts-EpiNow2,inc death,FR,1,0.08993185928829664
IEM_Health-CovidProject,inc case,GB,1,0.16989688921271748
ILM-EKF,inc case,GB,1,0.14131610411151266
LANL-GrowthRate,inc case,GB,1,0.1426492749050175
USC-SIkJalpha,inc case,GB,1,0.21601175914188364
epiforecasts-EpiExpert,inc case,GB,1,0.1387231480727693
epiforecasts-EpiNow2,inc case,GB,1,0.19140282455609942
IEM_Health-CovidProject,inc death,GB,1,0.10817878410404855
ILM-EKF,inc death,GB,1,0.13651132279796604
LANL-GrowthRate,inc death,GB,1,0.38223170383430494
RobertWalraven-ESG,inc death,GB,1,0.13651132279796604
USC-SIkJalpha,inc death,GB,1,0.060352374289627087
epiforecasts-EpiExpert,inc death,GB,1,0.1194474074482203
epiforecasts-EpiNow2,inc death,GB,1,0.05676708472786707
IEM_Health-CovidProject,inc case,GR,1,0.22065034428174157
ILM-EKF,inc case,GR,1,0.24877244698431644
LANL-GrowthRate,inc case,GR,1,0.224555660109737
USC-SIkJalpha,inc case,GR,1,0.11378829413632412
epiforecasts-EpiNow2,inc case,GR,1,0.1922332544878809
IEM_Health-CovidProject,inc death,GR,1,0.1527191767088186
ILM-EKF,inc death,GR,1,0.08882645992247613
LANL-GrowthRate,inc death,GR,1,0.18923897983484042
RobertWalraven-ESG,inc death,GR,1,0.1500860874552183
USC-SIkJalpha,inc death,GR,1,0.09672214524891845
epiforecasts-EpiNow2,inc death,GR,1,0.3224071508297281
IEM_Health-CovidProject,inc case,HR,1,0.17322138753866548
ILM-EKF,inc case,HR,1,0.17322138753866548
LANL-GrowthRate,inc case,HR,1,0.1802916482545294
USC-SIkJalpha,inc case,HR,1,0.10517012814847547
epiforecasts-EpiNow2,inc case,HR,1,0.3680954485196642
IEM_Health-CovidProject,inc death,HR,1,0.1331470128029759
ILM-EKF,inc death,HR,1,0.1309278959229263
LANL-GrowthRate,inc death,HR,1,0.1785380398948995
RobertWalraven-ESG,inc death,HR,1,0.12773453260773296
USC-SIkJalpha,inc death,HR,1,0.23805071985986598
epiforecasts-EpiNow2,inc death,HR,1,0.19160179891159945
IEM_Health-CovidProject,inc case,HU,1,0.12132913028875514
ILM-EKF,inc case,HU,1,0.16466096253473914
LANL-GrowthRate,inc case,HU,1,0.37527382159080086
USC-SIkJalpha,inc case,HU,1,0.1344731194033703
epiforecasts-EpiNow2,inc case,HU,1,0.2042629661823346
IEM_Health-CovidProject,inc death,HU,1,0.24142092496441675
ILM-EKF,inc death,HU,1,0.14109015095323058
LANL-GrowthRate,inc death,HU,1,0.23617264398692941
RobertWalraven-ESG,inc death,HU,1,0.15976384740292282
USC-SIkJalpha,inc death,HU,1,0.11808632199346471
epiforecasts-EpiNow2,inc death,HU,1,0.10346611069903575
IEM_Health-CovidProject,inc case,IE,1,0.21194532235618502
ILM-EKF,inc case,IE,1,0.1854521570616619
LANL-GrowthRate,inc case,IE,1,0.23674743454680242
USC-SIkJalpha,inc case,IE,1,0.2528893050840844
epiforecasts-EpiNow2,inc case,IE,1,0.11296578095126612
IEM_Health-CovidProject,inc death,IE,1,0.14598491975977967
ILM-EKF,inc death,IE,1,0.15206762474977048
LANL-GrowthRate,inc death,IE,1,0.18716015353817902
RobertWalraven-ESG,inc death,IE,1,0.23931954058980273
USC-SIkJalpha,inc death,IE,1,0.13903325691407586
epiforecasts-EpiNow2,inc death,IE,1,0.1364345044483922
IEM_Health-CovidProject,inc case,IS,1,0.23649558149870092
ILM-EKF,inc case,IS,1,0.16005256525669662
LANL-GrowthRate,inc case,IS,1,0.15309375807162284
USC-SIkJalpha,inc case,IS,1,0.2535232633666074
epiforecasts-EpiNow2,inc case,IS,1,0.19683483180637218
IEM_Health-CovidProject,inc death,IS,1,NA
IEM_Health-CovidProject,inc case,IT,1,0.11646750844519337
ILM-EKF,inc case,IT,1,0.12851587138779957
LANL-GrowthRate,inc case,IT,1,0.20477803682671358
UNIPV-BayesINGARCHX,inc case,IT,1,0.12506578088074455
USC-SIkJalpha,inc case,IT,1,0.11646750844519337
epiforecasts-EpiExpert,inc case,IT,1,0.1312309954312038
epiforecasts-EpiNow2,inc case,IT,1,0.17747429858315178
IEM_Health-CovidProject,inc death,IT,1,0.08820624364624217
ILM-EKF,inc death,IT,1,0.13034922672166901
LANL-GrowthRate,inc death,IT,1,0.15436092638092383
RobertWalraven-ESG,inc death,IT,1,0.10201243830391488
USC-SIkJalpha,inc death,IT,1,0.1002686359397454
epiforecasts-EpiExpert,inc death,IT,1,0.04636929013814313
epiforecasts-EpiNow2,inc death,IT,1,0.37843323886936164
IEM_Health-CovidProject,inc case,LI,1,0.22062698523872082
ILM-EKF,inc case,LI,1,0.11110711486842056
LANL-GrowthRate,inc case,LI,1,0.35916020852815017
USC-SIkJalpha,inc case,LI,1,0.11110711486842056
epiforecasts-EpiNow2,inc case,LI,1,0.1979985764962879
LANL-GrowthRate,inc death,LI,1,NA
RobertWalraven-ESG,inc death,LI,1,NA
epiforecasts-EpiNow2,inc death,LI,1,NA
IEM_Health-CovidProject,inc case,LT,1,0.20890325458165596
ILM-EKF,inc case,LT,1,0.20010732807295467
LANL-GrowthRate,inc case,LT,1,0.15208156933544556
USC-SIkJalpha,inc case,LT,1,0.24688566450559343
epiforecasts-EpiNow2,inc case,LT,1,0.19202218350435046
IEM_Health-CovidProject,inc death,LT,1,0.15054169508483672
ILM-EKF,inc death,LT,1,0.09587571642274517
LANL-GrowthRate,inc death,LT,1,0.17161753239671387
RobertWalraven-ESG,inc death,LT,1,0.22581254262725511
USC-SIkJalpha,inc death,LT,1,0.18453498107173533
epiforecasts-EpiNow2,inc death,LT,1,0.17161753239671387
IEM_Health-CovidProject,inc case,LU,1,0.18791614627537068
ILM-EKF,inc case,LU,1,0.27898320177805025
LANL-GrowthRate,inc case,LU,1,0.1462411944804296
USC-SIkJalpha,inc case,LU,1,0.19291391612311987
epiforecasts-EpiNow2,inc case,LU,1,0.19394554134302958
IEM_Health-CovidProject,inc death,LU,1,0.1479368174759715
ILM-EKF,inc death,LU,1,0.1604385203612649
LANL-GrowthRate,inc death,LU,1,0.20161300788760722
RobertWalraven-ESG,inc death,LU,1,0.1687575547503675
USC-SIkJalpha,inc death,LU,1,0.12314740481783573
epiforecasts-EpiNow2,inc death,LU,1,0.1981066947069532
IEM_Health-CovidProject,inc case,LV,1,0.1629454426514134
ILM-EKF,inc case,LV,1,0.227807220794209
LANL-GrowthRate,inc case,LV,1,0.1504111778320739
USC-SIkJalpha,inc case,LV,1,0.16182168097795538
epiforecasts-EpiNow2,inc case,LV,1,0.2970144777443484
IEM_Health-CovidProject,inc death,LV,1,0.10027007707428992
ILM-EKF,inc death,LV,1,0.07789576235523349
LANL-GrowthRate,inc death,LV,1,0.21421334647689214
RobertWalraven-ESG,inc death,LV,1,0.18850774489966504
USC-SIkJalpha,inc death,LV,1,0.20489972271702722
epiforecasts-EpiNow2,inc death,LV,1,0.21421334647689214
IEM_Health-CovidProject,inc case,MT,1,0.1432478191226487
ILM-EKF,inc case,MT,1,0.11097770602359046
LANL-GrowthRate,inc case,MT,1,0.3155928515045854
USC-SIkJalpha,inc case,MT,1,0.2082262113019945
epiforecasts-EpiNow2,inc case,MT,1,0.22195541204718092
IEM_Health-CovidProject,inc death,MT,1,0.12412216233872285
ILM-EKF,inc death,MT,1,0.08978169742500952
LANL-GrowthRate,inc death,MT,1,0.26934509227502856
RobertWalraven-ESG,inc death,MT,1,0.2025151069737057
USC-SIkJalpha,inc death,MT,1,0.13467254613751428
epiforecasts-EpiNow2,inc death,MT,1,0.17956339485001904
IEM_Health-CovidProject,inc case,NL,1,0.14769854371127494
ILM-EKF,inc case,NL,1,0.1595823345845959
LANL-GrowthRate,inc case,NL,1,0.14023902130161459
USC-SIkJalpha,inc case,NL,1,0.10517926597621094
epiforecasts-EpiExpert,inc case,NL,1,0.26699352132422777
epiforecasts-EpiNow2,inc case,NL,1,0.1803073131020759
IEM_Health-CovidProject,inc death,NL,1,0.09975242082076782
ILM-EKF,inc death,NL,1,0.06434031142939525
LANL-GrowthRate,inc death,NL,1,0.24279362803545376
RobertWalraven-ESG,inc death,NL,1,0.3477854671859203
USC-SIkJalpha,inc death,NL,1,0.05693832869857988
epiforecasts-EpiExpert,inc death,NL,1,0.15692758885218355
epiforecasts-EpiNow2,inc death,NL,1,0.031462254977699396
IEM_Health-CovidProject,inc case,NO,1,0.18528813325244703
ILM-EKF,inc case,NO,1,0.13326141603377967
LANL-GrowthRate,inc case,NO,1,0.24818410509043365
USC-SIkJalpha,inc case,NO,1,0.1827842395598464
epiforecasts-EpiNow2,inc case,NO,1,0.2504821060634932
IEM_Health-CovidProject,inc death,NO,1,0.15838017316125355
ILM-EKF,inc death,NO,1,0.12613510796674687
LANL-GrowthRate,inc death,NO,1,0.18977083811213263
RobertWalraven-ESG,inc death,NO,1,0.1350292501951713
USC-SIkJalpha,inc death,NO,1,0.21064563030446726
epiforecasts-EpiNow2,inc death,NO,1,0.18003900026022843
ICM-agentModel,inc case,PL,1,0.0421126780520073
IEM_Health-CovidProject,inc case,PL,1,0.08723340453630084
ILM-EKF,inc case,PL,1,0.10904175567037604
ITWW-county_repro,inc case,PL,1,0.035919637162006225
LANL-GrowthRate,inc case,PL,1,0.10904175567037604
MIMUW-StochSEIR,inc case,PL,1,0.13274648516393606
MOCOS-agent1,inc case,PL,1,0.14893508091563556
USC-SIkJalpha,inc case,PL,1,0.06496104593128786
epiforecasts-EpiExpert,inc case,PL,1,0.14538900756050138
epiforecasts-EpiNow2,inc case,PL,1,0.12461914933757262
ICM-agentModel,inc death,PL,1,0.031193082688225366
IEM_Health-CovidProject,inc death,PL,1,0.05347385603695777
ILM-EKF,inc death,PL,1,0.10365701324087198
ITWW-county_repro,inc death,PL,1,0.04211066162910425
LANL-GrowthRate,inc death,PL,1,0.12957126655109
MIMUW-StochSEIR,inc death,PL,1,0.11229509767761134
MIT_CovidAnalytics-DELPHI,inc death,PL,1,0.04918033474931883
MOCOS-agent1,inc death,PL,1,0.12957126655109
RobertWalraven-ESG,inc death,PL,1,0.07486339845174089
USC-SIkJalpha,inc death,PL,1,0.096252940866524
epiforecasts-EpiExpert,inc death,PL,1,0.11820536597643298
epiforecasts-EpiNow2,inc death,PL,1,0.059625715581032565
IEM_Health-CovidProject,inc case,PT,1,0.14257758670796808
ILM-EKF,inc case,PT,1,0.21832192964657612
LANL-GrowthRate,inc case,PT,1,0.2054794631967775
USC-SIkJalpha,inc case,PT,1,0.1967972323574771
epiforecasts-EpiNow2,inc case,PT,1,0.23682378809120125
IEM_Health-CovidProject,inc death,PT,1,0.127956170576831
ILM-EKF,inc death,PT,1,0.127956170576831
LANL-GrowthRate,inc death,PT,1,0.15826157939765942
RobertWalraven-ESG,inc death,PT,1,0.15826157939765942
USC-SIkJalpha,inc death,PT,1,0.1542035901823348
epiforecasts-EpiNow2,inc death,PT,1,0.27336090986868444
IEM_Health-CovidProject,inc case,RO,1,0.18507590018453435
ILM-EKF,inc case,RO,1,0.18122015226402322
LANL-GrowthRate,inc case,RO,1,0.26359294874767014
USC-SIkJalpha,inc case,RO,1,0.15533155908344845
epiforecasts-EpiNow2,inc case,RO,1,0.2147794397203238
IEM_Health-CovidProject,inc death,RO,1,0.12465278646041113
ILM-EKF,inc death,RO,1,0.11615373283811038
LANL-GrowthRate,inc death,RO,1,0.2555382122438428
RobertWalraven-ESG,inc death,RO,1,0.1174888332155599
USC-SIkJalpha,inc death,RO,1,0.10990890849197539
epiforecasts-EpiNow2,inc death,RO,1,0.27625752675010035
IEM_Health-CovidProject,inc case,SE,1,0.21645793643514127
ILM-EKF,inc case,SE,1,0.3078927544120544
LANL-GrowthRate,inc case,SE,1,0.16234345232635594
USC-SIkJalpha,inc case,SE,1,0.19099229685453636
epiforecasts-EpiNow2,inc case,SE,1,0.122313559971912
IEM_Health-CovidProject,inc death,SE,1,0.16776275657095488
ILM-EKF,inc death,SE,1,0.15702594015041377
LANL-GrowthRate,inc death,SE,1,0.11824242481205856
RobertWalraven-ESG,inc death,SE,1,0.28040346455431026
USC-SIkJalpha,inc death,SE,1,0.18174298628520108
epiforecasts-EpiNow2,inc death,SE,1,0.09482242762706145
IEM_Health-CovidProject,inc case,SI,1,0.14821210356033218
ILM-EKF,inc case,SI,1,0.20102331287493327
LANL-GrowthRate,inc case,SI,1,0.12859579573617055
USC-SIkJalpha,inc case,SI,1,0.19218712329801313
epiforecasts-EpiNow2,inc case,SI,1,0.32998166453055083
IEM_Health-CovidProject,inc death,SI,1,0.1373814737886322
ILM-EKF,inc death,SI,1,0.11825240781806315
LANL-GrowthRate,inc death,SI,1,0.22785220042992657
RobertWalraven-ESG,inc death,SI,1,0.1415445487519241
USC-SIkJalpha,inc death,SI,1,0.22785220042992657
epiforecasts-EpiNow2,inc death,SI,1,0.1471171687815274
IEM_Health-CovidProject,inc case,SK,1,0.12596030746412124
ILM-EKF,inc case,SK,1,0.18086608251258435
LANL-GrowthRate,inc case,SK,1,0.17204334678026317
USC-SIkJalpha,inc case,SK,1,0.09468157339584954
epiforecasts-EpiExpert,inc case,SK,1,0.18321499267508545
epiforecasts-EpiNow2,inc case,SK,1,0.24323369717209622
IEM_Health-CovidProject,inc death,SK,1,0.1592409792079337
ILM-EKF,inc death,SK,1,0.13698148749069566
LANL-GrowthRate,inc death,SK,1,0.14813114344924067
RobertWalraven-ESG,inc death,SK,1,0.11687411318013483
USC-SIkJalpha,inc death,SK,1,0.17451066214568076
epiforecasts-EpiExpert,inc death,SK,1,0.11077633336204086
epiforecasts-EpiNow2,inc death,SK,1,0.15348528116427346
