model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
epiforecasts-EpiNow2,inc death,4,AT,1.69,1.54,0.6,0.9,-0,10,1,Austria
EuroCOVIDhub-baseline,inc death,3,AT,1,1,0.9,1,0.19,10,1,Austria
EuroCOVIDhub-ensemble,inc death,3,AT,0.42,0.31,0.4,1,0.35,10,1,Austria
IEM_Health-CovidProject,inc death,3,AT,0.65,0.55,0.5,0.8,0.13,10,1,Austria
ILM-EKF,inc death,3,AT,0.37,0.29,0.8,1,-0.02,10,1,Austria
LANL-GrowthRate,inc death,3,AT,0.84,0.63,0.22,0.67,0.5,9,1,Austria
MUNI-ARIMA,inc death,3,AT,0.5,0.42,0.8,1,-0.04,10,1,Austria
RobertWalraven-ESG,inc death,3,AT,0.45,0.31,1,1,-0.1,10,1,Austria
UMass-MechBayes,inc death,3,AT,0.47,0.32,0.3,0.8,0.11,10,1,Austria
USC-SIkJalpha,inc death,3,AT,0.57,0.59,0,0,0.8,10,1,Austria
USyd-OneModelMan,inc death,3,AT,0.41,NA,NA,NA,NA,10,1,Austria
epiforecasts-EpiNow2,inc death,3,AT,1.07,0.83,0.4,0.8,0.25,10,1,Austria
EuroCOVIDhub-baseline,inc death,2,AT,1,1,0.9,1,0.16,10,1,Austria
EuroCOVIDhub-ensemble,inc death,2,AT,0.61,0.36,0.6,1,0.24,10,1,Austria
IEM_Health-CovidProject,inc death,2,AT,0.58,0.46,0.5,0.9,0.15,10,1,Austria
ILM-EKF,inc death,2,AT,0.56,0.43,0.8,1,0.07,10,1,Austria
Karlen-pypm,inc death,2,AT,0.77,0.53,0.25,0.75,0.67,4,1,Austria
LANL-GrowthRate,inc death,2,AT,1.16,0.86,0.11,0.56,0.52,9,1,Austria
MUNI-ARIMA,inc death,2,AT,0.82,0.53,0.7,1,-0.08,10,1,Austria
RobertWalraven-ESG,inc death,2,AT,0.79,0.46,0.8,1,-0.07,10,1,Austria
UMass-MechBayes,inc death,2,AT,0.73,0.41,0.3,1,0.12,10,1,Austria
USC-SIkJalpha,inc death,2,AT,0.76,0.57,0,0,0.2,10,1,Austria
USyd-OneModelMan,inc death,2,AT,0.79,NA,NA,NA,NA,10,1,Austria
epiforecasts-EpiNow2,inc death,2,AT,0.95,0.64,0.3,1,0.16,10,1,Austria
EuroCOVIDhub-baseline,inc death,1,AT,1,1,0.9,1,0.15,10,1,Austria
EuroCOVIDhub-ensemble,inc death,1,AT,0.6,0.49,0.4,1,0.15,10,1,Austria
IEM_Health-CovidProject,inc death,1,AT,0.7,0.6,0.3,0.9,0.12,10,1,Austria
ILM-EKF,inc death,1,AT,0.72,0.66,0.8,1,0.12,10,1,Austria
Karlen-pypm,inc death,1,AT,0.51,0.49,0.2,1,0.41,5,1,Austria
LANL-GrowthRate,inc death,1,AT,0.99,0.8,0.3,0.9,0.53,10,1,Austria
MUNI-ARIMA,inc death,1,AT,1.03,0.86,0.5,1,0,10,1,Austria
RobertWalraven-ESG,inc death,1,AT,0.78,0.59,0.7,1,-0.09,10,1,Austria
SDSC_ISG-TrendModel,inc death,1,AT,0.95,NA,NA,NA,NA,10,1,Austria
UMass-MechBayes,inc death,1,AT,0.68,0.58,0.1,0.9,0.1,10,1,Austria
USC-SIkJalpha,inc death,1,AT,0.71,0.79,0.2,0.3,0.03,10,1,Austria
USyd-OneModelMan,inc death,1,AT,0.85,NA,NA,NA,NA,10,1,Austria
epiforecasts-EpiNow2,inc death,1,AT,0.65,0.56,0.3,1,0.14,10,1,Austria
LANL-GrowthRate,inc death,5,AT,NA,NA,0.11,0.44,0.36,9,1,Austria
USC-SIkJalpha,inc death,5,AT,NA,NA,0.3,0.4,0.12,10,1,Austria
BIOCOMSC-Gompertz,inc case,2,BE,1.11,NA,0.2,1,NA,10,1,Belgium
EuroCOVIDhub-baseline,inc case,2,BE,1,1,0.6,1,-0.11,10,1,Belgium
EuroCOVIDhub-ensemble,inc case,2,BE,0.93,1.04,0.5,0.8,-0.04,10,1,Belgium
IEM_Health-CovidProject,inc case,2,BE,0.97,1.02,0.3,0.7,-0.14,10,1,Belgium
ILM-EKF,inc case,2,BE,1.15,1.3,0.4,0.7,0.04,10,1,Belgium
Karlen-pypm,inc case,2,BE,2.84,3.88,0.5,1,0.46,4,1,Belgium
LANL-GrowthRate,inc case,2,BE,1.07,1.18,0.44,0.78,-0.59,9,1,Belgium
MUNI-ARIMA,inc case,2,BE,1.82,1.97,0.4,0.8,-0.16,10,1,Belgium
RobertWalraven-ESG,inc case,2,BE,1.29,1.21,0,0.8,-0.03,10,1,Belgium
USC-SIkJalpha,inc case,2,BE,1.04,1.38,0.3,0.3,-0.06,10,1,Belgium
UVA-Ensemble,inc case,2,BE,1.53,NA,0.1,1,NA,10,1,Belgium
epiforecasts-EpiNow2,inc case,2,BE,0.97,1.5,0.4,0.6,-0.24,10,1,Belgium
EuroCOVIDhub-baseline,inc case,4,BE,1,1,0.4,1,-0.03,10,1,Belgium
EuroCOVIDhub-ensemble,inc case,4,BE,0.93,1.05,0.3,0.7,0.01,10,1,Belgium
IEM_Health-CovidProject,inc case,4,BE,0.91,1.15,0.3,0.5,-0.08,10,1,Belgium
ILM-EKF,inc case,4,BE,1.26,1.52,0.3,0.8,-0.01,10,1,Belgium
LANL-GrowthRate,inc case,4,BE,0.92,1,0.11,0.56,-0.4,9,1,Belgium
MUNI-ARIMA,inc case,4,BE,1.28,1.27,0.2,1,-0.12,10,1,Belgium
RobertWalraven-ESG,inc case,4,BE,0.84,0.98,0.3,0.7,0,10,1,Belgium
USC-SIkJalpha,inc case,4,BE,0.86,1.31,0.2,0.2,-0.14,10,1,Belgium
UVA-Ensemble,inc case,4,BE,1.23,NA,0,0.4,NA,10,1,Belgium
epiforecasts-EpiNow2,inc case,4,BE,0.82,1.27,0.4,0.5,-0.21,10,1,Belgium
EuroCOVIDhub-baseline,inc case,3,BE,1,1,0.5,1,-0.04,10,1,Belgium
EuroCOVIDhub-ensemble,inc case,3,BE,0.86,1.05,0.4,0.8,0.05,10,1,Belgium
IEM_Health-CovidProject,inc case,3,BE,0.92,1.09,0.3,0.6,-0.11,10,1,Belgium
ILM-EKF,inc case,3,BE,1.19,1.38,0.2,0.7,0.05,10,1,Belgium
LANL-GrowthRate,inc case,3,BE,0.9,1.02,0.33,0.56,-0.5,9,1,Belgium
MUNI-ARIMA,inc case,3,BE,1.53,1.53,0.3,0.9,-0.09,10,1,Belgium
RobertWalraven-ESG,inc case,3,BE,0.97,1.06,0.2,0.7,0.07,10,1,Belgium
USC-SIkJalpha,inc case,3,BE,0.89,1.26,0.2,0.2,-0.2,10,1,Belgium
UVA-Ensemble,inc case,3,BE,1.3,NA,0.2,0.8,NA,10,1,Belgium
epiforecasts-EpiNow2,inc case,3,BE,0.91,1.37,0.3,0.6,-0.12,10,1,Belgium
EuroCOVIDhub-baseline,inc case,1,BE,1,1,0.6,1,-0.23,10,1,Belgium
EuroCOVIDhub-ensemble,inc case,1,BE,1.18,1.13,0.5,0.9,-0.13,10,1,Belgium
IEM_Health-CovidProject,inc case,1,BE,1.13,1.03,0.3,0.9,-0.18,10,1,Belgium
ILM-EKF,inc case,1,BE,1.27,1.17,0.3,0.8,-0.02,10,1,Belgium
Karlen-pypm,inc case,1,BE,1.68,1.87,0.8,1,0.3,5,1,Belgium
LANL-GrowthRate,inc case,1,BE,1.85,1.81,0.5,0.8,-0.61,10,1,Belgium
MUNI-ARIMA,inc case,1,BE,2.49,2.69,0.2,0.7,-0.22,10,1,Belgium
RobertWalraven-ESG,inc case,1,BE,1.86,1.57,0.2,0.8,-0.17,10,1,Belgium
SDSC_ISG-TrendModel,inc case,1,BE,1.41,NA,NA,NA,NA,10,1,Belgium
USC-SIkJalpha,inc case,1,BE,1.24,1.36,0.3,0.4,-0.12,10,1,Belgium
UVA-Ensemble,inc case,1,BE,2.21,NA,0.3,0.6,NA,10,1,Belgium
epiforecasts-EpiNow2,inc case,1,BE,1.38,1.61,0.4,0.6,-0.26,10,1,Belgium
LANL-GrowthRate,inc case,5,BE,NA,NA,0.11,0.44,-0.25,9,1,Belgium
USC-SIkJalpha,inc case,5,BE,NA,NA,0,0,-0.2,10,1,Belgium
EuroCOVIDhub-baseline,inc death,4,BE,1,1,1,1,0.17,10,1,Belgium
EuroCOVIDhub-ensemble,inc death,4,BE,0.29,0.19,0.8,1,0.25,10,1,Belgium
IEM_Health-CovidProject,inc death,4,BE,0.49,0.32,0.3,0.8,0.28,10,1,Belgium
ILM-EKF,inc death,4,BE,0.49,0.31,0.5,1,0.32,10,1,Belgium
LANL-GrowthRate,inc death,4,BE,0.16,0.11,0.67,1,0.08,9,1,Belgium
MUNI-ARIMA,inc death,4,BE,0.47,0.39,0.8,1,-0.08,10,1,Belgium
RobertWalraven-ESG,inc death,4,BE,0.21,0.2,1,1,-0.01,10,1,Belgium
UMass-MechBayes,inc death,4,BE,0.22,0.12,0.6,1,-0.27,10,1,Belgium
USC-SIkJalpha,inc death,4,BE,0.45,0.35,0.3,0.4,0.41,10,1,Belgium
USyd-OneModelMan,inc death,4,BE,0.49,NA,NA,NA,NA,10,1,Belgium
epiforecasts-EpiNow2,inc death,4,BE,0.42,0.31,0.33,1,0.14,9,1,Belgium
EuroCOVIDhub-baseline,inc death,3,BE,1,1,1,1,0.13,10,1,Belgium
EuroCOVIDhub-ensemble,inc death,3,BE,0.2,0.2,0.9,1,0.22,10,1,Belgium
IEM_Health-CovidProject,inc death,3,BE,0.44,0.29,0.2,0.9,0.18,10,1,Belgium
ILM-EKF,inc death,3,BE,0.38,0.3,0.8,1,0.3,10,1,Belgium
LANL-GrowthRate,inc death,3,BE,0.26,0.15,0.56,0.89,-0.08,9,1,Belgium
MUNI-ARIMA,inc death,3,BE,0.56,0.42,0.7,1,-0.1,10,1,Belgium
RobertWalraven-ESG,inc death,3,BE,0.21,0.22,1,1,-0.03,10,1,Belgium
UMass-MechBayes,inc death,3,BE,0.2,0.13,0.5,1,-0.18,10,1,Belgium
USC-SIkJalpha,inc death,3,BE,0.55,0.38,0.3,0.3,0.78,10,1,Belgium
USyd-OneModelMan,inc death,3,BE,0.53,NA,NA,NA,NA,10,1,Belgium
epiforecasts-EpiNow2,inc death,3,BE,0.44,0.31,0.67,0.89,0.29,9,1,Belgium
EuroCOVIDhub-baseline,inc death,2,BE,1,1,1,1,0.15,10,1,Belgium
EuroCOVIDhub-ensemble,inc death,2,BE,0.33,0.2,1,1,0.21,10,1,Belgium
IEM_Health-CovidProject,inc death,2,BE,0.53,0.32,0.5,0.8,0.2,10,1,Belgium
ILM-EKF,inc death,2,BE,0.42,0.34,1,1,0.23,10,1,Belgium
Karlen-pypm,inc death,2,BE,0.47,0.35,0.75,1,0.22,4,1,Belgium
LANL-GrowthRate,inc death,2,BE,0.4,0.25,0.44,0.89,-0.09,9,1,Belgium
MUNI-ARIMA,inc death,2,BE,0.73,0.43,0.7,1,-0.14,10,1,Belgium
RobertWalraven-ESG,inc death,2,BE,0.3,0.26,1,1,-0,10,1,Belgium
UMass-MechBayes,inc death,2,BE,0.2,0.12,0.8,1,-0.08,10,1,Belgium
USC-SIkJalpha,inc death,2,BE,0.5,0.3,0.3,0.4,0.6,10,1,Belgium
USyd-OneModelMan,inc death,2,BE,0.47,NA,NA,NA,NA,10,1,Belgium
epiforecasts-EpiNow2,inc death,2,BE,0.4,0.23,0.67,1,0.33,9,1,Belgium
EuroCOVIDhub-baseline,inc death,1,BE,1,1,1,1,0.18,10,1,Belgium
EuroCOVIDhub-ensemble,inc death,1,BE,0.57,0.33,0.8,1,0.16,10,1,Belgium
IEM_Health-CovidProject,inc death,1,BE,0.78,0.43,0.5,0.8,0.2,10,1,Belgium
ILM-EKF,inc death,1,BE,0.71,0.55,1,1,0.18,10,1,Belgium
Karlen-pypm,inc death,1,BE,0.63,0.41,0.4,1,0.02,5,1,Belgium
LANL-GrowthRate,inc death,1,BE,0.86,0.46,0.2,0.8,0.04,10,1,Belgium
MUNI-ARIMA,inc death,1,BE,1.21,0.6,0.7,0.9,-0.14,10,1,Belgium
RobertWalraven-ESG,inc death,1,BE,0.68,0.42,0.9,1,0.1,10,1,Belgium
SDSC_ISG-TrendModel,inc death,1,BE,0.73,NA,NA,NA,NA,10,1,Belgium
