model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
USC-SIkJalpha,inc death,2,Overall,0.5,0.53,0.36,0.42,0.23,315,32,NA
USyd-OneModelMan,inc death,2,Overall,0.54,NA,NA,NA,NA,315,32,NA
epiforecasts-EpiNow2,inc death,2,Overall,0.6,0.6,0.54,0.94,0.08,293,32,NA
BIOCOMSC-Gompertz,inc death,1,Overall,1.05,NA,0.41,0.84,NA,240,32,NA
EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.68,0.98,0.18,316,32,NA
EuroCOVIDhub-ensemble,inc death,1,Overall,0.59,0.5,0.69,0.96,0.13,316,32,NA
IEM_Health-CovidProject,inc death,1,Overall,0.73,0.59,0.57,0.87,0.08,307,32,NA
ILM-EKF,inc death,1,Overall,0.68,0.66,0.83,0.98,0.09,315,32,NA
Imperial-DeCa,inc death,1,Overall,1,1.13,0.15,0.42,-0.2,133,20,NA
Imperial-RtI0,inc death,1,Overall,1.02,1.03,0.32,0.69,-0.05,133,20,NA
Imperial-sbkp,inc death,1,Overall,0.89,0.95,0.29,0.62,-0.19,133,20,NA
Karlen-pypm,inc death,1,Overall,0.45,0.58,0.61,0.96,0.02,83,29,NA
LANL-GrowthRate,inc death,1,Overall,0.77,0.72,0.37,0.83,0.08,285,32,NA
MUNI-ARIMA,inc death,1,Overall,0.78,0.64,0.61,0.95,0.06,316,32,NA
RobertWalraven-ESG,inc death,1,Overall,0.7,0.62,0.74,0.94,-0.04,316,32,NA
SDSC_ISG-TrendModel,inc death,1,Overall,0.81,NA,NA,NA,NA,316,32,NA
UMass-MechBayes,inc death,1,Overall,0.81,0.68,0.52,0.9,0.17,316,32,NA
USC-SIkJalpha,inc death,1,Overall,0.8,0.8,0.32,0.39,0.24,316,32,NA
USyd-OneModelMan,inc death,1,Overall,0.75,NA,NA,NA,NA,316,32,NA
epiforecasts-EpiNow2,inc death,1,Overall,0.89,0.77,0.55,0.95,0.09,294,32,NA
EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.7,0.93,0.32,313,32,NA
EuroCOVIDhub-ensemble,inc death,4,Overall,0.31,0.31,0.63,0.9,0.29,313,32,NA
IEM_Health-CovidProject,inc death,4,Overall,0.76,0.74,0.37,0.78,0.36,307,32,NA
ILM-EKF,inc death,4,Overall,0.29,0.32,0.63,0.96,0.07,312,32,NA
LANL-GrowthRate,inc death,4,Overall,0.27,0.28,0.33,0.71,0.18,282,32,NA
MUNI-ARIMA,inc death,4,Overall,0.5,0.54,0.65,0.95,0.17,282,32,NA
RobertWalraven-ESG,inc death,4,Overall,0.39,0.4,0.76,0.92,0.03,313,32,NA
UMass-MechBayes,inc death,4,Overall,0.34,0.33,0.46,0.87,0.12,313,32,NA
UMass-SemiMech,inc death,4,Overall,0.39,0.44,0.48,0.87,0.27,313,32,NA
USC-SIkJalpha,inc death,4,Overall,0.32,0.39,0.28,0.4,0.19,313,32,NA
USyd-OneModelMan,inc death,4,Overall,0.41,NA,NA,NA,NA,313,32,NA
epiforecasts-EpiExpert,inc death,4,Overall,0.47,0.37,0.33,0.7,0.41,66,17,NA
epiforecasts-EpiNow2,inc death,4,Overall,0.37,0.38,0.49,0.91,0.02,292,32,NA
EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.73,0.95,0.27,314,32,NA
EuroCOVIDhub-ensemble,inc death,3,Overall,0.31,0.33,0.67,0.93,0.26,314,32,NA
IEM_Health-CovidProject,inc death,3,Overall,0.7,0.65,0.45,0.85,0.26,307,32,NA
ILM-EKF,inc death,3,Overall,0.34,0.39,0.72,0.97,0.07,313,32,NA
Karlen-pypm,inc death,3,Overall,0.68,0.58,0.3,0.93,0.12,27,18,NA
LANL-GrowthRate,inc death,3,Overall,0.3,0.31,0.36,0.72,0.14,283,32,NA
MUNI-ARIMA,inc death,3,Overall,0.58,0.56,0.63,0.96,0.15,314,32,NA
RobertWalraven-ESG,inc death,3,Overall,0.43,0.45,0.75,0.94,-0.01,314,32,NA
UMass-MechBayes,inc death,3,Overall,0.44,0.45,0.46,0.91,0.14,314,32,NA
USC-SIkJalpha,inc death,3,Overall,0.36,0.4,0.33,0.41,0.21,314,32,NA
USyd-OneModelMan,inc death,3,Overall,0.43,NA,NA,NA,NA,314,32,NA
epiforecasts-EpiExpert,inc death,3,Overall,0.44,0.4,0.44,0.79,0.34,57,16,NA
epiforecasts-EpiNow2,inc death,3,Overall,0.43,0.49,0.54,0.91,0.06,293,32,NA
LANL-GrowthRate,inc death,5,Overall,NA,NA,0.27,0.68,0.3,282,32,NA
USC-SIkJalpha,inc death,5,Overall,NA,NA,0.28,0.38,0.24,313,32,NA
EuroCOVIDhub-baseline,inc case,4,AT,1,1,0.7,1,0.28,10,1,Austria
EuroCOVIDhub-ensemble,inc case,4,AT,0.5,0.59,0.3,0.8,0.1,10,1,Austria
IEM_Health-CovidProject,inc case,4,AT,0.73,0.95,0.2,0.3,0.26,10,1,Austria
ILM-EKF,inc case,4,AT,0.41,0.56,0.5,0.7,-0.16,10,1,Austria
LANL-GrowthRate,inc case,4,AT,0.56,0.67,0.33,0.56,0.11,9,1,Austria
MUNI-ARIMA,inc case,4,AT,0.34,0.6,0.67,1,-0.17,9,1,Austria
RobertWalraven-ESG,inc case,4,AT,0.36,0.59,0.6,0.8,-0.32,10,1,Austria
UMass-SemiMech,inc case,4,AT,0.62,0.72,0.2,0.6,0.24,10,1,Austria
USC-SIkJalpha,inc case,4,AT,0.49,0.79,0.3,0.3,0.14,10,1,Austria
UVA-Ensemble,inc case,4,AT,0.93,NA,0.4,0.7,NA,10,1,Austria
epiforecasts-EpiNow2,inc case,4,AT,0.41,0.54,0.2,0.6,-0.32,10,1,Austria
EuroCOVIDhub-baseline,inc case,3,AT,1,1,0.8,1,0.21,10,1,Austria
EuroCOVIDhub-ensemble,inc case,3,AT,0.45,0.52,0.3,0.9,0.12,10,1,Austria
IEM_Health-CovidProject,inc case,3,AT,0.66,0.89,0.1,0.4,0.13,10,1,Austria
ILM-EKF,inc case,3,AT,0.44,0.64,0.4,0.7,-0.23,10,1,Austria
LANL-GrowthRate,inc case,3,AT,0.41,0.51,0.44,0.78,-0.21,9,1,Austria
MUNI-ARIMA,inc case,3,AT,0.37,0.51,0.8,1,-0.17,10,1,Austria
RobertWalraven-ESG,inc case,3,AT,0.45,0.63,0.6,0.7,-0.28,10,1,Austria
USC-SIkJalpha,inc case,3,AT,0.5,0.78,0,0,0.2,10,1,Austria
UVA-Ensemble,inc case,3,AT,0.92,NA,0.6,0.9,NA,10,1,Austria
epiforecasts-EpiNow2,inc case,3,AT,0.99,1.21,0.2,0.5,-0.25,10,1,Austria
EuroCOVIDhub-baseline,inc case,2,AT,1,1,0.7,1,0.12,10,1,Austria
EuroCOVIDhub-ensemble,inc case,2,AT,0.4,0.45,0.8,0.9,0.07,10,1,Austria
IEM_Health-CovidProject,inc case,2,AT,0.6,0.73,0.2,0.7,0.17,10,1,Austria
ILM-EKF,inc case,2,AT,0.55,0.72,0.6,0.7,-0.32,10,1,Austria
LANL-GrowthRate,inc case,2,AT,0.47,0.5,0.67,0.78,-0.32,9,1,Austria
MUNI-ARIMA,inc case,2,AT,0.49,0.54,0.7,1,-0.05,10,1,Austria
RobertWalraven-ESG,inc case,2,AT,0.6,0.74,0.7,0.7,-0.22,10,1,Austria
USC-SIkJalpha,inc case,2,AT,0.66,0.83,0.2,0.2,0.28,10,1,Austria
UVA-Ensemble,inc case,2,AT,1.26,NA,0.7,1,NA,10,1,Austria
epiforecasts-EpiNow2,inc case,2,AT,1.37,1.51,0.3,0.7,0,10,1,Austria
EuroCOVIDhub-baseline,inc case,1,AT,1,1,0.7,1,0.09,10,1,Austria
EuroCOVIDhub-ensemble,inc case,1,AT,0.53,0.45,0.5,1,0.04,10,1,Austria
IEM_Health-CovidProject,inc case,1,AT,0.49,0.56,0.5,0.7,0.14,10,1,Austria
ILM-EKF,inc case,1,AT,0.73,0.82,0.6,0.8,-0.3,10,1,Austria
LANL-GrowthRate,inc case,1,AT,0.61,0.51,0.33,0.89,-0.38,9,1,Austria
MUNI-ARIMA,inc case,1,AT,0.59,0.49,0.5,1,-0.01,10,1,Austria
RobertWalraven-ESG,inc case,1,AT,0.82,0.79,0.7,0.9,-0.12,10,1,Austria
SDSC_ISG-TrendModel,inc case,1,AT,0.46,NA,NA,NA,NA,10,1,Austria
USC-SIkJalpha,inc case,1,AT,0.7,0.8,0.2,0.3,0.38,10,1,Austria
UVA-Ensemble,inc case,1,AT,1.64,NA,0.7,1,NA,10,1,Austria
epiforecasts-EpiNow2,inc case,1,AT,0.94,0.93,0.2,0.6,-0.03,10,1,Austria
LANL-GrowthRate,inc case,5,AT,NA,NA,0.11,0.56,0.32,9,1,Austria
USC-SIkJalpha,inc case,5,AT,NA,NA,0.1,0.1,0.14,10,1,Austria
EuroCOVIDhub-baseline,inc death,4,AT,1,1,0.7,1,0.42,10,1,Austria
EuroCOVIDhub-ensemble,inc death,4,AT,0.32,0.28,0.6,1,0.34,10,1,Austria
IEM_Health-CovidProject,inc death,4,AT,0.74,0.75,0.4,0.7,0.59,10,1,Austria
ILM-EKF,inc death,4,AT,0.33,0.29,0.7,1,0.08,10,1,Austria
LANL-GrowthRate,inc death,4,AT,0.38,0.41,0.33,0.56,0.52,9,1,Austria
MUNI-ARIMA,inc death,4,AT,0.42,0.59,0.78,1,0.08,9,1,Austria
RobertWalraven-ESG,inc death,4,AT,0.21,0.23,0.8,1,-0.02,10,1,Austria
UMass-MechBayes,inc death,4,AT,0.17,0.14,0.4,1,-0.19,10,1,Austria
UMass-SemiMech,inc death,4,AT,0.31,0.26,0.7,1,0.32,10,1,Austria
USC-SIkJalpha,inc death,4,AT,0.39,0.45,0.3,0.3,0.51,10,1,Austria
USyd-OneModelMan,inc death,4,AT,0.37,NA,NA,NA,NA,10,1,Austria
epiforecasts-EpiNow2,inc death,4,AT,0.21,0.18,0.7,1,-0.14,10,1,Austria
EuroCOVIDhub-baseline,inc death,3,AT,1,1,0.7,1,0.36,10,1,Austria
EuroCOVIDhub-ensemble,inc death,3,AT,0.36,0.3,0.4,1,0.4,10,1,Austria
IEM_Health-CovidProject,inc death,3,AT,0.8,0.72,0.5,0.8,0.5,10,1,Austria
ILM-EKF,inc death,3,AT,0.31,0.31,0.8,1,0.04,10,1,Austria
LANL-GrowthRate,inc death,3,AT,0.49,0.49,0.11,0.67,0.43,9,1,Austria
MUNI-ARIMA,inc death,3,AT,0.5,0.51,0.7,1,0.13,10,1,Austria
RobertWalraven-ESG,inc death,3,AT,0.31,0.27,0.9,1,-0.01,10,1,Austria
UMass-MechBayes,inc death,3,AT,0.19,0.17,0.4,0.9,-0.11,10,1,Austria
USC-SIkJalpha,inc death,3,AT,0.4,0.56,0,0,0.8,10,1,Austria
USyd-OneModelMan,inc death,3,AT,0.23,NA,NA,NA,NA,10,1,Austria
epiforecasts-EpiNow2,inc death,3,AT,0.39,0.37,0.5,0.9,0.01,10,1,Austria
EuroCOVIDhub-baseline,inc death,2,AT,1,1,0.8,1,0.3,10,1,Austria
EuroCOVIDhub-ensemble,inc death,2,AT,0.36,0.31,0.7,1,0.24,10,1,Austria
IEM_Health-CovidProject,inc death,2,AT,0.6,0.54,0.4,1,0.42,10,1,Austria
ILM-EKF,inc death,2,AT,0.38,0.39,0.9,1,0.07,10,1,Austria
LANL-GrowthRate,inc death,2,AT,0.83,0.77,0,0.44,0.34,9,1,Austria
MUNI-ARIMA,inc death,2,AT,0.52,0.48,0.8,1,0.06,10,1,Austria
RobertWalraven-ESG,inc death,2,AT,0.58,0.45,0.7,1,-0.03,10,1,Austria
UMass-MechBayes,inc death,2,AT,0.39,0.31,0.3,1,-0.06,10,1,Austria
USC-SIkJalpha,inc death,2,AT,0.45,0.42,0.1,0.1,0.28,10,1,Austria
USyd-OneModelMan,inc death,2,AT,0.44,NA,NA,NA,NA,10,1,Austria
epiforecasts-EpiNow2,inc death,2,AT,0.58,0.44,0.4,1,-0.02,10,1,Austria
EuroCOVIDhub-baseline,inc death,1,AT,1,1,0.8,1,0.24,10,1,Austria
EuroCOVIDhub-ensemble,inc death,1,AT,0.56,0.46,0.6,1,0.13,10,1,Austria
IEM_Health-CovidProject,inc death,1,AT,0.74,0.59,0.4,1,0.2,10,1,Austria
ILM-EKF,inc death,1,AT,0.64,0.69,0.9,1,0.07,10,1,Austria
LANL-GrowthRate,inc death,1,AT,1.01,0.81,0.22,0.89,0.54,9,1,Austria
MUNI-ARIMA,inc death,1,AT,0.81,0.7,0.7,1,-0.02,10,1,Austria
RobertWalraven-ESG,inc death,1,AT,0.71,0.58,0.7,1,-0.12,10,1,Austria
SDSC_ISG-TrendModel,inc death,1,AT,0.7,NA,NA,NA,NA,10,1,Austria
UMass-MechBayes,inc death,1,AT,0.53,0.49,0.3,1,0.03,10,1,Austria
USC-SIkJalpha,inc death,1,AT,0.6,0.68,0.2,0.3,0.01,10,1,Austria
USyd-OneModelMan,inc death,1,AT,0.77,NA,NA,NA,NA,10,1,Austria
epiforecasts-EpiNow2,inc death,1,AT,0.57,0.5,0.4,1,0.06,10,1,Austria
LANL-GrowthRate,inc death,5,AT,NA,NA,0,0.44,0.41,9,1,Austria
USC-SIkJalpha,inc death,5,AT,NA,NA,0.2,0.3,0.38,10,1,Austria
BIOCOMSC-Gompertz,inc case,2,BE,0.91,NA,0.4,1,NA,10,1,Belgium
EuroCOVIDhub-baseline,inc case,2,BE,1,1,0.5,1,0.1,10,1,Belgium
EuroCOVIDhub-ensemble,inc case,2,BE,0.82,0.94,0.4,0.8,0.02,10,1,Belgium
IEM_Health-CovidProject,inc case,2,BE,0.91,0.95,0.2,0.7,0.09,10,1,Belgium
ILM-EKF,inc case,2,BE,0.9,1.05,0.3,0.7,-0,10,1,Belgium
LANL-GrowthRate,inc case,2,BE,0.85,0.97,0.44,0.78,-0.53,9,1,Belgium
MUNI-ARIMA,inc case,2,BE,1.49,1.6,0.3,0.8,-0.1,10,1,Belgium
RobertWalraven-ESG,inc case,2,BE,1.12,1.14,0.1,0.8,0.12,10,1,Belgium
USC-SIkJalpha,inc case,2,BE,0.86,1.18,0.2,0.3,0.06,10,1,Belgium
UVA-Ensemble,inc case,2,BE,1.39,NA,0.2,1,NA,10,1,Belgium
epiforecasts-EpiNow2,inc case,2,BE,0.87,1.1,0.3,0.6,-0.2,10,1,Belgium
BIOCOMSC-Gompertz,inc case,1,BE,0.99,NA,0.3,1,NA,10,1,Belgium
EuroCOVIDhub-baseline,inc case,1,BE,1,1,0.4,1,0.01,10,1,Belgium
EuroCOVIDhub-ensemble,inc case,1,BE,1.07,1,0.3,0.9,0.04,10,1,Belgium
IEM_Health-CovidProject,inc case,1,BE,1.05,0.93,0.2,0.9,-0.08,10,1,Belgium
ILM-EKF,inc case,1,BE,1.04,0.95,0.3,0.8,0.05,10,1,Belgium
LANL-GrowthRate,inc case,1,BE,1.16,1.27,0.56,0.78,-0.58,9,1,Belgium
MUNI-ARIMA,inc case,1,BE,2.16,2.26,0.1,0.7,0.03,10,1,Belgium
RobertWalraven-ESG,inc case,1,BE,1.49,1.35,0.2,0.8,0.13,10,1,Belgium
SDSC_ISG-TrendModel,inc case,1,BE,0.91,NA,NA,NA,NA,10,1,Belgium
USC-SIkJalpha,inc case,1,BE,1.02,1.2,0.3,0.4,0.03,10,1,Belgium
UVA-Ensemble,inc case,1,BE,1.71,NA,0.3,0.7,NA,10,1,Belgium
epiforecasts-EpiNow2,inc case,1,BE,0.98,1.11,0.4,0.6,-0.1,10,1,Belgium
EuroCOVIDhub-baseline,inc case,4,BE,1,1,0.2,1,0.19,10,1,Belgium
EuroCOVIDhub-ensemble,inc case,4,BE,0.82,0.93,0.2,0.7,0.07,10,1,Belgium
IEM_Health-CovidProject,inc case,4,BE,0.98,1.19,0.1,0.5,0.11,10,1,Belgium
ILM-EKF,inc case,4,BE,0.71,0.95,0.4,0.8,-0.06,10,1,Belgium
LANL-GrowthRate,inc case,4,BE,0.79,0.89,0.22,0.67,-0.08,9,1,Belgium
MUNI-ARIMA,inc case,4,BE,1.03,1,0.22,1,0.14,9,1,Belgium
RobertWalraven-ESG,inc case,4,BE,0.83,1.03,0.1,0.7,0.03,10,1,Belgium
UMass-SemiMech,inc case,4,BE,0.92,1.12,0.3,0.8,0.01,10,1,Belgium
USC-SIkJalpha,inc case,4,BE,0.79,1.25,0.1,0.1,0.14,10,1,Belgium
UVA-Ensemble,inc case,4,BE,1.13,NA,0,0.4,NA,10,1,Belgium
epiforecasts-EpiNow2,inc case,4,BE,0.68,0.99,0.4,0.5,-0.11,10,1,Belgium
EuroCOVIDhub-baseline,inc case,3,BE,1,1,0.3,1,0.16,10,1,Belgium
EuroCOVIDhub-ensemble,inc case,3,BE,0.81,0.95,0.3,0.8,0.08,10,1,Belgium
IEM_Health-CovidProject,inc case,3,BE,0.87,1.03,0.2,0.6,0.09,10,1,Belgium
ILM-EKF,inc case,3,BE,0.7,0.91,0.3,0.7,-0.03,10,1,Belgium
LANL-GrowthRate,inc case,3,BE,0.74,0.91,0.33,0.56,-0.34,9,1,Belgium
MUNI-ARIMA,inc case,3,BE,1.17,1.2,0.4,0.9,0.04,10,1,Belgium
RobertWalraven-ESG,inc case,3,BE,0.93,1.05,0.1,0.7,0.06,10,1,Belgium
USC-SIkJalpha,inc case,3,BE,0.84,1.24,0.1,0.1,0.06,10,1,Belgium
UVA-Ensemble,inc case,3,BE,1.18,NA,0.3,0.8,NA,10,1,Belgium
epiforecasts-EpiNow2,inc case,3,BE,0.79,1.02,0.3,0.6,-0.13,10,1,Belgium
LANL-GrowthRate,inc case,5,BE,NA,NA,0.11,0.67,0.14,9,1,Belgium
USC-SIkJalpha,inc case,5,BE,NA,NA,0,0.1,0.16,10,1,Belgium
EuroCOVIDhub-baseline,inc death,4,BE,1,1,1,1,0.29,10,1,Belgium
EuroCOVIDhub-ensemble,inc death,4,BE,0.46,0.33,0.6,1,0.43,10,1,Belgium
IEM_Health-CovidProject,inc death,4,BE,0.68,0.58,0.3,0.7,0.67,10,1,Belgium
ILM-EKF,inc death,4,BE,0.5,0.36,0.4,1,0.39,10,1,Belgium
LANL-GrowthRate,inc death,4,BE,0.46,0.38,0.44,0.78,0.31,9,1,Belgium
MUNI-ARIMA,inc death,4,BE,0.43,0.54,0.89,1,0.1,9,1,Belgium
RobertWalraven-ESG,inc death,4,BE,0.19,0.21,1,1,0.12,10,1,Belgium
UMass-MechBayes,inc death,4,BE,0.17,0.14,0.7,1,-0.08,10,1,Belgium
UMass-SemiMech,inc death,4,BE,0.56,0.44,0.2,1,0.37,10,1,Belgium
USC-SIkJalpha,inc death,4,BE,0.57,0.63,0.2,0.2,0.54,10,1,Belgium
USyd-OneModelMan,inc death,4,BE,0.4,NA,NA,NA,NA,10,1,Belgium
epiforecasts-EpiNow2,inc death,4,BE,0.51,0.39,0.22,1,0.27,9,1,Belgium
EuroCOVIDhub-baseline,inc death,3,BE,1,1,0.9,1,0.26,10,1,Belgium
EuroCOVIDhub-ensemble,inc death,3,BE,0.38,0.33,0.8,0.9,0.36,10,1,Belgium
IEM_Health-CovidProject,inc death,3,BE,0.59,0.48,0.2,0.9,0.54,10,1,Belgium
ILM-EKF,inc death,3,BE,0.51,0.38,0.7,1,0.38,10,1,Belgium
LANL-GrowthRate,inc death,3,BE,0.48,0.35,0.56,0.78,0.23,9,1,Belgium
MUNI-ARIMA,inc death,3,BE,0.62,0.5,0.7,1,0.05,10,1,Belgium
RobertWalraven-ESG,inc death,3,BE,0.25,0.26,0.9,1,0.09,10,1,Belgium
UMass-MechBayes,inc death,3,BE,0.3,0.2,0.4,1,-0.11,10,1,Belgium
USC-SIkJalpha,inc death,3,BE,0.73,0.62,0.2,0.2,0.88,10,1,Belgium
USyd-OneModelMan,inc death,3,BE,0.51,NA,NA,NA,NA,10,1,Belgium
epiforecasts-EpiNow2,inc death,3,BE,0.55,0.42,0.44,0.78,0.4,9,1,Belgium
EuroCOVIDhub-baseline,inc death,2,BE,1,1,1,1,0.24,10,1,Belgium
EuroCOVIDhub-ensemble,inc death,2,BE,0.37,0.23,0.9,1,0.32,10,1,Belgium
IEM_Health-CovidProject,inc death,2,BE,0.49,0.32,0.5,0.9,0.33,10,1,Belgium
ILM-EKF,inc death,2,BE,0.47,0.39,0.9,1,0.32,10,1,Belgium
LANL-GrowthRate,inc death,2,BE,0.45,0.27,0.44,0.89,0.08,9,1,Belgium
MUNI-ARIMA,inc death,2,BE,0.56,0.44,0.7,1,-0.08,10,1,Belgium
RobertWalraven-ESG,inc death,2,BE,0.35,0.28,1,1,0.06,10,1,Belgium
UMass-MechBayes,inc death,2,BE,0.17,0.12,0.9,1,-0.09,10,1,Belgium
USC-SIkJalpha,inc death,2,BE,0.63,0.44,0.4,0.4,0.74,10,1,Belgium
USyd-OneModelMan,inc death,2,BE,0.6,NA,NA,NA,NA,10,1,Belgium
epiforecasts-EpiNow2,inc death,2,BE,0.65,0.39,0.44,1,0.52,9,1,Belgium
EuroCOVIDhub-baseline,inc death,1,BE,1,1,0.9,1,0.24,10,1,Belgium
EuroCOVIDhub-ensemble,inc death,1,BE,0.6,0.36,0.7,1,0.19,10,1,Belgium
IEM_Health-CovidProject,inc death,1,BE,0.64,0.37,0.5,0.9,0.14,10,1,Belgium
ILM-EKF,inc death,1,BE,0.69,0.59,1,1,0.19,10,1,Belgium
LANL-GrowthRate,inc death,1,BE,0.7,0.4,0.22,0.89,0.23,9,1,Belgium
MUNI-ARIMA,inc death,1,BE,1.01,0.64,0.6,0.9,-0.14,10,1,Belgium
