model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
epiforecasts-EpiNow2,inc death,3,Overall,1.15,1.06,0.51,0.9,0.09,303,32,NA
EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.85,0.99,-0.01,319,32,NA
EuroCOVIDhub-ensemble,inc death,2,Overall,0.57,0.46,0.69,0.96,0.03,319,32,NA
IEM_Health-CovidProject,inc death,2,Overall,0.74,0.58,0.49,0.81,-0.06,308,31,NA
ILM-EKF,inc death,2,Overall,0.72,0.71,0.84,0.98,0.07,319,32,NA
Karlen-pypm,inc death,2,Overall,0.92,0.68,0.46,0.95,-0.06,167,29,NA
LANL-GrowthRate,inc death,2,Overall,0.7,0.62,0.39,0.74,-0.09,319,32,NA
MUNI-ARIMA,inc death,2,Overall,0.79,0.64,0.7,0.96,-0.09,319,32,NA
RobertWalraven-ESG,inc death,2,Overall,0.75,0.65,0.7,0.91,-0.17,319,32,NA
UMass-MechBayes,inc death,2,Overall,0.91,0.71,0.5,0.9,0.11,319,32,NA
USC-SIkJalpha,inc death,2,Overall,0.79,0.75,0.33,0.46,0.15,319,32,NA
USyd-OneModelMan,inc death,2,Overall,0.64,NA,NA,NA,NA,319,32,NA
epiforecasts-EpiNow2,inc death,2,Overall,1.07,0.9,0.5,0.93,0.1,310,32,NA
EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.77,0.98,-0.01,320,32,NA
EuroCOVIDhub-ensemble,inc death,1,Overall,0.7,0.52,0.67,0.97,0.01,320,32,NA
IEM_Health-CovidProject,inc death,1,Overall,0.83,0.64,0.49,0.83,-0.05,309,31,NA
ILM-EKF,inc death,1,Overall,0.87,0.79,0.86,0.98,0.09,320,32,NA
Imperial-DeCa,inc death,1,Overall,1.39,1.35,0.2,0.52,-0.18,136,19,NA
Imperial-RtI0,inc death,1,Overall,1.44,1.34,0.4,0.79,-0.15,136,19,NA
Imperial-sbkp,inc death,1,Overall,1.33,1.29,0.38,0.68,-0.14,136,19,NA
Karlen-pypm,inc death,1,Overall,0.94,0.71,0.55,0.97,-0.14,195,29,NA
LANL-GrowthRate,inc death,1,Overall,0.92,0.78,0.41,0.81,-0.07,320,32,NA
MUNI-ARIMA,inc death,1,Overall,0.87,0.65,0.66,0.95,-0.08,320,32,NA
RobertWalraven-ESG,inc death,1,Overall,0.77,0.64,0.71,0.91,-0.13,320,32,NA
SDSC_ISG-TrendModel,inc death,1,Overall,0.94,NA,NA,NA,NA,320,32,NA
UMass-MechBayes,inc death,1,Overall,1.09,0.85,0.48,0.92,0.14,320,32,NA
USC-SIkJalpha,inc death,1,Overall,1.02,1,0.3,0.42,0.15,320,32,NA
USyd-OneModelMan,inc death,1,Overall,0.77,NA,NA,NA,NA,320,32,NA
epiforecasts-EpiNow2,inc death,1,Overall,1.24,0.94,0.54,0.94,0.06,313,32,NA
LANL-GrowthRate,inc death,5,Overall,NA,NA,0.28,0.66,-0.06,285,32,NA
USC-SIkJalpha,inc death,5,Overall,NA,NA,0.33,0.45,-0.05,316,32,NA
EuroCOVIDhub-baseline,inc case,4,AT,1,1,0.7,1,-0.26,10,1,Austria
EuroCOVIDhub-ensemble,inc case,4,AT,0.95,1.2,0.2,0.7,-0.23,10,1,Austria
IEM_Health-CovidProject,inc case,4,AT,0.69,0.96,0.3,0.6,-0.46,10,1,Austria
ILM-EKF,inc case,4,AT,0.78,1.15,0.4,0.6,-0.41,10,1,Austria
Karlen-pypm,inc case,4,AT,5.34,4.39,0,0.75,0.4,4,1,Austria
LANL-GrowthRate,inc case,4,AT,0.87,1.09,0.11,0.44,-0.58,9,1,Austria
MUNI-ARIMA,inc case,4,AT,0.72,0.79,0.6,1,-0.32,10,1,Austria
RobertWalraven-ESG,inc case,4,AT,0.96,1.47,0.3,0.4,-0.69,10,1,Austria
USC-SIkJalpha,inc case,4,AT,0.97,1.63,0.2,0.2,-0.4,10,1,Austria
UVA-Ensemble,inc case,4,AT,0.84,NA,0.2,0.7,NA,10,1,Austria
epiforecasts-EpiNow2,inc case,4,AT,5.15,7.01,0.2,0.4,-0.19,10,1,Austria
EuroCOVIDhub-baseline,inc case,3,AT,1,1,0.7,1,-0.29,10,1,Austria
EuroCOVIDhub-ensemble,inc case,3,AT,0.75,0.84,0.2,0.8,-0.29,10,1,Austria
IEM_Health-CovidProject,inc case,3,AT,0.74,0.93,0,0.6,-0.41,10,1,Austria
ILM-EKF,inc case,3,AT,0.65,0.89,0.4,0.7,-0.28,10,1,Austria
Karlen-pypm,inc case,3,AT,2.71,2.34,0,0.6,0.08,5,1,Austria
LANL-GrowthRate,inc case,3,AT,0.78,1.09,0.2,0.6,-0.52,10,1,Austria
MUNI-ARIMA,inc case,3,AT,0.74,0.72,0.7,1,-0.34,10,1,Austria
RobertWalraven-ESG,inc case,3,AT,0.97,1.38,0.3,0.3,-0.71,10,1,Austria
USC-SIkJalpha,inc case,3,AT,0.97,1.51,0,0,-0.4,10,1,Austria
UVA-Ensemble,inc case,3,AT,0.64,NA,0.5,0.9,NA,10,1,Austria
epiforecasts-EpiNow2,inc case,3,AT,2.67,3.36,0.3,0.5,-0.21,10,1,Austria
EuroCOVIDhub-baseline,inc case,2,AT,1,1,0.6,1,-0.35,10,1,Austria
EuroCOVIDhub-ensemble,inc case,2,AT,0.5,0.6,0.6,0.8,-0.24,10,1,Austria
IEM_Health-CovidProject,inc case,2,AT,0.57,0.72,0.3,0.6,-0.2,10,1,Austria
ILM-EKF,inc case,2,AT,0.58,0.77,0.6,0.7,-0.19,10,1,Austria
Karlen-pypm,inc case,2,AT,1.47,1.32,0.5,0.67,0.12,6,1,Austria
LANL-GrowthRate,inc case,2,AT,0.7,0.83,0.5,0.6,-0.38,10,1,Austria
MUNI-ARIMA,inc case,2,AT,0.53,0.58,0.6,1,-0.26,10,1,Austria
RobertWalraven-ESG,inc case,2,AT,0.98,1.27,0.3,0.4,-0.68,10,1,Austria
USC-SIkJalpha,inc case,2,AT,0.78,1.05,0.1,0.3,-0.26,10,1,Austria
UVA-Ensemble,inc case,2,AT,0.9,NA,0.4,0.9,NA,10,1,Austria
epiforecasts-EpiNow2,inc case,2,AT,1.77,1.93,0.3,0.8,-0.08,10,1,Austria
EuroCOVIDhub-baseline,inc case,1,AT,1,1,0.6,1,-0.38,10,1,Austria
EuroCOVIDhub-ensemble,inc case,1,AT,0.47,0.47,0.6,0.9,-0.15,10,1,Austria
IEM_Health-CovidProject,inc case,1,AT,0.46,0.54,0.5,0.7,-0.14,10,1,Austria
ILM-EKF,inc case,1,AT,0.77,0.86,0.6,0.8,-0.16,10,1,Austria
Karlen-pypm,inc case,1,AT,0.97,0.77,0.57,1,0.2,7,1,Austria
LANL-GrowthRate,inc case,1,AT,0.47,0.55,0.5,0.8,-0.37,10,1,Austria
MUNI-ARIMA,inc case,1,AT,0.49,0.48,0.6,1,-0.18,10,1,Austria
RobertWalraven-ESG,inc case,1,AT,0.93,0.99,0.4,0.7,-0.56,10,1,Austria
SDSC_ISG-TrendModel,inc case,1,AT,0.5,NA,NA,NA,NA,10,1,Austria
USC-SIkJalpha,inc case,1,AT,0.62,0.76,0.2,0.5,-0.16,10,1,Austria
UVA-Ensemble,inc case,1,AT,0.96,NA,0.6,1,NA,10,1,Austria
epiforecasts-EpiNow2,inc case,1,AT,0.9,0.94,0.3,0.8,-0.06,10,1,Austria
LANL-GrowthRate,inc case,5,AT,NA,NA,0.11,0.44,-0.53,9,1,Austria
USC-SIkJalpha,inc case,5,AT,NA,NA,0.1,0.1,-0.46,10,1,Austria
EuroCOVIDhub-baseline,inc death,4,AT,1,1,1,1,0.14,10,1,Austria
EuroCOVIDhub-ensemble,inc death,4,AT,0.49,0.4,0.6,1,0.31,10,1,Austria
IEM_Health-CovidProject,inc death,4,AT,0.54,0.37,0.5,1,-0.1,10,1,Austria
ILM-EKF,inc death,4,AT,0.45,0.39,0.8,1,-0.05,10,1,Austria
Karlen-pypm,inc death,4,AT,2.53,1.73,0.25,0.75,0.61,4,1,Austria
LANL-GrowthRate,inc death,4,AT,0.83,0.61,0.33,0.67,0.49,9,1,Austria
MUNI-ARIMA,inc death,4,AT,0.52,0.44,0.8,1,-0.15,10,1,Austria
RobertWalraven-ESG,inc death,4,AT,0.36,0.27,1,1,-0.12,10,1,Austria
UMass-MechBayes,inc death,4,AT,0.87,0.56,0.5,0.9,-0.05,10,1,Austria
USC-SIkJalpha,inc death,4,AT,0.62,0.55,0.2,0.3,0.46,10,1,Austria
USyd-OneModelMan,inc death,4,AT,0.44,NA,NA,NA,NA,10,1,Austria
epiforecasts-EpiNow2,inc death,4,AT,3.36,2.38,0.5,0.9,0.15,10,1,Austria
EuroCOVIDhub-baseline,inc death,3,AT,1,1,1,1,0.08,10,1,Austria
EuroCOVIDhub-ensemble,inc death,3,AT,0.58,0.34,0.5,1,0.33,10,1,Austria
IEM_Health-CovidProject,inc death,3,AT,0.56,0.36,0.6,0.9,-0.03,10,1,Austria
ILM-EKF,inc death,3,AT,0.63,0.44,0.8,1,0.06,10,1,Austria
Karlen-pypm,inc death,3,AT,1.52,0.92,0.4,0.6,0.62,5,1,Austria
LANL-GrowthRate,inc death,3,AT,1.24,0.71,0.2,0.6,0.36,10,1,Austria
MUNI-ARIMA,inc death,3,AT,0.71,0.5,0.8,1,-0.08,10,1,Austria
RobertWalraven-ESG,inc death,3,AT,0.62,0.34,1,1,-0.08,10,1,Austria
UMass-MechBayes,inc death,3,AT,0.71,0.39,0.4,0.8,0.19,10,1,Austria
USC-SIkJalpha,inc death,3,AT,0.87,0.71,0,0,0.8,10,1,Austria
USyd-OneModelMan,inc death,3,AT,0.62,NA,NA,NA,NA,10,1,Austria
epiforecasts-EpiNow2,inc death,3,AT,1.8,1.12,0.4,0.8,0.25,10,1,Austria
EuroCOVIDhub-baseline,inc death,2,AT,1,1,1,1,0.06,10,1,Austria
EuroCOVIDhub-ensemble,inc death,2,AT,0.76,0.37,0.6,1,0.24,10,1,Austria
IEM_Health-CovidProject,inc death,2,AT,0.65,0.48,0.4,0.8,0.04,10,1,Austria
ILM-EKF,inc death,2,AT,0.73,0.52,0.8,1,0.12,10,1,Austria
Karlen-pypm,inc death,2,AT,0.84,0.47,0.5,0.83,0.51,6,1,Austria
LANL-GrowthRate,inc death,2,AT,1.44,0.86,0.2,0.5,0.44,10,1,Austria
MUNI-ARIMA,inc death,2,AT,1.34,0.7,0.5,1,-0.13,10,1,Austria
RobertWalraven-ESG,inc death,2,AT,0.95,0.46,0.8,1,-0.08,10,1,Austria
UMass-MechBayes,inc death,2,AT,0.89,0.44,0.4,1,0.22,10,1,Austria
USC-SIkJalpha,inc death,2,AT,0.98,0.68,0.1,0.1,0.34,10,1,Austria
USyd-OneModelMan,inc death,2,AT,1.04,NA,NA,NA,NA,10,1,Austria
epiforecasts-EpiNow2,inc death,2,AT,1.16,0.67,0.4,1,0.26,10,1,Austria
EuroCOVIDhub-baseline,inc death,1,AT,1,1,1,1,0.06,10,1,Austria
EuroCOVIDhub-ensemble,inc death,1,AT,0.69,0.47,0.5,1,0.09,10,1,Austria
IEM_Health-CovidProject,inc death,1,AT,0.77,0.66,0.3,0.8,-0.03,10,1,Austria
ILM-EKF,inc death,1,AT,0.78,0.7,0.9,1,0.13,10,1,Austria
Karlen-pypm,inc death,1,AT,0.77,0.49,0.43,1,0.28,7,1,Austria
LANL-GrowthRate,inc death,1,AT,1.17,0.71,0.4,0.9,0.25,10,1,Austria
MUNI-ARIMA,inc death,1,AT,1.18,0.73,0.6,1,-0.08,10,1,Austria
RobertWalraven-ESG,inc death,1,AT,0.99,0.6,0.8,1,-0.01,10,1,Austria
SDSC_ISG-TrendModel,inc death,1,AT,1.15,NA,NA,NA,NA,10,1,Austria
UMass-MechBayes,inc death,1,AT,0.83,0.61,0.2,0.9,0.12,10,1,Austria
USC-SIkJalpha,inc death,1,AT,0.91,0.76,0.2,0.5,0.03,10,1,Austria
USyd-OneModelMan,inc death,1,AT,0.76,NA,NA,NA,NA,10,1,Austria
epiforecasts-EpiNow2,inc death,1,AT,0.71,0.59,0.4,1,0.18,10,1,Austria
LANL-GrowthRate,inc death,5,AT,NA,NA,0.11,0.56,0.29,9,1,Austria
USC-SIkJalpha,inc death,5,AT,NA,NA,0.2,0.3,0.2,10,1,Austria
EuroCOVIDhub-baseline,inc case,4,BE,1,1,0.6,1,-0.24,10,1,Belgium
EuroCOVIDhub-ensemble,inc case,4,BE,0.99,1.19,0.5,0.8,-0.16,10,1,Belgium
IEM_Health-CovidProject,inc case,4,BE,0.93,1.12,0.4,0.7,-0.37,10,1,Belgium
ILM-EKF,inc case,4,BE,1.76,2.16,0.3,0.8,-0.05,10,1,Belgium
Karlen-pypm,inc case,4,BE,7.36,9.51,0.5,0.5,0.4,4,1,Belgium
LANL-GrowthRate,inc case,4,BE,1.13,1.17,0.33,0.56,-0.7,9,1,Belgium
MUNI-ARIMA,inc case,4,BE,1.56,1.62,0.4,1,-0.27,10,1,Belgium
RobertWalraven-ESG,inc case,4,BE,0.95,1.01,0.4,0.7,-0.3,10,1,Belgium
USC-SIkJalpha,inc case,4,BE,1.13,1.61,0.2,0.2,-0.34,10,1,Belgium
UVA-Ensemble,inc case,4,BE,1.29,NA,0,0.6,NA,10,1,Belgium
epiforecasts-EpiNow2,inc case,4,BE,1.02,1.95,0.5,0.6,-0.33,10,1,Belgium
EuroCOVIDhub-baseline,inc case,3,BE,1,1,0.7,1,-0.26,10,1,Belgium
EuroCOVIDhub-ensemble,inc case,3,BE,0.9,1.12,0.6,0.8,-0.2,10,1,Belgium
IEM_Health-CovidProject,inc case,3,BE,0.93,1.11,0.5,0.7,-0.29,10,1,Belgium
ILM-EKF,inc case,3,BE,1.5,1.76,0.4,0.7,-0.08,10,1,Belgium
Karlen-pypm,inc case,3,BE,4.39,5.61,0.6,0.8,0.27,5,1,Belgium
LANL-GrowthRate,inc case,3,BE,1.27,1.29,0.4,0.6,-0.65,10,1,Belgium
MUNI-ARIMA,inc case,3,BE,1.7,1.74,0.5,0.9,-0.31,10,1,Belgium
RobertWalraven-ESG,inc case,3,BE,1.24,1.23,0.2,0.7,-0.3,10,1,Belgium
USC-SIkJalpha,inc case,3,BE,1.15,1.48,0.2,0.2,-0.4,10,1,Belgium
UVA-Ensemble,inc case,3,BE,1.44,NA,0.3,0.9,NA,10,1,Belgium
epiforecasts-EpiNow2,inc case,3,BE,1.23,1.93,0.5,0.6,-0.36,10,1,Belgium
EuroCOVIDhub-baseline,inc case,2,BE,1,1,0.8,1,-0.34,10,1,Belgium
EuroCOVIDhub-ensemble,inc case,2,BE,1.02,1.14,0.7,0.8,-0.28,10,1,Belgium
IEM_Health-CovidProject,inc case,2,BE,1.15,1.14,0.4,0.7,-0.21,10,1,Belgium
ILM-EKF,inc case,2,BE,1.38,1.51,0.6,0.7,-0.12,10,1,Belgium
Karlen-pypm,inc case,2,BE,2.98,3.12,0.5,1,0.16,6,1,Belgium
LANL-GrowthRate,inc case,2,BE,1.88,1.65,0.3,0.8,-0.7,10,1,Belgium
MUNI-ARIMA,inc case,2,BE,2.09,2.14,0.6,0.8,-0.36,10,1,Belgium
RobertWalraven-ESG,inc case,2,BE,1.63,1.41,0,0.8,-0.38,10,1,Belgium
USC-SIkJalpha,inc case,2,BE,2.55,3.34,0.3,0.3,-0.26,10,1,Belgium
UVA-Ensemble,inc case,2,BE,1.66,NA,0.1,1,NA,10,1,Belgium
epiforecasts-EpiNow2,inc case,2,BE,1.46,1.96,0.6,0.7,-0.5,10,1,Belgium
EuroCOVIDhub-baseline,inc case,1,BE,1,1,0.8,1,-0.44,10,1,Belgium
EuroCOVIDhub-ensemble,inc case,1,BE,1.47,1.3,0.7,0.9,-0.38,10,1,Belgium
IEM_Health-CovidProject,inc case,1,BE,1.53,1.19,0.3,0.9,-0.21,10,1,Belgium
ILM-EKF,inc case,1,BE,1.65,1.4,0.5,0.8,-0.16,10,1,Belgium
Karlen-pypm,inc case,1,BE,2.16,1.9,0.86,1,0.07,7,1,Belgium
LANL-GrowthRate,inc case,1,BE,3.75,2.79,0.3,0.8,-0.69,10,1,Belgium
MUNI-ARIMA,inc case,1,BE,3.38,3.17,0.4,0.7,-0.43,10,1,Belgium
RobertWalraven-ESG,inc case,1,BE,2.09,1.5,0.3,0.9,-0.5,10,1,Belgium
SDSC_ISG-TrendModel,inc case,1,BE,2.31,NA,NA,NA,NA,10,1,Belgium
USC-SIkJalpha,inc case,1,BE,2.22,2.24,0.3,0.5,-0.15,10,1,Belgium
UVA-Ensemble,inc case,1,BE,4.4,NA,0.3,0.5,NA,10,1,Belgium
epiforecasts-EpiNow2,inc case,1,BE,2.32,2.28,0.6,0.7,-0.48,10,1,Belgium
LANL-GrowthRate,inc case,5,BE,NA,NA,0.11,0.56,-0.62,9,1,Belgium
USC-SIkJalpha,inc case,5,BE,NA,NA,0.1,0.1,-0.49,10,1,Belgium
EuroCOVIDhub-baseline,inc death,4,BE,1,1,1,1,0.08,10,1,Belgium
EuroCOVIDhub-ensemble,inc death,4,BE,0.34,0.18,0.8,1,0.04,10,1,Belgium
IEM_Health-CovidProject,inc death,4,BE,0.53,0.28,0.4,0.9,-0.04,10,1,Belgium
ILM-EKF,inc death,4,BE,0.48,0.31,0.7,1,0.16,10,1,Belgium
Karlen-pypm,inc death,4,BE,1.57,0.8,0.25,0.75,0.23,4,1,Belgium
LANL-GrowthRate,inc death,4,BE,0.28,0.18,0.56,0.78,-0.22,9,1,Belgium
MUNI-ARIMA,inc death,4,BE,0.69,0.4,0.8,1,-0.18,10,1,Belgium
RobertWalraven-ESG,inc death,4,BE,0.34,0.22,0.9,1,-0.13,10,1,Belgium
UMass-MechBayes,inc death,4,BE,0.39,0.15,0.5,1,-0.33,10,1,Belgium
USC-SIkJalpha,inc death,4,BE,0.4,0.19,0.3,0.6,0.05,10,1,Belgium
USyd-OneModelMan,inc death,4,BE,0.52,NA,NA,NA,NA,10,1,Belgium
epiforecasts-EpiNow2,inc death,4,BE,0.25,0.26,0.56,1,-0.09,9,1,Belgium
EuroCOVIDhub-baseline,inc death,3,BE,1,1,1,1,0.04,10,1,Belgium
EuroCOVIDhub-ensemble,inc death,3,BE,0.32,0.19,0.9,1,0.07,10,1,Belgium
IEM_Health-CovidProject,inc death,3,BE,0.6,0.3,0.3,0.9,0.09,10,1,Belgium
ILM-EKF,inc death,3,BE,0.31,0.29,0.9,1,0.18,10,1,Belgium
Karlen-pypm,inc death,3,BE,0.82,0.44,0.2,1,0.08,5,1,Belgium
LANL-GrowthRate,inc death,3,BE,0.49,0.24,0.4,0.7,-0.25,10,1,Belgium
MUNI-ARIMA,inc death,3,BE,0.8,0.43,0.7,1,-0.16,10,1,Belgium
RobertWalraven-ESG,inc death,3,BE,0.34,0.22,1,1,-0.08,10,1,Belgium
UMass-MechBayes,inc death,3,BE,0.3,0.15,0.4,1,-0.32,10,1,Belgium
USC-SIkJalpha,inc death,3,BE,0.45,0.24,0.4,0.4,0.45,10,1,Belgium
USyd-OneModelMan,inc death,3,BE,0.5,NA,NA,NA,NA,10,1,Belgium
epiforecasts-EpiNow2,inc death,3,BE,0.39,0.23,0.7,0.9,0.09,10,1,Belgium
EuroCOVIDhub-baseline,inc death,2,BE,1,1,1,1,0.04,10,1,Belgium
EuroCOVIDhub-ensemble,inc death,2,BE,0.48,0.21,0.9,1,0.06,10,1,Belgium
IEM_Health-CovidProject,inc death,2,BE,0.83,0.37,0.4,0.8,0.11,10,1,Belgium
ILM-EKF,inc death,2,BE,0.43,0.34,1,1,0.11,10,1,Belgium
Karlen-pypm,inc death,2,BE,0.69,0.31,0.5,1,-0.05,6,1,Belgium
LANL-GrowthRate,inc death,2,BE,0.68,0.35,0.3,0.7,-0.29,10,1,Belgium
MUNI-ARIMA,inc death,2,BE,1.08,0.47,0.6,1,-0.24,10,1,Belgium
RobertWalraven-ESG,inc death,2,BE,0.51,0.27,1,1,-0.03,10,1,Belgium
UMass-MechBayes,inc death,2,BE,0.38,0.12,0.7,0.9,-0.19,10,1,Belgium
USC-SIkJalpha,inc death,2,BE,0.46,0.2,0.4,0.5,0.32,10,1,Belgium
USyd-OneModelMan,inc death,2,BE,0.57,NA,NA,NA,NA,10,1,Belgium
epiforecasts-EpiNow2,inc death,2,BE,0.52,0.22,0.8,1,0.11,10,1,Belgium
EuroCOVIDhub-baseline,inc death,1,BE,1,1,1,1,0.02,10,1,Belgium
EuroCOVIDhub-ensemble,inc death,1,BE,0.88,0.37,0.7,1,0.02,10,1,Belgium
IEM_Health-CovidProject,inc death,1,BE,1.05,0.46,0.4,0.8,0.01,10,1,Belgium
ILM-EKF,inc death,1,BE,0.74,0.56,1,1,0.09,10,1,Belgium
Imperial-DeCa,inc death,1,BE,1.13,0.57,0.12,0.5,-0.43,8,1,Belgium
