model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
EuroCOVIDhub-ensemble,inc case,1,Overall,0.87,0.82,0.52,0.92,-0.14,320,32,NA
IEM_Health-CovidProject,inc case,1,Overall,1.12,1.1,0.33,0.78,-0.07,310,31,NA
ILM-EKF,inc case,1,Overall,1.33,1.39,0.37,0.78,-0.12,320,32,NA
Karlen-pypm,inc case,1,Overall,1.41,1.38,0.55,0.94,0.11,251,29,NA
LANL-GrowthRate,inc case,1,Overall,0.89,0.89,0.46,0.9,-0.39,320,32,NA
MUNI-ARIMA,inc case,1,Overall,0.86,0.91,0.58,0.91,-0.12,320,32,NA
RobertWalraven-ESG,inc case,1,Overall,1.12,1.23,0.31,0.64,-0.34,320,32,NA
SDSC_ISG-TrendModel,inc case,1,Overall,0.75,NA,NA,NA,NA,320,32,NA
USC-SIkJalpha,inc case,1,Overall,1.44,1.62,0.21,0.55,-0.23,320,32,NA
UVA-Ensemble,inc case,1,Overall,3.37,NA,0.35,0.77,NA,320,32,NA
epiforecasts-EpiNow2,inc case,1,Overall,1.54,1.54,0.56,0.89,-0.05,320,32,NA
LANL-GrowthRate,inc case,5,Overall,NA,NA,0.22,0.57,-0.48,317,32,NA
USC-SIkJalpha,inc case,5,Overall,NA,NA,0.13,0.18,-0.65,317,32,NA
EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.87,0.98,-0.06,319,32,NA
EuroCOVIDhub-ensemble,inc death,4,Overall,0.6,0.54,0.66,0.96,-0.05,319,32,NA
IEM_Health-CovidProject,inc death,4,Overall,0.84,0.74,0.38,0.82,-0.18,308,31,NA
ILM-EKF,inc death,4,Overall,1.12,1.11,0.68,0.96,-0.04,318,32,NA
Karlen-pypm,inc death,4,Overall,1.68,1.21,0.28,0.83,-0.04,167,29,NA
LANL-GrowthRate,inc death,4,Overall,0.61,0.59,0.29,0.67,-0.22,319,32,NA
MUNI-ARIMA,inc death,4,Overall,0.83,0.75,0.69,0.95,-0.18,319,32,NA
RobertWalraven-ESG,inc death,4,Overall,0.78,0.74,0.65,0.84,-0.32,319,32,NA
UMass-MechBayes,inc death,4,Overall,1.41,1.25,0.45,0.84,-0.06,319,32,NA
USC-SIkJalpha,inc death,4,Overall,0.75,0.78,0.31,0.46,-0.1,319,32,NA
USyd-OneModelMan,inc death,4,Overall,0.68,NA,NA,NA,NA,319,32,NA
epiforecasts-EpiNow2,inc death,4,Overall,1.6,1.47,0.51,0.91,0.01,310,32,NA
EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.88,0.98,-0.09,320,32,NA
EuroCOVIDhub-ensemble,inc death,3,Overall,0.59,0.49,0.66,0.97,-0.05,320,32,NA
IEM_Health-CovidProject,inc death,3,Overall,0.9,0.76,0.44,0.82,-0.17,309,31,NA
ILM-EKF,inc death,3,Overall,0.86,0.82,0.76,0.97,0.01,319,32,NA
Karlen-pypm,inc death,3,Overall,1.19,0.87,0.39,0.86,-0.08,195,29,NA
LANL-GrowthRate,inc death,3,Overall,0.62,0.58,0.33,0.68,-0.21,320,32,NA
MUNI-ARIMA,inc death,3,Overall,0.88,0.73,0.68,0.95,-0.18,320,32,NA
RobertWalraven-ESG,inc death,3,Overall,0.84,0.75,0.63,0.84,-0.29,320,32,NA
UMass-MechBayes,inc death,3,Overall,1.13,0.95,0.46,0.85,-0.01,320,32,NA
USC-SIkJalpha,inc death,3,Overall,0.87,0.87,0.3,0.45,0.01,320,32,NA
USyd-OneModelMan,inc death,3,Overall,0.68,NA,NA,NA,NA,320,32,NA
epiforecasts-EpiNow2,inc death,3,Overall,1.29,1.11,0.51,0.91,0.06,313,32,NA
EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.82,0.99,-0.11,320,32,NA
EuroCOVIDhub-ensemble,inc death,2,Overall,0.61,0.46,0.65,0.97,-0.05,320,32,NA
IEM_Health-CovidProject,inc death,2,Overall,0.92,0.73,0.44,0.77,-0.12,309,31,NA
ILM-EKF,inc death,2,Overall,0.76,0.74,0.84,0.98,0.06,320,32,NA
Karlen-pypm,inc death,2,Overall,0.94,0.67,0.47,0.94,-0.12,223,29,NA
LANL-GrowthRate,inc death,2,Overall,0.69,0.58,0.4,0.74,-0.17,320,32,NA
MUNI-ARIMA,inc death,2,Overall,0.86,0.68,0.7,0.97,-0.16,320,32,NA
RobertWalraven-ESG,inc death,2,Overall,0.81,0.68,0.62,0.86,-0.23,320,32,NA
UMass-MechBayes,inc death,2,Overall,1.04,0.79,0.48,0.9,0.05,320,32,NA
USC-SIkJalpha,inc death,2,Overall,0.93,0.86,0.3,0.45,0.04,320,32,NA
USyd-OneModelMan,inc death,2,Overall,0.76,NA,NA,NA,NA,320,32,NA
epiforecasts-EpiNow2,inc death,2,Overall,1.1,0.86,0.48,0.93,0.07,315,32,NA
EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.73,0.99,-0.1,320,32,NA
EuroCOVIDhub-ensemble,inc death,1,Overall,0.74,0.54,0.63,0.97,-0.05,320,32,NA
IEM_Health-CovidProject,inc death,1,Overall,1,0.78,0.47,0.81,-0.09,309,31,NA
ILM-EKF,inc death,1,Overall,0.83,0.86,0.89,0.98,0.07,320,32,NA
Karlen-pypm,inc death,1,Overall,0.96,0.71,0.55,0.96,-0.16,251,29,NA
LANL-GrowthRate,inc death,1,Overall,0.88,0.72,0.41,0.81,-0.14,320,32,NA
MUNI-ARIMA,inc death,1,Overall,0.93,0.71,0.66,0.96,-0.11,320,32,NA
RobertWalraven-ESG,inc death,1,Overall,0.87,0.72,0.65,0.88,-0.16,320,32,NA
SDSC_ISG-TrendModel,inc death,1,Overall,0.92,NA,NA,NA,NA,320,32,NA
UMass-MechBayes,inc death,1,Overall,1.22,0.91,0.45,0.91,0.07,320,32,NA
USC-SIkJalpha,inc death,1,Overall,1.15,1.1,0.28,0.42,0.04,320,32,NA
USyd-OneModelMan,inc death,1,Overall,0.91,NA,NA,NA,NA,320,32,NA
epiforecasts-EpiNow2,inc death,1,Overall,1.16,0.85,0.53,0.94,0.04,316,32,NA
LANL-GrowthRate,inc death,5,Overall,NA,NA,0.26,0.64,-0.21,318,32,NA
USC-SIkJalpha,inc death,5,Overall,NA,NA,0.31,0.43,-0.17,318,32,NA
EuroCOVIDhub-baseline,inc case,4,AT,1,1,0.5,1,-0.5,10,1,Austria
EuroCOVIDhub-ensemble,inc case,4,AT,0.79,1,0.3,0.7,-0.48,10,1,Austria
IEM_Health-CovidProject,inc case,4,AT,0.63,0.84,0.3,0.6,-0.68,10,1,Austria
ILM-EKF,inc case,4,AT,0.85,1.13,0.4,0.6,-0.35,10,1,Austria
Karlen-pypm,inc case,4,AT,3.13,3.12,0.17,0.67,0.18,6,1,Austria
LANL-GrowthRate,inc case,4,AT,0.8,1.08,0.2,0.4,-0.73,10,1,Austria
MUNI-ARIMA,inc case,4,AT,0.64,0.68,0.5,1,-0.44,10,1,Austria
RobertWalraven-ESG,inc case,4,AT,1.1,1.69,0.1,0.2,-0.91,10,1,Austria
USC-SIkJalpha,inc case,4,AT,0.85,1.41,0.2,0.2,-0.67,10,1,Austria
UVA-Ensemble,inc case,4,AT,0.81,NA,0,0.6,NA,10,1,Austria
epiforecasts-EpiNow2,inc case,4,AT,4.8,6.19,0.2,0.5,-0.2,10,1,Austria
EuroCOVIDhub-baseline,inc case,3,AT,1,1,0.5,1,-0.53,10,1,Austria
EuroCOVIDhub-ensemble,inc case,3,AT,0.63,0.73,0.2,0.8,-0.32,10,1,Austria
IEM_Health-CovidProject,inc case,3,AT,0.61,0.77,0.1,0.7,-0.48,10,1,Austria
ILM-EKF,inc case,3,AT,0.84,1.03,0.4,0.7,-0.24,10,1,Austria
Karlen-pypm,inc case,3,AT,2.01,2.08,0.14,0.71,0.26,7,1,Austria
LANL-GrowthRate,inc case,3,AT,0.64,0.92,0.3,0.6,-0.66,10,1,Austria
MUNI-ARIMA,inc case,3,AT,0.56,0.63,0.7,1,-0.39,10,1,Austria
RobertWalraven-ESG,inc case,3,AT,1.06,1.52,0.1,0.1,-0.93,10,1,Austria
USC-SIkJalpha,inc case,3,AT,0.77,1.16,0,0.2,-0.58,10,1,Austria
UVA-Ensemble,inc case,3,AT,0.9,NA,0.4,0.7,NA,10,1,Austria
epiforecasts-EpiNow2,inc case,3,AT,2.67,3.4,0.3,0.5,-0.16,10,1,Austria
EuroCOVIDhub-baseline,inc case,2,AT,1,1,0.4,1,-0.57,10,1,Austria
EuroCOVIDhub-ensemble,inc case,2,AT,0.43,0.57,0.5,0.8,-0.22,10,1,Austria
IEM_Health-CovidProject,inc case,2,AT,0.59,0.71,0.3,0.7,-0.21,10,1,Austria
ILM-EKF,inc case,2,AT,0.81,0.95,0.4,0.7,-0.14,10,1,Austria
Karlen-pypm,inc case,2,AT,1.32,1.38,0.38,0.75,0.29,8,1,Austria
LANL-GrowthRate,inc case,2,AT,0.62,0.75,0.5,0.6,-0.37,10,1,Austria
MUNI-ARIMA,inc case,2,AT,0.43,0.54,0.6,1,-0.27,10,1,Austria
RobertWalraven-ESG,inc case,2,AT,0.93,1.2,0.1,0.2,-0.91,10,1,Austria
USC-SIkJalpha,inc case,2,AT,0.66,0.88,0.1,0.5,-0.46,10,1,Austria
UVA-Ensemble,inc case,2,AT,1.3,NA,0.3,0.9,NA,10,1,Austria
epiforecasts-EpiNow2,inc case,2,AT,1.62,1.81,0.4,0.8,-0.11,10,1,Austria
EuroCOVIDhub-baseline,inc case,1,AT,1,1,0.4,1,-0.62,10,1,Austria
EuroCOVIDhub-ensemble,inc case,1,AT,0.45,0.45,0.6,0.9,-0.18,10,1,Austria
IEM_Health-CovidProject,inc case,1,AT,0.44,0.52,0.5,0.7,-0.18,10,1,Austria
ILM-EKF,inc case,1,AT,0.78,0.89,0.5,0.8,-0.12,10,1,Austria
Karlen-pypm,inc case,1,AT,0.91,0.91,0.56,1,0.27,9,1,Austria
LANL-GrowthRate,inc case,1,AT,0.55,0.62,0.3,0.8,-0.32,10,1,Austria
MUNI-ARIMA,inc case,1,AT,0.38,0.43,0.6,1,-0.1,10,1,Austria
RobertWalraven-ESG,inc case,1,AT,0.79,0.86,0.3,0.7,-0.76,10,1,Austria
SDSC_ISG-TrendModel,inc case,1,AT,0.45,NA,NA,NA,NA,10,1,Austria
USC-SIkJalpha,inc case,1,AT,0.55,0.7,0.3,0.7,-0.47,10,1,Austria
UVA-Ensemble,inc case,1,AT,1.28,NA,0.6,1,NA,10,1,Austria
epiforecasts-EpiNow2,inc case,1,AT,0.91,0.94,0.4,0.8,-0.16,10,1,Austria
LANL-GrowthRate,inc case,5,AT,NA,NA,0.1,0.3,-0.76,10,1,Austria
USC-SIkJalpha,inc case,5,AT,NA,NA,0,0,-0.8,10,1,Austria
EuroCOVIDhub-baseline,inc death,4,AT,1,1,1,1,0.01,10,1,Austria
EuroCOVIDhub-ensemble,inc death,4,AT,0.82,0.51,0.5,1,0.25,10,1,Austria
IEM_Health-CovidProject,inc death,4,AT,1.04,0.56,0.4,0.9,-0.21,10,1,Austria
ILM-EKF,inc death,4,AT,0.72,0.59,0.7,1,0.03,10,1,Austria
Karlen-pypm,inc death,4,AT,2.34,1.28,0.33,0.83,0.38,6,1,Austria
LANL-GrowthRate,inc death,4,AT,1.29,0.92,0.2,0.6,0.23,10,1,Austria
MUNI-ARIMA,inc death,4,AT,1.09,0.65,0.7,1,-0.22,10,1,Austria
RobertWalraven-ESG,inc death,4,AT,0.71,0.44,0.9,0.9,-0.17,10,1,Austria
UMass-MechBayes,inc death,4,AT,1.2,0.78,0.4,0.9,0.09,10,1,Austria
USC-SIkJalpha,inc death,4,AT,0.95,0.68,0.2,0.3,0.26,10,1,Austria
USyd-OneModelMan,inc death,4,AT,0.92,NA,NA,NA,NA,10,1,Austria
epiforecasts-EpiNow2,inc death,4,AT,5.04,2.61,0.5,0.9,0.24,10,1,Austria
EuroCOVIDhub-baseline,inc death,3,AT,1,1,1,1,-0.04,10,1,Austria
EuroCOVIDhub-ensemble,inc death,3,AT,0.64,0.42,0.5,1,0.21,10,1,Austria
IEM_Health-CovidProject,inc death,3,AT,0.83,0.63,0.4,0.8,-0.27,10,1,Austria
ILM-EKF,inc death,3,AT,0.76,0.57,0.8,1,0.1,10,1,Austria
Karlen-pypm,inc death,3,AT,1.24,0.78,0.29,0.71,0.43,7,1,Austria
LANL-GrowthRate,inc death,3,AT,1.03,0.83,0.2,0.6,0.15,10,1,Austria
MUNI-ARIMA,inc death,3,AT,0.9,0.65,0.8,1,-0.16,10,1,Austria
RobertWalraven-ESG,inc death,3,AT,0.6,0.38,0.9,1,-0.13,10,1,Austria
UMass-MechBayes,inc death,3,AT,0.76,0.54,0.3,0.7,0.34,10,1,Austria
USC-SIkJalpha,inc death,3,AT,0.82,0.72,0,0.1,0.58,10,1,Austria
USyd-OneModelMan,inc death,3,AT,0.77,NA,NA,NA,NA,10,1,Austria
epiforecasts-EpiNow2,inc death,3,AT,1.81,1.31,0.3,0.8,0.35,10,1,Austria
EuroCOVIDhub-baseline,inc death,2,AT,1,1,0.9,1,-0.05,10,1,Austria
EuroCOVIDhub-ensemble,inc death,2,AT,0.94,0.57,0.5,0.9,0.19,10,1,Austria
IEM_Health-CovidProject,inc death,2,AT,0.67,0.54,0.2,0.7,-0.14,10,1,Austria
ILM-EKF,inc death,2,AT,0.83,0.64,0.8,1,0.16,10,1,Austria
Karlen-pypm,inc death,2,AT,0.95,0.63,0.5,0.75,0.3,8,1,Austria
LANL-GrowthRate,inc death,2,AT,1.12,0.91,0.2,0.6,0.06,10,1,Austria
MUNI-ARIMA,inc death,2,AT,1.09,0.72,0.5,1,-0.17,10,1,Austria
RobertWalraven-ESG,inc death,2,AT,0.97,0.67,0.6,0.9,-0.03,10,1,Austria
UMass-MechBayes,inc death,2,AT,0.74,0.49,0.4,1,0.28,10,1,Austria
USC-SIkJalpha,inc death,2,AT,1.03,0.89,0.2,0.2,0.29,10,1,Austria
USyd-OneModelMan,inc death,2,AT,0.64,NA,NA,NA,NA,10,1,Austria
epiforecasts-EpiNow2,inc death,2,AT,1.2,0.86,0.3,0.9,0.33,10,1,Austria
EuroCOVIDhub-baseline,inc death,1,AT,1,1,0.9,1,-0.09,10,1,Austria
EuroCOVIDhub-ensemble,inc death,1,AT,0.73,0.58,0.4,0.9,0.03,10,1,Austria
IEM_Health-CovidProject,inc death,1,AT,0.55,0.59,0.2,0.8,-0.06,10,1,Austria
ILM-EKF,inc death,1,AT,0.69,0.73,0.9,1,0.14,10,1,Austria
Karlen-pypm,inc death,1,AT,0.74,0.67,0.44,0.89,0.12,9,1,Austria
LANL-GrowthRate,inc death,1,AT,0.9,0.87,0.5,0.8,-0.01,10,1,Austria
MUNI-ARIMA,inc death,1,AT,0.7,0.67,0.6,1,-0.05,10,1,Austria
RobertWalraven-ESG,inc death,1,AT,0.71,0.63,0.8,0.9,0.03,10,1,Austria
SDSC_ISG-TrendModel,inc death,1,AT,0.78,NA,NA,NA,NA,10,1,Austria
UMass-MechBayes,inc death,1,AT,0.96,0.86,0.1,0.8,0.22,10,1,Austria
USC-SIkJalpha,inc death,1,AT,0.84,0.96,0.2,0.5,0.03,10,1,Austria
USyd-OneModelMan,inc death,1,AT,0.72,NA,NA,NA,NA,10,1,Austria
epiforecasts-EpiNow2,inc death,1,AT,0.7,0.66,0.4,1,0.2,10,1,Austria
LANL-GrowthRate,inc death,5,AT,NA,NA,0.1,0.5,0.18,10,1,Austria
USC-SIkJalpha,inc death,5,AT,NA,NA,0.1,0.2,0.12,10,1,Austria
EuroCOVIDhub-baseline,inc case,4,BE,1,1,0.7,1,-0.4,10,1,Belgium
EuroCOVIDhub-ensemble,inc case,4,BE,1.18,1.34,0.6,0.8,-0.34,10,1,Belgium
IEM_Health-CovidProject,inc case,4,BE,1.26,1.32,0.4,0.7,-0.38,10,1,Belgium
ILM-EKF,inc case,4,BE,2.37,2.49,0.4,0.8,-0.1,10,1,Belgium
Karlen-pypm,inc case,4,BE,6.76,7.19,0.5,0.67,0.06,6,1,Belgium
LANL-GrowthRate,inc case,4,BE,1.64,1.39,0.3,0.6,-0.77,10,1,Belgium
MUNI-ARIMA,inc case,4,BE,1.7,1.68,0.6,1,-0.42,10,1,Belgium
RobertWalraven-ESG,inc case,4,BE,1.24,1.2,0.4,0.7,-0.61,10,1,Belgium
USC-SIkJalpha,inc case,4,BE,6.7,9.24,0.1,0.1,-0.48,10,1,Belgium
UVA-Ensemble,inc case,4,BE,1.42,NA,0,0.5,NA,10,1,Belgium
epiforecasts-EpiNow2,inc case,4,BE,1.56,2.45,0.6,0.6,-0.46,10,1,Belgium
EuroCOVIDhub-baseline,inc case,3,BE,1,1,0.8,1,-0.37,10,1,Belgium
EuroCOVIDhub-ensemble,inc case,3,BE,1.03,1.26,0.7,0.8,-0.26,10,1,Belgium
IEM_Health-CovidProject,inc case,3,BE,1.36,1.37,0.4,0.7,-0.18,10,1,Belgium
ILM-EKF,inc case,3,BE,1.88,2,0.6,0.7,-0.03,10,1,Belgium
Karlen-pypm,inc case,3,BE,4.05,4.58,0.43,0.86,0,7,1,Belgium
LANL-GrowthRate,inc case,3,BE,1.73,1.51,0.4,0.6,-0.7,10,1,Belgium
MUNI-ARIMA,inc case,3,BE,1.8,1.83,0.6,0.9,-0.42,10,1,Belgium
RobertWalraven-ESG,inc case,3,BE,1.41,1.28,0.3,0.7,-0.58,10,1,Belgium
USC-SIkJalpha,inc case,3,BE,4.14,5.5,0.1,0.1,-0.26,10,1,Belgium
UVA-Ensemble,inc case,3,BE,1.71,NA,0.3,0.8,NA,10,1,Belgium
epiforecasts-EpiNow2,inc case,3,BE,1.5,2.25,0.7,0.7,-0.39,10,1,Belgium
EuroCOVIDhub-baseline,inc case,2,BE,1,1,0.8,1,-0.36,10,1,Belgium
EuroCOVIDhub-ensemble,inc case,2,BE,1.02,1.19,0.8,0.8,-0.24,10,1,Belgium
IEM_Health-CovidProject,inc case,2,BE,1.43,1.28,0.4,0.8,-0.01,10,1,Belgium
ILM-EKF,inc case,2,BE,1.54,1.58,0.7,0.8,0.06,10,1,Belgium
Karlen-pypm,inc case,2,BE,2.6,2.75,0.5,1,0.01,8,1,Belgium
LANL-GrowthRate,inc case,2,BE,2.19,1.77,0.5,0.8,-0.61,10,1,Belgium
MUNI-ARIMA,inc case,2,BE,2.24,2.2,0.6,0.8,-0.41,10,1,Belgium
RobertWalraven-ESG,inc case,2,BE,1.57,1.31,0.1,0.8,-0.49,10,1,Belgium
USC-SIkJalpha,inc case,2,BE,2.76,3.27,0.2,0.3,-0.03,10,1,Belgium
UVA-Ensemble,inc case,2,BE,2.61,NA,0,0.8,NA,10,1,Belgium
epiforecasts-EpiNow2,inc case,2,BE,1.67,2.13,0.8,0.8,-0.35,10,1,Belgium
EuroCOVIDhub-baseline,inc case,1,BE,1,1,0.8,1,-0.32,10,1,Belgium
EuroCOVIDhub-ensemble,inc case,1,BE,1.24,1.25,0.8,0.9,-0.24,10,1,Belgium
IEM_Health-CovidProject,inc case,1,BE,1.73,1.32,0.3,0.9,0.09,10,1,Belgium
ILM-EKF,inc case,1,BE,1.49,1.36,0.7,0.9,0.08,10,1,Belgium
Karlen-pypm,inc case,1,BE,1.89,1.76,0.78,1,-0.04,9,1,Belgium
LANL-GrowthRate,inc case,1,BE,4.11,3.02,0.5,0.8,-0.6,10,1,Belgium
MUNI-ARIMA,inc case,1,BE,3.13,3.06,0.5,0.7,-0.36,10,1,Belgium
RobertWalraven-ESG,inc case,1,BE,1.92,1.42,0.4,0.9,-0.42,10,1,Belgium
SDSC_ISG-TrendModel,inc case,1,BE,2.06,NA,NA,NA,NA,10,1,Belgium
USC-SIkJalpha,inc case,1,BE,2.07,2.07,0.2,0.5,0.16,10,1,Belgium
UVA-Ensemble,inc case,1,BE,7.03,NA,0.1,0.3,NA,10,1,Belgium
epiforecasts-EpiNow2,inc case,1,BE,2.63,2.49,0.8,0.9,-0.35,10,1,Belgium
LANL-GrowthRate,inc case,5,BE,NA,NA,0.2,0.6,-0.77,10,1,Belgium
USC-SIkJalpha,inc case,5,BE,NA,NA,0.1,0.1,-0.69,10,1,Belgium
EuroCOVIDhub-baseline,inc death,4,BE,1,1,1,1,-0.01,10,1,Belgium
EuroCOVIDhub-ensemble,inc death,4,BE,0.51,0.19,0.8,1,-0.15,10,1,Belgium
IEM_Health-CovidProject,inc death,4,BE,0.85,0.33,0.3,0.9,-0.18,10,1,Belgium
ILM-EKF,inc death,4,BE,0.51,0.31,0.9,1,-0,10,1,Belgium
Karlen-pypm,inc death,4,BE,1.83,0.6,0.17,0.83,-0.1,6,1,Belgium
LANL-GrowthRate,inc death,4,BE,0.63,0.29,0.4,0.6,-0.44,10,1,Belgium
MUNI-ARIMA,inc death,4,BE,1.19,0.44,0.7,1,-0.27,10,1,Belgium
RobertWalraven-ESG,inc death,4,BE,0.65,0.26,0.8,1,-0.25,10,1,Belgium
UMass-MechBayes,inc death,4,BE,0.66,0.17,0.5,0.9,-0.49,10,1,Belgium
USC-SIkJalpha,inc death,4,BE,0.29,0.1,0.4,0.8,-0.07,10,1,Belgium
USyd-OneModelMan,inc death,4,BE,0.77,NA,NA,NA,NA,10,1,Belgium
epiforecasts-EpiNow2,inc death,4,BE,0.54,0.27,0.6,1,-0.28,10,1,Belgium
EuroCOVIDhub-baseline,inc death,3,BE,1,1,1,1,-0.06,10,1,Belgium
EuroCOVIDhub-ensemble,inc death,3,BE,0.46,0.2,0.9,1,-0.11,10,1,Belgium
IEM_Health-CovidProject,inc death,3,BE,0.69,0.28,0.4,0.9,-0.15,10,1,Belgium
ILM-EKF,inc death,3,BE,0.4,0.31,1,1,0.03,10,1,Belgium
Karlen-pypm,inc death,3,BE,1.09,0.38,0.29,1,-0.13,7,1,Belgium
LANL-GrowthRate,inc death,3,BE,0.87,0.36,0.4,0.5,-0.46,10,1,Belgium
MUNI-ARIMA,inc death,3,BE,1.24,0.47,0.7,1,-0.28,10,1,Belgium
RobertWalraven-ESG,inc death,3,BE,0.6,0.25,0.9,1,-0.21,10,1,Belgium
UMass-MechBayes,inc death,3,BE,0.64,0.17,0.4,0.9,-0.4,10,1,Belgium
USC-SIkJalpha,inc death,3,BE,0.39,0.17,0.5,0.5,0.17,10,1,Belgium
USyd-OneModelMan,inc death,3,BE,0.55,NA,NA,NA,NA,10,1,Belgium
epiforecasts-EpiNow2,inc death,3,BE,0.63,0.25,0.8,1,-0.04,10,1,Belgium
EuroCOVIDhub-baseline,inc death,2,BE,1,1,1,1,-0.06,10,1,Belgium
EuroCOVIDhub-ensemble,inc death,2,BE,0.78,0.25,0.8,1,-0.11,10,1,Belgium
IEM_Health-CovidProject,inc death,2,BE,1.09,0.39,0.3,0.8,-0.05,10,1,Belgium
ILM-EKF,inc death,2,BE,0.56,0.39,1,1,0.04,10,1,Belgium
Karlen-pypm,inc death,2,BE,0.96,0.32,0.5,1,-0.18,8,1,Belgium
LANL-GrowthRate,inc death,2,BE,1.23,0.48,0.2,0.6,-0.41,10,1,Belgium
MUNI-ARIMA,inc death,2,BE,1.21,0.39,0.7,1,-0.4,10,1,Belgium
RobertWalraven-ESG,inc death,2,BE,0.94,0.33,0.9,1,-0.17,10,1,Belgium
UMass-MechBayes,inc death,2,BE,0.83,0.2,0.6,0.9,-0.28,10,1,Belgium
USC-SIkJalpha,inc death,2,BE,0.61,0.24,0.3,0.5,-0.01,10,1,Belgium
USyd-OneModelMan,inc death,2,BE,0.7,NA,NA,NA,NA,10,1,Belgium
epiforecasts-EpiNow2,inc death,2,BE,1.03,0.34,0.7,1,0.02,10,1,Belgium
EuroCOVIDhub-baseline,inc death,1,BE,1,1,1,1,-0.07,10,1,Belgium
EuroCOVIDhub-ensemble,inc death,1,BE,1.14,0.43,0.7,1,-0.14,10,1,Belgium
IEM_Health-CovidProject,inc death,1,BE,1.46,0.64,0.4,0.7,-0.23,10,1,Belgium
ILM-EKF,inc death,1,BE,1.02,0.65,1,1,0.05,10,1,Belgium
Karlen-pypm,inc death,1,BE,0.98,0.42,0.44,1,-0.21,9,1,Belgium
LANL-GrowthRate,inc death,1,BE,1.6,0.74,0.1,0.6,-0.27,10,1,Belgium
MUNI-ARIMA,inc death,1,BE,1.19,0.51,0.7,1,-0.42,10,1,Belgium
