location_name,location,date,value,source,type
Belgium,BE,2020-04-14,253,Public,Scraped
Belgium,BE,2020-04-15,317,Public,Scraped
Belgium,BE,2020-04-16,313,Public,Scraped
Belgium,BE,2020-04-17,306,Public,Scraped
Belgium,BE,2020-04-18,265,Public,Scraped
Belgium,BE,2020-04-19,227,Public,Scraped
Belgium,BE,2020-04-20,184,Public,Scraped
Belgium,BE,2020-04-21,262,Public,Scraped
Belgium,BE,2020-04-22,216,Public,Scraped
Belgium,BE,2020-04-23,204,Public,Scraped
Belgium,BE,2020-04-24,221,Public,Scraped
Belgium,BE,2020-04-25,203,Public,Scraped
Belgium,BE,2020-04-26,130,Public,Scraped
Belgium,BE,2020-04-27,129,Public,Scraped
Belgium,BE,2020-04-28,165,Public,Scraped
Belgium,BE,2020-04-29,185,Public,Scraped
Belgium,BE,2020-04-30,153,Public,Scraped
Belgium,BE,2020-05-01,134,Public,Scraped
Belgium,BE,2020-05-02,82,Public,Scraped
Belgium,BE,2020-05-03,62,Public,Scraped
Belgium,BE,2021-08-15,47,Public,Scraped
Belgium,BE,2021-08-16,49,Public,Scraped
Belgium,BE,2021-08-17,84,Public,Scraped
Belgium,BE,2021-08-18,66,Public,Scraped
Belgium,BE,2021-08-19,60,Public,Scraped
Belgium,BE,2021-08-20,49,Public,Scraped
Belgium,BE,2021-08-21,59,Public,Scraped
Belgium,BE,2021-08-22,45,Public,Scraped
Belgium,BE,2021-08-23,59,Public,Scraped
Belgium,BE,2021-08-24,74,Public,Scraped
Belgium,BE,2021-08-25,57,Public,Scraped
Belgium,BE,2021-08-26,57,Public,Scraped
Belgium,BE,2021-08-27,58,Public,Scraped
Belgium,BE,2021-08-28,69,Public,Scraped
Belgium,BE,2021-08-29,47,Public,Scraped
Belgium,BE,2021-08-30,58,Public,Scraped
Belgium,BE,2021-08-31,83,Public,Scraped
Belgium,BE,2021-09-01,66,Public,Scraped
Belgium,BE,2021-09-02,74,Public,Scraped
Belgium,BE,2021-09-03,66,Public,Scraped
Belgium,BE,2021-09-04,80,Public,Scraped
Belgium,BE,2021-09-05,56,Public,Scraped
Belgium,BE,2021-09-06,66,Public,Scraped
Belgium,BE,2021-09-07,82,Public,Scraped
Belgium,BE,2021-09-08,64,Public,Scraped
Belgium,BE,2021-09-09,64,Public,Scraped
Belgium,BE,2021-09-10,61,Public,Scraped
Belgium,BE,2021-09-11,47,Public,Scraped
Belgium,BE,2021-09-12,42,Public,Scraped
Belgium,BE,2021-09-13,58,Public,Scraped
Belgium,BE,2021-09-14,77,Public,Scraped
Belgium,BE,2021-09-15,62,Public,Scraped
Belgium,BE,2021-09-16,77,Public,Scraped
Belgium,BE,2021-09-17,56,Public,Scraped
Belgium,BE,2021-09-18,57,Public,Scraped
Belgium,BE,2021-09-19,43,Public,Scraped
Belgium,BE,2021-09-20,46,Public,Scraped
