location_name,location,date,value,source,type
United Kingdom,GB,2021-07-24,829,Hub,Scraped
United Kingdom,GB,2021-07-23,868,Hub,Scraped
United Kingdom,GB,2021-07-22,956,Hub,Scraped
United Kingdom,GB,2021-07-21,931,Hub,Scraped
United Kingdom,GB,2021-07-20,941,Hub,Scraped
United Kingdom,GB,2021-07-19,879,Hub,Scraped
United Kingdom,GB,2021-07-18,800,Hub,Scraped
United Kingdom,GB,2021-07-17,710,Hub,Scraped
United Kingdom,GB,2021-07-16,702,Hub,Scraped
United Kingdom,GB,2021-07-15,775,Hub,Scraped
United Kingdom,GB,2021-07-14,757,Hub,Scraped
United Kingdom,GB,2021-07-13,752,Hub,Scraped
United Kingdom,GB,2021-07-12,733,Hub,Scraped
United Kingdom,GB,2021-07-11,594,Hub,Scraped
United Kingdom,GB,2021-07-10,551,Hub,Scraped
United Kingdom,GB,2021-07-09,562,Hub,Scraped
United Kingdom,GB,2021-07-08,611,Hub,Scraped
United Kingdom,GB,2021-07-07,569,Hub,Scraped
United Kingdom,GB,2021-07-06,576,Hub,Scraped
United Kingdom,GB,2021-07-05,518,Hub,Scraped
United Kingdom,GB,2021-07-04,466,Hub,Scraped
United Kingdom,GB,2021-07-03,393,Hub,Scraped
United Kingdom,GB,2021-07-02,395,Hub,Scraped
United Kingdom,GB,2021-07-01,373,Hub,Scraped
United Kingdom,GB,2021-06-30,418,Hub,Scraped
United Kingdom,GB,2021-06-29,367,Hub,Scraped
United Kingdom,GB,2021-06-28,315,Hub,Scraped
United Kingdom,GB,2021-06-27,273,Hub,Scraped
United Kingdom,GB,2021-06-26,268,Hub,Scraped
United Kingdom,GB,2021-06-25,260,Hub,Scraped
United Kingdom,GB,2021-06-24,256,Hub,Scraped
United Kingdom,GB,2021-06-23,279,Hub,Scraped
United Kingdom,GB,2021-06-22,241,Hub,Scraped
United Kingdom,GB,2021-06-21,232,Hub,Scraped
United Kingdom,GB,2021-06-20,207,Hub,Scraped
United Kingdom,GB,2021-06-19,215,Hub,Scraped
United Kingdom,GB,2021-06-18,241,Hub,Scraped
United Kingdom,GB,2021-06-17,244,Hub,Scraped
United Kingdom,GB,2021-06-16,232,Hub,Scraped
United Kingdom,GB,2021-06-15,233,Hub,Scraped
United Kingdom,GB,2021-06-14,229,Hub,Scraped
