location_name,location,indicator,date,value,source,type
Slovakia,SK,Daily hospital occupancy,2023-01-07,425,Public,ECDC
Slovakia,SK,Daily hospital occupancy,2023-01-08,437,Public,ECDC
Slovakia,SK,Daily hospital occupancy,2023-01-09,405,Public,ECDC
Slovakia,SK,Daily hospital occupancy,2023-01-10,389,Public,ECDC
Slovakia,SK,Daily hospital occupancy,2023-01-11,373,Public,ECDC
Slovakia,SK,Daily hospital occupancy,2023-01-12,366,Public,ECDC
Slovakia,SK,Daily hospital occupancy,2023-01-13,329,Public,ECDC
Slovakia,SK,Daily hospital occupancy,2023-01-14,335,Public,ECDC
Slovakia,SK,Daily hospital occupancy,2023-01-15,340,Public,ECDC
Slovakia,SK,Daily hospital occupancy,2023-01-16,324,Public,ECDC
Slovakia,SK,Daily hospital occupancy,2023-01-17,321,Public,ECDC
Slovakia,SK,Daily hospital occupancy,2023-01-18,323,Public,ECDC
Slovakia,SK,Daily hospital occupancy,2023-01-19,324,Public,ECDC
Slovakia,SK,Daily hospital occupancy,2023-01-20,324,Public,ECDC
Slovakia,SK,Daily hospital occupancy,2023-01-21,324,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-03-08,2,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-03-09,2,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-03-10,2,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-03-11,2,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-03-12,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-03-13,2,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-03-14,2,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-03-15,2,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-03-16,2,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-03-17,2,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-03-18,2,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-03-19,2,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-03-20,2,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-03-21,2,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-03-22,2,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-03-23,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-03-24,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-03-25,2,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-03-26,2,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-03-27,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-03-28,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-03-29,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-03-30,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-03-31,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-04-01,4,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-04-02,4,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-04-03,4,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-04-04,5,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-04-05,5,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-04-06,5,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-04-07,7,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-04-08,7,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-04-09,5,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-04-10,5,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-04-11,7,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-04-12,7,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-04-13,8,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-04-14,6,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-04-15,5,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-04-16,7,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-04-17,7,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-04-18,7,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-04-19,7,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-04-20,7,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-04-21,8,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-04-22,8,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-04-23,9,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-04-24,6,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-04-25,5,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-04-26,6,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-04-27,5,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-04-28,5,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-04-29,4,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-04-30,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-05-01,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-05-02,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-05-03,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-05-04,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-05-05,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-05-06,2,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-05-07,2,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-05-08,2,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-05-09,2,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-05-10,2,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-05-11,2,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-05-12,2,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-05-13,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-05-14,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-05-15,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-05-16,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-05-17,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-05-18,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-05-19,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-05-20,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-05-21,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-05-22,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-05-23,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-05-24,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-05-25,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-05-26,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-05-27,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-05-28,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-05-29,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-05-30,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-05-31,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-06-01,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-06-02,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-06-03,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-06-04,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-06-05,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-06-06,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-06-07,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-06-11,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-06-12,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-06-13,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-06-14,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-06-15,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-06-16,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-06-17,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-06-18,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-06-19,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-06-20,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-06-21,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-06-22,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-06-23,1,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-06-24,4,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-06-25,4,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-06-26,4,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-06-27,4,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-06-28,4,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-06-29,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-06-30,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-07-01,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-07-02,4,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-07-03,4,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-07-04,4,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-07-05,4,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-07-06,4,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-07-07,4,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-07-08,4,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-07-09,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-07-10,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-07-11,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-07-12,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-07-13,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-07-14,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-07-15,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-07-16,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-07-17,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-07-18,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-07-19,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-07-20,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-07-21,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-07-22,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-07-23,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-07-24,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-07-25,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-07-26,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-07-27,4,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-07-28,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-07-29,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-07-30,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-07-31,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-08-01,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-08-02,3,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-08-03,2,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-08-04,4,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-08-05,4,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-08-06,5,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-08-07,6,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-08-08,5,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-08-09,5,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-08-10,5,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-08-11,9,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-08-12,12,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-08-13,14,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-08-14,14,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-08-15,14,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-08-16,14,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-08-17,14,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-08-18,11,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-08-19,13,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-08-20,9,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-08-21,10,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-08-22,10,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-08-23,12,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-08-24,15,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-08-25,14,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-08-26,11,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-08-27,15,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-08-28,21,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-08-29,23,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-08-30,23,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-08-31,22,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-09-01,22,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-09-02,21,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-09-03,22,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-09-04,24,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-09-05,23,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-09-06,23,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-09-07,24,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-09-08,23,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-09-09,24,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-09-10,25,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-09-11,26,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-09-12,25,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-09-13,26,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-09-14,25,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-09-15,22,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-09-16,23,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-09-17,23,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-09-18,20,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-09-19,20,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-09-20,20,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-09-21,17,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-09-22,22,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-09-23,23,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-09-24,30,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-09-25,31,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-09-26,34,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-09-27,35,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-09-28,36,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-09-29,36,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-09-30,40,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-10-01,42,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-10-02,42,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-10-03,44,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-10-04,44,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-10-05,49,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-10-06,42,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-10-07,45,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-10-08,52,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-10-09,52,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-10-10,58,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-10-11,59,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-10-12,69,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-10-13,70,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-10-14,75,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-10-15,74,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-10-16,79,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-10-17,86,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-10-18,87,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-10-19,82,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-10-20,86,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-10-21,88,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-10-22,92,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-10-23,105,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-10-24,113,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-10-25,124,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-10-26,123,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-10-27,132,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-10-28,146,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-10-29,145,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-10-30,130,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-10-31,123,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-11-01,125,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-11-02,131,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-11-03,125,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-11-04,128,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-11-05,132,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-11-06,137,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-11-07,144,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-11-08,146,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-11-09,146,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-11-10,148,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-11-11,142,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-11-12,139,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-11-13,133,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-11-14,148,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-11-15,143,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-11-16,139,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-11-17,137,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-11-18,140,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-11-19,135,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-11-20,136,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-11-21,138,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-11-22,146,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-11-23,143,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-11-24,149,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-11-25,138,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-11-26,142,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-11-27,143,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-11-28,154,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-11-29,152,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-11-30,146,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-12-01,154,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-12-02,155,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-12-03,156,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-12-04,159,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-12-05,158,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-12-06,159,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-12-07,155,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-12-08,158,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-12-09,156,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-12-10,159,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-12-11,163,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-12-12,163,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-12-13,170,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-12-14,168,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-12-15,162,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-12-16,173,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-12-17,173,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-12-18,175,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-12-19,186,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-12-20,189,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-12-21,195,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-12-22,195,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-12-23,186,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-12-24,190,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-12-25,197,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-12-26,202,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-12-27,218,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-12-28,218,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-12-29,222,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-12-30,229,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2020-12-31,237,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-01-01,245,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-01-02,244,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-01-03,249,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-01-04,251,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-01-05,253,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-01-06,273,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-01-07,267,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-01-08,263,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-01-09,268,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-01-10,273,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-01-11,276,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-01-12,273,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-01-13,274,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-01-14,285,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-01-15,295,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-01-16,300,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-01-17,303,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-01-18,308,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-01-19,305,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-01-20,329,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-01-21,331,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-01-22,325,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-01-23,326,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-01-24,337,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-01-25,337,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-01-26,337,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-01-27,326,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-01-28,328,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-01-29,343,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-01-30,340,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-01-31,330,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-02-01,340,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-02-02,335,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-02-03,347,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-02-04,357,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-02-05,360,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-02-06,365,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-02-07,372,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-02-08,373,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-02-09,376,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-02-10,381,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-02-11,393,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-02-12,414,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-02-13,419,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-02-14,430,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-02-15,440,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-02-16,466,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-02-17,469,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-02-18,504,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-02-19,499,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-02-20,491,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-02-21,499,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-02-22,500,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-02-23,497,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-02-24,517,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-02-25,499,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-02-26,509,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-02-27,633,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-02-28,584,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-03-01,571,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-03-02,569,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-03-03,576,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-03-04,591,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-03-05,593,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-03-06,604,Public,ECDC
Slovakia,SK,Daily ICU occupancy,2021-03-07,615,Public,ECDC
