forecast_date,target_end_date,target,location,type,quantile,location_name,value
2022-01-03,2022-01-22,3 wk ahead cum death,PL,quantile,0.75,Poland,107305
2022-01-03,2022-01-22,3 wk ahead cum death,PL,quantile,0.8,Poland,107436
2022-01-03,2022-01-22,3 wk ahead cum death,PL,quantile,0.85,Poland,107580
2022-01-03,2022-01-22,3 wk ahead cum death,PL,quantile,0.9,Poland,107831
2022-01-03,2022-01-22,3 wk ahead cum death,PL,quantile,0.95,Poland,108029
2022-01-03,2022-01-22,3 wk ahead cum death,PL,quantile,0.975,Poland,108145
2022-01-03,2022-01-22,3 wk ahead cum death,PL,quantile,0.99,Poland,108294
2022-01-03,2022-01-22,3 wk ahead inc death,PL,quantile,0.01,Poland,2351
2022-01-03,2022-01-22,3 wk ahead inc death,PL,quantile,0.025,Poland,2467
2022-01-03,2022-01-22,3 wk ahead inc death,PL,quantile,0.05,Poland,2617
2022-01-03,2022-01-22,3 wk ahead inc death,PL,quantile,0.1,Poland,2717
2022-01-03,2022-01-22,3 wk ahead inc death,PL,quantile,0.15,Poland,2773
2022-01-03,2022-01-22,3 wk ahead inc death,PL,quantile,0.2,Poland,2835
2022-01-03,2022-01-22,3 wk ahead inc death,PL,quantile,0.25,Poland,2907
2022-01-03,2022-01-22,3 wk ahead inc death,PL,quantile,0.3,Poland,3012
2022-01-03,2022-01-22,3 wk ahead inc death,PL,quantile,0.35,Poland,3077
2022-01-03,2022-01-22,3 wk ahead inc death,PL,quantile,0.4,Poland,3121
2022-01-03,2022-01-22,3 wk ahead inc death,PL,quantile,0.45,Poland,3148
2022-01-03,2022-01-22,3 wk ahead inc death,PL,quantile,0.5,Poland,3172
2022-01-03,2022-01-22,3 wk ahead inc death,PL,quantile,0.55,Poland,3198
2022-01-03,2022-01-22,3 wk ahead inc death,PL,quantile,0.6,Poland,3223
2022-01-03,2022-01-22,3 wk ahead inc death,PL,quantile,0.65,Poland,3269
2022-01-03,2022-01-22,3 wk ahead inc death,PL,quantile,0.7,Poland,3424
2022-01-03,2022-01-22,3 wk ahead inc death,PL,quantile,0.75,Poland,3587
2022-01-03,2022-01-22,3 wk ahead inc death,PL,quantile,0.8,Poland,3688
2022-01-03,2022-01-22,3 wk ahead inc death,PL,quantile,0.85,Poland,3793
2022-01-03,2022-01-22,3 wk ahead inc death,PL,quantile,0.9,Poland,3992
2022-01-03,2022-01-22,3 wk ahead inc death,PL,quantile,0.95,Poland,4121
2022-01-03,2022-01-22,3 wk ahead inc death,PL,quantile,0.975,Poland,4191
2022-01-03,2022-01-22,3 wk ahead inc death,PL,quantile,0.99,Poland,4291
2022-01-03,2022-01-29,4 wk ahead cum death,PL,point,NA,Poland,111374
2022-01-03,2022-01-29,4 wk ahead inc death,PL,point,NA,Poland,4631
2022-01-03,2022-01-29,4 wk ahead cum death,PL,quantile,0.01,Poland,108368
2022-01-03,2022-01-29,4 wk ahead cum death,PL,quantile,0.025,Poland,108634
2022-01-03,2022-01-29,4 wk ahead cum death,PL,quantile,0.05,Poland,109012
2022-01-03,2022-01-29,4 wk ahead cum death,PL,quantile,0.1,Poland,109397
2022-01-03,2022-01-29,4 wk ahead cum death,PL,quantile,0.15,Poland,109616
2022-01-03,2022-01-29,4 wk ahead cum death,PL,quantile,0.2,Poland,109848
2022-01-03,2022-01-29,4 wk ahead cum death,PL,quantile,0.25,Poland,110057
2022-01-03,2022-01-29,4 wk ahead cum death,PL,quantile,0.3,Poland,110300
2022-01-03,2022-01-29,4 wk ahead cum death,PL,quantile,0.35,Poland,110455
2022-01-03,2022-01-29,4 wk ahead cum death,PL,quantile,0.4,Poland,110597
2022-01-03,2022-01-29,4 wk ahead cum death,PL,quantile,0.45,Poland,110706
2022-01-03,2022-01-29,4 wk ahead cum death,PL,quantile,0.5,Poland,110799
2022-01-03,2022-01-29,4 wk ahead cum death,PL,quantile,0.55,Poland,110881
2022-01-03,2022-01-29,4 wk ahead cum death,PL,quantile,0.6,Poland,110962
2022-01-03,2022-01-29,4 wk ahead cum death,PL,quantile,0.65,Poland,111081
2022-01-03,2022-01-29,4 wk ahead cum death,PL,quantile,0.7,Poland,112821
2022-01-03,2022-01-29,4 wk ahead cum death,PL,quantile,0.75,Poland,113238
2022-01-03,2022-01-29,4 wk ahead cum death,PL,quantile,0.8,Poland,113497
2022-01-03,2022-01-29,4 wk ahead cum death,PL,quantile,0.85,Poland,113765
2022-01-03,2022-01-29,4 wk ahead cum death,PL,quantile,0.9,Poland,114183
2022-01-03,2022-01-29,4 wk ahead cum death,PL,quantile,0.95,Poland,114506
2022-01-03,2022-01-29,4 wk ahead cum death,PL,quantile,0.975,Poland,114672
2022-01-03,2022-01-29,4 wk ahead cum death,PL,quantile,0.99,Poland,114873
2022-01-03,2022-01-29,4 wk ahead inc death,PL,quantile,0.01,Poland,3364
2022-01-03,2022-01-29,4 wk ahead inc death,PL,quantile,0.025,Poland,3432
2022-01-03,2022-01-29,4 wk ahead inc death,PL,quantile,0.05,Poland,3528
2022-01-03,2022-01-29,4 wk ahead inc death,PL,quantile,0.1,Poland,3614
2022-01-03,2022-01-29,4 wk ahead inc death,PL,quantile,0.15,Poland,3670
2022-01-03,2022-01-29,4 wk ahead inc death,PL,quantile,0.2,Poland,3769
2022-01-03,2022-01-29,4 wk ahead inc death,PL,quantile,0.25,Poland,3845
2022-01-03,2022-01-29,4 wk ahead inc death,PL,quantile,0.3,Poland,3932
2022-01-03,2022-01-29,4 wk ahead inc death,PL,quantile,0.35,Poland,3976
2022-01-03,2022-01-29,4 wk ahead inc death,PL,quantile,0.4,Poland,4016
2022-01-03,2022-01-29,4 wk ahead inc death,PL,quantile,0.45,Poland,4041
2022-01-03,2022-01-29,4 wk ahead inc death,PL,quantile,0.5,Poland,4062
2022-01-03,2022-01-29,4 wk ahead inc death,PL,quantile,0.55,Poland,4084
2022-01-03,2022-01-29,4 wk ahead inc death,PL,quantile,0.6,Poland,4110
2022-01-03,2022-01-29,4 wk ahead inc death,PL,quantile,0.65,Poland,4152
2022-01-03,2022-01-29,4 wk ahead inc death,PL,quantile,0.7,Poland,5706
2022-01-03,2022-01-29,4 wk ahead inc death,PL,quantile,0.75,Poland,5933
2022-01-03,2022-01-29,4 wk ahead inc death,PL,quantile,0.8,Poland,6061
2022-01-03,2022-01-29,4 wk ahead inc death,PL,quantile,0.85,Poland,6185
2022-01-03,2022-01-29,4 wk ahead inc death,PL,quantile,0.9,Poland,6352
2022-01-03,2022-01-29,4 wk ahead inc death,PL,quantile,0.95,Poland,6477
2022-01-03,2022-01-29,4 wk ahead inc death,PL,quantile,0.975,Poland,6527
2022-01-03,2022-01-29,4 wk ahead inc death,PL,quantile,0.99,Poland,6579
2022-01-03,2021-12-25,-1 wk ahead cum death,PL,observed,NA,Poland,94311
2022-01-03,2022-01-01,0 wk ahead cum death,PL,observed,NA,Poland,97559
2022-01-03,2021-12-25,-1 wk ahead inc death,PL,observed,NA,Poland,2896
2022-01-03,2022-01-01,0 wk ahead inc death,PL,observed,NA,Poland,3248
