date,location,location_name,value
2020-06-29,NL,Netherlands,8
2020-06-30,NL,Netherlands,2
2020-07-01,NL,Netherlands,4
2020-07-02,NL,Netherlands,4
2020-07-03,NL,Netherlands,6
2020-07-04,NL,Netherlands,0
2020-07-05,NL,Netherlands,2
2020-07-06,NL,Netherlands,2
2020-07-07,NL,Netherlands,4
2020-07-08,NL,Netherlands,4
2020-07-09,NL,Netherlands,6
2020-07-10,NL,Netherlands,7
2020-07-11,NL,Netherlands,2
2020-07-12,NL,Netherlands,3
2020-07-13,NL,Netherlands,4
2020-07-14,NL,Netherlands,6
2020-07-15,NL,Netherlands,2
2020-07-16,NL,Netherlands,2
2020-07-17,NL,Netherlands,6
2020-07-18,NL,Netherlands,6
2020-07-19,NL,Netherlands,7
2020-07-20,NL,Netherlands,4
2020-07-21,NL,Netherlands,6
2020-07-22,NL,Netherlands,4
2020-07-23,NL,Netherlands,9
2020-07-24,NL,Netherlands,10
2020-07-25,NL,Netherlands,10
2020-07-26,NL,Netherlands,4
2020-07-27,NL,Netherlands,7
2020-07-28,NL,Netherlands,10
2020-07-29,NL,Netherlands,4
2020-07-30,NL,Netherlands,15
2020-07-31,NL,Netherlands,11
2020-08-01,NL,Netherlands,8
2020-08-02,NL,Netherlands,10
2020-08-03,NL,Netherlands,15
2020-08-04,NL,Netherlands,8
2020-08-05,NL,Netherlands,8
2020-08-06,NL,Netherlands,12
2020-08-07,NL,Netherlands,13
2020-08-08,NL,Netherlands,17
2020-08-09,NL,Netherlands,18
2020-08-10,NL,Netherlands,15
2020-08-11,NL,Netherlands,27
2020-08-12,NL,Netherlands,20
2020-08-13,NL,Netherlands,19
2020-08-14,NL,Netherlands,12
2020-08-15,NL,Netherlands,15
2020-08-16,NL,Netherlands,16
2020-08-17,NL,Netherlands,19
2020-08-18,NL,Netherlands,11
2020-08-19,NL,Netherlands,16
2020-08-20,NL,Netherlands,25
2020-08-21,NL,Netherlands,19
2020-08-22,NL,Netherlands,10
2020-08-23,NL,Netherlands,14
2020-08-24,NL,Netherlands,11
2020-08-25,NL,Netherlands,19
2020-08-26,NL,Netherlands,12
2020-08-27,NL,Netherlands,7
2020-08-28,NL,Netherlands,12
2020-08-29,NL,Netherlands,2
2020-08-30,NL,Netherlands,9
2020-08-31,NL,Netherlands,16
2020-09-01,NL,Netherlands,14
2020-09-02,NL,Netherlands,17
2020-09-03,NL,Netherlands,12
2020-09-04,NL,Netherlands,17
2020-09-05,NL,Netherlands,18
2020-09-06,NL,Netherlands,23
2020-09-07,NL,Netherlands,29
2020-09-08,NL,Netherlands,23
2020-09-09,NL,Netherlands,34
2020-09-10,NL,Netherlands,18
2020-09-11,NL,Netherlands,42
2020-09-12,NL,Netherlands,20
2020-09-13,NL,Netherlands,25
2020-09-14,NL,Netherlands,52
2020-09-15,NL,Netherlands,40
2020-09-16,NL,Netherlands,48
2020-09-17,NL,Netherlands,54
2020-09-18,NL,Netherlands,80
2020-09-19,NL,Netherlands,59
2020-09-20,NL,Netherlands,51
2020-09-21,NL,Netherlands,81
2020-09-22,NL,Netherlands,71
2020-09-23,NL,Netherlands,94
2020-09-24,NL,Netherlands,105
2020-09-25,NL,Netherlands,92
2020-09-26,NL,Netherlands,79
2020-09-27,NL,Netherlands,81
2020-09-28,NL,Netherlands,111
2020-09-29,NL,Netherlands,100
2020-09-30,NL,Netherlands,113
2020-10-01,NL,Netherlands,110
2020-10-02,NL,Netherlands,122
2020-10-03,NL,Netherlands,137
2020-10-04,NL,Netherlands,104
2020-10-05,NL,Netherlands,165
2020-10-06,NL,Netherlands,156
2020-10-07,NL,Netherlands,148
2020-10-08,NL,Netherlands,158
2020-10-09,NL,Netherlands,207
2020-10-10,NL,Netherlands,147
2020-10-11,NL,Netherlands,157
2020-10-12,NL,Netherlands,240
2020-10-13,NL,Netherlands,247
2020-10-14,NL,Netherlands,203
2020-10-15,NL,Netherlands,216
2020-10-16,NL,Netherlands,226
2020-10-17,NL,Netherlands,214
2020-10-18,NL,Netherlands,182
2020-10-19,NL,Netherlands,283
2020-10-20,NL,Netherlands,245
2020-10-21,NL,Netherlands,270
2020-10-22,NL,Netherlands,273
2020-10-23,NL,Netherlands,311
2020-10-24,NL,Netherlands,204
2020-10-25,NL,Netherlands,251
2020-10-26,NL,Netherlands,338
2020-10-27,NL,Netherlands,288
2020-10-28,NL,Netherlands,280
2020-10-29,NL,Netherlands,271
2020-10-30,NL,Netherlands,287
2020-10-31,NL,Netherlands,201
2020-11-01,NL,Netherlands,219
2020-11-02,NL,Netherlands,383
2020-11-03,NL,Netherlands,238
2020-11-04,NL,Netherlands,247
2020-11-05,NL,Netherlands,240
2020-11-06,NL,Netherlands,240
2020-11-07,NL,Netherlands,153
2020-11-08,NL,Netherlands,161
2020-11-09,NL,Netherlands,289
2020-11-10,NL,Netherlands,225
2020-11-11,NL,Netherlands,235
2020-11-12,NL,Netherlands,207
2020-11-13,NL,Netherlands,244
2020-11-14,NL,Netherlands,142
2020-11-15,NL,Netherlands,147
2020-11-16,NL,Netherlands,253
2020-11-17,NL,Netherlands,200
2020-11-18,NL,Netherlands,192
2020-11-19,NL,Netherlands,187
2020-11-20,NL,Netherlands,169
2020-11-21,NL,Netherlands,140
2020-11-22,NL,Netherlands,166
2020-11-23,NL,Netherlands,217
2020-11-24,NL,Netherlands,153
2020-11-25,NL,Netherlands,161
2020-11-26,NL,Netherlands,189
2020-11-27,NL,Netherlands,178
2020-11-28,NL,Netherlands,102
2020-11-29,NL,Netherlands,119
2020-11-30,NL,Netherlands,173
2020-12-01,NL,Netherlands,151
2020-12-02,NL,Netherlands,169
2020-12-03,NL,Netherlands,185
2020-12-04,NL,Netherlands,204
2020-12-05,NL,Netherlands,145
2020-12-06,NL,Netherlands,140
2020-12-07,NL,Netherlands,220
2020-12-08,NL,Netherlands,178
2020-12-09,NL,Netherlands,179
2020-12-10,NL,Netherlands,199
2020-12-11,NL,Netherlands,255
2020-12-12,NL,Netherlands,154
2020-12-13,NL,Netherlands,179
2020-12-14,NL,Netherlands,276
2020-12-15,NL,Netherlands,219
2020-12-16,NL,Netherlands,247
2020-12-17,NL,Netherlands,256
2020-12-18,NL,Netherlands,287
2020-12-19,NL,Netherlands,182
2020-12-20,NL,Netherlands,192
2020-12-21,NL,Netherlands,344
2020-12-22,NL,Netherlands,279
2020-12-23,NL,Netherlands,293
2020-12-24,NL,Netherlands,304
2020-12-25,NL,Netherlands,230
2020-12-26,NL,Netherlands,239
2020-12-27,NL,Netherlands,269
2020-12-28,NL,Netherlands,449
2020-12-29,NL,Netherlands,252
2020-12-30,NL,Netherlands,262
2020-12-31,NL,Netherlands,262
2021-01-01,NL,Netherlands,213
2021-01-02,NL,Netherlands,232
2021-01-03,NL,Netherlands,228
2021-01-04,NL,Netherlands,330
2021-01-05,NL,Netherlands,278
2021-01-06,NL,Netherlands,245
2021-01-07,NL,Netherlands,241
2021-01-08,NL,Netherlands,242
2021-01-09,NL,Netherlands,164
2021-01-10,NL,Netherlands,186
2021-01-11,NL,Netherlands,275
2021-01-12,NL,Netherlands,210
2021-01-13,NL,Netherlands,239
2021-01-14,NL,Netherlands,209
2021-01-15,NL,Netherlands,216
2021-01-16,NL,Netherlands,163
2021-01-17,NL,Netherlands,148
2021-01-18,NL,Netherlands,246
2021-01-19,NL,Netherlands,219
2021-01-20,NL,Netherlands,185
2021-01-21,NL,Netherlands,230
2021-01-22,NL,Netherlands,209
2021-01-23,NL,Netherlands,159
2021-01-24,NL,Netherlands,151
2021-01-25,NL,Netherlands,213
2021-01-26,NL,Netherlands,175
2021-01-27,NL,Netherlands,183
2021-01-28,NL,Netherlands,209
2021-01-29,NL,Netherlands,222
2021-01-30,NL,Netherlands,132
2021-01-31,NL,Netherlands,150
2021-02-01,NL,Netherlands,233
2021-02-02,NL,Netherlands,180
2021-02-03,NL,Netherlands,173
2021-02-04,NL,Netherlands,194
2021-02-05,NL,Netherlands,183
2021-02-06,NL,Netherlands,131
2021-02-07,NL,Netherlands,117
2021-02-08,NL,Netherlands,197
2021-02-09,NL,Netherlands,191
2021-02-10,NL,Netherlands,193
2021-02-11,NL,Netherlands,181
2021-02-12,NL,Netherlands,184
2021-02-13,NL,Netherlands,115
2021-02-14,NL,Netherlands,140
2021-02-15,NL,Netherlands,217
2021-02-16,NL,Netherlands,171
2021-02-17,NL,Netherlands,165
2021-02-18,NL,Netherlands,201
2021-02-19,NL,Netherlands,162
2021-02-20,NL,Netherlands,131
2021-02-21,NL,Netherlands,127
2021-02-22,NL,Netherlands,218
2021-02-23,NL,Netherlands,163
2021-02-24,NL,Netherlands,183
2021-02-25,NL,Netherlands,159
2021-02-26,NL,Netherlands,192
2021-02-27,NL,Netherlands,130
2021-02-28,NL,Netherlands,147
2021-03-01,NL,Netherlands,232
2021-03-02,NL,Netherlands,174
2021-03-03,NL,Netherlands,153
2021-03-04,NL,Netherlands,176
2021-03-05,NL,Netherlands,174
2021-03-06,NL,Netherlands,116
2021-03-07,NL,Netherlands,155
2021-03-08,NL,Netherlands,225
2021-03-09,NL,Netherlands,184
2021-03-10,NL,Netherlands,184
2021-03-11,NL,Netherlands,192
2021-03-12,NL,Netherlands,187
2021-03-13,NL,Netherlands,162
2021-03-14,NL,Netherlands,158
2021-03-15,NL,Netherlands,218
2021-03-16,NL,Netherlands,211
2021-03-17,NL,Netherlands,189
2021-03-18,NL,Netherlands,233
2021-03-19,NL,Netherlands,217
2021-03-20,NL,Netherlands,170
2021-03-21,NL,Netherlands,192
2021-03-22,NL,Netherlands,277
2021-03-23,NL,Netherlands,217
2021-03-24,NL,Netherlands,241
2021-03-25,NL,Netherlands,240
2021-03-26,NL,Netherlands,274
2021-03-27,NL,Netherlands,155
2021-03-28,NL,Netherlands,184
2021-03-29,NL,Netherlands,330
2021-03-30,NL,Netherlands,241
2021-03-31,NL,Netherlands,251
2021-04-01,NL,Netherlands,250
2021-04-02,NL,Netherlands,223
2021-04-03,NL,Netherlands,155
2021-04-04,NL,Netherlands,204
2021-04-05,NL,Netherlands,218
2021-04-06,NL,Netherlands,262
2021-04-07,NL,Netherlands,232
2021-04-08,NL,Netherlands,232
2021-04-09,NL,Netherlands,286
2021-04-10,NL,Netherlands,186
2021-04-11,NL,Netherlands,187
2021-04-12,NL,Netherlands,212
2021-04-13,NL,Netherlands,181
2021-04-14,NL,Netherlands,158
2021-04-15,NL,Netherlands,18
2020-01-01,NL,Netherlands,0
2020-01-04,NL,Netherlands,0
2020-01-06,NL,Netherlands,0
2020-01-16,NL,Netherlands,0
2020-01-20,NL,Netherlands,0
2020-01-22,NL,Netherlands,0
2020-01-24,NL,Netherlands,0
2020-01-25,NL,Netherlands,0
2020-01-26,NL,Netherlands,0
2020-01-27,NL,Netherlands,0
2020-01-29,NL,Netherlands,0
2020-01-31,NL,Netherlands,1
2020-02-01,NL,Netherlands,2
2020-02-03,NL,Netherlands,0
2020-02-06,NL,Netherlands,0
2020-02-07,NL,Netherlands,1
2020-02-10,NL,Netherlands,2
2020-02-11,NL,Netherlands,1
2020-02-12,NL,Netherlands,0
2020-02-13,NL,Netherlands,0
2020-02-14,NL,Netherlands,1
2020-02-15,NL,Netherlands,1
2020-02-16,NL,Netherlands,2
2020-02-17,NL,Netherlands,2
2020-02-18,NL,Netherlands,1
2020-02-19,NL,Netherlands,4
2020-02-20,NL,Netherlands,6
2020-02-21,NL,Netherlands,3
2020-02-22,NL,Netherlands,0
2020-02-23,NL,Netherlands,6
2020-02-24,NL,Netherlands,7
2020-02-25,NL,Netherlands,7
2020-02-26,NL,Netherlands,12
2021-04-16,NL,Netherlands,92
2021-04-17,NL,Netherlands,75
2021-04-18,NL,Netherlands,80
2021-04-19,NL,Netherlands,91
2021-04-20,NL,Netherlands,69
2021-04-21,NL,Netherlands,68
2021-04-22,NL,Netherlands,80
2021-04-23,NL,Netherlands,58
2021-04-24,NL,Netherlands,60
2021-04-25,NL,Netherlands,59
2021-04-26,NL,Netherlands,82
2021-04-27,NL,Netherlands,66
2021-04-28,NL,Netherlands,74
2021-04-29,NL,Netherlands,68
2021-04-30,NL,Netherlands,59
2021-05-01,NL,Netherlands,49
2021-05-02,NL,Netherlands,56
2021-05-03,NL,Netherlands,67
2021-05-04,NL,Netherlands,53
2021-05-05,NL,Netherlands,62
2021-05-06,NL,Netherlands,53
2021-05-07,NL,Netherlands,70
2021-05-08,NL,Netherlands,45
2021-05-09,NL,Netherlands,41
2021-05-10,NL,Netherlands,69
2021-05-11,NL,Netherlands,45
2021-05-12,NL,Netherlands,54
2021-05-13,NL,Netherlands,46
2021-05-14,NL,Netherlands,33
2021-05-15,NL,Netherlands,42
2021-05-16,NL,Netherlands,32
2021-05-17,NL,Netherlands,39
2021-05-18,NL,Netherlands,35
2021-05-19,NL,Netherlands,29
2021-05-20,NL,Netherlands,42
2021-05-21,NL,Netherlands,28
2021-05-22,NL,Netherlands,21
2021-05-23,NL,Netherlands,21
2021-05-24,NL,Netherlands,29
2021-05-25,NL,Netherlands,23
2021-05-26,NL,Netherlands,27
2021-05-27,NL,Netherlands,23
2021-05-28,NL,Netherlands,14
2021-05-29,NL,Netherlands,17
2021-05-30,NL,Netherlands,14
2021-05-31,NL,Netherlands,20
2021-06-01,NL,Netherlands,19
2021-06-02,NL,Netherlands,16
2021-06-03,NL,Netherlands,14
2021-06-04,NL,Netherlands,19
2021-06-05,NL,Netherlands,13
2021-06-06,NL,Netherlands,7
2021-06-07,NL,Netherlands,10
2021-06-08,NL,Netherlands,3
2021-06-09,NL,Netherlands,10
2021-06-10,NL,Netherlands,4
2021-06-11,NL,Netherlands,5
2021-06-12,NL,Netherlands,8
2021-06-13,NL,Netherlands,5
2021-06-14,NL,Netherlands,12
2021-06-15,NL,Netherlands,5
2021-06-16,NL,Netherlands,4
2021-06-17,NL,Netherlands,5
2021-06-18,NL,Netherlands,12
2021-06-19,NL,Netherlands,1
2021-06-20,NL,Netherlands,3
2021-06-21,NL,Netherlands,2
2021-06-22,NL,Netherlands,5
2021-06-23,NL,Netherlands,6
2021-06-24,NL,Netherlands,2
2021-06-25,NL,Netherlands,2
2021-06-26,NL,Netherlands,4
2021-06-27,NL,Netherlands,2
2021-06-28,NL,Netherlands,3
2021-06-29,NL,Netherlands,2
2021-06-30,NL,Netherlands,1
2021-07-01,NL,Netherlands,0
2021-07-02,NL,Netherlands,1
2021-07-03,NL,Netherlands,4
2021-07-04,NL,Netherlands,2
2021-07-05,NL,Netherlands,2
2021-07-06,NL,Netherlands,0
2021-07-07,NL,Netherlands,0
2021-07-08,NL,Netherlands,0
2020-02-21,NO,Norway,0
2020-02-22,NO,Norway,0
2020-02-23,NO,Norway,0
2020-02-24,NO,Norway,0
2020-02-25,NO,Norway,0
2020-02-26,NO,Norway,0
2020-02-27,NO,Norway,0
2020-02-28,NO,Norway,0
2020-02-29,NO,Norway,0
2020-03-01,NO,Norway,0
2020-03-02,NO,Norway,0
2020-03-03,NO,Norway,0
2020-03-04,NO,Norway,0
2020-03-05,NO,Norway,0
2020-03-06,NO,Norway,1
2020-03-07,NO,Norway,0
2020-03-08,NO,Norway,1
2020-03-09,NO,Norway,3
2020-03-10,NO,Norway,7
2020-03-11,NO,Norway,8
2020-03-12,NO,Norway,4
2020-03-13,NO,Norway,9
2020-03-14,NO,Norway,11
2020-03-15,NO,Norway,8
2020-03-16,NO,Norway,19
2020-03-17,NO,Norway,19
2020-03-18,NO,Norway,24
2020-03-19,NO,Norway,38
2020-03-20,NO,Norway,32
2020-03-21,NO,Norway,28
2020-03-22,NO,Norway,28
2020-03-23,NO,Norway,43
2020-03-24,NO,Norway,46
2020-03-25,NO,Norway,60
2020-03-26,NO,Norway,45
2020-03-27,NO,Norway,36
2020-03-28,NO,Norway,34
2020-03-29,NO,Norway,24
2020-03-30,NO,Norway,33
2020-03-31,NO,Norway,38
2020-04-01,NO,Norway,27
2020-04-02,NO,Norway,37
2020-04-03,NO,Norway,21
2020-04-04,NO,Norway,27
2020-04-05,NO,Norway,14
2020-04-06,NO,Norway,19
2020-04-07,NO,Norway,14
2020-04-08,NO,Norway,22
2020-04-09,NO,Norway,10
2020-04-10,NO,Norway,6
2020-04-11,NO,Norway,11
2020-04-12,NO,Norway,9
2020-04-13,NO,Norway,10
2020-04-14,NO,Norway,11
2020-04-15,NO,Norway,12
2020-04-16,NO,Norway,4
2020-04-17,NO,Norway,15
2020-04-18,NO,Norway,9
2020-04-19,NO,Norway,5
2020-04-20,NO,Norway,5
2020-04-21,NO,Norway,4
2020-04-22,NO,Norway,8
2020-04-23,NO,Norway,5
2020-04-24,NO,Norway,8
2020-04-25,NO,Norway,4
2020-04-26,NO,Norway,6
2020-04-27,NO,Norway,2
2020-04-28,NO,Norway,7
2020-04-29,NO,Norway,0
2020-04-30,NO,Norway,2
2020-05-01,NO,Norway,2
2020-05-02,NO,Norway,2
2020-05-03,NO,Norway,1
2020-05-04,NO,Norway,2
2020-05-05,NO,Norway,3
2020-05-06,NO,Norway,4
2020-05-07,NO,Norway,2
2020-05-08,NO,Norway,4
2020-05-09,NO,Norway,1
2020-05-10,NO,Norway,1
2020-05-11,NO,Norway,2
2020-05-12,NO,Norway,3
2020-05-13,NO,Norway,3
2020-05-14,NO,Norway,2
2020-05-15,NO,Norway,1
2020-05-16,NO,Norway,0
2020-05-17,NO,Norway,0
2020-05-18,NO,Norway,5
2020-05-19,NO,Norway,1
2020-05-20,NO,Norway,1
2020-05-21,NO,Norway,2
2020-05-22,NO,Norway,1
2020-05-23,NO,Norway,0
2020-05-24,NO,Norway,0
2020-05-25,NO,Norway,0
2020-05-26,NO,Norway,1
2020-05-27,NO,Norway,4
2020-05-28,NO,Norway,2
2020-05-29,NO,Norway,1
2020-05-30,NO,Norway,0
2020-05-31,NO,Norway,2
2020-06-01,NO,Norway,1
2020-06-02,NO,Norway,0
2020-06-03,NO,Norway,0
2020-06-04,NO,Norway,0
2020-06-05,NO,Norway,1
2020-06-06,NO,Norway,0
2020-06-07,NO,Norway,0
2020-06-08,NO,Norway,1
2020-06-09,NO,Norway,2
2020-06-10,NO,Norway,1
2020-06-11,NO,Norway,2
2020-06-12,NO,Norway,1
2020-06-13,NO,Norway,0
2020-06-14,NO,Norway,1
2020-06-15,NO,Norway,1
2020-06-16,NO,Norway,1
2020-06-17,NO,Norway,3
2020-06-18,NO,Norway,1
2020-06-19,NO,Norway,1
2020-06-20,NO,Norway,0
2020-06-21,NO,Norway,0
2020-06-22,NO,Norway,2
2020-06-23,NO,Norway,1
2020-06-24,NO,Norway,2
2020-06-25,NO,Norway,1
2020-06-26,NO,Norway,3
2020-06-27,NO,Norway,2
2020-06-28,NO,Norway,2
2020-06-29,NO,Norway,0
2020-06-30,NO,Norway,2
2020-07-01,NO,Norway,0
2020-07-02,NO,Norway,2
2020-07-03,NO,Norway,1
2020-07-04,NO,Norway,0
2020-07-05,NO,Norway,1
2020-07-06,NO,Norway,0
2020-07-07,NO,Norway,0
2020-07-08,NO,Norway,1
2020-07-09,NO,Norway,0
2020-07-10,NO,Norway,0
2020-07-11,NO,Norway,1
2020-07-12,NO,Norway,0
2020-07-13,NO,Norway,2
2020-07-14,NO,Norway,0
2020-07-15,NO,Norway,1
2020-07-16,NO,Norway,2
2020-07-17,NO,Norway,1
2020-07-18,NO,Norway,2
2020-07-19,NO,Norway,0
2020-07-20,NO,Norway,0
2020-07-21,NO,Norway,0
2020-07-22,NO,Norway,0
2020-07-23,NO,Norway,0
2020-07-24,NO,Norway,2
2020-07-25,NO,Norway,0
2020-07-26,NO,Norway,1
2020-07-27,NO,Norway,1
2020-07-28,NO,Norway,0
2020-07-29,NO,Norway,0
2020-07-30,NO,Norway,2
2020-07-31,NO,Norway,5
2020-08-01,NO,Norway,2
2020-08-02,NO,Norway,1
2020-08-03,NO,Norway,2
2020-08-04,NO,Norway,1
2020-08-05,NO,Norway,5
2020-08-06,NO,Norway,2
2020-08-07,NO,Norway,1
2020-08-08,NO,Norway,3
2020-08-09,NO,Norway,2
2020-08-10,NO,Norway,3
2020-08-11,NO,Norway,1
2020-08-12,NO,Norway,0
2020-08-13,NO,Norway,0
2020-08-14,NO,Norway,1
2020-08-15,NO,Norway,3
2020-08-16,NO,Norway,2
2020-08-17,NO,Norway,1
2020-08-18,NO,Norway,1
2020-08-19,NO,Norway,1
2020-08-20,NO,Norway,3
2020-08-21,NO,Norway,3
2020-08-22,NO,Norway,2
2020-08-23,NO,Norway,1
2020-08-24,NO,Norway,3
2020-08-25,NO,Norway,1
2020-08-26,NO,Norway,2
2020-08-27,NO,Norway,3
2020-08-28,NO,Norway,2
2020-08-29,NO,Norway,1
2020-08-30,NO,Norway,0
2020-08-31,NO,Norway,1
2020-09-01,NO,Norway,2
2020-09-02,NO,Norway,2
2020-09-03,NO,Norway,2
2020-09-04,NO,Norway,3
2020-09-05,NO,Norway,0
2020-09-06,NO,Norway,2
2020-09-07,NO,Norway,4
2020-09-08,NO,Norway,2
2020-09-09,NO,Norway,4
2020-09-10,NO,Norway,4
2020-09-11,NO,Norway,3
2020-09-12,NO,Norway,2
2020-09-13,NO,Norway,1
2020-09-14,NO,Norway,6
2020-09-15,NO,Norway,1
2020-09-16,NO,Norway,4
2020-09-17,NO,Norway,2
2020-09-18,NO,Norway,3
2020-09-19,NO,Norway,5
2020-09-20,NO,Norway,2
2020-09-21,NO,Norway,3
2020-09-22,NO,Norway,3
2020-09-23,NO,Norway,3
2020-09-24,NO,Norway,3
2020-09-25,NO,Norway,1
2020-09-26,NO,Norway,1
2020-09-27,NO,Norway,1
2020-09-28,NO,Norway,6
2020-09-29,NO,Norway,4
2020-09-30,NO,Norway,3
2020-10-01,NO,Norway,5
2020-10-02,NO,Norway,4
2020-10-03,NO,Norway,0
2020-10-04,NO,Norway,1
2020-10-05,NO,Norway,2
2020-10-06,NO,Norway,1
2020-10-07,NO,Norway,5
2020-10-08,NO,Norway,3
2020-10-09,NO,Norway,10
2020-10-10,NO,Norway,4
2020-10-11,NO,Norway,7
2020-10-12,NO,Norway,4
2020-10-13,NO,Norway,2
2020-10-14,NO,Norway,1
2020-10-15,NO,Norway,3
2020-10-16,NO,Norway,5
2020-10-17,NO,Norway,4
2020-10-18,NO,Norway,3
2020-10-19,NO,Norway,1
2020-10-20,NO,Norway,8
2020-10-21,NO,Norway,10
2020-10-22,NO,Norway,5
2020-10-23,NO,Norway,4
2020-10-24,NO,Norway,7
2020-10-25,NO,Norway,8
2020-10-26,NO,Norway,12
2020-10-27,NO,Norway,5
2020-10-28,NO,Norway,7
2020-10-29,NO,Norway,13
2020-10-30,NO,Norway,6
2020-10-31,NO,Norway,6
2020-11-01,NO,Norway,5
2020-11-02,NO,Norway,13
2020-11-03,NO,Norway,18
2020-11-04,NO,Norway,9
2020-11-05,NO,Norway,18
2020-11-06,NO,Norway,18
2020-11-07,NO,Norway,12
2020-11-08,NO,Norway,10
2020-11-09,NO,Norway,15
2020-11-10,NO,Norway,13
2020-11-11,NO,Norway,21
2020-11-12,NO,Norway,18
2020-11-13,NO,Norway,20
2020-11-14,NO,Norway,10
2020-11-15,NO,Norway,13
2020-11-16,NO,Norway,19
2020-11-17,NO,Norway,16
2020-11-18,NO,Norway,12
2020-11-19,NO,Norway,16
2020-11-20,NO,Norway,13
2020-11-21,NO,Norway,18
2020-11-22,NO,Norway,15
2020-11-23,NO,Norway,15
2020-11-24,NO,Norway,13
2020-11-25,NO,Norway,19
2020-11-26,NO,Norway,10
2020-11-27,NO,Norway,17
2020-11-28,NO,Norway,14
2020-11-29,NO,Norway,7
2020-11-30,NO,Norway,15
2020-12-01,NO,Norway,18
2020-12-02,NO,Norway,11
2020-12-03,NO,Norway,15
2020-12-04,NO,Norway,25
2020-12-05,NO,Norway,10
2020-12-06,NO,Norway,17
2020-12-07,NO,Norway,13
2020-12-08,NO,Norway,15
2020-12-09,NO,Norway,11
2020-12-10,NO,Norway,15
2020-12-11,NO,Norway,7
2020-12-12,NO,Norway,12
2020-12-13,NO,Norway,8
2020-12-14,NO,Norway,11
2020-12-15,NO,Norway,20
2020-12-16,NO,Norway,6
2020-12-17,NO,Norway,14
2020-12-18,NO,Norway,20
2020-12-19,NO,Norway,10
2020-12-20,NO,Norway,18
2020-12-21,NO,Norway,11
2020-12-22,NO,Norway,9
2020-12-23,NO,Norway,11
2020-12-24,NO,Norway,8
2020-12-25,NO,Norway,13
2020-12-26,NO,Norway,10
2020-12-27,NO,Norway,16
2020-12-28,NO,Norway,23
2020-12-29,NO,Norway,16
2020-12-30,NO,Norway,14
2020-12-31,NO,Norway,11
2021-01-01,NO,Norway,15
2021-01-02,NO,Norway,10
2021-01-03,NO,Norway,8
2021-01-04,NO,Norway,15
2021-01-05,NO,Norway,9
2021-01-06,NO,Norway,8
2021-01-07,NO,Norway,19
2021-01-08,NO,Norway,14
2021-01-09,NO,Norway,16
2021-01-10,NO,Norway,10
2021-01-11,NO,Norway,12
2021-01-12,NO,Norway,17
2021-01-13,NO,Norway,22
2021-01-14,NO,Norway,11
2021-01-15,NO,Norway,14
2021-01-16,NO,Norway,9
2021-01-17,NO,Norway,5
2021-01-18,NO,Norway,11
2021-01-19,NO,Norway,9
2021-01-20,NO,Norway,16
2021-01-21,NO,Norway,19
2021-01-22,NO,Norway,16
2021-01-23,NO,Norway,6
2021-01-24,NO,Norway,14
2021-01-25,NO,Norway,5
2021-01-26,NO,Norway,8
2021-01-27,NO,Norway,4
2021-01-28,NO,Norway,9
2021-01-29,NO,Norway,12
2021-01-30,NO,Norway,3
2021-01-31,NO,Norway,6
2021-02-01,NO,Norway,6
2021-02-02,NO,Norway,6
2021-02-03,NO,Norway,1
2021-02-04,NO,Norway,5
2021-02-05,NO,Norway,6
2021-02-06,NO,Norway,5
2021-02-07,NO,Norway,5
2021-02-08,NO,Norway,9
2021-02-09,NO,Norway,7
2021-02-10,NO,Norway,7
2021-02-11,NO,Norway,7
2021-02-12,NO,Norway,7
2021-02-13,NO,Norway,7
2021-02-14,NO,Norway,2
2021-02-15,NO,Norway,6
2021-02-16,NO,Norway,2
2021-02-17,NO,Norway,11
2021-02-18,NO,Norway,9
2021-02-19,NO,Norway,11
2021-02-20,NO,Norway,8
2021-02-21,NO,Norway,14
2021-02-22,NO,Norway,9
2021-02-23,NO,Norway,13
2021-02-24,NO,Norway,12
2021-02-25,NO,Norway,13
2021-02-26,NO,Norway,10
2021-02-27,NO,Norway,8
2021-02-28,NO,Norway,9
2021-03-01,NO,Norway,14
2021-03-02,NO,Norway,15
2021-03-03,NO,Norway,16
2021-03-04,NO,Norway,13
2021-03-05,NO,Norway,17
2021-03-06,NO,Norway,11
2021-03-07,NO,Norway,19
2021-03-08,NO,Norway,26
2021-03-09,NO,Norway,21
2021-03-10,NO,Norway,19
2021-03-11,NO,Norway,24
2021-03-12,NO,Norway,32
2021-03-13,NO,Norway,24
2021-03-14,NO,Norway,27
2021-03-15,NO,Norway,31
2021-03-16,NO,Norway,26
2021-03-17,NO,Norway,32
2021-03-18,NO,Norway,38
2021-03-19,NO,Norway,37
2021-03-20,NO,Norway,30
2021-03-21,NO,Norway,34
2021-03-22,NO,Norway,30
2021-03-23,NO,Norway,36
2021-03-24,NO,Norway,23
2021-03-25,NO,Norway,33
2021-03-26,NO,Norway,30
2021-03-27,NO,Norway,26
2021-03-28,NO,Norway,30
2021-03-29,NO,Norway,35
2021-03-30,NO,Norway,37
2021-03-31,NO,Norway,26
2021-04-01,NO,Norway,23
2021-04-02,NO,Norway,35
2021-04-03,NO,Norway,26
2021-04-04,NO,Norway,27
2021-04-05,NO,Norway,27
2021-04-06,NO,Norway,33
2021-04-07,NO,Norway,30
2021-04-08,NO,Norway,32
2021-04-09,NO,Norway,36
2021-04-10,NO,Norway,19
