location,location_name,epi_year,epi_week,date,inc_case,inc_death,inc_hosp
IS,Iceland,2020,51,2020-12-19,69,0,3
IT,Italy,2020,51,2020-12-19,112308,4411,8745
LI,Liechtenstein,2020,51,2020-12-19,249,5,NA
LT,Lithuania,2020,51,2020-12-19,19577,280,NA
LU,Luxembourg,2020,51,2020-12-19,2973,42,NA
LV,Latvia,2020,51,2020-12-19,5251,103,766
MT,Malta,2020,51,2020-12-19,520,21,31
NL,Netherlands,2020,51,2020-12-19,73070,440,1656
NO,Norway,2020,51,2020-12-19,2779,17,89
PL,Poland,2020,51,2020-12-19,67410,2578,1043
PT,Portugal,2020,51,2020-12-19,26087,602,429
RO,Romania,2020,51,2020-12-19,36044,1032,NA
SE,Sweden,2020,51,2020-12-19,47022,479,NA
SI,Slovenia,2020,51,2020-12-19,9532,273,750
SK,Slovakia,2020,51,2020-12-19,18481,362,NA
AT,Austria,2020,52,2020-12-26,13275,634,NA
BE,Belgium,2020,52,2020-12-26,14270,613,1138
BG,Bulgaria,2020,52,2020-12-26,6355,572,NA
CH,Switzerland,2020,52,2020-12-26,24208,629,67
CY,Cyprus,2020,52,2020-12-26,2309,22,109
CZ,Czechia,2020,52,2020-12-26,48733,679,8141
DE,Germany,2020,52,2020-12-26,137722,3775,NA
DK,Denmark,2020,52,2020-12-26,19561,134,947
EE,Estonia,2020,52,2020-12-26,3808,34,288
ES,Spain,2020,52,2020-12-26,57715,898,NA
FI,Finland,2020,52,2020-12-26,1968,35,NA
FR,France,2020,52,2020-12-26,89549,2153,7802
GB,United Kingdom,2020,52,2020-12-26,251786,3330,16794
GR,Greece,2020,52,2020-12-26,4629,451,NA
HR,Croatia,2020,52,2020-12-26,11325,512,1727
HU,Hungary,2020,52,2020-12-26,15340,1037,NA
IE,Ireland,2020,52,2020-12-26,6618,46,179
IS,Iceland,2020,52,2020-12-26,62,0,NA
IT,Italy,2020,52,2020-12-26,100676,3173,8442
LI,Liechtenstein,2020,52,2020-12-26,266,12,NA
LT,Lithuania,2020,52,2020-12-26,19925,306,NA
LU,Luxembourg,2020,52,2020-12-26,1481,24,NA
LV,Latvia,2020,52,2020-12-26,5522,88,815
MT,Malta,2020,52,2020-12-26,620,19,24
NL,Netherlands,2020,52,2020-12-26,77232,511,1882
NO,Norway,2020,52,2020-12-26,3096,17,80
PL,Poland,2020,52,2020-12-26,59847,1807,803
PT,Portugal,2020,52,2020-12-26,22209,493,424
RO,Romania,2020,52,2020-12-26,25816,812,NA
SE,Sweden,2020,52,2020-12-26,28928,286,NA
SI,Slovenia,2020,52,2020-12-26,9171,218,697
SK,Slovakia,2020,52,2020-12-26,17374,222,NA
AT,Austria,2020,53,2021-01-02,13818,432,NA
BE,Belgium,2020,53,2021-01-02,11139,486,1080
BG,Bulgaria,2020,53,2021-01-02,5496,521,NA
CH,Switzerland,2020,53,2021-01-02,24099,577,72
CY,Cyprus,2020,53,2021-01-02,3909,18,114
CZ,Czechia,2020,53,2021-01-02,67900,877,10126
DE,Germany,2020,53,2021-01-02,127300,4534,NA
DK,Denmark,2020,53,2021-01-02,16374,192,1014
EE,Estonia,2020,53,2021-01-02,3762,37,245
ES,Spain,2020,53,2021-01-02,73314,1013,NA
FI,Finland,2020,53,2021-01-02,1783,37,NA
FR,France,2020,53,2021-01-02,91016,2346,7477
GB,United Kingdom,2020,53,2021-01-02,343784,4165,23058
GR,Greece,2020,53,2021-01-02,4595,368,NA
HR,Croatia,2020,53,2021-01-02,7950,403,1547
HU,Hungary,2020,53,2021-01-02,11326,830,NA
IE,Ireland,2020,53,2021-01-02,11532,52,463
IS,Iceland,2020,53,2021-01-02,71,1,0
IT,Italy,2020,53,2021-01-02,102442,3365,9335
LI,Liechtenstein,2020,53,2021-01-02,196,6,NA
LT,Lithuania,2020,53,2021-01-02,17023,317,NA
LU,Luxembourg,2020,53,2021-01-02,1206,37,NA
LV,Latvia,2020,53,2021-01-02,6110,153,857
MT,Malta,2020,53,2021-01-02,756,14,26
NL,Netherlands,2020,53,2021-01-02,59860,595,1939
NO,Norway,2020,53,2021-01-02,3588,15,105
PL,Poland,2020,53,2021-01-02,58823,1997,951
PT,Portugal,2020,53,2021-01-02,30874,489,655
RO,Romania,2020,53,2021-01-02,23635,811,NA
SE,Sweden,2020,53,2021-01-02,41331,448,NA
SI,Slovenia,2020,53,2021-01-02,10159,242,713
SK,Slovakia,2020,53,2021-01-02,19595,518,NA
AT,Austria,2021,1,2021-01-09,14769,412,NA
BE,Belgium,2021,1,2021-01-09,13525,394,975
BG,Bulgaria,2021,1,2021-01-09,5526,453,NA
CH,Switzerland,2021,1,2021-01-09,25687,450,42
CY,Cyprus,2021,1,2021-01-09,3856,14,140
CZ,Czechia,2021,1,2021-01-09,87247,1151,12061
DE,Germany,2021,1,2021-01-09,154922,6117,NA
DK,Denmark,2021,1,2021-01-09,12699,197,885
EE,Estonia,2021,1,2021-01-09,4300,37,266
ES,Spain,2021,1,2021-01-09,122095,1037,NA
FI,Finland,2021,1,2021-01-09,1788,25,NA
FR,France,2021,1,2021-01-09,122716,2674,8934
GB,United Kingdom,2021,1,2021-01-09,417620,6298,28804
GR,Greece,2021,1,2021-01-09,4584,306,NA
HR,Croatia,2021,1,2021-01-09,7085,326,1230
HU,Hungary,2021,1,2021-01-09,13771,773,NA
IE,Ireland,2021,1,2021-01-09,43801,84,837
IS,Iceland,2021,1,2021-01-09,126,0,0
IT,Italy,2021,1,2021-01-09,116665,3409,9492
LI,Liechtenstein,2021,1,2021-01-09,136,6,NA
LT,Lithuania,2021,1,2021-01-09,13301,286,NA
LU,Luxembourg,2021,1,2021-01-09,1329,32,NA
LV,Latvia,2021,1,2021-01-09,7023,150,954
MT,Malta,2021,1,2021-01-09,1215,12,35
NL,Netherlands,2021,1,2021-01-09,52470,742,1728
NO,Norway,2021,1,2021-01-09,4653,36,89
PL,Poland,2021,1,2021-01-09,63609,1953,1071
PT,Portugal,2021,1,2021-01-09,52317,656,794
RO,Romania,2021,1,2021-01-09,30807,673,NA
SE,Sweden,2021,1,2021-01-09,52092,706,NA
SI,Slovenia,2021,1,2021-01-09,14175,199,751
SK,Slovakia,2021,1,2021-01-09,18992,586,NA
AT,Austria,2021,2,2021-01-16,13440,366,NA
BE,Belgium,2021,2,2021-01-16,14515,358,846
BG,Bulgaria,2021,2,2021-01-16,3330,377,NA
CH,Switzerland,2021,2,2021-01-16,17245,412,32
CY,Cyprus,2021,2,2021-01-16,1935,25,111
CZ,Czechia,2021,2,2021-01-16,61190,1237,11391
DE,Germany,2021,2,2021-01-16,110183,5867,NA
DK,Denmark,2021,2,2021-01-16,7959,205,746
EE,Estonia,2021,2,2021-01-16,3602,42,271
ES,Spain,2021,2,2021-01-16,201804,1440,NA
FI,Finland,2021,2,2021-01-16,1709,32,NA
FR,France,2021,2,2021-01-16,125412,2537,9790
GB,United Kingdom,2021,2,2021-01-16,339952,7722,28595
GR,Greece,2021,2,2021-01-16,4077,214,NA
HR,Croatia,2021,2,2021-01-16,5228,246,1031
HU,Hungary,2021,2,2021-01-16,10128,710,NA
IE,Ireland,2021,2,2021-01-16,29053,259,1041
IS,Iceland,2021,2,2021-01-16,76,0,1
IT,Italy,2021,2,2021-01-16,110867,3406,8664
LI,Liechtenstein,2021,2,2021-01-16,51,0,NA
LT,Lithuania,2021,2,2021-01-16,8956,245,NA
LU,Luxembourg,2021,2,2021-01-16,886,22,NA
LV,Latvia,2021,2,2021-01-16,6145,143,823
MT,Malta,2021,2,2021-01-16,1235,6,43
NL,Netherlands,2021,2,2021-01-16,40721,658,1496
NO,Norway,2021,2,2021-01-16,3526,45,95
PL,Poland,2021,2,2021-01-16,53223,2202,826
PT,Portugal,2021,2,2021-01-16,63229,1008,898
RO,Romania,2021,2,2021-01-16,23286,572,NA
SE,Sweden,2021,2,2021-01-16,34015,890,NA
SI,Slovenia,2021,2,2021-01-16,10038,167,788
SK,Slovakia,2021,2,2021-01-16,17516,581,NA
AT,Austria,2021,3,2021-01-23,11001,336,NA
BE,Belgium,2021,3,2021-01-23,14645,330,964
BG,Bulgaria,2021,3,2021-01-23,2960,337,NA
CH,Switzerland,2021,3,2021-01-23,14051,353,18
CY,Cyprus,2021,3,2021-01-23,1149,13,111
CZ,Czechia,2021,3,2021-01-23,49455,1055,10445
DE,Germany,2021,3,2021-01-23,99046,5409,NA
DK,Denmark,2021,3,2021-01-23,5718,222,623
EE,Estonia,2021,3,2021-01-23,3493,48,300
ES,Spain,2021,3,2021-01-23,247396,2127,NA
FI,Finland,2021,3,2021-01-23,2233,26,NA
FR,France,2021,3,2021-01-23,138788,2731,11064
GB,United Kingdom,2021,3,2021-01-23,260098,8739,25535
GR,Greece,2021,3,2021-01-23,3276,181,NA
HR,Croatia,2021,3,2021-01-23,3993,211,809
HU,Hungary,2021,3,2021-01-23,7730,640,NA
IE,Ireland,2021,3,2021-01-23,16404,352,700
IS,Iceland,2021,3,2021-01-23,25,0,4
IT,Italy,2021,3,2021-01-23,86452,3362,7434
LI,Liechtenstein,2021,3,2021-01-23,60,3,NA
LT,Lithuania,2021,3,2021-01-23,6735,212,NA
LU,Luxembourg,2021,3,2021-01-23,808,13,NA
LV,Latvia,2021,3,2021-01-23,5399,136,761
MT,Malta,2021,3,2021-01-23,1095,12,19
NL,Netherlands,2021,3,2021-01-23,37086,545,1387
NO,Norway,2021,3,2021-01-23,2358,27,82
PL,Poland,2021,3,2021-01-23,41267,2040,714
PT,Portugal,2021,3,2021-01-23,85053,1485,832
RO,Romania,2021,3,2021-01-23,17706,558,NA
SE,Sweden,2021,3,2021-01-23,23680,682,NA
SI,Slovenia,2021,3,2021-01-23,8737,189,677
SK,Slovakia,2021,3,2021-01-23,11819,548,NA
AT,Austria,2021,4,2021-01-30,9696,314,NA
BE,Belgium,2021,4,2021-01-30,15983,340,866
BG,Bulgaria,2021,4,2021-01-30,3922,217,NA
CH,Switzerland,2021,4,2021-01-30,12041,263,19
CY,Cyprus,2021,4,2021-01-30,899,18,70
CZ,Czechia,2021,4,2021-01-30,47353,941,9634
DE,Germany,2021,4,2021-01-30,87220,5232,NA
DK,Denmark,2021,4,2021-01-30,4178,137,418
EE,Estonia,2021,4,2021-01-30,3563,43,300
ES,Spain,2021,4,2021-01-30,243559,2878,NA
FI,Finland,2021,4,2021-01-30,2537,27,NA
FR,France,2021,4,2021-01-30,140954,2981,11355
GB,United Kingdom,2021,4,2021-01-30,178629,8242,19754
GR,Greece,2021,4,2021-01-30,4827,157,NA
HR,Croatia,2021,4,2021-01-30,3522,199,720
HU,Hungary,2021,4,2021-01-30,7962,559,NA
IE,Ireland,2021,4,2021-01-30,9119,345,534
IS,Iceland,2021,4,2021-01-30,21,0,1
IT,Italy,2021,4,2021-01-30,86598,3117,6873
LI,Liechtenstein,2021,4,2021-01-30,57,0,NA
LT,Lithuania,2021,4,2021-01-30,5811,160,NA
LU,Luxembourg,2021,4,2021-01-30,950,15,NA
LV,Latvia,2021,4,2021-01-30,5212,83,720
MT,Malta,2021,4,2021-01-30,1179,15,24
NL,Netherlands,2021,4,2021-01-30,30733,449,1260
NO,Norway,2021,4,2021-01-30,1990,20,55
PL,Poland,2021,4,2021-01-30,37795,1829,626
PT,Portugal,2021,4,2021-01-30,86549,1985,827
RO,Romania,2021,4,2021-01-30,17724,542,NA
SE,Sweden,2021,4,2021-01-30,19791,586,NA
SI,Slovenia,2021,4,2021-01-30,8594,161,601
SK,Slovakia,2021,4,2021-01-30,13619,600,NA
AT,Austria,2021,5,2021-02-06,9314,291,NA
BE,Belgium,2021,5,2021-02-06,16033,286,897
BG,Bulgaria,2021,5,2021-02-06,4934,283,NA
CH,Switzerland,2021,5,2021-02-06,10553,201,11
CY,Cyprus,2021,5,2021-02-06,909,13,69
CZ,Czechia,2021,5,2021-02-06,49398,918,9525
DE,Germany,2021,5,2021-02-06,60092,4446,NA
DK,Denmark,2021,5,2021-02-06,3091,109,258
EE,Estonia,2021,5,2021-02-06,3765,45,291
ES,Spain,2021,5,2021-02-06,198871,3067,NA
FI,Finland,2021,5,2021-02-06,2391,17,NA
FR,France,2021,5,2021-02-06,135999,2923,11234
GB,United Kingdom,2021,5,2021-02-06,133747,6521,15339
GR,Greece,2021,5,2021-02-06,6740,172,NA
HR,Croatia,2021,5,2021-02-06,3036,146,681
HU,Hungary,2021,5,2021-02-06,8846,563,NA
IE,Ireland,2021,5,2021-02-06,7245,382,402
IS,Iceland,2021,5,2021-02-06,19,0,2
IT,Italy,2021,5,2021-02-06,83315,2724,6788
LI,Liechtenstein,2021,5,2021-02-06,28,0,NA
LT,Lithuania,2021,5,2021-02-06,4538,136,NA
LU,Luxembourg,2021,5,2021-02-06,1124,13,NA
LV,Latvia,2021,5,2021-02-06,5612,147,655
MT,Malta,2021,5,2021-02-06,855,14,25
NL,Netherlands,2021,5,2021-02-06,27051,396,1222
NO,Norway,2021,5,2021-02-06,1860,18,35
PL,Poland,2021,5,2021-02-06,36856,1912,611
PT,Portugal,2021,5,2021-02-06,50888,1775,567
RO,Romania,2021,5,2021-02-06,16425,545,NA
SE,Sweden,2021,5,2021-02-06,21105,524,NA
SI,Slovenia,2021,5,2021-02-06,7314,122,511
SK,Slovakia,2021,5,2021-02-06,13584,570,NA
AT,Austria,2021,6,2021-02-13,9781,201,NA
BE,Belgium,2021,6,2021-02-13,13245,282,851
BG,Bulgaria,2021,6,2021-02-13,5964,297,NA
CH,Switzerland,2021,6,2021-02-13,8854,147,11
CY,Cyprus,2021,6,2021-02-13,776,9,60
CZ,Czechia,2021,6,2021-02-13,52737,929,9783
DE,Germany,2021,6,2021-02-13,51903,3439,NA
DK,Denmark,2021,6,2021-02-13,2881,69,207
EE,Estonia,2021,6,2021-02-13,4237,35,300
ES,Spain,2021,6,2021-02-13,114045,3361,NA
FI,Finland,2021,6,2021-02-13,2745,22,NA
FR,France,2021,6,2021-02-13,128532,2843,10247
GB,United Kingdom,2021,6,2021-02-13,97271,4816,11552
GR,Greece,2021,6,2021-02-13,8253,152,NA
HR,Croatia,2021,6,2021-02-13,2333,155,474
HU,Hungary,2021,6,2021-02-13,10630,610,NA
IE,Ireland,2021,6,2021-02-13,6248,257,299
IS,Iceland,2021,6,2021-02-13,12,0,0
IT,Italy,2021,6,2021-02-13,85721,2353,6562
LI,Liechtenstein,2021,6,2021-02-13,21,2,NA
LT,Lithuania,2021,6,2021-02-13,3963,130,NA
LU,Luxembourg,2021,6,2021-02-13,1027,16,NA
LV,Latvia,2021,6,2021-02-13,4962,116,581
MT,Malta,2021,6,2021-02-13,1075,11,38
NL,Netherlands,2021,6,2021-02-13,24011,438,1149
NO,Norway,2021,6,2021-02-13,1739,10,49
PL,Poland,2021,6,2021-02-13,38091,1715,558
PT,Portugal,2021,6,2021-02-13,22173,1229,438
RO,Romania,2021,6,2021-02-13,16748,516,NA
SE,Sweden,2021,6,2021-02-13,20349,313,NA
SI,Slovenia,2021,6,2021-02-13,5947,93,375
SK,Slovakia,2021,6,2021-02-13,14460,677,NA
AT,Austria,2021,7,2021-02-20,11233,173,NA
BE,Belgium,2021,7,2021-02-20,15264,253,840
BG,Bulgaria,2021,7,2021-02-20,6923,231,NA
CH,Switzerland,2021,7,2021-02-20,7048,100,17
CY,Cyprus,2021,7,2021-02-20,758,10,59
CZ,Czechia,2021,7,2021-02-20,63472,1039,10608
DE,Germany,2021,7,2021-02-20,51515,2893,NA
DK,Denmark,2021,7,2021-02-20,3014,49,169
EE,Estonia,2021,7,2021-02-20,5284,37,330
ES,Spain,2021,7,2021-02-20,77087,2354,NA
FI,Finland,2021,7,2021-02-20,3278,16,NA
FR,France,2021,7,2021-02-20,130902,2449,9560
GB,United Kingdom,2021,7,2021-02-20,78569,3457,9272
GR,Greece,2021,7,2021-02-20,7452,169,NA
HR,Croatia,2021,7,2021-02-20,2226,121,470
HU,Hungary,2021,7,2021-02-20,14356,616,NA
IE,Ireland,2021,7,2021-02-20,5582,204,305
IS,Iceland,2021,7,2021-02-20,12,0,1
IT,Italy,2021,7,2021-02-20,84977,2130,7038
LI,Liechtenstein,2021,7,2021-02-20,7,0,NA
LT,Lithuania,2021,7,2021-02-20,3321,105,NA
LU,Luxembourg,2021,7,2021-02-20,1243,16,NA
LV,Latvia,2021,7,2021-02-20,4827,95,506
MT,Malta,2021,7,2021-02-20,1111,13,36
NL,Netherlands,2021,7,2021-02-20,26128,407,1161
NO,Norway,2021,7,2021-02-20,1923,15,49
PL,Poland,2021,7,2021-02-20,48106,1368,628
PT,Portugal,2021,7,2021-02-20,12260,714,297
RO,Romania,2021,7,2021-02-20,17185,470,NA
SE,Sweden,2021,7,2021-02-20,22755,221,NA
SI,Slovenia,2021,7,2021-02-20,5204,64,300
SK,Slovakia,2021,7,2021-02-20,14223,612,NA
AT,Austria,2021,8,2021-02-27,13781,170,NA
BE,Belgium,2021,8,2021-02-27,17035,165,1010
BG,Bulgaria,2021,8,2021-02-27,10267,328,NA
CH,Switzerland,2021,8,2021-02-27,7157,74,8
CY,Cyprus,2021,8,2021-02-27,1135,2,59
CZ,Czechia,2021,8,2021-02-27,81274,1097,12035
DE,Germany,2021,8,2021-02-27,55756,2209,NA
DK,Denmark,2021,8,2021-02-27,3651,25,174
EE,Estonia,2021,8,2021-02-27,7366,56,364
ES,Spain,2021,8,2021-02-27,55431,2041,NA
FI,Finland,2021,8,2021-02-27,3767,16,NA
FR,France,2021,8,2021-02-27,149767,2165,9633
GB,United Kingdom,2021,8,2021-02-27,64844,2340,6607
GR,Greece,2021,8,2021-02-27,10913,196,NA
HR,Croatia,2021,8,2021-02-27,2932,91,463
HU,Hungary,2021,8,2021-02-27,24019,650,NA
IE,Ireland,2021,8,2021-02-27,4602,178,189
IS,Iceland,2021,8,2021-02-27,4,0,0
IT,Italy,2021,8,2021-02-27,112029,2021,8917
LI,Liechtenstein,2021,8,2021-02-27,24,0,NA
LT,Lithuania,2021,8,2021-02-27,3781,72,NA
LU,Luxembourg,2021,8,2021-02-27,1328,15,NA
LV,Latvia,2021,8,2021-02-27,4701,76,497
MT,Malta,2021,8,2021-02-27,1457,10,20
NL,Netherlands,2021,8,2021-02-27,32056,343,1147
NO,Norway,2021,8,2021-02-27,2511,15,79
PL,Poland,2021,8,2021-02-27,65158,1579,794
PT,Portugal,2021,8,2021-02-27,7505,379,187
RO,Romania,2021,8,2021-02-27,21888,492,NA
SE,Sweden,2021,8,2021-02-27,26143,177,NA
SI,Slovenia,2021,8,2021-02-27,5275,67,303
SK,Slovakia,2021,8,2021-02-27,15811,651,NA
AT,Austria,2021,9,2021-03-06,15554,156,NA
BE,Belgium,2021,9,2021-03-06,16395,188,1026
BG,Bulgaria,2021,9,2021-03-06,13105,426,NA
CH,Switzerland,2021,9,2021-03-06,7358,58,9
CY,Cyprus,2021,9,2021-03-06,2260,1,97
CZ,Czechia,2021,9,2021-03-06,84569,1364,13571
DE,Germany,2021,9,2021-03-06,57974,1859,NA
DK,Denmark,2021,9,2021-03-06,3594,19,198
EE,Estonia,2021,9,2021-03-06,9285,60,528
ES,Spain,2021,9,2021-03-06,-39541,1996,NA
FI,Finland,2021,9,2021-03-06,4500,25,NA
FR,France,2021,9,2021-03-06,143708,2100,9480
GB,United Kingdom,2021,9,2021-03-06,42824,1714,4846
GR,Greece,2021,9,2021-03-06,14147,237,NA
HR,Croatia,2021,9,2021-03-06,3503,74,502
HU,Hungary,2021,9,2021-03-06,35686,863,NA
IE,Ireland,2021,9,2021-03-06,3719,106,162
IS,Iceland,2021,9,2021-03-06,10,0,0
IT,Italy,2021,9,2021-03-06,138937,2071,11081
LI,Liechtenstein,2021,9,2021-03-06,23,1,NA
LT,Lithuania,2021,9,2021-03-06,4456,87,NA
LU,Luxembourg,2021,9,2021-03-06,1186,15,NA
LV,Latvia,2021,9,2021-03-06,4199,73,528
MT,Malta,2021,9,2021-03-06,1997,16,61
NL,Netherlands,2021,9,2021-03-06,31528,260,1146
NO,Norway,2021,9,2021-03-06,3720,10,95
PL,Poland,2021,9,2021-03-06,84460,1503,802
PT,Portugal,2021,9,2021-03-06,5568,236,131
RO,Romania,2021,9,2021-03-06,25831,567,NA
SE,Sweden,2021,9,2021-03-06,27652,177,NA
SI,Slovenia,2021,9,2021-03-06,5459,52,324
SK,Slovakia,2021,9,2021-03-06,15836,664,NA
AT,Austria,2021,10,2021-03-13,18194,162,NA
BE,Belgium,2021,10,2021-03-13,19512,181,1095
BG,Bulgaria,2021,10,2021-03-13,18067,641,NA
CH,Switzerland,2021,10,2021-03-13,8355,65,13
CY,Cyprus,2021,10,2021-03-13,2602,6,174
CZ,Czechia,2021,10,2021-03-13,79944,1525,14416
DE,Germany,2021,10,2021-03-13,67713,1418,NA
DK,Denmark,2021,10,2021-03-13,5592,13,187
EE,Estonia,2021,10,2021-03-13,10188,66,526
ES,Spain,2021,10,2021-03-13,34692,1120,NA
FI,Finland,2021,10,2021-03-13,4454,19,NA
FR,France,2021,10,2021-03-13,161662,1829,9832
GB,United Kingdom,2021,10,2021-03-13,40477,1045,3644
GR,Greece,2021,10,2021-03-13,15543,333,NA
HR,Croatia,2021,10,2021-03-13,4364,85,577
HU,Hungary,2021,10,2021-03-13,47811,1025,NA
IE,Ireland,2021,10,2021-03-13,3659,115,150
IS,Iceland,2021,10,2021-03-13,13,0,0
IT,Italy,2021,10,2021-03-13,155076,2303,12770
LI,Liechtenstein,2021,10,2021-03-13,16,0,NA
LT,Lithuania,2021,10,2021-03-13,3155,68,NA
LU,Luxembourg,2021,10,2021-03-13,1207,29,NA
LV,Latvia,2021,10,2021-03-13,3475,70,381
MT,Malta,2021,10,2021-03-13,2051,21,61
NL,Netherlands,2021,10,2021-03-13,35669,243,1260
NO,Norway,2021,10,2021-03-13,5254,7,165
PL,Poland,2021,10,2021-03-13,108015,1909,734
PT,Portugal,2021,10,2021-03-13,4304,157,111
RO,Romania,2021,10,2021-03-13,30331,585,NA
SE,Sweden,2021,10,2021-03-13,27566,143,NA
SI,Slovenia,2021,10,2021-03-13,4768,41,270
SK,Slovakia,2021,10,2021-03-13,14131,701,NA
AT,Austria,2021,11,2021-03-20,20375,196,NA
BE,Belgium,2021,11,2021-03-20,22620,229,1357
BG,Bulgaria,2021,11,2021-03-20,24602,732,NA
CH,Switzerland,2021,11,2021-03-20,9964,63,15
CY,Cyprus,2021,11,2021-03-20,2596,3,173
CZ,Czechia,2021,11,2021-03-20,67298,1447,14110
DE,Germany,2021,11,2021-03-20,89928,1338,NA
DK,Denmark,2021,11,2021-03-20,4930,9,175
EE,Estonia,2021,11,2021-03-20,10156,70,532
ES,Spain,2021,11,2021-03-20,28628,652,NA
FI,Finland,2021,11,2021-03-20,5117,19,NA
FR,France,2021,11,2021-03-20,205091,1813,10955
GB,United Kingdom,2021,11,2021-03-20,37451,658,2943
GR,Greece,2021,11,2021-03-20,16090,383,NA
HR,Croatia,2021,11,2021-03-20,6321,83,689
HU,Hungary,2021,11,2021-03-20,53344,1278,NA
IE,Ireland,2021,11,2021-03-20,3473,51,187
IS,Iceland,2021,11,2021-03-20,25,0,3
IT,Italy,2021,11,2021-03-20,154493,2761,13331
LI,Liechtenstein,2021,11,2021-03-20,24,0,NA
LT,Lithuania,2021,11,2021-03-20,3696,75,NA
LU,Luxembourg,2021,11,2021-03-20,1452,33,NA
LV,Latvia,2021,11,2021-03-20,3665,64,426
MT,Malta,2021,11,2021-03-20,1637,19,37
NL,Netherlands,2021,11,2021-03-20,43362,214,1385
NO,Norway,2021,11,2021-03-20,6562,9,221
PL,Poland,2021,11,2021-03-20,147340,2091,737
PT,Portugal,2021,11,2021-03-20,3364,93,103
RO,Romania,2021,11,2021-03-20,37522,693,NA
SE,Sweden,2021,11,2021-03-20,31745,116,NA
SI,Slovenia,2021,11,2021-03-20,5655,38,317
SK,Slovakia,2021,11,2021-03-20,11709,538,NA
AT,Austria,2021,12,2021-03-27,22346,179,NA
BE,Belgium,2021,12,2021-03-27,38122,220,1665
BG,Bulgaria,2021,12,2021-03-27,25290,684,NA
CH,Switzerland,2021,12,2021-03-27,11608,60,20
CY,Cyprus,2021,12,2021-03-27,2496,7,147
CZ,Czechia,2021,12,2021-03-27,51615,1248,12997
DE,Germany,2021,12,2021-03-27,123133,1208,NA
DK,Denmark,2021,12,2021-03-27,2201,14,198
EE,Estonia,2021,12,2021-03-27,8710,80,543
ES,Spain,2021,12,2021-03-27,42992,2100,NA
FI,Finland,2021,12,2021-03-27,4422,12,NA
FR,France,2021,12,2021-03-27,254568,2304,12719
GB,United Kingdom,2021,12,2021-03-27,37909,451,2260
GR,Greece,2021,12,2021-03-27,16979,405,NA
HR,Croatia,2021,12,2021-03-27,9096,119,932
HU,Hungary,2021,12,2021-03-27,63808,1684,NA
IE,Ireland,2021,12,2021-03-27,4106,68,141
IS,Iceland,2021,12,2021-03-27,66,0,1
IT,Italy,2021,12,2021-03-27,156122,2994,12580
LI,Liechtenstein,2021,12,2021-03-27,24,0,NA
LT,Lithuania,2021,12,2021-03-27,4797,75,NA
LU,Luxembourg,2021,12,2021-03-27,1510,24,NA
LV,Latvia,2021,12,2021-03-27,3567,51,530
MT,Malta,2021,12,2021-03-27,904,16,18
NL,Netherlands,2021,12,2021-03-27,50427,190,1589
NO,Norway,2021,12,2021-03-27,6107,8,212
PL,Poland,2021,12,2021-03-27,185025,2594,680
PT,Portugal,2021,12,2021-03-27,2962,65,87
RO,Romania,2021,12,2021-03-27,39331,865,NA
SE,Sweden,2021,12,2021-03-27,35746,140,NA
SI,Slovenia,2021,12,2021-03-27,6531,44,371
SK,Slovakia,2021,12,2021-03-27,9041,448,NA
AT,Austria,2021,13,2021-04-03,22226,203,NA
BE,Belgium,2021,13,2021-04-03,31411,260,1885
BG,Bulgaria,2021,13,2021-04-03,24489,857,NA
CH,Switzerland,2021,13,2021-04-03,13125,68,17
CY,Cyprus,2021,13,2021-04-03,3201,13,141
CZ,Czechia,2021,13,2021-04-03,38713,1089,11481
DE,Germany,2021,13,2021-04-03,103104,1095,NA
DK,Denmark,2021,13,2021-04-03,5669,15,230
EE,Estonia,2021,13,2021-04-03,6199,71,502
ES,Spain,2021,13,2021-04-03,45641,688,NA
FI,Finland,2021,13,2021-04-03,3549,29,NA
FR,France,2021,13,2021-04-03,229985,1957,13761
GB,United Kingdom,2021,13,2021-04-03,27911,253,1669
GR,Greece,2021,13,2021-04-03,20869,476,NA
HR,Croatia,2021,13,2021-04-03,12749,153,1218
HU,Hungary,2021,13,2021-04-03,54634,1752,NA
IE,Ireland,2021,13,2021-04-03,3758,62,114
IS,Iceland,2021,13,2021-04-03,62,0,0
IT,Italy,2021,13,2021-04-03,137794,3068,11938
LI,Liechtenstein,2021,13,2021-04-03,36,0,NA
LT,Lithuania,2021,13,2021-04-03,5431,63,NA
LU,Luxembourg,2021,13,2021-04-03,1640,12,NA
LV,Latvia,2021,13,2021-04-03,3151,51,438
MT,Malta,2021,13,2021-04-03,381,12,29
NL,Netherlands,2021,13,2021-04-03,50317,156,1654
NO,Norway,2021,13,2021-04-03,5633,17,212
PL,Poland,2021,13,2021-04-03,193859,2984,625
PT,Portugal,2021,13,2021-04-03,3100,48,54
RO,Romania,2021,13,2021-04-03,38045,976,NA
SE,Sweden,2021,13,2021-04-03,33173,96,NA
SI,Slovenia,2021,13,2021-04-03,7380,57,401
SK,Slovakia,2021,13,2021-04-03,7637,522,NA
AT,Austria,2021,14,2021-04-10,18743,228,NA
BE,Belgium,2021,14,2021-04-10,25013,298,1749
BG,Bulgaria,2021,14,2021-04-10,19272,844,NA
CH,Switzerland,2021,14,2021-04-10,12201,69,23
CY,Cyprus,2021,14,2021-04-10,3711,7,182
CZ,Czechia,2021,14,2021-04-10,28238,867,9414
